Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,Supplier Type,Contract Number
Ministry of Justice,HMCTS,07/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,2165439,"£94,351.65","CCN A-R-02121-23 - Royal Courts of Justice - ATOS - For the supply of ATOS Labour, 3rd Party Services & Procurement (up to 21Mar2015)",WV10 6UH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2177461,"£56,369.00",CCN-A-R-03303-01 Tranche 3 of the court closure schedule (CERP),WV10 6UH,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,265000-IT & Telecommunications,SL999-Centralised Frontline,ATOS IT SERVICES UK LTD,2180104,"£57,484.52","WITO Charges						",WV10 6UH,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,LAMBERT SMITH HAMPTON,2160520,"£25,682.00",Quarterly service charge for Southgate House Gloucester,W1D 1NN-S/CHGE,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,JONES LANG LASALLE LTD,2170253,"£528,125.00",Estates HQ Bristil Civil Justice Centre Rent Quarter 3,E14 5WR,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,RATCLIFFES,2188769,"£77,613.75",Quarterly rent for Gloucester Family and Civil Court,W1K 2QH,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,DZ999-South West Region,GVA GRIMLEY LTD T/A GVA,2163017,"£25,250.00",Quarterly rent for Keble House Exeter,B1 2JJ-VALAD,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SWANSTON HOLDINGS,2166043,"£26,500.00",Quarterly rent for Yeovil County Court,HR9 7TE,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,JONES LANG LASALLE LTD,2172333,"£31,731.00",Quarterly rent for Bristol Admin Centre,BS8 9AQ,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,LONDONDERRY ADMINISTRATIVE SERVICES,2172378,"£30,937.50",Quarterly rent for Torquay County Court,DT9 3BU,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,MAPELEY BETA ACQUISITION CO LTD,2160567,"£47,125.00",Quarterly rent for Southgate House Gloucester,SE1 0TA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BOURNEMOUTH BOROUGH COUNCIL,2179832,"£40,533.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2179839,"£73,280.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2179839,"£50,380.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2179839,"£46,716.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,2180031,"£32,747.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,2180031,"£39,846.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,NORTH SOMERSET COUNCIL,2179981,"£35,037.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2181602,"£678,682.33",Worle Area Office Bristol - Services Support(Avon & Somerset Ltd) - Unitary Charges for Worle & Bristol PFI - Monthly,SW1E 5LB,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2181602,"£34,820.22",Worle Area Office Bristol - Services Support(Avon & Somerset Ltd) - Unitary Charges for Worle & Bristol PFI - Monthly,SW1E 5LB,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,261000-Fuel and Utilities,CZ999-South East Region,ANGLIAN WATER,2188071,"£26,225.55",Osprey House Chelmsford - Anglian Water - Consolidated water invoicing for HMCS August 2010 onwards,LN5 7WR,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,EC HARRIS LLP,2167843,"£36,030.33",Crawley Magistrates'-EC Harris LLP-Managing Agents Fees,M60 3NT,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,EC HARRIS LLP,2180255,"£44,816.42",NW Region - EC Harris - Design & Management Fee for 2012-13 capital schemes - Framework contract ref EPS RPU SW 09-10/72/13 - Contract ref 1336-1-Works/FM-SW-RFI,M60 3NT,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2166100,"£304,910.71",Highbury MC - Wates Construction Ltd - Creation of additional court rooms at Highbury MC,CIS-KT22 7SW,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2166100,"£84,175.57",Enfield MC - Wates Construction Ltd - Conversion of office space at Tottenham MC,CIS-KT22 7SW,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2168417,"£513,054.00",CIS Labour - Newport Magistrates Court -Wates Construction Ltd - Enabling works / construction,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2175455,"£366,987.04",Highbury MC - Wates Construction Ltd - Creation of additional court rooms at Highbury MC,CIS-KT22 7SW,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2175455,"£77,161.36",Enfield MC - Wates Construction Ltd - Conversion of office space at Tottenham MC,CIS-KT22 7SW,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,EXETER CITY COUNCIL,2179901,"£42,823.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,WINCHESTER CITY COUNCIL,2180069,"£35,724.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,PORTSMOUTH CITY COUNCIL,2179993,"£39,846.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,221000-Property Rent and Rates,EZ999-Wales Region,MONTAGU EVANS,2172434,"£85,625.00",Quarterly rent for Columbus House Newport,EH3 8EG,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,532000-Tangible GBV - Additions,EZ999-Wales Region,MID & WEST WALES FIRE AND RESCUE AUTHORITY,2163096,"£265,568.02",Llandrindod Well Magistrates:HMCS Contribution to Scheme:Mid+West Wales Fire and Rescue Authority:,SA31 1SP,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,EZ999-Wales Region,MID & WEST WALES FIRE AND RESCUE AUTHORITY,2183611,"£85,228.70",Llandrindod Well Magistrates:HMCS Contribution to Scheme:Mid+West Wales Fire and Rescue Authority:,SA31 1SP,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,223000-Other Expenditure,HZ999-North East Region,NEOPOST LTD,2165832,"£33,420.67",North East Consol Account - Bulk Contract - Neopost 12-13,RM1 2AR-INVOICE,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,2183318,"£166,453.63",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2167859,"£59,752.91",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2167859,"£39,689.41",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2167859,"£45,966.19",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2167859,"£49,458.98",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,226000-Court Costs,BZ999-London Region,EUREST SERVICES,2167859,"£42,623.09",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,223001-Printing Postage and Office expenditure,CZ999-South East Region,XEROX FINANCE LTD,2188928,"£30,785.27",HMCTS SOUTHEAST REGION CONSOLIDATED - Xerox (UK) Ltd - Rental 2012/13,BN13 1QX,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,223001-Printing Postage and Office expenditure,BZ999-London Region,XEROX FINANCE LTD,2188928,"£54,330.09",London Region Consolidated - Rental - Xerox - 12/13,BN13 1QX,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,223001-Printing Postage and Office expenditure,HZ999-North East Region,XEROX FINANCE LTD,2166137,"£54,495.48",North East Region consolidated account - RENTAL CHARGES - 12/13 - Xerox Finance,BN13 1QX,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,BRUTON KNOWLES (BK),2174374,"£60,686.50",Quarterly rent for Clarence House Newport,B4 6AF,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,LAMBERT SMITH HAMPTON,2160520,"£25,400.00",Quarterly rent for Brigantine House Swansea,W1D 1NN-S/CHGE,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,SAVILLS COMMERCIAL LTD,2160938,"£71,170.16",Quarterly rent for Port Talbot Justice Centre,M2 4AW,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CEREDIGION COUNTY COUNCIL,2165517,"£34,660.50",Scheduled rates payment,SY23 3UE,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CITY AND COUNTY OF SWANSEA,2183265,"£38,375.00",Quarterly rent for Swansea Crown Court,SA1 3SN,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,222001-Maintenance,DZ999-South West Region,BRYMOR CONTRACTORS LTD,2162920,"£35,613.15","CIS labour - provision of temporary county court accommodation at Basingstoke Magistrates' Court, BCP 10/11 (55).",CIS-PO7 7XN,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,SCOTTS PROPERTY LLP,2172721,"£33,750.00",Quarterly rent for Blackwood Civil and Family Court,HU1 2AN,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£186,385.50",Estates HQ Caernarfon Civil Justice Centre Rent Quarter 3 ,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CARDIFF COUNTY COUNCIL,2179847,"£35,934.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,FZ999-Midlands Region,STANDARD LIFE INVESTMENTS,2170871,"£36,937.50",Quarterly rent Nottingham ETS,EH2 2LL-RENTNG1,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,FZ999-Midlands Region,COLLIER & MADGE PLC,2162945,"£143,625.00",Quarterly rent Stoke AIT,W1H 7AL,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,EDDISONS,2160355,"£68,055.75",Quarterly rent Northampton County Court,WC2H 0AU-RENT,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,2170162,"£977,113.00",Estates HQ Birmingham Civil Justice Centre Rent Quarter 3,B17 9PU-R-PIRT,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,2170161,"£65,233.22",Estates HQ Birmingham Civil Justice Centre Service Charge Quarter 3,B17 9PU,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£96,423.75",Estates HQ 4th floor Temple Court Rent Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£28,972.00",Estates HQ 4th floor Temple Court Service Charge Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£89,898.75",Estates HQ 6th floor Temple Court Rent Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£26,998.00",Estates HQ 6th floor Temple Court Service Charge Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£96,423.75",Estates HQ 3rd floor Temple Court Rent Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,PRICEWATERHOUSECOOPERS LLP,2165956,"£28,972.00",Estates HQ 3rd floor Temple Court Service Charge Quarter 3,E14 9SQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BOND WOLFE ASSETS LTD,2165467,"£42,973.00",Quarterly rent Walsall County Court,B70 6JJ,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LONDON & CAPITAL PROPERTIES LTD,2172377,"£198,710.82",Estates HQ Loughborough Magistrates Rent Quarter 3.,NW1 3HG,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,EVANS EASYSPACE LTD,2174525,"£41,098.75",Estates HQ Northhampton Admin Offices Rent Quarter 3.,LS11 8EG,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,221000-Property Rent and Rates,FZ999-Midlands Region,CUSHMAN & WAKEFIELD LLP,2174459,"£111,343.75",Estates HQ Tribs Birmingham ASC West Wing Rent Quarter 3,B2 2JT-MERCIA,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,222002-Other Property Costs,FZ999-Midlands Region,CUSHMAN & WAKEFIELD LLP,2174459,"£49,217.25",Estates HQ Tribs Birmingham ASC West Wing Service Charge Quarter 3,B2 2JT-MERCIA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NORTHAMPTON BOROUGH COUNCIL,731730,"£38,930.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,STAFFORD BOROUGH COUNCIL,2180037,"£26,106.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,CITY OF LINCOLN COUNCIL,2179862,"£29,999.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,2179876,"£25,190.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,2179876,"£30,042.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,DERBY CITY COUNCIL,2179884,"£28,854.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,WOLVERHAMPTON CITY COUNCIL,2180071,"£35,724.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,222001-Maintenance,AG999-HQ - Estates,WHEELERS,2175462,"£32,192.45",TFM,SO15 2AB,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,CITY OF STOKE ON TRENT,2179864,"£32,060.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,2179821,"£29,541.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,2179821,"£44,655.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,2179821,"£149,766.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,2179986,"£36,869.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,2179986,"£70,990.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LEICESTER CITY COUNCIL,2179932,"£32,747.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LEICESTER CITY COUNCIL,2179932,"£25,190.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,18/Sep/2012 ,221000-Property Rent and Rates,GZ999-North West Region,MARDAN NORWICH LTD,726550,"£120,000.00",Quarterly rent Manchester ETS,NW9 7BT,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,OAKLAWN,2180504,"£26,818.88",Quarterly rent Ground and First Floor Birkenhead County Court,N18 1SY,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,GZ999-North West Region,BRUNTWOOD ESTATES,2162919,"£109,775.38",Quarterly rent for Manchester Picadilly AI,M1 4BT,0000,Programme,,
Ministry of Justice,HMCTS,04/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2160389,"£25,033.21",Oldham Magistrates Court - Installation of a secure dock in court 2 as per Paul Clarke's quote reference JO232,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£283,066.84",HA102 Consolidated - North East Estate Managed Hard Services 12-13,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£550,104.67",HA102 Consolidated - North East Estate Managed Fixed Soft Services 12-13,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£308,003.59",North West Region - Managed and contractual hard services: April 12 - March 13. Contract no: 0073-4-Works/FM-SW-RFI refers.,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£487,639.69",North West Region - Contactual Soft Services: April 12 - March 13 - Contract no: 0073-4-Works/FM-SW-RFI refers.,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£35,669.55",NW Region - Ad hoc hard services: Apr 12 - Mar 13.,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£145,954.18",M&E Repair and Maintenance,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£113,740.36",Management Costs etc,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£26,136.88",Internal Repair and Maintenance,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£39,396.72",CIS Labour  - Various - G4S - RPU SW 09/10/72/11 - M&E Repair and Maintenance,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£163,467.59",Cleaning,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£27,536.15",Management Costs etc,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2180296,"£289,406.73",Security,CIS-WR12 7LJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2180295,"£55,553.20",M&E REPAIR AND MAINTENANCE WALES,CIS-S81 7QF,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2180295,"£58,198.26",MANAGEMENT COSTS WALES,CIS-S81 7QF,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2168096,"£370,383.05",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly,BR8 7AG,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2168096,"£60,227.00",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly,BR8 7AG,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2168097,"£314,053.72","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2168097,"£51,615.57","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,HURSTWOOD PROPERTIES (R) LTD,2165701,"£26,203.44",Quarterly rent for Blackburn Cells,M2 1HW,0000,Programme,,
