DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION NUMBER,AMOUNT
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,CABLE & WIRELESS,1042084,"£205,011.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,INFORMATION COMMISSIONER (ICO),1042187,"$30,000.00 "
Ministry of Justice,Ministry of Justice Headquarters,25-Feb-11,ZZ900-MoJ HQ,631000-Bank,SOUTH YORKSHIRE PROBATION TRUST#WW00010147,16061,"£43,391.67"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1042556,"£65,073.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1042556,"£321,238.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1042556,"£181,608.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,NATIONAL SAVINGS & INVESTMENTS,1042556,"£188,711.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1042632,"£80,435.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1042449,"£39,653.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£48,088.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,ACTICA CONSULTING LTD,1042411,"£25,830.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,ACTICA CONSULTING LTD,1042411,"£25,200.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,HOME OFFICE,1042502,"£63,949.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£30,243.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£56,404.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£56,786.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£38,443.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042418,"£31,392.00"
Ministry of Justice,Ministry of Justice Headquarters,28-Feb-11,ZZ900-MoJ HQ,631000-Bank,HOME OFFICE,1042502,"£352,220.00"
Ministry of Justice,Tribunals Service,01-Feb-11,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1063898,"£29,501.00"
Ministry of Justice,Tribunals Service,01-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1063803,"£35,515.00"
Ministry of Justice,Tribunals Service,01-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1063803,"£25,171.00"
Ministry of Justice,Tribunals Service,04-Feb-11,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1064318,"£51,218.00"
Ministry of Justice,Tribunals Service,08-Feb-11,TR190-Regional North,221000-Property Rent and Rates,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),1065053,"£40,260.00"
Ministry of Justice,Tribunals Service,11-Feb-11,TR120-Corporate,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1065999,"£259,557.00"
Ministry of Justice,Tribunals Service,11-Feb-11,TR130-Finance & Resources,211000-Judicial Salaries - Salaried,JUDICIAL PENSIONS SCHEME,1027,"£1,328,637.00"
Ministry of Justice,Tribunals Service,11-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1065607,"£27,320.00"
Ministry of Justice,Tribunals Service,11-Feb-11,TR200-Regional South,222001-Maintenance,VISION HAMPSHIRE LTD,1066045,"£82,399.00"
Ministry of Justice,Tribunals Service,15-Feb-11,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1066412,"£112,451.00"
Ministry of Justice,Tribunals Service,15-Feb-11,TB140-Change Programme,265000-IT & Telecommunications,DELL TECHNOLOGY & SOLUTIONS LTD,1066412,"£140,507.00"
Ministry of Justice,Tribunals Service,15-Feb-11,TR120-Corporate,222002-Other Property Costs,MITIE SECURITY LTD,1066732,"£170,193.00"
Ministry of Justice,Tribunals Service,15-Feb-11,TR140-Finance & Resources (Estates),222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1066733,"£26,895.00"
Ministry of Justice,Tribunals Service,15-Feb-11,TR140-Finance & Resources (Estates),222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1066733,"£26,895.00"
Ministry of Justice,Tribunals Service,18-Feb-11,TR120-Corporate,222002-Other Property Costs,REGENT OFFICE CARE LTD,1068103,"£27,279.00"
Ministry of Justice,Tribunals Service,18-Feb-11,TR140-Finance & Resources (Estates),222002-Other Property Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1067718,"£854,863.00"
Ministry of Justice,Tribunals Service,18-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1067696,"£34,267.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1028,"£2,108,458.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1031,"£293,148.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1033,"£1,206,604.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1030,"£174,998.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1032,"£634,998.00"
Ministry of Justice,Tribunals Service,18-Feb-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1029,"£1,288,613.00"
Ministry of Justice,Tribunals Service,25-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1068798,"£32,116.00"
Ministry of Justice,Tribunals Service,25-Feb-11,TR160-Operational Support,223000-Other Expenditure,CALDER CONFERENCES LTD,1068798,"£43,940.00"
Ministry of Justice,Tribunals Service,25-Feb-11,TR200-Regional South,222002-Other Property Costs,SANDERSON WEATHERALL,1069232,"£29,378.00"
