Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Defra,Core Dept,06-Jun-11,Other Current Payments E,Environment and Rural Group,The Coal Authority,CA083879,"422,442.00",FOREIGN PAYMENT
Defra,Core Dept,14-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,The Royal Veterinary College,8.06E+11,"40,765.44",PO 345762- GRANT-IN-AID PAYMENT FOR JNCC -AUGUST 2011
Defra,Core Dept,14-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,The Scottish Agricultural Coll,10673970,"48,634.12",PO 345753 NCC GROSS MONTHLY ACP COSTS JULY 2011
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D),Environment and Rural Group,UK Water Industry Research Ltd,S414,"39,468.00",PO 347988- FY11/12 LONCS WATERMARK FLOOD EXERCISE
Defra,Core Dept,20-Jun-11,Current Transfers Abroad UK,Environment and Rural Group,United Nations Environment Pro,110411,"115,129.29",PO 346996 WIDP TRANSACTOR SUPPORT ETC JULY 2011
Defra,Core Dept,14-Jun-11,Current Transfers Abroad UK,Food and Farming Group,United Nations Environment Pro,FUND9340UK011210,"112,732.79",PO 336004- GRANT-IN-AID TO MMO -AUGUST 2011
Defra,Core Dept,28-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Aberdeen,ERS-480615-34386,"40,700.78",PO 336004 GRANT IN AID AUGUST 2011
Defra,Core Dept,28-Jun-11,Current Grants E,Environment and Rural Group,University Of Cambridge,130611,"27,122.00",PO 344853- FY 11/12 - ITEM -AQ902-SCIENTIFIC SUPPORT FOR NIP
Defra,Core Dept,28-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,University Of Edinburgh,ERS-480290-34265,"26,393.91",PO 316266 01/07/2011 - 30/09/2011 FY 11/12 Q2 FLOOD FORECASTING
Defra,Core Dept,06-Jun-11,Other Current Payments E,Food and Farming Group,University Of Nottingham,7652089,"1,508,302.20",PO 348456 LAW COMMISSION WILDLIFE PROJECT WORK APR-JUN 2011
Defra,Core Dept,08-Jun-11,Current Grants E,Environment and Rural Group,University of Oxford,190511,"31,267.77",PO 323618 GRANT QUART 2 2011 APR TO JUN 2011
Defra,Core Dept,28-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,University of Oxford,ERS-480369-34276,"31,322.33",PO 303626 METALS EXTENSION INV FOR JULY 2011
Defra,Core Dept,28-Jun-11,Other Current Payments E,Food and Farming Group,University Of Reading,ERS-480180-34277,"35,109.92",PO 344126 PARTICULATE COUNTING NETWORK JULY 2011
Defra,Core Dept,20-Jun-11,Other Current Payments (Evidence R&D),Environment and Rural Group,University Of St Andrews,RG035820,"27,801.75",PO 345967 GRANT IN AID FOR NE - AUG 11
Defra,Core Dept,14-Jun-11,Other Current Payments E,Environment and Rural Group,Vehicle Certification Agency,SIAR154726,"62,750.00",PO 348217 REIMBURSEMENT OF LEGAL CHARGES EXPENDITURE PERIOD APR 2011
Defra,Core Dept,14-Jun-11,Other Current Payments E,Environment and Rural Group,Vehicle Certification Agency,SIAR155304,"62,750.00",PO 348634 FY10/11 FLOOD RESCUE GRANT PAYMENT PHASE 2
Defra,Core Dept,30-Jun-11,Other Current Payments E,Environment and Rural Group,Vehicle Certification Agency,SIAR157509,"64,750.00",PO 332508 - REF LK09108 YEAR 3
Defra,Core Dept,03-Jun-11,Other Current Payments E,Green Economy and Corporate Services Group,Vertex Data Science Ltd,FI0407541,"28,060.38",PO 344537 FEES IN RESPECT OF DRAFT FINAL REPORT MILESTONE 2
Defra,Core Dept,30-Jun-11,Other Current Payments E,Green Economy and Corporate Services Group,Vertex Data Science Ltd,FI0407614,"27,429.40",PO 337648 18-020 BIODIVERSITY IN ST HELENA 1/7-30/9/11
Defra,Core Dept,14-Jun-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,Veterinary Laboratories Agency,3000006633,"76,342.48",PO 346884- OPERATION OF WHEAL JANE AND THE CA'S MANAGEMENT FEE-CHARGES FOR QTR JULY-SEPT 2011
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480292-34282,"55,124.41",PO 348290 ROW2 1ST QTR 11/12
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480303-34290,"48,965.83",PO 344525 AD HOC WORK 2.5 DAYS REPORTS APPRAISAL
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480305-34291,"34,304.83",2011 CONTRIBUTION
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480368-34317,"46,016.16",FOREIGN EMEP TRUST FUND
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480377-34321,"112,872.66",SP1202 Jul11 'Investigation of Peatland Restoration (Grip Blocking): Techniques to Achieve Best Outcomes for Methane & Greenhouse Gas Emissions/ Balance' (8/3/10 to 7/1/15)
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480378-34322,"28,996.16",PO 321963 DARWIN GRANT 16-006 1/4-31/10/10
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480379-34323,"38,077.00",PO 346655 GRANT REF CPEG23 1/4/11 - 30/6/11
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480380-34324,"91,334.00",PO 347694 RDPE TRANSITION DATABASE
Defra,Core Dept,24-Jun-11,Other Current Payments (Evidence R&D) (Agency),Food and Farming Group,Veterinary Laboratories Agency,ERS-480390-34326,"27,418.25",PO 344545 AC0116
Defra,Core Dept,01-Jun-11,Mobile Phones,Central Finance Group,Vodafone Ltd,59209306,"65,526.34",PO 335106 AC0213
Defra,Core Dept,08-Jun-11,Agency Recharge,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PC005,"31,212.00",PO 308248 AC0111 (VARIATION)
Defra,Core Dept,20-Jun-11,Estate Maintenance Admin,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PPM006,"83,550.79",PO 287023 WQ0118
Defra,Core Dept,20-Jun-11,Estate Maintenance Admin,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PPM007,"86,415.77",PO 348331- ADAS JOB CODE:XBM6573-8(HORTLINK-SECPTRE) HL01109 PERIOD: OCTOBER 2010 -JUNE 2011
Defra,Core Dept,22-Jun-11,Estate Maintenance Admin,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PPM008,"61,189.85",PO 339949- ADAS JOB CODE: XAC1618-1REF:LK09130-COSTS FOR APRIL-JUNE 2011 QUARTER
Defra,Core Dept,28-Jun-11,Other Current Payments (Evidence R&D),Food and Farming Group,Warwick H R I,ERS-480959-34552,"48,090.00",PO 321741 XDW8001-1 APRIL - JUNE 2011
Defra,Core Dept,20-Jun-11,Current Grants E,Green Economy and Corporate Services Group,Waste & Resources Action Progr,JUN1140611,"2,916,985.00",PO 347935 LK09128 XAA1521-4 1/4/11 - 30/06/11
Defra,Core Dept,06-Jun-11,Other Current Payments (Evidence R&D),Environment and Rural Group,Waterwise,INV001283,"30,000.00",PO 346752 XA0015 FALLEN STOCK  MISINC
Defra,Core Dept,12/07/2011,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.72E+21,"271,382.74",PO 346752 FALLEN STOCK JULY 2011
Defra,Core Dept,08/07/2011,Other Current Payments E,Environment and Rural Group,Local Partnerships LLP,41100750,"252,403.61",PO 346823 PFC EMI APRIL
Defra,Core Dept,08/07/2011,Other Current Payments UK,Environment and Rural Group,Bureau Veritas UK Ltd,11011172,"168,172.80",PO 346823 PFC TSE APRIL 2011
Defra,Core Dept,18/07/2011,Overhead Incidental Expenses,Environment and Rural Group,National Physical Laboratory,108639,"145,011.18",PO 346825 DRR REG & MOVE (ID & GATHERINGS)
Defra,Core Dept,06/07/2011,Clearing Scientific & Research,Environment and Rural Group,Air Monitors Ltd,3588,"133,957.92",PO 346825 DRR ABP APRIL
Defra,Core Dept,08/07/2011,Clearing Scientific & Research,Environment and Rural Group,Air Monitors Ltd,3498,"133,860.42",PO 346900 WILDLIFE LICENSING
Defra,Core Dept,14/07/2011,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,108320,"57,544.80",PO 347146 TB APRIL CHARGES
Defra,Core Dept,06/07/2011,Current Grants E,Environment and Rural Group,Zoological Society Of London,3.11E+12,"44,728.54",Po 346823 PROTECTING THE FOOD CHAIN
Defra,Core Dept,26/07/2011,Other Current Payments E,Environment and Rural Group,N A A O N B.,GRNT11121,"37,000.00",PO 346823 TSE CHARGES MAY 11
Defra,Core Dept,18/07/2011,Other Current Payments E,Environment and Rural Group,Pricewaterhouse Coopers,1353578529,"36,550.61",PO 346825 DRR ABP CHARGES MAY 2011
Defra,Core Dept,06/07/2011,Current Grants E,Environment and Rural Group,Zoological Society Of London,130611,"30,469.33",PO 346825 DISEASE RESILIENCE & RESISTENCE
Defra,Core Dept,12/07/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,National Physical Laboratory,108365,"29,828.40",PO 346900 WLRS CHARGES MAY 11
Defra,Core Dept,04/07/2011,Evidence Non R&D,Environment and Rural Group,National Physical Laboratory,108364,"28,772.40",PO 347146 TB CHARGES MAY 2011
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,Ensis Ltd,110711,"28,177.52",PO 347146 TB CHARGES JUNE 2011
Defra,Core Dept,06/07/2011,Current Grants E,Environment and Rural Group,Fauna & Flora International,3.01E+12,"25,723.75",po 347153 Animal Welfare Charges June 11
Defra,Core Dept,28/07/2011,Other Current Payments (Evidence R&D),Environment and Rural Group,AMEC Environment & Infrastruct,481259,"25,137.60",PO 347154 BORDER CHARGES FOR JUNE 2011
Defra,Core Dept,20/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP054444,"318,342.65",PO 347155 REPORTABLE DISEASE & ZOONOSES CHARGES JUNE 2011
Defra,Core Dept,20/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,RIRP054442,"210,987.80",PO 347171 EXOTIC DISEASE CHARGES JUNE 2011
Defra,Core Dept,28/07/2011,Other Current Payments (GB),Food and Farming Group,Deloitte & Touche,1110696278,"137,206.80",MULTIPLE POS 348054 & 348132 BASE PAYROLL CHARGES & CIOD IT
Defra,Core Dept,15/07/2011,Other Current Payments (GB),Food and Farming Group,Office International Des Epizo,23062011,"131,246.40",PO 348156 FSA SLAUGHTERHOUSE APR-JUN 2011
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,80711,"78,094.20",PO 347154 BORDER CONTROLS CHARGES JULY 2011
Defra,Core Dept,22/07/2011,Evidence Non R&D,Food and Farming Group,Identigen Ltd,40695,"68,829.60",PO 347155 REPORTABLE DISEASE AND ZOONOSES CHARGES JULY 2011
Defra,Core Dept,06/07/2011,Other Current Payments IT Projects,Food and Farming Group,IBM United Kingdom Ltd,5806111166,"54,154.80",PO 347171 EXOTIC DIEASE CHARGES FOR JULY 2011
Defra,Core Dept,22/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,R U Robots Ltd,234,"53,766.47",SE3227 - Evaluation of the protection efficacy of vaccines against bovine TB in a natural transmission setting.- Aug 11
Defra,Core Dept,08/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,SAC,10681841,"51,107.53",AHVLA - Contract L - 11/12 (self-bill)
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,The National Non-Food Crops Ce,80711,"47,028.00","SE4108 - EMIDA Molecular studies of orbivirus transmission, epidemiology and diagnostics - Aug 2011- BBSRC"
Defra,Core Dept,12/07/2011,Contractor - Management Cover,Food and Farming Group,Alpine Resourcing Ltd,7007,"36,505.19",PO 346688- REMAINING LEGAL COSTS-K & AC JACKSON & SON -CASE NO:CO/9035/2010
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.07E+11,"34,923.19",PO 348554  YBR0785N  AFM277 DEVELOPMENT
Defra,Core Dept,28/07/2011,Other Current Payments E,Food and Farming Group,A D A S UK Ltd,RIRP053829,"34,740.00",FO0427 - Future implications of trends in healthy eating on existing food production and manufacture FY2010/11
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.07E+11,"33,846.00",RMP5380 ORDER 31617
Defra,Core Dept,14/07/2011,Other Current Payments (Evidence R&D),Food and Farming Group,A D A S UK Ltd,8.07E+11,"30,593.20",RMP5380 ORDER 31618
Defra,Core Dept,28/07/2011,Other Current Payments (GB),Food and Farming Group,A D A S UK Ltd,RIRP054555,"28,309.20",PO 317914 PROJECT HL0194  M599105 APR-JUN 2011
Defra,Core Dept,28/07/2011,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807111306,"7,512,386.35",PO 323968 USING LEGUME - LK09106 PERIOD APR - JUNE 2011
Defra,Core Dept,08/07/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),SI00000474,"3,263,571.06",PO 303249 PROJECT LK0999 - FY 2008/09  APR-JUN 2011
Defra,Core Dept,21/07/2011,Property Lease Costs,Green Economy and Corporate Services Group,D T Z,DEFRA091,"1,773,052.46",PO 347430 T4ZG 2011/12 FIRST INSTALLMENT
Defra,Core Dept,28/07/2011,Property Lease Costs,Green Economy and Corporate Services Group,D T Z,DEFRA092,"993,867.65",PO 327246 BVDP QUARTER 1 - ADMINISTRATION TRAINING PROJECT MANAGEMENT
Defra,Core Dept,14/07/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011228,"240,760.32",PO 346381 FS317 OTHER SERVICES
Defra,Core Dept,14/07/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011230,"238,680.88",PO 346747 FS325 BSE TESTING
Defra,Core Dept,08/07/2011,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Oracle Corporation UK Ltd,1324928,"227,834.95",PO 346759 FS317 SHEP BRAINSTEM SAMPLE APR - JUN 2011
Defra,Core Dept,04/07/2011,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00010951,"206,940.00",PO 346937- FS320-SUPERVISION OF CLEANSING  & DISINFECTING OF LIVESTOCK VEHICLES-JULY 2011
Defra,Core Dept,22/07/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,A D A S UK Ltd,RIRP054399,"180,000.00",PO 346381 - FSA SERVICE SLA ANIMAL BY PRODUCTS ORDER JULY 2011 - 27-JUN-11 - 31-JUL-11
Defra,Core Dept,26/07/2011,Evidence Non R&D,Green Economy and Corporate Services Group,A E A Technology - SPM Lead Co,6144281,"176,038.22",PO 346747- FS325-BSE TESTING & BEEF ASSURANCE WORK JULY 2011-ENGLAND
Defra,Core Dept,14/07/2011,Clearing Construction in Progress (Building Works),Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011327,"136,409.95",PO 348461 COMPLIANCE GRANT IN AID AUG 11
Defra,Core Dept,20/07/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,117010711,"116,541.71",PO 348465 ENFORCEMENT FUNDING AUG 2011
Defra,Core Dept,14/07/2011,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Oracle Corporation UK Ltd,1333010,"107,265.60",PO 346749 - BSE TESTING JULY 2011
Defra,Core Dept,14/07/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011322,"102,325.68",SE4205 - Detection and modelling of airborne spread of foot and mouth disease (Aug 2011) - IAH
Defra,Core Dept,20/07/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,119020711,"89,745.68",SE2813  GRFA development of novel FMD vaccines
Defra,Core Dept,04/07/2011,Gas,Green Economy and Corporate Services Group,Corona Energy,V6144115,"77,351.58",SE1514 - August FY 2011/2012
Defra,Core Dept,14/07/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011320,"71,944.18",SE2617 - August FY 2011/2012
Defra,Core Dept,14/07/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00011323,"63,397.44",SE4204 - August FY 2011/2012
Defra,Core Dept,14/07/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA090,"51,205.83",PO 348602 BRITISH SURVEY OF FERTILISER PRACTICE 2011
Defra,Core Dept,07/07/2011,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA089,"45,405.38",PO 346748 EU REBATE FOR SAMPLES TO ABATTOIRS 14/07 - 01/08/11
Defra,Core Dept,06/07/2011,Estates Professional Fees & Services,Green Economy and Corporate Services Group,D T Z,169300,"45,220.00",PO 326195 HORTLINK HL0192 YEAR 3 QUARTER 2
Defra,Core Dept,08/07/2011,Agency Recharge,Green Economy and Corporate Services Group,Walter Lilly & Co Ltd,1383PC006,"40,700.40",WQ0210 (Var)  FY2010/11
Defra,Core Dept,08/07/2011,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5806112228,"37,893.59",WQ0218  FY2010/11
Defra,Core Dept,20/07/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,98010711,"32,091.72",PO 339745 CFE LOCAL ACTIVITY JAN - MARCH 2011
Defra,Core Dept,06/07/2011,Other Current Payments E,Green Economy and Corporate Services Group,SKM Enviros,JW01914,"28,792.57",AC0116 - Aug 11
