Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-523462-90963,"£1,100,417.00",Comprehensive Networks,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-523462-90963,"£96,382.00",CLAHRCs,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-523462-90963,"£113,022.00",Research Capability Funding,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-523462-90963,"£126,170.00",Biomedical Units,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-523465-90993,"£45,294.00",Research Capability Funding,CV2 2DX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-523465-90993,"£233,947.00",Cooksey Patient Care,CV2 2DX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-523465-90993,"£72,881.25",HTA Commissioned Research,CV2 2DX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£165,497.00",Research Capability Funding,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£83,333.00",Biomedical Units,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£91,604.00",Biomedical Units,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£126,799.00",Biomedical Units,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£68,295.00",Network Research Capability Funding,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-523466-91031,"£1,794,953.00",Network Research Capability Funding,LE5 4QF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,WHITTINGTON HOSPITAL NHS TRUST,ERS-523469-90994,"£37,954.00",Research Capability Funding,N19 5NF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-17219,"£678,000.00",,WF3 1WE,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-17220,"£158,000.00",,WF3 1WE,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-17221,"£705,000.00",,HA7 4LP,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-17222,"£75,000.00",,PR8 6PT,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST RY6,HAFS-17223,"£760,000.00",,LS6 1PF,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,NORTH WEST LONDON HOSPITALS NHS TRUST,HAFS-17224,"£4,500,000.00",,HA1 3UJ,,Other,NHS,
Department of Health,Department of Health,14/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,LANCASHIRE CARE NHS FOUNDATION TRUST,HAFS-17225,"£3,000,000.00",,PR5 6XT,,Other,NHS,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530359,"£27,864.64",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530356,"£25,736.06",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530355,"£25,220.82",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530353,"£26,681.58",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530352,"£54,575.41",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530895,"£28,279.87",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530896,"£26,375.72",,,,,Private,
,,14/07/2014,"SFVS - product & distribution cost, during June & July 2014",DG: PHD,Total Produce (Wigan),W14061530350,"£30,477.75",,,,,Private,
Department of Health,Department of Health,14/07/2014,Service charge,DG: GOAD,ATTENDA LTD,1028802,"£71,700.00",Revenue Attenda Choices - Infrastucture management  monthly reccuring charges,TW18 4EX,,Programme,Private,
Department of Health,Department of Health,14/07/2014,Addition Clearing - IT,DG: GOAD,INSIGHT DIRECT UK LTD,1917640,"£49,789.10",VOIP Deployment Project - headsets and associated equipment as detailed in ITT document,M5 3NN,,Admin,Private,13984
Department of Health,Department of Health,14/07/2014,Addition Clearing - IT,DG: GOAD,INSIGHT DIRECT UK LTD,1917640,"£9,957.81",,M5 3NN,,Admin,Private,
Department of Health,Department of Health,14/07/2014,Addition Clearing - IT,DG: GOAD,INSIGHT DIRECT UK LTD,1918006,"£43,647.00",VOIP Deployment Project - headsets and associated equipment as detailed in ITT document,M5 3NN,,Admin,Private,13984
Department of Health,Department of Health,14/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),445599,"£1,090,706.89",Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,14/07/2014,Addition Clearing - SW LIC,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),445636,"£342,498.95",Capital: NHS Mail Core Contract Capacity Enhancement up to  March 31st 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,14/07/2014,Contractor/Staff Substitution,DG: GOAD,Optevia Ltd,DFH004,"£30,600.00",Build / Design costs for CONTACT replacement project,ME18 5JH,,Admin,Private,
Department of Health,Department of Health,14/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10021,"£43,014.00",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GLASGOW UNIVERSITY OF,ERS-523330-90943,"£103,777.00",HTA Commissioned Research,G12 8QQ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-523331-90942,"£69,167.25",HS & DR,B15 2TT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-523337-91050,"£144,402.00",NIHR Fellowships,B15 2TT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-523340-91051,"£24,250.00",NIHR Fellowships,BS8 1TH,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-523340-91051,"£182,690.00",Health Protection Agency - research funding,BS8 1TH,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-523368-91054,"£31,759.81",NIHR Public Health Research ( NETSCC ),SW7 2AZ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-523368-91054,"£43,712.00",PROJECTS,SW7 2AZ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-523368-91054,"£159,381.00",Health Protection Agency - research funding,SW7 2AZ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-523368-91054,"£179,296.00",Health Protection Agency - research funding,SW7 2AZ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-523368-91054,"£170,374.00",Health Protection Agency - research funding,SW7 2AZ,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-523371-91055,"£179,681.00",Health Protection Agency - research funding,SE1 8WA,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-523371-91055,"£165,880.00",Health Protection Agency - research funding,SE1 8WA,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-523376-91056,"£80,465.20",EME - ( NETSCC ),LS2 9JT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-523376-91056,"£16,093.30",HS & DR,LS2 9JT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-523377-91057,"£190,386.00",Health Protection Agency - research funding,L69 3BX,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-523377-91057,"£129,417.00",Health Protection Agency - research funding,L69 3BX,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,ERS-523378-91059,"£145,020.00",National School for Social Care Research,WC2A 2AE,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-523379-91053,"£28,789.86",HS & DR,WC1E 7HT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-523379-91053,"£183,472.00",Health Protection Agency - research funding,WC1E 7HT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-523382-91060,"£2,580.00",NIHR Fellowships,NE1 7RU,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-523382-91060,"£167,623.00",Health Protection Agency - research funding,NE1 7RU,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-523393-91075,"£33,327.00",Research Capability Funding,NR7 0WG,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£13,333.20",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£14,953.37",HS & DR,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£15,000.00",NIHR Senior Investigator's Funding,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£15,000.00",NIHR Senior Investigator's Funding,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£203,459.00",Health Protection Agency - research funding,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£15,000.00",NIHR Senior Investigator's Funding,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-523410-91061,"£381,500.00",School of Primary Care Research,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-523436-91062,"£98,520.00",HS & DR,SW17 0RE,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-523454-91058,"£201,450.00",Health Protection Agency - research funding,WC1E 6BT,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-523472-91064,"£34,899.60",HTA Commissioned Research,YO10 5DD,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-523472-91064,"£30,651.00",NIHR Fellowships,YO10 5DD,,Programme,Public,
Department of Health,Department of Health,14/07/2014,Revenue Grants to non-profit institutions,DG: ERD,AGE UK,ERS-523517-91121,"£146,237.00",2014/003 AGE UK - project- malnutrition task force - preventing and tackling malnutrition among older people,SW16 4ER,,Programme,Voluntary,
Department of Health,Department of Health,15/07/2014,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100025472,"£92,563.50",Annual Support Costs for BMS as per CCN Number: DHBMS.006.01/14 - From April 2014 - March 2015,WF3 1WE,,Admin,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£76,473.00",Programme Grants for NHS Trusts,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£69,500.00",Programme Grants for NHS Trusts,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£28,367.54",HTA Commissioned Research,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£37,210.08",HS & DR,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£17,396.00",Research for Patient Benefit,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£74,849.04",NIHR Public Health Research ( NETSCC ),WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£4,687.00",Research for Patient Benefit,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£121,461.00",Programme Grants for NHS Trusts,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523543-91141,"£96,977.00",Programme Grants for NHS Trusts,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,15/07/2014,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,02/14-15,"£3,662,298.37",Skipton Fund funding 2014-15,SW1H 0QS,,Programme,Private,
Department of Health,Department of Health,15/07/2014,Contractor/Staff Substitution,DG: GOAD,Aptus Personnel t/a Jark Industrial,1000002159,"£61,662.89",Telephony - provision of switchboard operators,NR19 1AE,,Admin,Private,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,RAND EUROPE CIC,14262/10073-51,"£33,090.41",PROJECTS,CB4 1YG,,Programme,Private,
Department of Health,Department of Health,15/07/2014,Research & development,DG: RDD,ASHRIDGE CONSULTING LTD,15787,"£117,274.48",NIHR Faculty Leadership,HP4 1NS,,Programme,Private,
Department of Health,Department of Health,15/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,ERS-523574-91201,"£85,821.00","2013-14 IESD NCVO project ""Good practice in volunteering in care homes""",N1 9RL,,Other,Public,
Department of Health,Department of Health,15/07/2014,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,FT/14192/00537,"£60,386,422.74",,RH10 1UH,,Programme,Public,
Department of Health,Department of Health,15/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER FOR SHORT LIVES,ERS-523571-91162,"£77,859.00",AIMS ref 2522983 r.e. Together for Short Lives and 2013-14 IESD Fund,BS1 1QB,,Other,Voluntary,
Department of Health,Department of Health,15/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE MOVEMENT FOR NON MOBILE CHILDREN WHIZZ KIDZ,ERS-523572-91161,"£59,526.00","IESD award 2012/13 for Whizz-Kidz project ""Meeting the opportunities of AQP to transform young wheelchair users' lives""",SW1E 5EH,,Other,Voluntary,
Department of Health,Department of Health,15/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,IN CONTROL PARTNERSHIPS,ERS-523573-91181,"£39,529.00",IESD Grant - In Control AIMS - 1761956,B47 6JX,,Other,Voluntary,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12667504,"£1,154,918.40",Revenue: HSCIC Choices - Recharge of Admin related costs August 2013 to March 2014,LS1 6AE,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000004,"£1,343,565.74",NHS Supply Chain - SFVS Distributor funding 2014/15 - To cover 1st quarter invoices,DE55 4QJ,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000005,"£104,714.98",NHS Supply Chain - SFVS Distributor funding 2014/15 - To cover 1st quarter invoices,DE55 4QJ,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000008,"£437,673.40",NHS Supply Chain - SFVS Distributor funding 2014/15 - To cover 1st quarter invoices,DE55 4QJ,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-523662-91269,"£121,008.00",PROJECTS,SP4 0JG,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-523663-91270,"£127,548.00",Programme Grants for NHS Trusts,ST5 1QG,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-523664-91263,"£32,485.00",Research for Patient Benefit,OX4 2GX,,Programme,NHS,
Department of Health,Department of Health,16/07/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10103642,"£71,619.60",Information Systems,SW1W 9SR,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,IN PRACTICE SYSTEMS LTD,405750,"£8,643.86","Revenue: inPS GPSoC - Revenue charges for the period 01/04/2014  to 31/03/2015 - System support charges,Training charges, Hosting service charges,Utilisation charges",SW8 3QJ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,IN PRACTICE SYSTEMS LTD,405750,"£62,346.68",Revenue: - inPS GPSoC - four days revenue charges for the period commencing 28/3/2014; Principal System support charges & Hosting service charges,SW8 3QJ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Addition Clearing - SW LIC,DG: GOAD,IN PRACTICE SYSTEMS LTD,405751,"£52,974.25",Capital: - inPS GPSoC - four days capital charges for the period commencing 28/3/2014; Principal System Software Licence Charges,SW8 3QJ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Addition Clearing - SW LIC,DG: GOAD,IN PRACTICE SYSTEMS LTD,405751,"£2,370,676.16","Capital: inPS GPSoC - Capital charges for the period commencing 01/4/14 - 31/03/15 Software licence charges, hosting implementation charges,Migration charges, National functionality deployments, Development charges",SW8 3QJ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),445637,"£56,674.00",Revenue: NHS Mail core contract 1 April 2014 - 30 June 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),445981,"£468,297.43",Revenue: NHS Mail core contract 1 April 2014 - 30 June 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201368309,"£2,000,000.00",Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201371915,"£3,489,267.40",Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201371915,"£269,710.42",Capital: LSP NME CSC - F/Y 2014/15 - Lorenzo Deployment. Capital cash requirements (committed costs only),PR1 8UQ,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584161878,"£900,000.00",Revenue: Atos e-RS Termination and Exit CCN ACCN -0547 EX834  - Service Charges,WS11 0JA,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162272,"£104,156.26",Revenue: Atos e-RS Termination and Exit CCN ACCN -0547 EX834  - Service Charges,WS11 0JA,,Programme,Private,
Department of Health,Department of Health,16/07/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-523654-91267,"£279,602.04",Rus - Regional Design Service,NG7 2RD,,Programme,Public,
Department of Health,Department of Health,16/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,BEDFORDSHIRE & LUTON MIND,ERS-523617-91221,"£27,218.00",2011-12 IESD Fund - Workshop in Mind - AIMs Reference Number 1166259,MK45 2NB,,Other,Voluntary,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523720-91322,"£186,956.00",Comprehensive Networks,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,17/07/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-523723-91336,"£149,574.00",Research for Patient Benefit,BS1 3NX,,Programme,NHS,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333492RI,"£33,717.46","Care Quality Commission (CQC) --Building Maintenance from 01/04/14 - 31/03/15 - @£33,717.46",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333493RI,"£46,676.46"," Building Maintenance Costs from 01/04/14 -31/03/201515 @ £46,676.46 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333493RI,"£22,528.31","Cleaning Costs from 01/04/14 -31/03/201515 @ £22,528.31 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333493RI,"£13,007.45","FM Costs from 01/04/14 -31/03/201515 @ £13,007.45 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333493RI,"£29,340.24","Security Costs from 01/04/14 -31/03/201515 @ £29,340.24 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333494RI,"£49,138.93","Building Maintenance Costs from 01/04/14 - 31/03/15 @£49,138.93",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333494RI,"£29,049.98","Cleaning Costs from 01/04/14 - 31/03/15 @£29,049.98",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333494RI,"£26,261.22","FM Costs from 01/04/14 - 31/03/15 @£26,261.22",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333494RI,"£47,483.26","Security Costs from 01/04/14 - 31/03/15 @£47,483.26",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333495RI,"£38,449.46","Building Maintenance Costs from 01/04/14 -31/03/15 @38,449.46 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333495RI,"£21,923.22","Cleaning Costs from 01/04/14 -31/03/15 @21,923.22 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333495RI,"£13,060.08","FM Costs from 01/04/14 -31/03/15 @13,060.08 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333495RI,"£28,817.96","Security Costs from 01/04/14 -31/03/15 @28,817.96 mthly",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,17/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00333496RI,"£7,250.17","Building Maintenance Costs from 01/04/14 - 31/03/15 @£7,250.17 mthly",SO53 3YE,,Admin,Private,
