Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025079882,"Ł1,176",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025079882,"Ł1,176",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Corporate,23-Apr-12,OTHER EXPENDITURE,F&C,KPMG,2025080014,"Ł66,000",Professional Services,Consultancy,Business Consultancy
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł22,900",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł11,220",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł31,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł15,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł2,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł7,100",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł22,440",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł7,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł76,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł3,100",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł4,080",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł850,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł850,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł0,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł2,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł1,020",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł5,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł42,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"-Ł486,592",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł51,900",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł24,336",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł4,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł936,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł10,900",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł9,360",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł32,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł114,192",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł1,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł1,560",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł2,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł5,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,Ł936,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025080439,"Ł2,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Corporate,23-Apr-12,COMPUTER SERVICES,CIT,ORANGE PCS LTD,2025080463,"Ł105,986",Information & Communications Technology,Networks,Running Costs
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł4,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł5,900",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł2,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł3,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł14,952",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,Ł700,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025080582,"Ł1,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,ACCESS TO WORK,COO,REMARK,2025080715,Ł150,Welfare to Work,Client Facing,ACCESS TO WORK
Department for Work and Pensions,Employment Programmes,23-Apr-12,ACCESS TO WORK,COO,REMARK,2025080715,"Ł25,376",Welfare to Work,Client Facing,ACCESS TO WORK
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł5,501",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł2,318",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł4,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł7,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł2,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł900,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł5,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł12,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł3,400",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł3,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł2,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł700,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł4,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł15,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł960,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,900",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł2,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł4,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,"Ł1,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025080982,-Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Jobcentre Plus,23-Apr-12,COMPUTER SERVICES,COO,STERIA,2025081012,"Ł7,460",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Jobcentre Plus,23-Apr-12,COMPUTER SERVICES,COO,STERIA,2025081012,"Ł4,391",Information & Communications Technology,Systems Delivery,Maintenance & Support
Department for Work and Pensions,Jobcentre Plus,23-Apr-12,COMPUTER SERVICES,COO,STERIA,2025081012,"Ł100,535",Information & Communications Technology,Systems Delivery,ICT Consultancy
Department for Work and Pensions,Corporate,23-Apr-12,ACCOMMODATION COSTS,F&C,TELEREAL TRILLIUM,2025081082,"Ł9,265",Estates,PRIME,PRIME Billable Extras
Department for Work and Pensions,Corporate,23-Apr-12,ACCOMMODATION COSTS,F&C,TELEREAL TRILLIUM,2025081082,"Ł13,886",Estates,PRIME,PRIME Billable Extras
Department for Work and Pensions,Corporate,23-Apr-12,EMPLOYMENT ZONES,Change PMU,WHITE ROSE CREDIT UNION LTD,2025081180,"Ł15,420",Business & Financial Services,Client Services,Growth Fund
Department for Work and Pensions,Corporate,23-Apr-12,EMPLOYMENT ZONES,Change PMU,WHITE ROSE CREDIT UNION LTD,2025081180,"Ł20,040",Business & Financial Services,Client Services,Growth Fund
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł2,544",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł10,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł18,100",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł2,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł6,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł4,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł3,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł900,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł800,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł7,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł9,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł1,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł2,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł2,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł600,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł1,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,Ł900,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł1,000",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,23-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025081185,"Ł3,100",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
