Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,,
DEFRA,EA,16/04/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1350641,"56,101.81",Saltmoor - Electrification of Diesel Pump,NG17 2HW,,30346254,IMSW002075,Project,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1350637,"40,773.12",Bradney Depot and Warmley mechanical and electrical maintenance,NG17 2HW,,30346254,IMSW002075,Project,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1350642,"48,308.54",Electrical maintenance of assets (South West),NG17 2HW,,30346254,IMSW002075,Project,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,SW Capital WiP,Nomenca Ltd,1350643,"45,278.46",Electrical maintenance of assets (South West),NG17 2HW,,30346254,IMSW002075,Project,,,,,
DEFRA,EA,14/04/2015,Professional Services Other,NE Capital WiP,Nomenca Ltd,1350207,"26,202.35",Elvington Sluices - electrical maintenance,NG17 2HW,,30408055,IMNE790509,Project,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Central and South West,North Dorset District Council,1352886,"60,146.00",Rates for Rivers House Blandford - 2015-16,DT11 7LL,,,,Administration,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,Field Services,NPL Management Ltd,1349653,"29,820.00",Trash screen pilot project,TW11 0LW,,,HOOP000259,Project,,,,,
DEFRA,EA,01/04/2015,Facilities,FM Operating Unit - Central and South West,OF Ryan,1349263,"93,867.30",Rent for Olton Court - 24 March- 25 June 2015,B26 3LS,,,,Administration,,,,,
DEFRA,EA,14/04/2015,Construction,MI Central- FCRM Ops,OnSite Central Ltd,1349056,"51,789.95",Confined Space Programme - Culvert Inspection Services,WR3 8TJ,,30319000,REMI001915,Project,,,,,
DEFRA,EA,16/04/2015,ICT Commodities,HO Commercial Development,Ordnance Survey,1350981,"27,385.98",Ordnance Survey MasterMap - Topography Layer - October 2014-March 2015,SO16 4XH,,,,Administration,,,,,
DEFRA,EA,23/04/2015,Construction,SE WT - FCRM Ops (North West),Osney Lock Hydro Ltd,1352783,"60,000.00",Weir B Osney Construction - contribution to installation of fish pass,OX2 0AJ,,,RETH000332,Project,,,,,
DEFRA,EA,02/04/2015,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1347731,"150,724.64",Pevensey Bay sea defence works,PO15 5SS,,,IMSO000584,Project,,,,,
DEFRA,EA,09/04/2015,Construction,AN Capital WiP,PG Wright,1349746,"30,690.00",Anglian region - River vegetation maintenance - weed control,PE12 9EA,,30246241,IMAN001295,Project,,,,,
DEFRA,EA,09/04/2015,Construction,AN Capital WiP,PG Wright,1349745,"57,360.00",Tidal Nene stoning works on West Bank Sutton Bridge,PE12 9EA,,30397778,IMAN002815,Project,,,,,
DEFRA,EA,09/04/2015,Construction,AN Nthn - FCRM Ops (W&N),PG Wright,1349743,"28,140.00","Vegetation clearance by machine, tidal Nene flood bank",PE12 9EA,,30246241,FRA01S127,Project,,,,,
DEFRA,EA,16/04/2015,Industrial Services,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1351118,"72,294.90",Thames Barrier Running Costs - April 2015,DA12 2BG,,,,Administration,,,,,
DEFRA,EA,09/04/2015,Industrial Services,SE Capital WiP,Port Of London Authority,1349880,"294,641.80",Radar transceiver replacement - Thames Barrier,DA12 2BG,,,IMSE500075,Project,,,,,
DEFRA,EA,09/04/2015,Industrial Services,SE Capital WiP,Port Of London Authority,1349887,"105,964.62",Frog Island radar trials,DA12 2BG,,,IMSE500075,Project,,,,,
DEFRA,EA,07/04/2015,Operational Goods,National Enforcement Service,Post Office Ltd,1349552,"37,714.07",Post Office commission for rod licence sales - 2014-15 season,EC1V 9HQ | PE4 5PG,,30180918,,Administration,,,,,
DEFRA,EA,07/04/2015,Facilities,FM Operating Unit - Central and South East,PT Contractors Ltd,1348310,"277,797.80",Caversham Lakes building project,SO15 0HH,,,HOFAC000024,Project,,,,,
DEFRA,EA,07/04/2015,Construction,NE Capital WiP,Qualter Hall & Co Ltd,1349120,"36,000.00",Hull tidal surge barrier refurbishment,S75 2BY,,,IMNE000796,Project,,,,,
DEFRA,EA,27/04/2015,Professional Services Other,National Monitoring,Queen Mary University of London,1353175,"38,688.00",Macro invertebrate sample analysis (mixed taxon),E1 4NS,,30422831,HOOP000256,Project,,,,,
DEFRA,EA,16/04/2015,Travel,National Technical Team,Redfern Travel Ltd,1351004,"817,563.81",Staff business-related train travel - March 2015,BD1 1PL,,30342649,,Administration,,,,,
DEFRA,EA,16/04/2015,ICT Commodities,Internal Transformation (National),Rivo Software Ltd,1351282,"86,400.00","""Safeguard"" software - an improved approach to health and safety for field services staff and full audit capability, including Support and Maintenance",CV34 6UW,,,,Administration,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,"NW South E,P&E",Rochdale Metropolitan Borough Council,1349014,"216,315.00","""Revealing the Roch"" Defra Challenge contribution - 2014-15",OL16 1XL,,,RENW002240 | RENW002178,Project,,,,,
DEFRA,EA,07/04/2015,Construction,MI Central-AEM - 2,Roshal Space Consultants Ltd,1348924,"29,965.56",New Hydrogen Peroxide store at Lea Marston,LE67 8QT,,,REMI002098,Project,,,,,
DEFRA,EA,09/04/2015,Fleet,HO Geomatics,RVL Aviation,1349328,"140,625.08",Geomatics - flood risk mapping and coastal monitoring throughout England and Wales - supply of aircraft and pilots,DE74 2SA,,30000394,SCLI0001,Project,,,,,
DEFRA,EA,27/04/2015,Professional Services Other,EA Ops - NE - DBNTLS - FCRM,Scunthorpe & Gainsborough Water Lvl Mgt,1354681,"40,786.00",Net payment of Foreign Water contribution - 2015-16 ,DN4 0BF,,,,Administration,,,,,
DEFRA,EA,27/04/2015,Facilities,SE Capital WiP,Security Services Group,1353677,"102,979.33",Maintenance of Thames Barrier Security Systems,SN6 8LA,,30362900,IMSE500072,Project,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Northern,Selby District Council,1352971,"25,882.50",Rates for the Riccall Depot - 2015-16,YO8 4SB,,,,Administration,,,,,
DEFRA,EA,02/04/2015,Facilities,MI Central - FCRM,Senator Group,1347521,"28,797.66",Furniture and desking for new area incident room layout at Sentinel House,BB5 5YE,,30392413,REMI002102,Project,,,,,
DEFRA,EA,09/04/2015,Professional Services Other,MI West-AEM - 3,Severn Trent Water,1344911,"761,622.52",Clywedog and Vyrnwy service level and maintenance charge - January-March 2015,CV1 2LZ,,,,Administration,,,,,
DEFRA,EA,14/04/2015,Professional Services Other,Director of Finance,Shared Services Connected Ltd,1350409,"908,722.46",Provision of Outsourced Human Resources and Finance services - April 2015,M14 0WN,,30401665,,Administration,,,,,
DEFRA,EA,27/04/2015,ICT Commodities,Incident Management Manager,Shoothill,1354114,"67,500.00",On-going maintenance for Environment Agency Live flood map for three months,SY1 3GA,,,FCPIM00408B00,Project,,,,,
DEFRA,EA,23/04/2015,Clinical and Medical,NLS Capital WiP,Skalar UK Ltd,1347388,"103,460.14","Two SP2000 Biochemical Oxygen Demand (BOD) robotic analysers, Starcross Laboratory",YO19 6NA,,,NL00000081,Project,,,,,
DEFRA,EA,07/04/2015,Operational Goods,HO Capital WiP,Software Box Ltd,1348706,"43,080.29",Equipment for telemetry system hardware upgrade ,YO61 1ET,,,EBOLW40087B02,Project,,,,,
DEFRA,EA,22/04/2015,Facilities,FM Operating Unit - Central and South West,South Gloucestershire Council,1353429,"26,622.00",Rates for Warmley Depot - 2015-16,BS37 5YU,,,,Administration,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Central and South East,South Oxford District Council,1352953,"167,620.00","Rates for Red Kite House, Howberry Park - 2015-16",DA8 9DS,,,,Administration,,,,,
DEFRA,EA,16/04/2015,ICT Systems,HO Capital WiP,Stationery Office,1350508,"65,520.00",Development services for Catchment Manage Linked Data,NR3 1QZ,,,BBPDM20067L02,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Capital WiP,Stockton On Tees Borough Council,1348821,"400,000.00",Contribution towards replacement of Londonderry Bridge,TS23 2YS,,,IMNE000238,Project,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,Local Authority,Sunderland CC,1353901,"50,000.00",Strategy frontage 3 - Hendon foreshore barrier ,SR2 7DN,,,,Administration,,,,,
DEFRA,EA,27/04/2015,Construction,SW Capital WiP,Team Van Oord,1353767,"203,291.47",Congresbury Yeo tidal banks works,BN5 9XQ,,30384997,IMSW000866,Project,,,,,
DEFRA,EA,27/04/2015,Construction,HO Capital WiP,Team Van Oord,1352522,"66,264.06",Asset Recovery Programme Package 11,BN5 9XQ,,30384997,IMHO000035,Project,,,,,
DEFRA,EA,09/04/2015,Construction,SE Capital WiP,Team Van Oord,1349280,"803,458.72",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,IMSE500210,Project,,,,,
DEFRA,EA,09/04/2015,Construction,SE Capital WiP,Team Van Oord,1349282,"112,426.18",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,IMSE100349,Project,,,,,
DEFRA,EA,27/04/2015,Construction,SE SSD - FCRM Ops (West),Team Van Oord,1352941,"56,394.61",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,RESE100161,Project,,,,,
DEFRA,EA,23/04/2015,Construction,SE Capital WiP,Team Van Oord,1352523,"2,691,214.04",Broomhill Sands Coastal Defence Scheme,BN5 9XQ,,30384997,IMSO000577,Project,,,,,
DEFRA,EA,09/04/2015,Construction,SE NET - FCRM Ops West,Team Van Oord,1349279,"78,581.71",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,RESE000435,Project,,,,,
DEFRA,EA,16/04/2015,Construction,SW Capital WiP,Team Van Oord,1348257,"264,675.43",Bournemouth rock groyne repair,BN5 9XQ,,30384997,IMSW002124,Project,,,,,
DEFRA,EA,27/04/2015,Construction,SW Capital WiP,Team Van Oord,1353357,"106,228.51",Coombe End Culvert assessment works,BN5 9XQ,,30384997,IMSW001869,Project,,,,,
DEFRA,EA,27/04/2015,Construction,SE Capital WiP,Team Van Oord,1352807,"198,721.85",Buleys Weir Refurbishment,BN5 9XQ,,30384997,IMSE100248,Project,,,,,
DEFRA,EA,09/04/2015,Construction,SE Capital WiP,Team Van Oord,1348907,"237,543.83",Clays Lake Upper Mole flood alleviation scheme - March 2015,BN5 9XQ,,30384997,IMTH000956,Project,,,,,
DEFRA,EA,07/04/2015,Construction,AN Capital WiP,Team Van Oord,1349207,"42,739.06",Anglian Asset reconditioning programme,BN5 9XQ,,30384997,IMAN002795,Project,,,,,
DEFRA,EA,14/04/2015,ICT Commodities,HO Flood Warning Systems,Teleperformance Ltd,1350013,"64,761.38",Floodline Call centre and management costs,BS1 3LG,,30372708,,Administration,,,,,
DEFRA,EA,16/04/2015,Professional Services Other,Local Authority,Telford & Wrekin Borough Council,1353891,"45,000.00",Ketley town surface water flood alleviation scheme,TF3 4WZ,,,,Administration,,,,,
DEFRA,EA,02/04/2015,Professional Services Other,SE Capital WiP,TES NI Ltd,1348235,"85,586.81",South East electrical maintenance of assets,BT80 9HJ,,30372392,IMSE500209,Project,,,,,
DEFRA,EA,07/04/2015,Clinical and Medical,NLS Capital WiP,Thermo Fisher Scientific,1349001,"208,587.36",Laboratory equipment (TSQ8000 Triple Quadrupole Gas Chromatography Mass Spectrometer) ,WA7 1PR,,,NL00000081,Project,,,,,
DEFRA,EA,09/04/2015,Construction,HO Capital WiP,Topbond Plc,1349724,"28,410.00",Solar project - photovoltaic ground array at Rye Harbour,ME10 3EU,,,HOHRIEM003,Project,,,,,
DEFRA,EA,02/04/2015,Construction,MI East-Plan & Corp Services,Trent Rivers Trust,1348110,"27,000.00",Belper Strutts Rain Garden Sustainable Urban Drainage project,SK17 6HN,,,REMI002081,Project,,,,,
DEFRA,EA,23/04/2015,Construction,MI East- FCRM Ops South,Trent Valley Internal Drainage Board,1352477,"33,161.62",Newark Internal Drainage Board reactive work February-March 2015,NG24 1BB,,30391519,FRA05S057 | FRA05S054 | FRA05S055 | FRA05S110,Project,,,,,
DEFRA,EA,27/04/2015,Construction,HO Capital WiP,Turner & Townsend Project Management,1353870,"27,550.63",Carbon Calculator Replacement Project,LS18 4CH,,30314194,FCPAM00120B00,Project,,,,,
DEFRA,EA,14/04/2015,Construction,SW Capital WiP,UK Flood Barriers Ltd,1350625,"47,115.60",Flood defence work Chew Magna - March 2015,WR9 0NX,,30295946,IMSW002152,Project,,,,,
DEFRA,EA,14/04/2015,Construction,SW Capital WiP,UK Flood Barriers Ltd,1350620,"89,953.20",Property Level Protection works - installation of products and measures to individual properties across Wessex - March 2015,WR9 0NX,,,IMSW002064,Project,,,,,
DEFRA,EA,21/04/2015,Construction,AN Eastern - FCRM | AN Capital WiP,UK Flood Barriers Ltd,1351061,"36,600.00","Property Level flood protection measures at Hazel Cottage and Brooklands, Broad Green, Essex - 25 July-21 August 2014 ",WR9 0NX,,30295946, | IMAN002827 | ,Project,,,,,
DEFRA,EA,27/04/2015,Construction,AN Capital WiP,VBA Joint Venture Ltd,1353506,"75,896.22",Ipswich Tidal Barrier works,EN11 9BX,,30398134,IMAN001218,Project,,,,,
DEFRA,EA,23/04/2015,Construction,AN Capital WiP,VBA Joint Venture Ltd,1352437,"977,098.13",Wash Tidal Gauge works,EN11 9BX,,30398134,IMAN002504,Project,,,,,
DEFRA,EA,16/04/2015,ICT Commodities,CI Solutions Delivery Management,Vodafone Corporate Ltd,1348448,"1,679,000.40",Supply of Hardware for the Unified Communications Programme ,RG14 5FF,,,CISITMP006,Project,,,,,
DEFRA,EA,16/04/2015,ICT Systems,CI Solutions Delivery Management,Vodafone Corporate Ltd,1348450,"240,000.00",Service Implementation Charges for the Unified Communications Programme,RG14 5FF,,,CISITMP006,Project,,,,,
DEFRA,EA,21/04/2015,Construction,MI Capital WiP,Vodafone Ltd,1351553,"204,826.50",Perry Barr and Witton flood alleviation scheme - thrust-boring for a cable duct under the River Tame,RG14 2FN,,,IMMI001305,Project,,,,,
DEFRA,EA,07/04/2015,Construction,SE Capital WiP,Volkerstevin Ltd,1348904,"377,597.34",Littlehampton Arun Tidal Defences,EN11 9BX,,30142737,IMSO001021,Project,,,,,
DEFRA,EA,16/04/2015,Clinical and Medical,NLS Operations Starcross,VWR International Ltd,1350108,"100,654.01",Laboratory chemicals and consumables,LE17 4XN,,30369245,,Administration,,,,,
DEFRA,EA,16/04/2015,Clinical and Medical,NLS Central Functions,VWR International Ltd,1350129,"38,664.93",Laboratory chemicals and consumables,LE17 4XN,,30369245,NL00000079,Project,,,,,
DEFRA,EA,27/04/2015,Professional Services Other,SE Capital WiP,White Young Green,1352934,"127,419.35","River Thames Scheme site investigation, laboratory testing and reporting",LS6 2WQ,,30309584,IMSE500260,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,MI Capital WiP,White Young Green,1349242,"27,235.58",Strine Boreholes consultancy services,LS6 2WQ,,30309584,IMMI001495,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,SW Capital WiP,Wildfowl & Wetlands Trust,1348942,"163,243.20",Steart coastal management,GL2 7BT,,,IMSW001389,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Capital WiP,Wind Drive Ltd,1348572,"32,400.00",Wind Turbine Project for Winestead Outfall ,DH3 2RY,,,IMNE790377,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NW Capital WiP,Xylem Water Solutions UK Ltd,1349071,"63,003.10",Yoad Pool pumping station refurbishment works,NG4 2AN,,30268011,IMNW000933,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NW Capital WiP,Xylem Water Solutions UK Ltd,1349072,"68,379.10",Raikes Brook pumping station refurbishment works,NG4 2AN,,30268011,IMNW000933,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,HO Capital WiP,Xylem Water Solutions UK Ltd,1348795,"579,963.60",Supply of dewatering accessories,NG4 2AN,,,IMHO000038,Project,,,,,
DEFRA,VMD,16/04/2015,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,0000069700,"49,984.82",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,YO1 7PX,GOVN,,,ADMINISTRATION,,,,,
DEFRA,VMD,20/04/2015,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DEFRA c/o CAPITA,0000069726,"26,131.67",Departmental recharge for Estates services,REF: T116261,GOVN,,,ADMINISTRATION,,,,,
DEFRA,APHA,01/04/2015,Lab & Technical Equipment,Chief Operating Officer DG,Genus Breeding Ltd.,211380272014,"25,633.90",Provision of services for vaccinations in the event of an emergency - March 2015,CW5 7JW,SME,,EMERVACC,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,KERNOW VET GROUP LTD~175331120,LVI166423,"28,476.92",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency ,PL31 1AQ,SME,,00000000,Expense,,,,,
DEFRA,APHA,29/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002548048,"1,578,667.26",Recharge for water rates Weybridge Central Veterinary Laboratories - 2014-15 Quarter 4,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546806,"42,067.82",Recharges for Caernarfon - North Penralt - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545449,"28,104.61","Weybridge Depreciation, Establishment and Core Facilities Management Costs - December 2014 ",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546827,"82,216.27",Recharge Costs (service charge) for Gloucester - Unit 1 and 2 Barnwood Park - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546723,"1,390,341.64",Recharge Costs (oil) for Weybridge Central Veterinary Laboratories - 2014-15 quarter 2,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546672,"35,198.37",Recharge Costs (rates) for Chelmsford Redwing House - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546805,"38,851.20",Recharge Costs (service charge) for Cardiff Llanishen - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,29/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002548075,"88,347.45",Recharge Costs for Gloucester - Unit 1 and 2 Barnwood Park - 2014-15 Quarter 3,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546550,"38,284.74","Recharge Costs (service charge) for Nobel House, Westminster - 2014-15 Quarter 1",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546781,"41,416.74",Recharge Costs (rent) for Sand Hutton York - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546765,"47,380.76",Recharge Costs (service charge) for Nobel House Westminster - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546916,"99,452.19",Recharge Costs (insurance) for Pydar House Truro - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545400,"27,712.05",Bury St Edmunds Veterinary Centre Establishment Costs December 2014,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,17/04/2015,Hard charges,,Defra C/o Capita,1002545775,"-47,241.60","Part credit note - Nottingham, 2nd Floor Apex Court Establishment Costs - October 2014 ",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,23/04/2015,Hard charges,,Defra C/o Capita,1002544881,"47,261.51","Nottingham, 2nd Floor Apex Court Establishment Costs - October 2014 ",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,21/04/2015,Service Level Agreement Costs,,Food & Environment Research Agency,F0041979,"60,317.00",Provision of IT services to the National Bee Unit (NBU),YO41 1LZ,,,PHA2GX00,Expense,,,,,
DEFRA,APHA,27/04/2015,IT & Other consumables,,Sap ( UK ) Ltd,6604034110,"29,148.16",Maintenance and support for Business Objects and Crystal reports - 25 April 2015-24 April 2016,TW14 8HD,,,00000000,Expense,,,,,
DEFRA,APHA,13/04/2015,Business & Technical/Consultancy Assignments,,Rivo Software Limited,3691,"83,160.00",IT database specifically designed for the recording of accidents and incidents,CV34 6UW,SME,,00000000,Expense,,,,,
DEFRA,APHA,15/04/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803151978,"47,046.49",Information Technology Project Works - 24 October-21 November 2014,GU1 2LD,SME,10040,BRP00248,Expense,,,,,
DEFRA,APHA,21/04/2015,IT & Other consumables,Chief Operating Officer DG,W T G Technologies Ltd,0000002872,"135,514.28",Development of a web portal for the Surveillance 2014 project to enhance the diagnostic service being provided. Project commenced April 2014 and this phase was implemented during March 2015,W14 8UD,SME,,P10180OT,Expense,,,,,
DEFRA,APHA,21/04/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803151979,"81,128.48",Veterinary Development Programme Project: cost to fix a number of IT issues during December 2014 and January 2015,GU1 2LD,SME,,P10066OT,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,FARMVETS SOUTHWEST LTD~319585037,LVI166551,"27,767.85",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency ,TA6 6DF,SME,,00000000,Expense,,,,,
DEFRA,APHA,13/04/2015,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320649058286080415,"93,998.47",Monthly payment for Government Procurement Card expenditure - March 2015,TS17 6YG,SME,,00000000,Asset,,,,,
DEFRA,APHA,15/04/2015,Service Level Agreement Costs,Chief Operating Officer DG,Joint Nature Conservation Committee,SIJ862,"43,008.60","Service Level Agreement providing advice for CITES, the Convention on International Trade in Endangered Species of Wild Fauna and Flora, certification - 2014-15 Quarter 4",PE1 1JY,SME,,JNCCXXXX,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,Fenton Veterinary Practice~122901407,LVI166328,"28,802.88",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency ,SA61 1BN,SME,,00000000,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,PRIORY VETS CARDIGAN~122926971,LVI166329,"32,080.71",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency ,SA43 1EW,,,00000000,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,MILFEDDYGON Y WERN/ WERN VETERINAR~159252551,LVI166395,"43,636.57",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,LL15 ITG,SME,,00000000,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546603,"179,969.73",Recharge Costs (gas) for Penicuik Pentlands Science Park - 2014-15 Quarter 1,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546587,"40,115.06",Recharge Costs (rates) for Hadrian House Carlisle - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,29/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002548077,"27,371.50",Recharge Costs (water) for Shrewsbury Veterinary Centre - 2014-15 Quarter 4,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545730,"46,756.34",Bristol Temple Quay House Establishment Costs and Depreciation Costs - December 2014,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546675,"28,014.25","Recharge Costs (rates) for Leeds, Olympia House - 2014-15 Quarter 1",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,29/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002548112,"32,936.83","Recharge Costs (water) for Sand Hutton, York - 2014-15 Quarter 4",EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545392,"38,682.03",Nobel House Establishment Costs and Depreciation Costs - December 2014,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545366,"46,079.86",Shrewsbury Veterinary Centre Establishment Costs - December 2014,EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546615,"46,254.37",Recharge Costs (oil) for Bristol Temple Quay House - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,09/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002546623,"63,842.04",Recharge Costs (water) for Carmarthen Parc Pensarn - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002545367,"46,069.67","Sutton Bonnington The Elms Establishment rent, rates and services Costs - December 2014",EC2V 7NQ,,,HARDFVLA,Expense,,,,,
DEFRA,APHA,17/04/2015,Hard charges,,Defra C/o Capita,1002545737,"-42,892.04",Credit note - Cambridge Eastbrook Establishment Costs - October 2014,EC2V 7NQ,,,HARDESTA,Expense,,,,,
DEFRA,APHA,01/04/2015,Sub Contracted Services,,S F W Ltd,13202,"28,220.00",Software upgrades to the Disease Profile website,GU22 7UY,SME,,RDED1045,Expense,,,,,
DEFRA,APHA,07/04/2015,Interim Staff,Chief Operating Officer DG,Sogeti UK Ltd,XSUK1501324,"82,675.00",Specialist contractors to perform Information technology testing on Project - January 2015,EC2M 7AD,SME,,P10066OT,Expense,,,,,
DEFRA,APHA,07/04/2015,Carriage of goods,Chief Operating Officer DG,Topspeed Couriers Limited,59357,"58,788.00",982 collections from various laboratory locations - February 2015,WA16 8XN,SME,,00000000,Expense,,,,,
DEFRA,APHA,27/04/2015,LVI Claims,Chief Operating Officer DG,George Veterinary Group~137680257,LVI166361,"32,247.96",Payment to veterinary practice for services provided in an official capacity on behalf of Animal and Plant Health Agency,SN16 9AA,SME,,00000000,Expense,,,,,
