Departmental Family,Entity,Date,Expense Type,Expense Area ,Supplier,Expenditure Description,Supplier type,"Transaction
Number",Amount
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SALFORD CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065790,"6,326,320.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SANDWELL MBC,Dedicated Schools Grant,Public Sector,4000065791,"8,920,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SEFTON COUNCIL,Dedicated Schools Grant,Public Sector,4000065792,"7,490,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SHEFFIELD CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065793,"13,629,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SHROPSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000065794,"6,834,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SLOUGH BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000065795,"4,173,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOLIHULL MBC,Dedicated Schools Grant,Public Sector,4000065796,"4,668,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOMERSET COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065797,"3,243,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOUTH GLOUCEST,Dedicated Schools Grant,Public Sector,4000065798,"6,332,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOUTH TYNESIDE,Dedicated Schools Grant,Public Sector,4000065799,"4,151,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOUTHAMPTON CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065800,"5,313,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SOUTHEND ON SEA BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000065801,"4,213,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,ST HELENS MBC,Dedicated Schools Grant,Public Sector,4000065802,"4,690,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,STAFFORDSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000065803,"19,918,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,STOCKPORT MBC,Dedicated Schools Grant,Public Sector,4000065804,"7,305,600.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,STOCKTON ON TEES,Dedicated Schools Grant,Public Sector,4000065805,"5,222,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,STOKE ON TRENT CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065806,"6,229,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SUFFOLK COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065807,"15,402,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SUNDERLAND CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065808,"7,016,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,SURREY COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065809,"25,318,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,TAMESIDE MBC,Dedicated Schools Grant,Public Sector,4000065810,"5,769,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,TELFORD & WREKIN COUNCIL,Dedicated Schools Grant,Public Sector,4000065811,"4,415,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,THE LONDON BOROUGH OF HACKNEY,Dedicated Schools Grant,Public Sector,4000065812,"7,660,600.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,Dedicated Schools Grant,Public Sector,4000065813,"3,169,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,Dedicated Schools Grant,Public Sector,4000065814,"3,752,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,THURROCK COUNCIL,Dedicated Schools Grant,Public Sector,4000065815,"3,874,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,TORBAY COUNCIL,Dedicated Schools Grant,Public Sector,4000065816,"2,804,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,TRAFFORD MB COUNCIL,Dedicated Schools Grant,Public Sector,4000065817,"5,501,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WAKEFIELD MDC,Dedicated Schools Grant,Public Sector,4000065818,"7,934,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WALSALL MBC,Dedicated Schools Grant,Public Sector,4000065819,"7,426,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WARRINGTON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000065820,"5,677,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WARWICKSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065821,"12,052,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WEST BERKSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000065822,"4,037,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WEST SUSSEX COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065823,"18,282,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WIGAN MBC,Dedicated Schools Grant,Public Sector,4000065824,"8,668,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WILTSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000065825,"9,472,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WOKINGHAM BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000065826,"3,640,960.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WOLVERHAMPTON CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065827,"7,028,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,WORCESTERSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000065828,"12,075,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,21/11/2011,Current Grants,Education Funding Group,YORK CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000065829,"3,946,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BARNSLEY MBC,Dedicated Schools Grant,Public Sector,4000066553,"6,094,960.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BATH & NORTH EAST SOMERSET COUNCIL,Dedicated Schools Grant,Public Sector,4000066554,"3,764,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BEDFORD BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066555,"3,752,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BIRMINGHAM CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066556,"35,970,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066557,"5,031,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BLACKPOOL BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066558,"3,990,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BOLTON MBC,Dedicated Schools Grant,Public Sector,4000066559,"8,122,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BOURNEMOUTH BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066560,"3,231,440.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BRACKNELL FOREST BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066561,"2,912,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BRIGHTON & HOVE CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066562,"5,934,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BRISTOL CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066563,"9,463,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BUCKINGHAMSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066564,"11,650,080.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,BURY MBC,Dedicated Schools Grant,Public Sector,4000066565,"5,285,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CALDERDALE MBC,Dedicated Schools Grant,Public Sector,4000066566,"5,507,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CAMBRIDGESHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066567,"11,915,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CENTRAL BEDFORDSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066568,"5,901,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CHESHIRE EAST COUNCIL,Dedicated Schools Grant,Public Sector,4000066569,"8,286,960.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CHESHIRE WEST & CHESTER COUNCIL,Dedicated Schools Grant,Public Sector,4000066570,"8,162,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,Dedicated Schools Grant,Public Sector,4000066571,"16,491,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CITY OF LONDON,Dedicated Schools Grant,Public Sector,4000066572,"95,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CITY OF WESTMINSTER,Dedicated Schools Grant,Public Sector,4000066573,"4,498,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CORNWALL COUNCIL,Dedicated Schools Grant,Public Sector,4000066574,"9,947,080.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,COUNCIL OF THE ISLES OF SCILLY,Dedicated Schools Grant,Public Sector,4000066575,"120,364.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,COVENTRY CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066576,"8,624,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,CUMBRIA COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066577,"10,825,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DARLINGTON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066578,"2,140,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DERBY CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066579,"6,754,080.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DERBYSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066580,"18,221,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DEVON COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066581,"13,857,280.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DONCASTER MBC,Dedicated Schools Grant,Public Sector,4000066582,"7,488,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DORSET COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066583,"9,226,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DUDLEY MBC,Dedicated Schools Grant,Public Sector,4000066584,"8,831,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,DURHAM COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066585,"12,771,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,EAST RIDING OF YORKSHIRE,Dedicated Schools Grant,Public Sector,4000066586,"7,534,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,EAST SUSSEX COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066587,"12,298,080.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ESSEX COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066588,"30,893,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,GATESHEAD MBC,Dedicated Schools Grant,Public Sector,4000066589,"5,059,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,GLOUCESTERSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066590,"11,599,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,HALTON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066591,"3,569,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,HAMPSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066592,"29,839,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,HARTLEPOOL BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066593,"2,951,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,HEREFORDSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066594,"3,530,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,HERTFORDSHIRE,Dedicated Schools Grant,Public Sector,4000066595,"27,738,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ISLE OF WIGHT COUNCIL,Dedicated Schools Grant,Public Sector,4000066596,"3,227,280.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,KENT COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066597,"32,062,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,KINGSTON UPON HULL COUNCIL,Dedicated Schools Grant,Public Sector,4000066598,"6,976,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,KIRKLEES COUNCIL,Dedicated Schools Grant,Public Sector,4000066599,"11,597,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,KNOWSLEY MBC,Dedicated Schools Grant,Public Sector,4000066600,"4,667,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LANCASHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066601,"30,454,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LEEDS CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066602,"18,526,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LEICESTER CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066603,"9,805,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LEICESTERSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066604,"15,577,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LINCOLNSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066605,"14,840,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066606,"12,519,280.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,Dedicated Schools Grant,Public Sector,4000066607,"7,573,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BARNET COUNCIL,Dedicated Schools Grant,Public Sector,4000066608,"8,874,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BEXLEY COUNCIL,Dedicated Schools Grant,Public Sector,4000066609,"5,529,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BRENT,Dedicated Schools Grant,Public Sector,4000066610,"9,459,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BROMLEY COUNCIL,Dedicated Schools Grant,Public Sector,4000066611,"5,608,760.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF CAMDEN,Dedicated Schools Grant,Public Sector,4000066612,"6,198,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF CROYDON COUNCIL,Dedicated Schools Grant,Public Sector,4000066613,"9,397,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF EALING COUNCIL,Dedicated Schools Grant,Public Sector,4000066614,"10,233,760.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF ENFIELD COUNCIL,Dedicated Schools Grant,Public Sector,4000066615,"9,637,320.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF GREENWICH,Dedicated Schools Grant,Public Sector,4000066616,"8,889,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,Dedicated Schools Grant,Public Sector,4000066617,"4,347,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HARINGEY,Dedicated Schools Grant,Public Sector,4000066618,"8,340,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HARROW COUNCIL,Dedicated Schools Grant,Public Sector,4000066619,"5,626,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HAVERING COUNCIL,Dedicated Schools Grant,Public Sector,4000066620,"5,817,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,Dedicated Schools Grant,Public Sector,4000066621,"7,372,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,Dedicated Schools Grant,Public Sector,4000066622,"7,327,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF ISLINGTON COUNCIL,Dedicated Schools Grant,Public Sector,4000066623,"6,105,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF LAMBETH COUNCIL,Dedicated Schools Grant,Public Sector,4000066624,"8,387,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF LEWISHAM,Dedicated Schools Grant,Public Sector,4000066625,"8,996,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF MERTON COUNCIL,Dedicated Schools Grant,Public Sector,4000066626,"4,944,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF NEWHAM,Dedicated Schools Grant,Public Sector,4000066627,"12,401,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF REDBRIDGE,Dedicated Schools Grant,Public Sector,4000066628,"8,936,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF RICHMOND UPON THAMES,Dedicated Schools Grant,Public Sector,4000066629,"4,160,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,Dedicated Schools Grant,Public Sector,4000066630,"7,821,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,Dedicated Schools Grant,Public Sector,4000066631,"11,892,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,Dedicated Schools Grant,Public Sector,4000066632,"8,367,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,Dedicated Schools Grant,Public Sector,4000066633,"6,948,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,LUTON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066634,"6,423,760.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,MANCHESTER CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066635,"14,019,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,MEDWAY COUNCIL,Dedicated Schools Grant,Public Sector,4000066636,"5,958,440.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,METROPOLITAN BOROUGH OF WIRRAL,Dedicated Schools Grant,Public Sector,4000066637,"8,309,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066638,"3,927,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,MILTON KEYNES COUNCIL,Dedicated Schools Grant,Public Sector,4000066639,"6,312,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NEWCASTLE CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066640,"6,598,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORFOLK COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066641,"18,874,360.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTH EAST LINCOLNSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066642,"3,125,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTH LINCOLNSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066643,"4,302,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTH SOMERSET COUNCIL,Dedicated Schools Grant,Public Sector,4000066644,"4,436,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTH TYNESIDE,Dedicated Schools Grant,Public Sector,4000066645,"5,336,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTH YORKSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066646,"14,138,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTHAMPTONSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066647,"16,786,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NORTHUMBERLAND COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066648,"7,394,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NOTTINGHAM CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066649,"7,159,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,NOTTINGHAMSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066650,"18,336,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,OLDHAM MBC,Dedicated Schools Grant,Public Sector,4000066651,"6,959,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,OXFORDSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066652,"15,189,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,PETERBOROUGH CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066653,"4,970,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,PLYMOUTH CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066654,"4,888,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,POOLE BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066655,"2,790,960.00"
