Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
Defra,EA,13/03/2014,Learning and Development,HR Strategy,Kingswood Training Services,1258692,"32,025.90",Operations Delivery Training - 31 courses over 43 days for 136 delegates at two sites (Wytham woods and Greenham Common) - August-October 2013,TN11 9PP,,30358036,HOL&D00003,Project,,,
Defra,EA,27/03/2014,Learning and Development,NEAS,Queen Mary University of London,1263533,"28,800.00",National Environmental Assessment Service Staff development and training: The Urban River Survey (URS) and additional assessment criteria of River corridor for Flood risk projects - March 2014.,E1 4NS,,,,Administration,,,
Defra,EA,25/03/2014,Learning and Development,HO Operations Delivery,RAB Consultants Ltd,1261829,"27,395.15",Asset Inspector Training - 24 February 2014,WS13 6QG,,30368974,HOOP000231,Project,,,
Defra,EA,27/03/2014,Operational Goods,AN Capital WiP,Macartney UK Ltd,1263418,"98,390.60",Adaptive Resolution Imaging Sonar System for monitoring fish movements,AB21 0GL,,,IMAN002651,Project,,,
Defra,EA,06/03/2014,Operational Goods,National Enforcement Service,Post Office Ltd,1256990,"46,880.98",Commission from Rod fishing licences and associated services,PE4 5PG | EC1V 9HQ,,30180918,,Administration,,,
Defra,EA,06/03/2014,Personnel Related,HO HR Service Centre,Edenred Childcare Vouchers Ltd,1258122,"235,982.85",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral,SW1V 2RS,,,,Administration,,,
Defra,EA,06/03/2014,Personnel Related,Internal Transformation (National),Health Management Ltd,1255828,"66,661.21",Occupational Health Services - February 2014,BN8 5NN,,30348772,,Administration,,,
Defra,EA,27/03/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1263806,"363,610.49",Facilities Management - Core Services Charges - March 2014.,BS32 4NH,,30369797,,Administration,,,
Defra,EA,27/03/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1263799,"150,963.88",Facilities Management - Additional Variable Services Charges - March 2014.,BS32 4NH,,30369825,,Administration,,,
Defra,EA,27/03/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1263802,"128,478.43",Facilities Management - Repair and Replacement Fund - March 2014.,BS32 4NH,,30369823,,Administration,,,
Defra,EA,27/03/2014,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1263796,"31,550.40",Facilities Management - Call out charges - March 2014.,BS32 4NH,,30369825,,Administration,,,
Defra,EA,06/03/2014,Professional Services - CCL,Finance Service Centre,Pertemps Recruitment Partnership Ltd,1256277,"279,419.16",Temporary Staff month ending - 21 February 2014,CV7 7YX,,,,Administration,,,
Defra,EA,31/03/2014,Professional Services - CCL,Finance Service Centre,Pertemps Recruitment Partnership Ltd,1266579,"273,210.30",Temporary Staff month ending - 21 March 2014.,CV7 7YX,,,,Administration,,,
Defra,EA,31/03/2014,Professional Services - CCL,Finance Service Centre,Reed Personnel Services Plc,1260578,"210,941.40",Provision of temporary staff and permanent recruitment - February-March 2014 ,SW20 0BA,,,,Administration,,,
Defra,EA,13/03/2014,Professional Services - CCL,SE SSD - Plan & Corp Services,Woodland Trust,1258284,"49,691.89",Secondment - 06 November 2012-08 November 2013,NG31 6LL,,,,Administration,,,
Defra,EA,20/03/2014,Professional Services Other,Head of Research,3KQ,1260288,"97,709.29",Risk Communications Science wise Project - 07 October 2013-31 May 2014,TN1 1XP,,,HOEV101103,Project,,,
Defra,EA,27/03/2014,Professional Services Other,SW Capital WiP,A & T Services Ltd,1263920,"32,810.40","Electrical Maintenance Framework (South West) Trews Weir Donkey Engine, Chumley - Earth Stake for Welfare Unit and Millbrook Kiosk Electrical System ",TR9 6SF,,30346261,IMSW002088,Project,,,
Defra,EA,25/03/2014,Professional Services Other,"Head of Monitoring, Analysis & Innovation",Adas UK Ltd,1261776,"27,600.00",2013-14 River Frome sediment flux monitoring,WV9 5AP,,,HOEV111201,Project,,,
Defra,EA,13/03/2014,Professional Services Other,NE Capital WiP,Amco Engineering,1258051,"37,136.50",North East Regional Mechanical and Electrical Maintenance of Fixed Plant and Systems - North and South,S75 1HT,,30244069,IMNE790464,Project,,,
Defra,EA,25/03/2014,Professional Services Other,HO Capital WiP,AMEC Environment & Infrastructure UK Ltd,1262863,"36,994.69",Incorporating New Building Blocks (NBB) into Water Resources Geographical Information Systems ,NE3 3PX,,30274977,EBPLW13088L01,Project,,,
Defra,EA,20/03/2014,Professional Services Other,AN Capital WiP,AMEC Environment & Infrastructure UK Ltd,1261826,"33,325.86",Cam and Bedford Ouse Phase 3 Groundwater Model Development and Reporting ,NE3 3PX,,30274977,IMAN000613,Project,,,
Defra,EA,04/03/2014,Professional Services Other,AN Strategic Env Planning Mgr,AMEC Environment & Infrastructure UK Ltd,1254240,"61,273.08",Catfield Fen Hydrogeological Services,NE3 3PX,,30274977,REANWR7116,Project,,,
Defra,EA,20/03/2014,Professional Services Other,AN Capital WiP,AMEC Environment & Infrastructure UK Ltd,1261834,"27,455.23",Lincolnshire Chalk and Spilsby Sandstone Phase 3 Groundwater Model Development and Reporting.,NE3 3PX,,30274977,IMAN001134,Project,,,
Defra,EA,31/03/2014,Professional Services Other,AN Strategic Env Planning Mgr,AMEC Environment & Infrastructure UK Ltd,1265920,"26,428.45",Groundwater Model Asset System Maintenance. ,NE3 3PX,,30274977,,Administration,,,
Defra,EA,20/03/2014,Professional Services Other,AN Capital WiP,Atkins Ltd,1260682,"32,955.83",Lincolnshire Limestone Phase 3 Groundwater Model Development and Reporting,KT18 5BW,,30275011,IMAN001133,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops North,Balfour Beatty Utility Solutions Ltd,1262967,"53,574.00",Mechanical and Electrical Maintenance of Field Assets Gloucester - October 2013,S35 2PH,,30372669,REMI001927,Project,,,
Defra,EA,25/03/2014,Professional Services Other,MI East- FCRM Ops South,Balfour Beatty Utility Solutions Ltd,1262240,"42,024.00",Mechanical and Electrical Maintenance of Field Assets - Refurbishment of outfall - Breaston Lagoon,S35 2PH,,30372669,REMI001923,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops South,Balfour Beatty Utility Solutions Ltd,1262958,"32,047.20",Mechanical and Electrical Maintenance of Field Assets - Pumping station upgrade - Normanton Minor,S35 2PH,,30372669,REMI001923,Project,,,
Defra,EA,20/03/2014,Professional Services Other,SE Capital WiP,Ballymore Properties Ltd,1260704,"142,054.85",Thames Tidal Frontages Package - Minoco Wharf,E14 9NN,,,IMTH001749,Project,,,
Defra,EA,18/03/2014,Professional Services Other,National Monitoring,Beacon Biological,1260216,"32,100.00",Analysis of 214 phytoplankton samples,NP22 4AF,,30277285,,Administration,,,
Defra,EA,04/03/2014,Professional Services Other,NW South-FCRM Ops | NW Capital WiP,Bedford Pumps Ltd,1255606,"93,646.20",Replacement works at Mawdesley Pumping Station - September 2013-February 2014.,MK42 7UH,,30268015,RENW000939 | IMNW000906,Project,,,
Defra,EA,04/03/2014,Professional Services Other,NW South-FCRM Ops | NW Capital WiP,Boulting Technology,1254928,"74,602.04",Cocker Bridge Penstock and Flap replacement works - 04 October 2013-31 March 2014,WA1 1RG,,30270233,RENW001893 | IMNW000905 | RENW000939,Project,,,
Defra,EA,27/03/2014,Professional Services Other,National Finance,Capita Hartshead Ltd,1262835,"27,000.00",Pension Funds Administration -Top up of pension fund in relation to staff transferring out of the Environment agency,S4 7TL,,30292690,,Administration,,,
Defra,EA,20/03/2014,Professional Services Other,Director of Evidence,Cardiff University,1260840,"40,000.00",Molecular profiling of diatom diversity to inform water quality assessment,CF10 3XR,,,HOEV121302,Project,,,
Defra,EA,25/03/2014,Professional Services Other,HO Flood Warning Systems,CEFAS,1261781,"209,674.66",Wave Network service support and maintenance - 2013-14,NR33 0HT,,,,Administration,,,
Defra,EA,11/03/2014,Professional Services Other,Head of Research,CEH,1254805,"30,000.00",Understanding the performance of our flood forecasting models for investment and incident management project -18 September 2013-01 August 2014,SN2 1EU,,,HOEV101103,Project,,,
Defra,EA,27/03/2014,Professional Services Other,Head of Research,CEH,1262578,"54,000.00",Developing and Trialling Improved Capabilities for Forecasting for Surface Water Flooding,SN2 1EU,,,HOEV101103,Project,,,
Defra,EA,11/03/2014,Professional Services Other,SE West Thames - Waterways Ops Mgr 1,Cleartrack EVL Ltd,1256912,"31,392.00",Minor Works Penton Hook and Shepperton ,TN27 9PG,,30343161,,Administration,,,
Defra,EA,13/03/2014,Professional Services Other,E and B Climate Change and Communities,Climate UK,1257951,"72,000.00",Climate UK Partnership - Climate Ready Programme - 01 April 2013-31 March 2014,SW1P 2AL,,,EBPCC11003,Project,,,
Defra,EA,27/03/2014,Professional Services Other,Head of Research,Construction Industry Research & Information Association,1263205,"26,400.00",Asset management of masonry coastal structures,EC1A 9PN,,,HOEV101103,Project,,,
Defra,EA,04/03/2014,Professional Services Other,SW Regional Director,Devon County Council,1255631,"75,000.00",Diffuse Pollution Measures delivered in North Devon ,EX2 4QJ,,,RESW001286,Project,,,
Defra,EA,27/03/2014,Professional Services Other,HO Capital WiP,EC Harris Llp,1263193,"36,030.86",Contaminated Land Consultancy Smallford Pit Inspection,M60 3NT,,30381162,HOOP000050,Project,,,
Defra,EA,06/03/2014,Professional Services Other,E and B Climate Change and Communities,Economic Solutions Ltd,1256014,"83,601.20",Environmental Sustainability Technical Assistance project,M1 5JW,,,EBPCC13001,Project,,,
Defra,EA,31/03/2014,Professional Services Other,SE NET - FCRM Ops East,ECS Engineering Services Ltd,1264326,"45,621.00",Gearbox replacement at Meadgate Sluices,NG16 6LE,,30348248,FRA17S070,Project,,,
Defra,EA,18/03/2014,Professional Services Other,MI Regional Flood Programme Manager,ECS Engineering Services Ltd,1259811,"38,397.60",Planned Preventative Maintenance Kempsey Pumping Station,NG16 6LE,,30312221,REMI001825,Project,,,
Defra,EA,18/03/2014,Professional Services Other,MI Capital WiP,ECS Engineering Services Ltd,1259815,"31,629.60",Reactive Maintenance - Goodcop,NG16 6LE,,30312221,IMMI001458,Project,,,
Defra,EA,18/03/2014,Professional Services Other,MI Capital WiP,ECS Engineering Services Ltd,1259812,"29,134.80",Reactive Maintenance - Bull Hassocks pumping station,NG16 6LE,,30312221,IMMI001458,Project,,,
Defra,EA,25/03/2014,Professional Services Other,NW Ambition Project Manager,Eden Rivers Trust,1256128,"26,250.00",Eden catchment partnership project - 01 September 2013-30 June 2014,CA11 OAH,,,RENW002134,Project,,,
Defra,EA,31/03/2014,Professional Services Other,National Monitoring,Ensis Ltd,1259159,"35,040.00",Lake phytoplankton sample analysis,WC1H 0AP,,30276713,,Administration,,,
Defra,EA,27/03/2014,Professional Services Other,NW Nuclear Regulation Mgr,Environmental Scientifics Group,1263047,"75,303.34",Independent Monitoring of the Environment,DE15 0YZ,,30366544,HOOP000055,Project,,,
Defra,EA,20/03/2014,Professional Services Other,MI Capital WiP,Fairfield Control Systems Ltd,1260777,"36,312.00",Reactive Electrical Maintenance West Stockwith,NG22 9LP,,30312231,IMMI001458,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,Fairfield Control Systems Ltd,1263761,"35,994.00",Reactive Electrical Maintenance essential and emergency flood resilience works at Keadby,NG22 9LP,,30312231,IMMI001462,Project,,,
Defra,EA,20/03/2014,Professional Services Other,MI Capital WiP,Fairfield Control Systems Ltd,1260769,"35,796.00","Reactive Electrical Maintenance supply of panel carcass, supply of equipment, labour associated with build and delivery to site at Keadby Pumping station",NG22 9LP,,30312231,IMMI001462,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,Fairfield Control Systems Ltd,1263762,"27,768.00",Reactive Electrical Maintenance Holme sluice ,NG22 9LP,,30312231,IMMI001458,Project,,,
Defra,EA,20/03/2014,Professional Services Other,MI Capital WiP,Fairfield Control Systems Ltd,1260776,"27,366.00",Reactive Electrical Maintenance Temporary Distribution Board installation to re-connect and test - West Stockwith.,NG22 9LP,,30312231,IMMI001462,Project,,,
Defra,EA,20/03/2014,Professional Services Other,NW Nuclear Regulation Mgr,Food Standards Agency,1260815,"36,565.80",Joint Integrated Habit Surveys,YO1 7PR,,,HOOP000055,Project,,,
Defra,EA,06/03/2014,Professional Services Other,Head of Research,Forest Research,1255964,"50,698.26",Investigating and appraising the involvement of volunteers in achieving Flood coastal Erosion Risk Management outcomes.,GU10 4LH,,,HOEV101103,Project,,,
Defra,EA,06/03/2014,Professional Services Other,SE Capital WiP,Fugro Seacore Ltd,1255926,"134,855.29",Ground investigation Shoreham Adur Tidal Walls. ,OX10 9RB,,30309576,IMSO000648 | IMSO001021,Project,,,
Defra,EA,20/03/2014,Professional Services Other,SE Capital WiP,Fugro Seacore Ltd,1261227,"53,634.41",Broomhill sands site investigations - 25 February 2014,OX10 9RB,,30309576,IMSO000577,Project,,,
Defra,EA,11/03/2014,Professional Services Other,"Data Mapping, Modelling & Information",Gabriel Information Solutions Ltd,1257517,"47,966.09",Data Flow Mapping,EX1 3SD,,30351044,HOEV101110,Project,,,
Defra,EA,27/03/2014,Professional Services Other,"Data Mapping, Modelling & Information",Gabriel Information Solutions Ltd,1263148,"39,277.26",Licensing public sector information and undertaking intellectual property reviews,EX1 3SD,,30351044,HOEV101110,Project,,,
Defra,EA,25/03/2014,Professional Services Other,MI Planning and Performance,Groundwork West Midlands,1262233,"30,000.00",Love Your River – Stoke and Urban Newcastle,DY4 9AL,,,REMI001949,Project,,,
Defra,EA,27/03/2014,Professional Services Other,Strategy and Engagement Manager,Halcrow Group Ltd,1263507,"34,840.80",Long Term Investment Strategy (LTIS) Improvements - Phase 2 modelling services,SN4 0QD,,30384988,FCPIF00158B00,Project,,,
Defra,EA,20/03/2014,Professional Services Other,Head of Research,HaskoningDHV UK Ltd,1260484,"35,691.60",Shore Sensitivity to Accelerating Sea level Rise.,PE3 8DW,,,HOEV101103,Project,,,
Defra,EA,25/03/2014,Professional Services Other,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,1260230,"159,906.32","Plant - Service, Repair and Maintenance",BA14 8QU,,30318149,,Administration,,,
Defra,EA,27/03/2014,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1263622,"25,048.15",Helpston Groundwater remediation project - 01-21 March 2014,BS32 4DF,,30177470,REAN001571,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops South,Incontrol Ltd,1263149,"27,345.60",Reactive Electrical Maintenance of Buildings On River Control Structures,DE6 5GZ,,30312236,REMI001923,Project,,,
Defra,EA,20/03/2014,Professional Services Other,HO Capital WiP,Integrated Water Services Ltd,1260713,"29,820.00",Install wind turbine at Highbridge Pumping station,WS2 7PD,,30312235,HOHRIEM002,Project,,,
Defra,EA,25/03/2014,Professional Services Other,SE Capital WiP | SE KSL - FCRM Ops North,J Breheny Contractors Ltd,1261924,"108,116.00",Blacklands Culvert limescale/calcium removal,IP6 8NH,,30343159,IMSE100290 |  |  | ,Project,,,
Defra,EA,27/03/2014,Professional Services Other,SE NET - FCRM Ops East,J Breheny Contractors Ltd,1262742,"99,216.98",Amersham Incident Response - 01-February-04 March 2014,IP6 8NH,,30343159,FRAINC017,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,Jacobs LES Ltd,1262514,"54,693.37",New Zealand Pumping Station refurbishment,RG41 5TU,,30312230,IMMI001418,Project,,,
Defra,EA,27/03/2014,Professional Services Other,AN Capital WiP,Jacobs LES Ltd,1263013,"38,851.20",Boston Grand Sluice - Access Platform works,RG41 5TU,,30312230,IMAN002616,Project,,,
Defra,EA,27/03/2014,Professional Services Other,AN Capital WiP,Jacobs LES Ltd,1262970,"26,363.34",Kennett Pumping Station - Replacement Valve,RG41 5TU,,30312230,IMAN002546,Project,,,
Defra,EA,31/03/2014,Professional Services Other,E and B Land and Water,Keep Britain Tidy,1264348,"25,200.00",Better Bathing waters - Sefton project,WN3 4EX,,,EBPLW13041,Project,,,
Defra,EA,31/03/2014,Professional Services Other,MI Capital WiP,Kier MG Ltd,1264287,"48,413.40",Planned Preventative Maintenance flood gates at Shardlow Pumping Station,NR14 8SZ,,30312229,IMMI001458,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,Kier MG Ltd,1263614,"40,368.00",Trent Lane Pumping Station modifications,NR14 8SZ,,30312229,IMMI001458,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Central- FCRM Ops,Kier MG Ltd,1263306,"38,974.80",Perry Bar Pumping Station Maintenance works,NR14 8SZ,,30312229,REMI001920,Project,,,
Defra,EA,31/03/2014,Professional Services Other,MI Capital WiP,Kier MG Ltd,1264286,"32,072.40",Mechanical and Electrical Maintenance of Fixed Plant and Systems (North West Region),NR14 8SZ,,30270394,IMMI001458,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,Kier MG Ltd,1263613,"30,782.40",Grange Park Pumping Station - modifications,NR14 8SZ,,30312229,IMMI001458,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops South,Kier MG Ltd,1263099,"29,227.27",Midlands and Anglian - Mechanical and Electrical Maintenance of Field Assets,NR14 8SZ,,30312229,REMI001923,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops North,Kier MG Ltd,1263333,"28,794.16",Six-monthly Provision and Use of Work Equipment Regulations 1998 (PUWER) inspections in Midlands and Anglian regions - October 2013,NR14 8SZ,,30312229,REMI001911,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Central- FCRM Ops,Kier MG Ltd,1263340,"26,481.60",Clay Coton Panel Replacement,NR14 8SZ,,30312229,REMI001921,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI East- FCRM Ops South,Kier MG Ltd,1263125,"25,146.55",Quorn Penstock mechanical repairs,NR14 8SZ,,30312229,REMI001923,Project,,,
Defra,EA,25/03/2014,Professional Services Other,Nat Trading and Reg Services,KPMG LLP,1261877,"56,632.80",Climate Change Administration audits - January-February 2014,WD17 1DE,,30374314,,Administration,,,
Defra,EA,11/03/2014,Professional Services Other,Nat Trading and Reg Services,KPMG LLP,1257174,"43,731.60",Climate Change Administration audits - August-September 2013,WD17 1DE,,30374314,,Administration,,,
Defra,EA,11/03/2014,Professional Services Other,Nat Trading and Reg Services,KPMG LLP,1257175,"40,317.60",Climate Change Administration audits - October-December 2013,WD17 1DE,,30374314,,Administration,,,
Defra,EA,31/03/2014,Professional Services Other,Head of Research,Lancaster University,1264089,"25,000.00",Breathe Easier Project - Tarmac study ,LA1 4YW,,,HOEV121302,Project,,,
Defra,EA,27/03/2014,Professional Services Other,SE NET - FCRM Ops East,Land & Water Services Ltd,1263742,"35,804.87",Incident response North East Thames,GU5 9AF,,30343164,FRAINC017,Project,,,
Defra,EA,31/03/2014,Professional Services Other,AN Central-AEM - Ely,LGC Ltd,1263887,"25,706.40",Ad-hoc monitoring of the environment. Sampling and analysis,TW11 0LY,,30191495,REAN001687,Project,,,
Defra,EA,18/03/2014,Professional Services Other,HO Flood Warning Systems,Met Office,1259459,"202,800.00",Met Office Weather Radar Services - 2013-14.,EX1 3PB,,30045909,,Administration,,,
Defra,EA,18/03/2014,Professional Services Other,National Monitoring,Met Office,1259447,"71,190.00",Met Office Services - rain gauge and network management - 2013-14 Quarter 4,EX1 3PB,,30324303,,Administration,,,
Defra,EA,18/03/2014,Professional Services Other,HO Flood Warning Systems,Met Office,1259550,"45,690.30",Data for coastal forecasting - January-March 2014,EX1 3PB,,,,Administration,,,
Defra,EA,18/03/2014,Professional Services Other,Head of Research,Met Office,1259552,"30,720.00",Radar rain gauge merging - 01 October 2013-31 March 2014,EX1 3PB,,30324303,HOEV101103,Project,,,
Defra,EA,25/03/2014,Professional Services Other,NLS Instrumentation,Meteor Communications Europe Ltd,1261767,"58,656.48",Supply of Meteor Burst Suitcase Style Telemetry Equipment,AL1 5HT,,30396444,,Administration,,,
Defra,EA,06/03/2014,Professional Services Other,NLS Instrumentation,Meteor Communications Europe Ltd,1256613,"36,440.88",Supply of Meteor Burst Fixed Kiosk Telemetry Equipment,AL1 5HT,,30396444,,Administration,,,
Defra,EA,18/03/2014,Professional Services Other,NE North East Area Manager,Middlesbrough Council,1259659,"122,400.00",Middlesbrough Beacon Becks Water Framework Directive project,TS1 1LY,,,RENE960006,Project,,,
Defra,EA,18/03/2014,Professional Services Other,SE Capital WiP,Mills & Reeve,1238079,"93,891.78",Legal Services - 02 September-29 October 2013,CB2 1PH,,30187727 | 30405094,IMSE500060,Project,,,
Defra,EA,25/03/2014,Professional Services Other,SE Capital WiP,Mills & Reeve,1260571,"69,263.29",Legal Services - 23 December 2013-28 January 2014,CB2 1PH,,30405094,IMSE500060,Project,,,
Defra,EA,18/03/2014,Professional Services Other,SE Capital WiP,Mills & Reeve,1244091,"57,006.31",Legal Services - 30 October-25 November 2013 ,CB2 1PH,,30187727 | 30405094,IMSE500060,Project,,,
Defra,EA,18/03/2014,Professional Services Other,Financial Management,National Audit Office,1255936,"70,000.00",Provision of statutory financial audit - 2013-14,SW1W 9SP,,,,Administration,,,
Defra,EA,20/03/2014,Professional Services Other,NW Nuclear Regulation Mgr,National Nuclear Laboratory,1260509,"27,394.87",Radioactive Waste Quality Checking Service,CA20 1PG,,30331413,HOOP000055,Project,,,
Defra,EA,31/03/2014,Professional Services Other,NW South-AEM - Cheshire,Natural Resources Wales,1263846,"75,164.40","Dee Conservancy, Cockle Regulation, Dee Water Protection Zones, Dee Pollution works",SA15 4EL,,,,Administration,,,
Defra,EA,27/03/2014,Professional Services Other,HO Capital WiP,New Generation Energy Ltd,1264505,"28,540.09","Supply and installation of Air Source Heating at Pennygillam Depot, Launceston",PL19 9AZ,,,HOHRIEM002,Project,,,
Defra,EA,18/03/2014,Professional Services Other,SW Wessex - FCRM,Nomenca Ltd,1259770,"56,322.68",Reactive Works for the Winter Flooding of Somerset - 2013-14,NG17 2HW,,30346254,RESW001310,Project,,,
Defra,EA,18/03/2014,Professional Services Other,NE North East Area Manager,Northumberland Rivers Trust,1259608,"30,000.00",Partnership Project to identify strategic priorities for habitat creation on the Pont Blyth - 09 December 2013-31 May 2014.,NE65 8SZ,,,RENE960044,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Capital WiP,OPUS International Consultants,1263610,"45,453.53",Leicester Flood alleviation scheme - Belgrave area,NG5 1AF,,30309577,IMMI001414,Project,,,
Defra,EA,11/03/2014,Professional Services Other,National Enforcement Service,OPUS International Consultants,1256038,"25,204.72",Site Investigation works at four sites,NG5 1AF,,30309577,HOOP000215,Project,,,
Defra,EA,20/03/2014,Professional Services Other,SE SSD - AEM East,Ouse & Adur Rivers Trust,1261118,"40,000.00",Partnership delivery of Water Framework Directive and Biodiversity 2020 targets in Adur and Ouse Catchments - February 2014-March 2015.,BN8 5EF,,,RESE000102,Project,,,
Defra,EA,20/03/2014,Professional Services Other,NW Nuclear Regulation Mgr,Public Health England,1260354,"25,566.00",Radioactivity Monitoring Programmes - Chemical and radiochemical analysis of air and rainwater - 2013-14 Quarter 3.,SP4 0JG,,30212400,HOOP000056,Project,,,
Defra,EA,18/03/2014,Professional Services Other,E and B Land and Water,Ribble Catchment Conservation Trust,1260213,"45,000.00",Keeping Rivers Cool - plant trees and erect riparian fencing in the headwater streams of River Kibble.- Ribble Pilot 2013-14,BB7 4QF,,,EBPLW12030,Project,,,
Defra,EA,04/03/2014,Professional Services Other,Nat Trading and Reg Services,Ricardo AEA Ltd,1255725,"59,736.00",Climate Change Administration Consultancy - January 2014,OX11 0QJ,,30372742,,Administration,,,
Defra,EA,20/03/2014,Professional Services Other,Nat Trading and Reg Services,Ricardo AEA Ltd,1261202,"41,354.40",Climate Change Administration Consultancy - February 2014,OX11 0QJ,,30372742,,Administration,,,
Defra,EA,18/03/2014,Professional Services Other,NW Capital WiP,Rochdale Metropolitan Borough Council,1260000,"30,000.00",Match-funded Flood Risk Management post in Greater Manchester - February 2014-February 2015.,OL16 1XL,,,IMNW000885,Project,,,
Defra,EA,27/03/2014,Professional Services Other,MI Central-Plan & Corp Services,Severn Trent Water,1262668,"59,379.18",River Leam operating Agreement with Severn Trent Ltd - 2013-14.,B3 1SE,,,,Administration,,,
Defra,EA,04/03/2014,Professional Services Other,MI West-Plan & Corp Services,Severn Trent Water,1250831,"777,408.60",Reservoir operations by Seven Trent Water to meet operational costs for River Severn regulation - 2013-14.,B3 1SE,,,,Administration,,,
Defra,EA,11/03/2014,Professional Services Other,Director of Finance,Shared Services Connected Ltd,1257424,"940,843.98",Shared Services - HR and Finance Services to the Environment Agency - March 2014,M14 0WN,,,,Administration,,,
Defra,EA,13/03/2014,Professional Services Other,NE Yorkshire Area Manager,Sheffield Wildlife Trust,1258811,"25,000.00",River Rorther Restoration at Catcliffe feasibility study and outline design,S2 2SF,,,RENE970037,Project,,,
Defra,EA,25/03/2014,Professional Services Other,"Data Mapping, Modelling & Information",Swets Infomation Services,1261558,"94,391.45",Renewal of Science Direct scientific database,OX14 1UQ,,,HOEV101104,Project,,,
Defra,EA,27/03/2014,Professional Services Other,SE LE Strategic Env Planning Mgr,Thames 21,1265403,"55,200.00",Salmons Brook Healthy River Challenge,EC4R 3TD,,,RESE000030,Project,,,
Defra,EA,20/03/2014,Professional Services Other,E and B Regulated Industry,TRL Ltd,1261051,"27,497.52",Environmental Impact Assessment of De-icers Project,RG40 3GA,,,HOOP000197,Project,,,
Defra,EA,04/03/2014,Professional Services Other,SE Capital WiP,Tyco Fire & Integrated Solutions,1254871,"119,098.44",Thames Barrier Inergen replacement - 200 cylinders,M40 2WL,,30362901,IMSE500072,Project,,,
Defra,EA,25/03/2014,Professional Services Other,NE Yorkshire Area AEM North Yorks | E and B Land and Water,University of Hull,1261712,"35,810.00",Fish pass efficiency acoustic fish tracking project on the Yorkshire Esk at Ruswarp.,HU6 7RX,,,RENE770015 | EBPLW13016,Project,,,
Defra,EA,31/03/2014,Professional Services Other,NE North East Area AEM North | NE Capital WiP,White Young Green,1264371,"53,507.35",North East area groundwater observation boreholes,LS6 2WQ,,30309584, | IMNE640102 | ,Project,,,
Defra,EA,31/03/2014,Professional Services Other,HO Capital WiP,Xylem Analytics UK Ltd,1264254,"38,323.20",Supply of twelve licences for Sontek Hydro Surveyor software/firmware to enable survey activities to be undertaken,SG6 1FJ,,,FCPIM00048B00,Project,,,
Defra,EA,27/03/2014,Professional Services Other,NE Yorkshire Area Manager,Yorkshire Dales River Trust,1264471,"25,000.00",Yorkshire Dales Rivers Trust's fish passage improvement project on the River Laver. ,DL8 1PQ,,,RENE970023,Project,,,
Defra,EA,27/03/2014,Professional Services Other,NE Yorkshire Area Manager,Yorkshire Wildlife Trust,1263606,"25,000.00",Yorkshire Peat Partnership - Year 3 of 4. ,YO24 1GN,,,RENE970013,Project,,,
Defra,EA,25/03/2014,Travel,National Technical Team,Redfern Travel Ltd,1262379,"306,063.99",Staff business related Travel Period - 01-15 March 2014,BD1 1PL,,30342649,,Administration,,,
Defra,EA,27/03/2014,Travel,National Technical Team,Redfern Travel Ltd,1264990,"269,565.13",Staff business related Travel Period - 16-28 February 2014,BD1 1PL,,30342649,,Administration,,,
Defra,EA,04/03/2014,Travel,National Technical Team,Redfern Travel Ltd,1254035,"267,349.52",Staff business related Travel Period - 01-15 February 2014,BD1 1PL,,30342649,,Administration,,,
Defra,EA,13/03/2014,Travel,HR Strategy,Shared Services Connected Ltd,1258163,"321,530.51",National Learning and Development course venue costs approved - November 2013-February 2014.,M14 0WN,,30401665,TRHO002634,Project,,,
Defra,EA,06/03/2014,Waste Management,National Accomodation Change Fund,Bramber Construction Co Ltd,1256299,"177,770.27",Pevensey Depot Storage Building Project,BN43 6RE,,,HORES00181,Project,,,
