Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-467309-62923,5916,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-467312-62925,9691,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-467354-62912,10806,,HTA commissioned workstream,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-467312-62925,11250,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-467314-62926,12447,,Large Scale Clinical Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-467349-62944,12547,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-467315-62903,13514,,Direct Primary Research Comm,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-467312-62925,13546,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-467338-62938,14126,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-467365-62901,15099,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-467338-62938,18191,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-467365-62901,18320,,HTA Topic Areas & Genetics Technology,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-467315-62903,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-467317-62918,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-467341-62916,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-467341-62916,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-467354-62912,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-467354-62912,20294,,Translational Research Partnerships,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-467312-62925,20310,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-467343-62939,20976,,HTA Topic Areas & Genetics Technology,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-467338-62938,21926,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-467349-62944,22608,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-467346-62940,23188,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-467343-62939,24327,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-467316-62927,24612,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,TEESSIDE UNIVERSITY OF,PUBLIC,TS1 3BA,ERS-467350-62943,25332,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-467369-62945,26028,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-467346-62940,26098.5,,HTA - Public Health (Disease Prevention),Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-467323-62931,26283,,HTA Topic Areas & Genetics Technology,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-467302-62884,26450.04,,Research for patients benefit programme,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-467372-62946,27032,,HTA - Medical Device Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-467330-62933,29187,,Invention for Innovation,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-467323-62931,30559,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,ICNARC VOLUNTARY ORGANISATION,VCS,WC1V 6AZ,ERS-467321-62930,30663,,Health Tech Assessment,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-467349-62944,31745,,HTA commissioned workstream,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-467352-62934,32665,,HTA - Public Health (Disease Prevention),Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-467309-62923,33456,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-467318-62928,34308,,HTA - Public Health (Disease Prevention),Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,SUSSEX UNIVERSITY OF,PUBLIC,BN1 9RH,ERS-467348-62942,34632,,HTA - Public Health (Disease Prevention),Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-467323-62931,34795,,HTA Pragmatic Trials,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-467316-62927,35057,,HTA commissioned workstream,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-467327-62932,36623,,HTA commissioned workstream,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-467369-62945,38407,,HTA Topic Areas & Genetics Technology,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,ERS-467371-62906,38948,,Invention for Innovation,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-467333-62936,43667,,HTA Topic Areas & Genetics Technology,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-467296-62881,48678,,Research for patients benefit programme,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-467316-62927,52725,,Prostrate Cancer,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-467314-62926,64142,,Prostrate Cancer,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-467338-62938,68207,,Prostrate Cancer,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-467520-62962,82000,,EME NETSCC,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-467304-62892,91001,,CRF's CRII,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-467312-62925,96128,,Clinician Scientist Awards,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-467317-62918,137500,,Biomedical Units,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-467327-62932,159599,,Consumers Infrastructure,Programme
Department of Health,Department of Health,31/07/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-467326-62910,321519,,Biomedical Units,Programme
Department of Health,Department of Health,30/07/2012,Admin Revenue Grant-in-Aid ENDPBs,"SF&NHS Finance, Strategy, Quality and Analysis (part of J5180)",CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNAUG2012,500000,,CQC Revenue payments (Healthwatch) 2012/13,Admin
Department of Health,Department of Health,30/07/2012,Admin Capital Grant-in-Aid to ENDPBs,"SF&NHS Finance, Strategy, Quality and Analysis (part of J5180)",CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,CQCCASHDRAWDOWNAUG2012,3000000,,CQC Capital payments 2012/13,Programme
Department of Health,Department of Health,03/07/2012,Contractor/Staff Substitution,SF&NHS Group Finance (part of J5180),DELOITTE LLP,LARGE,MK9 1FD,1110784692,174000,,Finance Imporovement Programme Support Call-off Contract,Admin
Department of Health,Department of Health,03/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",ALLIANCE PHARMACEUTICALS LTD,LARGE,,228868,58450,,,
Department of Health,Department of Health,05/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BRISTOL LABORATORIES LTD,SME,,9001210,217359.07,,,
Department of Health,Department of Health,09/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",DEXCEL PHARMA LTD,SME,,1099966,38247.74,,,
Department of Health,Department of Health,17/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",TEVA UK LTD,LARGE,,2310257163,15251.36,,,
Department of Health,Department of Health,17/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BAXTER HEALTHCARE LTD,LARGE,,32069432,97055.62,,,
Department of Health,Department of Health,17/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",TEVA UK LTD,LARGE,,2310257163,257304.65,,,
Department of Health,Department of Health,17/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BAXTER HEALTHCARE LTD,LARGE,,32069432,814115.31,,,
Department of Health,Department of Health,17/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",ACTAVIS UK LTD,LARGE,,1680X110530,1819100.66,,,
Department of Health,Department of Health,27/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",SIGMA PHARMACEUTICALS PLC,LARGE,,I63347,13534.99,,,
Department of Health,Department of Health,27/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",MYLAN,LARGE,,1800001060,89400.12,,,
Department of Health,Department of Health,27/07/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",SIGMA PHARMACEUTICALS PLC,LARGE,,I63347,567602.33,,,
Department of Health,Department of Health,26/07/2012,Contractor/Staff Substitution,"SF&NHS NHS Gateway Reveiws, Estates & Facilities (part of J5180)",CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92534629,5017,,Management Support - contract novation & transition,Programme
Department of Health,Department of Health,26/07/2012,Contractor/Staff Substitution,"SF&NHS NHS Gateway Reveiws, Estates & Facilities (part of J5180)",CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92534629,8253,,"Upload CFPP 01-01 parts A-E, CFPP 01-04 & CFPP 01-06 onto space for health",Programme
Department of Health,Department of Health,26/07/2012,Contractor/Staff Substitution,"SF&NHS NHS Gateway Reveiws, Estates & Facilities (part of J5180)",CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92534629,14193.16,,1st Quarterly payment for maintenance of Space for health,Programme
Department of Health,Department of Health,26/07/2012,Contractor/Staff Substitution,"SF&NHS NHS Gateway Reveiws, Estates & Facilities (part of J5180)",CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92534629,19784.25,,1st Quarter payment for ADB helpdesk support,Programme
Department of Health,Department of Health,30/07/2012,Outsourcing Contract,SF&NHS NHS Policy & Outcomes (part of J5180),FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,TSIB057,195147.6,,(PF) SEIF Fund Mgt Costs March 11 - 30 June 12. (Relates to existing/closed PO 430864),Programme
Department of Health,Department of Health,30/07/2012,Outsourcing Contract,SF&NHS NHS Policy & Outcomes (part of J5180),FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,TSIB056,229439.51,,(PF) SEIF Fund Mgt Costs March 11 - 30 June 12. (Relates to existing/closed PO 430864),Programme
Department of Health,Department of Health,01/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25919659,366660.71,,Clinical services under E08 MCATS contract,Programme
Department of Health,Department of Health,01/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25919659,1809723.45,,PHG - Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme
Department of Health,Department of Health,13/07/2012,Service charge,"SF&NHS Procurement, Investment and Commercial (part of J5180)",DEAN CLOUGH LTD,SME,HX3 5AX,14538,31624.08,," RAZ088 - F Mill - Ground West 4,5, Dean Clough Mills, Halifax, West Yorkshire HX3 5AX- Dean Clough Limited - Ref:  F/GWEST/4/5 - service charge",Programme
Department of Health,Department of Health,13/07/2012,Addition Clearing - IT,"SF&NHS Procurement, Investment and Commercial (part of J5180)",AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-208,34992.17,,Q1 Ambulance radio programme - Airwave Charges for 2011-12,Programme
Department of Health,Department of Health,13/07/2012,Rent of Land & Buildings (non-PFI operating lease),"SF&NHS Procurement, Investment and Commercial (part of J5180)",DEAN CLOUGH LTD,SME,HX3 5AX,14538,210200.33,," RAZ088 - F Mill - Ground West 4,5, Dean Clough Mills, Halifax, West Yorkshire HX3 5AX- Dean Clough Limited - Ref:  F/GWEST/4/5 - rent",Programme
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM000084,930581.76,,Clinical services under D8S PET/CT South contract,Programme
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060020891,986954.08,,Clinical services under E16 Renal contract,Programme
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25929098,2031592.91,,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",RAMSAY HEALTH CARE UK OPERATIONS LTD TA EUXTON HALL HOSPITAL,LARGE,PR7 6DY,70,2934633.83,,Clinical services under E05 Cumbria and Lancs contract,Programme
Department of Health,Department of Health,31/07/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",UKSH SOUTH WEST LTD,LARGE,BS32 4TD,UKSHSW/215,2939376.23,,Clinical services under E01 AGW contract,Programme
Department of Health,Department of Health,05/07/2012,Contractor/Staff Substitution,SF&NHS Provider Transition (part of J5180),NORTHGATE UK LTD,LARGE,HP2 4NW,91216634,115787.6,,(Dnuttall - Proms) Proms Lot1 - Data collection for Proms - CCN / Add to PO for 2012/13 ,Programme
Department of Health,Department of Health,06/07/2012,Contractor/Staff Substitution,SF&NHS Provider Transition (part of J5180),NORTHGATE UK LTD,LARGE,HP2 4NW,91219945,85872.48,,PROMs Lot 1.  Supplier Northgate.  Data Collection for PROMs,Programme
Department of Health,Department of Health,27/07/2012,Secondees in invoiced costs,SF&NHS Provider Transition (part of J5180),SOMERSET PCT,PUBLIC,WF3 1WE,5735649,29426.9,,Annabelle Walker - Commissioning and Service Development Lead - 02/04/2012 - 31/03/13,Admin
Department of Health,Department of Health,02/07/2012,Outsourcing Contract,SOCIAL CARE,VOICEABILITY,VCS,CB3 0RN,637,37500,,Manage and facilitate the work of the National Forum for people with learning difficulties - 1st April 2012 - 31st March 2013,Programme
Department of Health,Department of Health,03/07/2012,Outsourcing Contract,SOCIAL CARE,BIG WHITE WALL LTD,SME,N16 0HX,967,39300,,"Big White Wall - Online Mental Health Service, 1st Quarter Funding 2012/13",Programme
Department of Health,Department of Health,03/07/2012,Contractor/Staff Substitution,SOCIAL CARE,NACRO,VCS,SW9 0PU,NOI/000831,79090,,Liaision & Diversion Network Contractor (3 Year Contract),Programme
Department of Health,Department of Health,03/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,EAST ANGLIAS CHILDRENS HOSPICES (EACH),VCS,CB24 6DF,ERS-464935-61581,224990,,2012-13 East Anglia (IPSWICH)- Project: Children hospice and Hospice at home grant- policy grant,Programme
Department of Health,Department of Health,03/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,EAST ANGLIAS CHILDRENS HOSPICES (EACH),VCS,CB24 6DF,ERS-464940-61583,248096,,2012-13 East Anglia (QUIDENHAM)- Project: Children hospice and Hospice at home grant- policy grant,Programme
Department of Health,Department of Health,03/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,EAST ANGLIAS CHILDRENS HOSPICES (EACH),VCS,CB24 6DF,ERS-464939-61582,275481,,2012-13 East Anglia (MILTON)- Project: Children hospice and Hospice at home grant- policy grant,Programme
Department of Health,Department of Health,04/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,DEMELZA HOUSE CHILDRENS HOSPICE,VCS,ME9 8DZ,ERS-465019-61622,124876,,2012-13 Demelza Community (East Sussex) - project: Children Hospice and Hospice at home grant - policy grant - Pat Parris,Programme
Department of Health,Department of Health,04/07/2012,Outsourcing Contract,SOCIAL CARE,LOCAL GOVERNMENT ASSOCIATION,SME,SW1P 3HZ,40208172,175000,,"Local Government Group, Support for elected member",Admin
Department of Health,Department of Health,04/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,BUTTERWICK HOSPICE CARE,VCS,TS19 8XN,ERS-465016-61621,190852,,2012-13 Hospice grant - Butterwick Hospice Care- project: Children Hospice and Hospice at Home Grant,Programme
Department of Health,Department of Health,04/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,DEMELZA HOUSE CHILDRENS HOSPICE,VCS,ME9 8DZ,ERS-465026-61623,504925,,2012-13 Hospice grant - Demelza Children Hospice- project: Children Hospice and Hospice at Home Grant,Programme
Department of Health,Department of Health,05/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,GENETIC ALLIANCE UK,VCS,N1 3QP,ERS-465139-61661,55138,,2010/054 The Genetic Interest Group - project: Route Maps for Rare conditions,Programme
Department of Health,Department of Health,05/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,T B ALERT,VCS,NW10 3HL,ERS-465158-61701,96173.5,,"2011/045 TB Alert - Building partnership between the public sector, third sector and service users to increase awareness of tuberculosis and improve TB services project",Programme
Department of Health,Department of Health,06/07/2012,Research & development,SOCIAL CARE,WEST MIDLANDS POLICE AUTHORITY,PUBLIC,B4 6NQ,130579,215000,,West Midlands Poice - Police Early Adopter Wave 1 Year 2 funding - Development of potential commissioning models to inform the diversion work programme,Programme
Department of Health,Department of Health,06/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,WESSEX CHILDRENS HOSPICE TRUST,VCS,SO21 3JE,ERS-465213-61721,358959,,2012-13 Hospice grant - Wessex Children Hospice Trust- project: Children Hospice and Hospice at Home Grant,Programme
Department of Health,Department of Health,09/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,PLATFORM 51,VCS,OX1 3EJ,ERS-465295-61781,39928.43,,2010/063-  YWCA - Project: Ante natal and post natal depression early intervention project,Programme
Department of Health,Department of Health,10/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,SHARED LIVES PLUS,VCS,L3 9JR,ERS-465390-61841,47392.5,,"IESD award 2012/13 (AIMS ref 1798140) to Shared Lives Plus Ltd (formally NAAPS UK Ltd) for its project ""Transforming breaks for disabled people and family carers""",Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,THE CHILDRENS SOCIETY (CHARITY),VCS,WC1X 0JL,ERS-465878-62268,27700.5,,2011/054 -The Children's Society - Sexual Health for Disabled Children and Young People,Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,NHS CONFEDERATION,PUBLIC,SW1E 5DD,ERS-465567-61981,50000,,2012/004 NHS Confederation - project: Supporting the embedding of mental health and wellbeing into the work of the new Public Health system at both a local and national level- policy grant - Sue Hammond,Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,TIME BANKS UK,VCS,GL5 1DF,ERS-465572-61983,54978,,2011/019 - IESD - Timebanking UK - Project: Resilience and Mutuality - AIMS 1206427,Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,DRUGSCOPE,VCS,SE1 3UD,ERS-465676-62001,80000,,"2012-13 - IESD - Drugscope - Project: Delivering an inspirational, recovery-oriented substance misuse workforce - AIMS 1806493",Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,ELLENOR LIONS HOSPICES,VCS,DA1 1AE,ERS-465577-61984,139752,,2012-13 Hospice grant - Ellen Lions Hospice- project: Children Hospice and Hospice at Home Grant,Programme
Department of Health,Department of Health,12/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,ST OSWALDS HOSPICE LTD,VCS,NE3 1EE,ERS-465568-61982,194752,,2012-13 Hospice Grant - ST Oswalds- project: Children Hospice and Hospice at home grant,Programme
Department of Health,Department of Health,13/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,MEDICAL FOUNDATION FOR AIDS AND SEXUAL HEALTH,VCS,WC1H 9JP,ERS-465934-62281,27500,,2010/036 - Medical Foundation for Aids and Sexual Health- project: MEDFASH Business development,Programme
Department of Health,Department of Health,13/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,CONTACT A FAMILY,VCS,EC1V 1JN,ERS-465941-62283,35776,,"IESD award 2011/015 for Contact a Family's ""Families with disabled children: commissioning better services""",Programme
Department of Health,Department of Health,13/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,MIND,VCS,E15 4BQ,ERS-465936-62282,1000000,,2012/13 MIND - project Time to change (year 2) - POLICY GRANT - Janet Davies,Programme
Department of Health,Department of Health,16/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,FOREST BUS LTD,VCS,SO40 4BL,ERS-466021-62322,27587.5,,IESD award 2011/12 for Forest Bus Health Awareness Project,Programme
Department of Health,Department of Health,16/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,AGAINST VIOLENCE AND ABUSE (AVA),VCS,SE1 9BG,ERS-466074-62341,36637.25,,2010/029 Against Violence and Abuse (AVA) - Project: Improving response to violence against women substance use and psychological distress,Programme
Department of Health,Department of Health,16/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,THE JESSIE MAY TRUST,VCS,BS15 8DB,ERS-466019-62321,66752,,2012-13 The Jessie May Trust - project: Children Hospice and Hospice at home grant - policy grant - Pat Parris,Programme
Department of Health,Department of Health,16/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,CHILD MIGRANT TRUST,VCS,NG2 7PL,ERS-466028-62323,173000,,2010/064  Child Migrant Trust - project: 2010/064 Child Migrant Trust - Project: Service and Infrastructure development grant,Programme
Department of Health,Department of Health,17/07/2012,Outsourcing Contract,SOCIAL CARE,NICHE HEALTH AND SOCIAL CARE CONSULTING LTD,SME,M30 0BG,MHS/4060,41970,,Project Fees for finance mapping project 2011/12. 2nd instalment,Programme
Department of Health,Department of Health,17/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,SALFORD HEALTH MATTERS CIC,VCS,M30 0LU,ERS-466122-62381,65615,,IESD award ref 2011/013 for Salford Health Matters' SCCP,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,CITY OF LONDON CORPORATION,PUBLIC,EC2P 2EJ,ERS-466361-62547,33575,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,RUTLAND COUNTY COUNCIL,PUBLIC,LE15 6HP,ERS-466307-62472,70385,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BRACKNELL FOREST BOROUGH COUNCIL,PUBLIC,RG12 1AQ,ERS-466272-62426,189653,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
