Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,group
Ministry of Justice,MoJ HQ,20-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1147626,"20,581.94",The cost to hire Highgate House for the Private Law Children Seminar from 3-4 November 2014,
Ministry of Justice,MoJ HQ,20-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1147626,634.48,The exempt (this cost will change when the invoice is issued) cost to hire Highgate House for the Private Law Children Seminar from 3-4 November 2014,
Ministry of Justice,MoJ HQ,06-Nov-14,245000-Grants in Aid to NDPBs,KY600-Access to Justice,CCRC (CRIMINAL CASES REVIEW COMMISSION),5080,"300,000.00",Monthly Grant in Aid to CCRC (November 14),
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,RG999-CFLAP Accumulator,CGI IT UK LTD,1147044,"25,907.00",IT project costs to implement Enhanced Fee Changes,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,RG999-CFLAP Accumulator,CGI IT UK LTD,1147044,"5,181.40",IT project costs to implement Enhanced Fee Changes,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146231,"2,257,952.11",Monthly ATOS IT cost for Application Maintenance & Support Service charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146231,"402,178.00",Monthly ATOS IT costs for Hosting Service charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146231,"133,649.71",ATOS Monthly ongoing Printing charges,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146231,"21,091.00","Application, Maintenance and Support charges for small applications",
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146405,"93,877.00",CIVIL & FAMILY  CaseMan & FamilyMan (Post single court),
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1147044,"44,460.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1147044,"8,892.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1148269,"44,460.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,27-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1148269,"8,892.00",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1147044,"22,978.00",Libra to HMCTS Store Interface for Case Data update and Hyperlink ,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1146231,"248,866.00",Open text licence renewal charges,
Ministry of Justice,MoJ HQ,21-Nov-14,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1147932,"85,842.00",Payment of Rates,
Ministry of Justice,MoJ HQ,21-Nov-14,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1147932,"105,389.88",Payment of Rates,
Ministry of Justice,MoJ HQ,21-Nov-14,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1147932,"598,384.00",Payment of Rates,
Ministry of Justice,MoJ HQ,11-Nov-14,246000-Current Grants,RG999-CFLAP Accumulator,CORONERS COURTS SUPPORT SERVICE#RG10600010,1146972,"40,000.00",Grant in aid to the Coroners' Courts Support Service ,
Ministry of Justice,MoJ HQ,27-Nov-14,266000-Judicial Costs,LZ600-Transforming Justice,COUNCIL OF LAW REPORTING,1148286,"136,819.52",Judicial publications,
Ministry of Justice,MoJ HQ,13-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,DELOITTE LLP,1147072,"156,912.00","ICT Consultancy services by Deloitte to review the NICTS Programme and it's design of the WP360G solution, stabilisaion of the service and contigency solution",
Ministry of Justice,MoJ HQ,13-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,DELOITTE LLP,1147072,"31,382.40","ICT Consultancy services by Deloitte to review the NICTS Programme and it's design of the WP360G solution, stabilisaion of the service and contigency solution",
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"82,424.00",Specialist Project Management,
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"16,484.80",Specialist Project Management,
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"5,000.00",Specialist Project Management,
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"-5,000.00",Specialist Project Management,
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"25,000.00",Specialist Project Management,
Ministry of Justice,MoJ HQ,27-Nov-14,264000-Consultancy,RC999-Criminal Justice Group - OMS,DELOITTE LLP,1148306,"5,000.00",Specialist Project Management,
Ministry of Justice,MoJ HQ,10-Nov-14,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1146773,"1,017,047.36",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. ,
Ministry of Justice,MoJ HQ,10-Nov-14,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1146774,"1,035,528.34",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. ,
Ministry of Justice,MoJ HQ,13-Nov-14,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1147085,"24,956.01",Clive House Electricity supply,
Ministry of Justice,MoJ HQ,13-Nov-14,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1147085,16.7,Clive House Electricity supply,
Ministry of Justice,MoJ HQ,13-Nov-14,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1147085,"4,991.20",VAT charged on Clive House Electricity supply,
Ministry of Justice,MoJ HQ,13-Nov-14,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1147085,"66,683.88",103 Petty France Electricity supply,
Ministry of Justice,MoJ HQ,13-Nov-14,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1147085,"13,336.78",VAT charged on 102 Petty France Electricity supply,
Ministry of Justice,MoJ HQ,17-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1147406,"357,375.00",EY providing Data development and definition support to TR,
Ministry of Justice,MoJ HQ,10-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1146781,"325,925.00",EY providing Data development and definition support to TR,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1146451,"185,500.00",EY providing Data development and definition support to TR,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1146451,"155,330.00",EY providing Data development and definition support to TR,
Ministry of Justice,MoJ HQ,10-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1146781,"126,000.00",Provision of advisory services to the TR programme,
Ministry of Justice,MoJ HQ,10-Nov-14,264000-Consultancy,LZ600-Transforming Justice,ERNST & YOUNG LLP,1146781,"25,200.00",Provision of advisory services to the TR programme,
Ministry of Justice,MoJ HQ,17-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,FDM GROUP LTD,1147411,"48,600.00",FDM Group Ltd - FITS Programme Support charges,
Ministry of Justice,MoJ HQ,17-Nov-14,264000-Consultancy,NZ900-Finance & Corporate Services,FDM GROUP LTD,1147411,"9,720.00",FDM Group Ltd - FITS Programme Support charges,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"311,088.57",Hosting - Criminal Justice Communications Operations Production Environment,
Ministry of Justice,MoJ HQ,27-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1148344,"236,588.16",Criminal Justice Secure Exchange - SAN Replacement,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"180,729.93",Monthly Fujitsu costs for Application Maintenance & Support charges for Exchange services,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"144,796.79",Monthly Fujitsu costs for Hosting charges for Exchange services,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"72,873.99",Criminal Justice Secure Exchange - Soultion Assurance,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"46,935.57",Service Integration and Management (SIAM) Service Desk,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"34,906.33",Criminal Justice Secure Exchange - Security Intruder Detection,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"34,517.33",Criminal Justice Secure Exchange - Managed Service Governance ,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"21,640.56",Monthly Fujitsu costs for Application Maintenance & Support charges for Exchange services,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1146471,"56,221.46",Youth Justice Board Connectivity Service by Fujitsu,
Ministry of Justice,MoJ HQ,10-Nov-14,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1146796,"65,597.59",Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,10-Nov-14,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1146796,"13,119.52",Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,10-Nov-14,222003-CIS Labour TFM Estates,NZ900-Finance & Corporate Services,G4S FACILITIES MANAGEMENT (UK) LTD,1146796,0.02,Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,21-Nov-14,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,5111,"43,969.25",Government Actuaries Department - Business as usual on Judicial Pay and Pensions,
Ministry of Justice,MoJ HQ,21-Nov-14,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,5111,"8,793.85",Government Actuaries Department - Business as usual on Judicial Pay and Pensions,
Ministry of Justice,MoJ HQ,27-Nov-14,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1148374,"35,487.90",Judicial publications,
Ministry of Justice,MoJ HQ,18-Nov-14,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,5096,"1,200.44",Payover of CFERS to the Consolidated Fund,
Ministry of Justice,MoJ HQ,18-Nov-14,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,5096,"807,471.51",Payover of CFERS to the Consolidated Fund,
Ministry of Justice,MoJ HQ,06-Nov-14,264000-Consultancy,OZ501-HRD Feeder,HMRC,5082,"227,458.26","Fast Stream Scheme including salary, recruitment and some training costs. ",
Ministry of Justice,MoJ HQ,27-Nov-14,263000-Other Contracted Out Services,OZ501-HRD Feeder,HMRC,5121,"41,000.00","European Fast Stream Scheme including salary, recruitment and some training costs",
Ministry of Justice,MoJ HQ,03-Nov-14,223000-Other Expenditure,RB999-JPG - CJRD,HOME OFFICE,1146265,"32,000.00",Track My Crime - migration and development,
Ministry of Justice,MoJ HQ,03-Nov-14,223000-Other Expenditure,RB999-JPG - CJRD,HOME OFFICE,1146265,"6,400.00",Track My Crime - migration and development,
Ministry of Justice,MoJ HQ,18-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IDENTITY & PASSPORT SERVICE,5098,"141,550.00",NOMS: Browser Neutrality,
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,5129,"28,462.00",Criminal Justice Communications Re-Procurement Testing Services- Test Programme Management to Sep 2014,
Ministry of Justice,MoJ HQ,03-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,1146266,"149,175.00",Consultancy services delivered to the Legal Aid Agency Integrated Delivery Programme,
Ministry of Justice,MoJ HQ,03-Nov-14,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,HOME OFFICE IT,1146266,"29,835.00",Consultancy services delivered to the Legal Aid Agency Integrated Delivery Programme,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,5090,"21,500.00",Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,5090,"4,300.00",Network WAN Optimistion (NOP),
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HOME OFFICE IT,5130,"21,625.00",Home Office Test Design & Consultancy Services and the Ministry of Justice Central Test Structure Memorandum of Understanding 2014-2016,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NX900-MOJ Shared Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"1,779,775.08",MOJ (Phoenix and Aramis) Merge project costs from HP supplier,
Ministry of Justice,MoJ HQ,13-Nov-14,512000-Intangible GBV - Additions,NX900-MOJ Shared Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"588,000.00",MOJ (Phoenix and Aramis) Merge project costs from HP supplier,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NX900-MOJ Shared Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"27,911.49",Cost in relation to the Shared services savinsg projects,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NX900-MOJ Shared Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"5,582.30",Cost in relation to the Shared services savinsg projects,
Ministry of Justice,MoJ HQ,03-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146269,"78,980.64",HP FITS Exit charges,
Ministry of Justice,MoJ HQ,03-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146269,"15,796.13",HP FITS Exit charges,
Ministry of Justice,MoJ HQ,13-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"78,980.64",HP FITS Exit charges,
Ministry of Justice,MoJ HQ,13-Nov-14,222002-Other Property Costs,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"15,796.13",HP FITS Exit charges,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147727,"1,520,668.05",HP NOMS ICT Services - Desktops and Printing,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"1,266,356.13",HP NOMS ICT Services - Application Maintenance & Support,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147727,"745,023.92",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147727,"149,004.78",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"642,702.29",HP NOMS ICT Services - Hostings charge ,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"570,581.11",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"403,068.89",HP NOMS ICT Services - General Services,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"399,187.60",HP NOMS ICT Services - Service Integration and Management,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147727,"329,266.56",HP NOMS ICT Services - Service Integration and Management,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"244,121.19",HP NOMS ICT Services - Desktops and Printing,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1147128,"235,581.61",HP NOMS ICT Monthly Services - Security,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"117,705.35",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"74,064.32",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"14,812.86",HP NOMS ICT Services - Network Services,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1148395,"57,890.55",HP NOMS ICT Services - General Services,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1148395,"41,368.12",HP NOMS ICT Services - General Services,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"552,254.69",NOMS : Transformation Rehabilitation Programme ,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146505,"446,127.64",NOMS : Transformation Rehabilitation Programme ,
Ministry of Justice,MoJ HQ,10-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146818,"276,312.87",NOMS: Browser Neutrality,
Ministry of Justice,MoJ HQ,10-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,HP ENTERPRISE SERVICES (UK) LTD,1146818,"153,192.28",NOMS: Browser Neutrality,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"32,612.48",Implement Shared Services to National Probation Service ,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"6,522.50",Implement Shared Services to National Probation Service ,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"552,254.69",Prison-NOMIS for TS2 and TOM (Implementation charge),
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"196,786.71",Prison-NOMIS for TS2 and TOM (Implementation charge),
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1148395,"92,984.78",TR Prison-NOMIS for TS1 ,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"92,667.79",Prison-NOMIS for TS2 and TOM (Implementation charge),
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146269,"60,038.07",TS2/ TOM Support & Element 4 HP Support to Manual Migration,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146269,"30,503.67",Implementation Charge,
Ministry of Justice,MoJ HQ,06-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,HP ENTERPRISE SERVICES (UK) LTD,1146505,"36,483.83",OASYs Ancillary Work Element 2 - Test Environment Baseline- Implementation Charge,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,IBM (UNITED KINGDOM) LTD,1147732,"32,558.70",IBM Aged Debt Settlement,
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,IBM (UNITED KINGDOM) LTD,1147732,"6,511.74",IBM Aged Debt Settlement,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,JADU LTD,1148404,"33,200.00",Web Services sprint 3 - claim consumption Application Programming Interface  & Reporting,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,JADU LTD,1148404,"6,640.00",Web Services sprint 3 - claim consumption Application Programming Interface  & Reporting,
Ministry of Justice,MoJ HQ,17-Nov-14,222001-Maintenance,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1147443,"27,287.48",Fees for provision of services regarding the dilapidation negotiations for the exit of 81 Chancery Lane,
Ministry of Justice,MoJ HQ,17-Nov-14,222001-Maintenance,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1147443,"5,457.50",Fees for provision of services regarding the dilapidation negotiations for the exit of 81 Chancery Lane,
Ministry of Justice,MoJ HQ,06-Nov-14,222001-Maintenance,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1146516,"63,805.00",Fees for the review of rents at Steel House. Surrender of lease.,
Ministry of Justice,MoJ HQ,06-Nov-14,222001-Maintenance,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1146516,"12,761.00",VAT charged on the Fees for the review of rents at Steel House. Surrender of lease.,
Ministry of Justice,MoJ HQ,20-Nov-14,266000-Judicial Costs,LZ600-Transforming Justice,JORDAN PUBLISHING LTD,1147740,"128,520.00",Judicial publications,
Ministry of Justice,MoJ HQ,13-Nov-14,264000-Consultancy,LZ600-Transforming Justice,KPMG,1147147,"207,497.00",Financial Advisor services to the Transforming Rehabiliattion Programme. ,
Ministry of Justice,MoJ HQ,13-Nov-14,264000-Consultancy,LZ600-Transforming Justice,KPMG,1147147,"51,071.00",Financial Advisor services to the Transforming Rehabilitation Programme. ,
Ministry of Justice,MoJ HQ,03-Nov-14,223000-Other Expenditure,NZ406-Strategic Estates Feeder,L&P (PSCS),1146274,"55,827.85","Furniture order for Regional Hubs (TW3) for 4A, 2C & 8th Floor, 102 Petty France.",
Ministry of Justice,MoJ HQ,03-Nov-14,223000-Other Expenditure,NZ406-Strategic Estates Feeder,L&P (PSCS),1146274,"11,165.57","VAT charged on Furniture order for Regional Hubs (TW3) for 4A, 2C & 8th Floor, 102 Petty France.",
Ministry of Justice,MoJ HQ,27-Nov-14,262000-SCA Costs,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,6838,"3,911,896.00",102 Petty France Rent for the period 01/10/2014 - 31/12/2014 ,
Ministry of Justice,MoJ HQ,03-Nov-14,262000-SCA Costs,OZ501-HRD Feeder,LIBERATA UK LTD,1146277,"22,619.52",Charges for compensation to eligible judges for historic underpayments of fees,
Ministry of Justice,MoJ HQ,13-Nov-14,223001-Printing Postage and Office expenditure,NZ406-Strategic Estates Feeder,LIBERATA UK LTD,1147156,"38,604.26",Printroom costs for Design/Print/Reprographic services (Non VAT Recoverable),
Ministry of Justice,MoJ HQ,17-Nov-14,223001-Printing Postage and Office expenditure,NZ406-Strategic Estates Feeder,LIBERATA UK LTD,1147451,"65,036.84",Printroom costs,
Ministry of Justice,MoJ HQ,17-Nov-14,223001-Printing Postage and Office expenditure,NZ406-Strategic Estates Feeder,LIBERATA UK LTD,1147451,"13,007.37","VAT charged on Printroom costs which should have been £13,007.36 rather than £13,007.37, producing an overcharge of £0.01, corrected by the entry below.",
Ministry of Justice,MoJ HQ,17-Nov-14,223001-Printing Postage and Office expenditure,NZ406-Strategic Estates Feeder,LIBERATA UK LTD,1147451,-0.01,"Correction to the VAT charged on Printroom costs which should have been £13,007.36 instead of £13,007.37, producing an overcharge of £0.01.",
Ministry of Justice,MoJ HQ,20-Nov-14,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1147756,"1,243,764.62",MOJ (Phoenix and Aramis) Merge project costs from Liberata supplier,
Ministry of Justice,MoJ HQ,06-Nov-14,512000-Intangible GBV - Additions,NX900-MOJ Shared Services,LIBERATA UK LTD,1146536,"81,613.98",MOJ (Phoenix and Aramis) Merge project costs from Liberata supplier,
Ministry of Justice,MoJ HQ,13-Nov-14,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1147156,"255,209.41",Liberata costs for delivering the MOJ payroll services,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1148058,"127,641.19",FITS Transition Assurance Function charges - Lockheed Martin,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,LOCKHEED MARTIN UK LIMITED,1147161,"40,608.47",FITS Transition Assurance Function charges - Lockheed Martin,
