Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,20/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000056,"57,494.15",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,20/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000057,"40,774.03",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,20/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000058,"129,484.50",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,20/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000059,"72,841.53",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Policy Payments,DG: PHD,RURAL PAYMENTS AGENCY (RPA),339645,"32,877.34",Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding 2014/15,RG13BV,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000060,"526,114.83",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,24/02/2015,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),951332,"189,585.62",2014/15 NHS Blood and Transplant - ACCEA Awards,LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,24/02/2015,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,CF-13/2014-15,"90,184.72",Caxton Foundation funding 2014-15,EN4 9NX,VCS,,,Programme
Department of Health,Department of Health,25/02/2015,Consultancy/Professional Advice,DG: PHD,SAPIENT LTD,34880,"42,165.00",SAPIENT CR14/CR15,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,25/02/2015,Outsourcing Contract,DG: PHD,FAMILY PLANNING ASSOCIATION,593538,"111,519.00",Specialist sexual health services,EC1Y 8QU,VCS,,,Programme
Department of Health,Department of Health,25/02/2015,Professional fees,DG: PHD,ROYAL COLLEGE OF SURGEONS OF ENGLAND,9PSR0689,"114,176.10",RCS Cosmetic Surgery Interspeciality Committee (3 year contract) 2013-2015,WC2A 3PE,PUBLIC,,,Programme
Department of Health,Department of Health,26/02/2015,IT minor costs non capital,DG: PHD,OXFORD UNIVERSITY OF,121005360,"79,700.00",TrueColours – further development of an interactive health status self-report system,OX3 7JX,PUBLIC,14008,,Programme
Department of Health,Department of Health,27/02/2015,Policy Payments,DG: PHD,PUBLIC HEALTH ENGLAND PHE033,6125357,"115,000.00",PHE Skills Passport for Public Health,SP4 0JG,PUBLIC,,,Programme
Department of Health,Department of Health,02/02/2015,Outsourcing Contract,DG: RDD,LGC LTD,50371312,"839,077.10",Central Commissioning Function,TW11 0LY,LARGE,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,BANGOR UNIVERSITY,ERS-533674-100393,"93,516.66",HTA Commissioned Research,LL57 2DG,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,CARDIFF UNIVERSITY,ERS-533675-100382,"162,481.20",HTA Commissioned Research,CF24 0DE,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-533677-100383,"125,775.08",HS & DR,WC1E 7HT,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-533678-100392,"302,580.24",HTA Researcher Lead,E1 2AX,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-533679-100386,"203,074.00",HTA Researcher Lead,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,ERS-533680-100381,"167,876.40",HTA Commissioned Research,AB24 3FX,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-533684-100384,"204,622.26",HTA Researcher Lead,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-533685-100388,"282,418.38",HTA Researcher Lead,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-533686-100390,"304,614.50",HTA Researcher Lead,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-533687-100391,"134,703.60",HTA Commissioned Research,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-533688-100387,"166,124.00",EME - ( NETSCC ),M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-533697-100385,"221,137.00",HTA Commissioned Research,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-533698-100389,"270,301.74",HTA Commissioned Research,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,KINGS COLLEGE LONDON,ERS-533718-100452,"38,495.65",HTA Researcher Lead,SE1 8WA,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-533725-100453,"31,802.60",HTA Researcher Lead,LS2 9JT,PUBLIC,,,Programme
Department of Health,Department of Health,05/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-533732-100445,"70,224.00",Invention for Innovation,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,NOTTINGHAM TRENT UNIVERSITY,ERS-533950-100829,"112,382.00",Invention for Innovation,NG1 4BU,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-533951-100824,"49,763.58",HTA Researcher Lead,EH1 1HT,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-533953-100833,"44,309.00",Research for Patient Benefit,ST5 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-533955-100828,"158,223.00",Invention for Innovation,M13 9PL,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,NHS Guildford and Waverley Clinical Commissioning Group,ERS-533956-100834,"33,310.00",Research for Patient Benefit,GU1 4PU,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,TECHNOLOGY STRATEGY BOARD (TSB),ERS-533957-100823,"53,322.97",Invention for Innovation,SN2 1FF,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,TECHNOLOGY STRATEGY BOARD (TSB),ERS-533957-100823,"63,589.62",Invention for Innovation,SN2 1FF,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-533959-100827,"118,310.00",Invention for Innovation,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-533960-100825,"49,425.05",HTA Researcher Lead,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-534081-100931,"29,435.00",NIHR Fellowships,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-534084-100925,"135,438.00",Invention for Innovation,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Research & development,DG: RDD,ACADEMY OF MEDICAL SCIENCES,ERS-534086-100926,"39,499.00",Formal Training for Trainees ( TCC AMS ),W1B 1QH,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-534090-100929,"131,302.43",HTA Commissioned Research,WC1E 6BT,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-534092-100930,"1,000,000.00",HTA-Methodology,SN2 1FF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ASHRIDGE CONSULTING LTD,16241,"55,930.45",NIHR Faculty Leadership,HP4 1NS,SME,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-534145-100987,"41,922.00",Research Capability Funding (STANDARD),L12 2AP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-534145-100987,"40,530.00",CRFs - CRII,L12 2AP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"116,645.00",Research Capability Funding (STANDARD),E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"46,660.00",Comprehensive Networks,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"2,451,950.00",Comprehensive Networks,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"77,484.00",Network Research Capability Funding,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"166,665.00",CLAHRCs,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-534146-101038,"109,290.00",Biomedical Units,E1 8PR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-534147-101025,"25,402.00",Research Capability Funding (STANDARD),B15 2PZ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-534149-100984,"63,247.00",Research Capability Funding (STANDARD),WF3 1WE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-534151-101024,"54,545.00",CRFs - CRII,BN2 3EW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-534151-101024,"39,962.00",Research Capability Funding (STANDARD),BN2 3EW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534152-100990,"197,255.00",CRFs - CRII,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534152-100990,"607,692.00",Research Capability Funding (STANDARD),CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534152-100990,"87,652.00",Biomedical Units,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534152-100990,"2,020,988.00",Bio-Medical Centres,CB2 2QQ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-534154-101011,"176,666.00",CLAHRCs,CB1 5EE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-534154-101011,"45,110.00",Research Capability Funding (STANDARD),CB1 5EE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-534155-101035,"68,860.00",Research Capability Funding (STANDARD),NW1 0PE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-534155-101035,"164,990.00",Programme Grants for NHS Trusts,NW1 0PE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-534157-101015,"27,549.00",Research Capability Funding (STANDARD),NW1 7QY,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534158-101018,"122,745.00",Research Capability Funding (STANDARD),M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534158-101018,"102,917.00",Biomedical Units,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534158-101018,"100,000.00",CRFs - CRII,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534158-101018,"65,338.00",Network Research Capability Funding,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-534158-101018,"1,494,340.00",Comprehensive Networks,M13 0JR,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-534159-101007,"164,557.00",CLAHRCs,SW10 9NH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-534159-101007,"42,543.00",Research Capability Funding (STANDARD),SW10 9NH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-534160-101003,"338,460.00",Bio-Medical Centres,WC1N 3JH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-534160-101003,"187,482.00",Research Capability Funding (STANDARD),WC1N 3JH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-534162-100995,"321,124.00",Research Capability Funding (STANDARD),SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-534162-100995,"1,758,236.00",Comprehensive Networks,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-534162-100995,"67,014.00",Network Research Capability Funding,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-534162-100995,"102,604.00",CRFs - CRII,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-534162-100995,"1,015,028.00",Bio-Medical Centres,SE1 9RT,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"197,926.00",CRFs - CRII,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"548,360.00",Research Capability Funding (STANDARD),W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"1,904,656.00",Bio-Medical Centres,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"134,402.00",Quality and Safety Research Centres,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"50,937.00",Network Research Capability Funding,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-534163-101027,"1,068,750.00",Comprehensive Networks,W12 0HS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-534164-100996,"172,491.00",CLAHRCs,SE5 9RS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-534164-100996,"54,528.00",Research Capability Funding (STANDARD),SE5 9RS,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-534165-101008,"166,057.00",Research Capability Funding (STANDARD),LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-534165-101008,"11,037.00",CRFs - CRII,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-534165-101008,"112,276.00",Biomedical Units,LS9 7TF,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,ERS-534166-101030,"145,020.00",National School for Social Care Research,WC2A 2AE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-534167-101034,"58,475.00",Research Capability Funding (STANDARD),M21 9UN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,MERSEY CARE NHS TRUST,ERS-534168-101019,"122,523.28",HS & DR,L31 1HW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-534169-101004,"480,195.00",Bio-Medical Centres,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-534169-101004,"100,924.00",CRFs - CRII,EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-534169-101004,"130,802.00",Research Capability Funding (STANDARD),EC1V 2PD,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-534170-101033,"114,689.00",Research Capability Funding (STANDARD),LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-534172-101041,"66,576.00",Research Capability Funding (STANDARD),BS1 3NX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-534173-101040,"49,859.00",Research Capability Funding (STANDARD),CB2 8FH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS LIVERPOOL CCG,ERS-534174-101044,"115,705.00",CLAHRCs,L1 4AZ,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-534175-101042,"26,906.00",Research Capability Funding (STANDARD),ST5 1QG,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-534176-101039,"65,283.00",Research Capability Funding (STANDARD),OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-534176-101039,"32,028.00",Programme Grants for NHS Trusts,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-534176-101039,"22,407.00",Programme Grants for NHS Trusts,OX4 2LH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-534177-100999,"67,699.00",Network Research Capability Funding,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-534177-100999,"1,672,105.00",Comprehensive Networks,NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-534177-100999,"45,494.00",Research Capability Funding (STANDARD),NR4 7UY,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-534178-101017,"96,987.00",Research Capability Funding (STANDARD),BS1 2NP,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-534183-101021,"104,288.00",Biomedical Units,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-534183-101021,"121,090.00",Biomedical Units,NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-534183-101022,"152,597.00",Research Capability Funding (STANDARD),NG7 2UK,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-534185-100992,"88,704.00",CLAHRCs,NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-534185-100992,"60,767.00",Research Capability Funding (STANDARD),NG3 6AA,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-534186-101002,"166,600.00",CLAHRCs,OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-534186-101002,"100,141.00",Research Capability Funding (STANDARD),OX4 2GX,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"535,915.00",Research Capability Funding (STANDARD),OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"175,000.00",Biomedical Units,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"1,768,181.00",Bio-Medical Centres,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"67,969.00",CRFs - CRII,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"55,559.00",Network Research Capability Funding,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-534187-101014,"1,126,577.00",Comprehensive Networks,OX3 7HE,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-534188-101031,"377,777.00",School of Primary Care Research,OX1 2XN,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-534190-101012,"132,769.00",Research Capability Funding (STANDARD),UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-534190-101012,"171,941.00",Biomedical Units,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-534190-101012,"187,080.00",Biomedical Units,UB9 6JH,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-534191-100989,"27,038.00",Research Capability Funding (STANDARD),TR1 2XN,PUBLIC,,,Programme
