ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
HMCTS,4-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,JONES LANG LASALLE LTD,1764815,"$8,952.60 ",,BS8 9AQ,0,Programme,,,1069970
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NG BAILEY FACILITIES SERVICES LTD,1764999,($0.02),"Maintenance, non-structural repair and cleaning of buildings",CIS-LS12 6EH,0,Balance Sheet,,,153583
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NG BAILEY FACILITIES SERVICES LTD,1764999,"$8,931.66 ","Maintenance, non-structural repair and cleaning of buildings",CIS-LS12 6EH,0,Balance Sheet,,,153583
HMCTS,4-Oct-11,HZ999-North East Region,222001-Maintenance,NG BAILEY FACILITIES SERVICES LTD,1764999,"$44,658.28 ",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme,,,153583
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRADFORD METROPOLITAN COUNCIL,1787483,"$53,259.00 ",Rates Invoice,RATES,0,Programme,,,30746850/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1770455,"$8,846.84 ",Catering Services,B45 9PZ,0,Balance Sheet,,,92076627
HMCTS,7-Oct-11,BZ999-London Region,226000-Court Costs,EUREST SERVICES,1770455,"$44,234.22 ",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,,92076627
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1787512,"$52,707.73 ",Rates Invoice,RATES,0,Programme,,,400872113/2011-12
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1787615,"$51,527.00 ",Rates Invoice,RATES,0,Programme,,,700465165/2011-12
HMCTS,4-Oct-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1764877,"$42,876.06 ",As per FSMO RFC 174 (Part A) Liberata consultancy team to work on the Payment by Account (PbA) Phase 2 solution,NP10 8BA,0,Programme,,,81271
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LIBERATA UK LTD,1764877,"$8,575.21 ","Accounting, Invoicing and related services",NP10 8BA,0,Balance Sheet,,,81271
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PRESTON CITY COUNCIL,1787650,"$51,094.00 ",Rates Invoice,RATES,0,Programme,,,70152422/2011-12
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,SELLERS LEGAL SERVICES LTD,1773315,"$8,322.79 ","Typing, secretarial, telephonist and clerical services including agency staff",SL1 3UE,0,Balance Sheet,,,5959
HMCTS,11-Oct-11,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1773315,"$40,080.04 ",London Region Consolidated - Loggers - Sellars - 2011/12,SL1 3UE,0,Programme,,,5959
HMCTS,11-Oct-11,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1773315,"$1,533.91 ",London Region Consolidated - CATS - Sellars - 2011/12,SL1 3UE,0,Programme,,,5959
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1787603,"$49,377.00 ",Rates Invoice,RATES,0,Programme,,,23340741/2011-12
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,XEROX (UK) LTD,1782305,"$8,138.04 ",Hire of reprographic equipment including repair and maintenance,BN13 1QG,0,Balance Sheet,,,AF357013
HMCTS,18-Oct-11,BZ999-London Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1782305,"$40,690.25 ",London Region Consolidated - Rental - Xerox - 11/12,BN13 1QG,0,Programme,,,AF357013
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1787585,"$48,496.00 ",Rates Invoice,RATES,0,Programme,,,900576663/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,RENTOKIL INITIAL UK LIMITED,1771058,"$7,951.47 ","Maintenance, non-structural repair and cleaning of buildings",DY1 4RR,0,Balance Sheet,,,661/3831075
HMCTS,7-Oct-11,HZ999-North East Region,222002-Other Property Costs,RENTOKIL INITIAL UK LIMITED,1771058,"$39,757.34 ",North East Consol Account - Contractual Cleaning contract continuation replacing PO 20000128717 - Rentokil - 11/12,DY1 4RR,0,Programme,,,661/3831075
HMCTS,11-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1772590,"$38,161.32 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM013944
HMCTS,11-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1772590,"$1,770.13 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM013944
HMCTS,11-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1772590,($0.02),,OX4 2JY,0,Programme,,,CAM013944
HMCTS,11-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1772590,"$7,632.26 ",,OX4 2JY,0,Programme,,,CAM013944
HMCTS,11-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1772590,$88.51 ,,OX4 2JY,0,Programme,,,CAM013944
HMCTS,21-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1787488,"$47,630.00 ",Rates Invoice,RATES,0,Programme,,,50009947382/2011-12
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1787615,"$47,388.61 ",Rates Invoice,RATES,0,Programme,,,700162471/2011-12
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$34,407.98 ",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$5,632.41 ",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$6,881.60 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,$281.62 ,VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"($6,881.60)",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,($281.62),VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$6,881.60 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,$281.62 ,VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"($1,126.48)",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$1,126.48 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"($8,008.08)",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,25-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$8,008.08 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6377629
HMCTS,26-Oct-11,HZ999-North East Region,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1794273,"$39,203.75 ",Rent,EH2 2LL,0,Programme,,,1209995
HMCTS,26-Oct-11,HZ999-North East Region,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1794273,"$7,840.75 ",Rent,EH2 2LL,0,Programme,,,1209995
HMCTS,28-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$38,089.68 ",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme,,,6566133
HMCTS,28-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$1,192.08 ",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme,,,6566133
HMCTS,28-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$7,617.94 ",,NW4 3RJ-RET 4,0,Programme,,,6566133
HMCTS,28-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,$59.60 ,,NW4 3RJ-RET 4,0,Programme,,,6566133
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$35,456.63 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$4,160.84 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$0.14 ,North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$7,091.33 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,($208.04),North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$208.04 ,North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"($7,091.33)",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$208.04 ,North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,($832.17),North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$7,923.49 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6377627
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NG BAILEY FACILITIES SERVICES LTD,1764999,"$7,782.82 ","Maintenance, non-structural repair and cleaning of buildings",CIS-LS12 6EH,0,Balance Sheet,,,152164
HMCTS,4-Oct-11,HZ999-North East Region,222001-Maintenance,NG BAILEY FACILITIES SERVICES LTD,1764999,"$38,914.15 ",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme,,,152164
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1787512,"$46,206.00 ",Rates Invoice,RATES,0,Programme,,,401687378/2011-12
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$38,500.00 ",Atos Origin - Rolls Building Infrastructure - Project Governance. CCN No. A-R-02121-01-v03. B/E IA104 NAC 532601 / F079.,WV10 6UH,F079,Programme,,,5584092392
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$7,700.00 ",VAT on Atos Origin - Rolls Building Infrastructure - Project Governance. CCN No. A-R-02121-01-v03. B/E IA104 NAC 532601 / F079.,WV10 6UH,F079,Programme,,,5584092392
HMCTS,12-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,UNITED UTILITIES WATER PLC,491547,"$45,702.11 ",NW regional consolidated A/C - water usage - United Utilities - Apr 11 - Mar 12,WA55 1WB,0,Programme,,,056/0911
HMCTS,21-Oct-11,SJ999-Scotland,222002-Other Property Costs,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),1787796,"$14,759.49 ",Quarterly Service Charge Payment,CF3 0LW,0,Programme,,,10033048
HMCTS,21-Oct-11,SJ999-Scotland,221000-Property Rent and Rates,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),1787796,"$8,271.28 ",Quarterly Rates Payment,CF3 0LW,0,Programme,,,10033048
HMCTS,21-Oct-11,SJ999-Scotland,221000-Property Rent and Rates,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),1787796,"$22,350.90 ",Quarterly Rent Payment,CF3 0LW,0,Programme,,,10033048
HMCTS,21-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,READING BOROUGH COUNCIL,1787652,"$45,032.00 ",Rates Invoice,RATES,0,Programme,,,51288010/2011-12
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1788221,"$7,458.55 ","Maintenance, non-structural repair and cleaning of buildings",SE1 1RU,0,Balance Sheet,,,S00215789
HMCTS,21-Oct-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1788221,"$37,292.75 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Thames Valley and Bedfordshire",SE1 1RU,0,Programme,,,S00215789
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF REDBRIDGE,1787607,"$44,620.50 ",Rates Invoice,RATES,0,Programme,,,327731317/2011-12
HMCTS,19-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MERRILL LEGAL SOLUTIONS,1784704,"$7,432.51 ","Typing, secretarial, telephonist and clerical services including agency staff",EC4A 2DY,0,Balance Sheet,,,XSIN/00078444
HMCTS,28-Oct-11,AQ999-HQ - Finance & Governance,265000-IT & Telecommunications,DEPARTMENT FOR WORK & PENSIONS (DWP),1796205,"$44,446.34 ",DWP Charges for VC & Telecoms,CF14 3UW,0,Admin,,,2886842
HMCTS,21-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1787488,"$44,166.00 ",Rates Invoice,RATES,0,Programme,,,50010075682/2011-12
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1787609,"$43,941.00 ",Rates Invoice,RATES,0,Programme,,,6323494/2011-12
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,"$32,864.10 ",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,"$4,133.58 ",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,"$6,572.82 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,$206.68 ,VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,"($6,572.82)",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,($206.68),VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,($0.02),VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,"$6,572.82 ",VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,26-Oct-11,BZ999-London Region,261000-Fuel and Utilities,CORONA ENERGY,1793887,$206.68 ,VAT - Utilities,NW4 3RJ-RET 4,0,Programme,,,6413835
HMCTS,4-Oct-11,GZ999-North West Region,222002-Other Property Costs,NEOPOST LTD,1764994,"$36,443.73 ","NW Region Consol Account - Bulk maintenance of NW Region franking machines April 11 to Mar 12, contract 4900000162 - Neopost",RM1 2AR-INVOICE,0,Programme,,,91226282
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NEOPOST LTD,1764994,"$7,288.75 ","Maintenance, repair and cleansing of equipment, plant, vehicles and vessels",RM1 2AR-INVOICE,0,Balance Sheet,,,91226282
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE SECURITY LTD,1781526,"$7,235.96 ",Security Services,MK6 2WX,0,Balance Sheet,,,49/444254
HMCTS,18-Oct-11,AQ999-HQ - Finance & Governance,222002-Other Property Costs,MITIE SECURITY LTD,1781526,"$36,179.82 ",Additional Guarding for various tribunals sites until March 2012,MK6 2WX,0,Admin,,,49/444254
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,J L HARPHAM,490756,"$7,202.35 ","Typing, secretarial, telephonist and clerical services including agency staff",S1 2DX,0,Balance Sheet,,,2149
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$28,195.31 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6414572
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$8,830.29 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6414572
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$5,639.06 ",,NW4 3RJ-RET 4,0,Programme,,,6414572
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,$441.51 ,,NW4 3RJ-RET 4,0,Programme,,,6414572
HMCTS,4-Oct-11,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1764464,"$35,872.87 ",British Telecom - BT Analyst VP01412270 for RCJ (Site PR1). Annual charges April 2011 - March 2012.  20 / IH701 / 223541.,DH98 1BT,0,Programme,,,VP01412270M08701KS
HMCTS,4-Oct-11,BZ999-London Region,265000-IT & Telecommunications,BT TELECOMMUNICATIONS PLC,1764464,"$7,174.57 ",VAT on British Telecom - BT Analyst VP01412270 for RCJ (Site PR1). Annual charges April 2011 - March 2012.  20 / IH701 / 223541.,DH98 1BT,0,Programme,,,VP01412270M08701KS
HMCTS,12-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1776103,"$35,787.06 ",Shrewsbury Crown Court - Video Link Installation,MK3 5JP,0,Programme,,,UK10/102011/4716
HMCTS,12-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,CABLE & WIRELESS,1776103,"$7,157.41 ",VAT,MK3 5JP,0,Programme,,,UK10/102011/4716
HMCTS,26-Oct-11,HZ999-North East Region,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1794273,"$35,537.50 ",Rent,EH2 2LL,0,Programme,,,1209996
HMCTS,26-Oct-11,HZ999-North East Region,221000-Property Rent and Rates,STANDARD LIFE INVESTMENTS,1794273,"$7,107.50 ",Rent,EH2 2LL,0,Programme,,,1209996
HMCTS,7-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LANCASHIRE POLICE AUTHORITY,1770634,"$42,586.12 ",,PR4 5SB,0,Programme,,,7200001737
HMCTS,7-Oct-11,AG999-HQ - Estates,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1770749,"$35,365.10 ","CIS labour - internal decorations at Bristol Judges' Lodgings, BCP 11/12 (15)",CIS-BS4 4EE,0,Programme,,,S00216762
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1770749,"$7,073.02 ","Maintenance, non-structural repair and cleaning of buildings",CIS-BS4 4EE,0,Balance Sheet,,,S00216762
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"$7,033.42 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210535600
HMCTS,4-Oct-11,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"$35,167.12 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Surrey and Sussex",CIS-PO1 9DB,0,Programme,,,210535600
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1787597,"$42,199.33 ",Rates Invoice,RATES,0,Programme,,,32664621/2011-12
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,XEROX (UK) LTD,1782305,"$7,011.88 ",Hire of reprographic equipment including repair and maintenance,BN13 1QG,0,Balance Sheet,,,AF357243
HMCTS,18-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1782305,"$35,059.63 ",Xerox consolidated PO for financial year 11/12 - SSCSA rental charges,BN13 1QG,0,Admin,,,AF357243
HMCTS,5-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,MASSHOUSE DEVELOPMENTS LTD#AJ10111853,487069,,,M3 1SQ,F075,Programme,,,AJ10111853
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF TOWER HAMLETS,1787611,"$41,902.50 ",Rates Invoice,RATES,0,Programme,,,65341269/2011-12
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"$6,970.97 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210569839
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"($6,970.97)","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210569839
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"$6,970.97 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210569839
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"$6,970.97 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210579811
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"($6,970.97)","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210579811
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"$6,970.97 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210579811
HMCTS,4-Oct-11,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1764968,"$34,854.87 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Surrey and Sussex",CIS-PO1 9DB,0,Programme,,,210569839
HMCTS,21-Oct-11,CZ999-South East Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"$34,854.87 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Surrey and Sussex",CIS-PO1 9DB,0,Programme,,,210579811
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$30,473.09 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6413850
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$4,835.56 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6413850
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$6,094.62 ",VAT,NW4 3RJ-RET 4,0,Programme,,,6413850
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$241.78 ,VAT,NW4 3RJ-RET 4,0,Programme,,,6413850
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,KIER FACILITIES SERVICES LTD,1764847,"$6,809.12 ","Maintenance, non-structural repair and cleaning of buildings",CIS-RG21 4HG,0,Balance Sheet,,,11031093
HMCTS,4-Oct-11,EZ999-Wales Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1764847,"$34,045.62 ",MWW Area - Mechanical & Electrical Costs -  Fixed Maintenance charges 2011/12.,CIS-RG21 4HG,0,Programme,,,11031093
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),491198,"$6,764.97 ","Messenger, Portering and Reception Services",SE18 7TJ,0,Balance Sheet,,,75573
