Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Curriculum and Behaviour Group,VODAFONE CORPORATE,4000023486,226.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Curriculum and Behaviour Group,VODAFONE CORPORATE,4000023486,43.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Curriculum and Behaviour Group,VODAFONE CORPORATE,4000023486,18.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Curriculum and Behaviour Group,VODAFONE CORPORATE,4000023486,1.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,16.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,4.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000023486,35.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,148.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,30.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000023486,116.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000023486,11.2
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,34.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,47.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group EFM,VODAFONE CORPORATE,4000023486,23.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group EFM,VODAFONE CORPORATE,4000023486,3.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,879.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,3134.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,730.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,17.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,8.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,4.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,24.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,0.59
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Corporate Service Wider Modernisation,VODAFONE CORPORATE,4000023486,24.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,187.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,39.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,46.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,6.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,201.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,19.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,-4.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,2.71
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,41.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,14.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,8.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,6.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,20.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,0.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,14.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,7.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,91.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,10.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Free School Group,VODAFONE CORPORATE,4000023486,36.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Free School Group,VODAFONE CORPORATE,4000023486,2.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Free School Group,VODAFONE CORPORATE,4000023486,58.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Free School Group,VODAFONE CORPORATE,4000023486,10.51
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000023486,155.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000023486,36.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,135.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,51.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,23.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,3.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,221.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000023486,61.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Private Office,VODAFONE CORPORATE,4000023486,640.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,28.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,14.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,35.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,29.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Young People Workforce Group,VODAFONE CORPORATE,4000023486,555.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Young People Workforce Group,VODAFONE CORPORATE,4000023486,175.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,80.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,9.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,135.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,31.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,245.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,33.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,99.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,12.79
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,18.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,4.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,51.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,21.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,39.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,3.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,67.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,13.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Workforce Group - TPS,VODAFONE CORPORATE,4000023486,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Press Office Group,VODAFONE CORPORATE,4000023486,569.39
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Press Office Group,VODAFONE CORPORATE,4000023486,330.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Marketing Group,VODAFONE CORPORATE,4000023486,243.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Marketing Group,VODAFONE CORPORATE,4000023486,28.71
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Customer Contact and Business Development Group,VODAFONE CORPORATE,4000023486,167.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Customer Contact and Business Development Group,VODAFONE CORPORATE,4000023486,95.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Customer Contact and Business Development Group,VODAFONE CORPORATE,4000023486,87.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Customer Contact and Business Development Group,VODAFONE CORPORATE,4000023486,48.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,19.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,1.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,174.26
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,166.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,40.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Corporate and Internal Communications Group,VODAFONE CORPORATE,4000023486,48.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Communications Strategy and Insight Group,VODAFONE CORPORATE,4000023486,17.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Communications Strategy and Insight Group,VODAFONE CORPORATE,4000023486,2.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Internal Audit,VODAFONE CORPORATE,4000023486,132.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Internal Audit,VODAFONE CORPORATE,4000023486,16.03
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Group Legal Advisors Office,VODAFONE CORPORATE,4000023486,43.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Group Legal Advisors Office,VODAFONE CORPORATE,4000023486,4.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Private Office,VODAFONE CORPORATE,4000023486,61.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Private Office,VODAFONE CORPORATE,4000023486,457.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,0.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,155.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,33.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,29.59
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,7.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Young People Analysis Division,VODAFONE CORPORATE,4000023486,18.17
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Young People Analysis Division,VODAFONE CORPORATE,4000023486,7.77
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Young People Directorate Support,VODAFONE CORPORATE,4000023486,53.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Young People Directorate Support,VODAFONE CORPORATE,4000023486,13.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000023486,74.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000023486,20.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000023486,57.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000023486,21.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000023486,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Free School Group,VODAFONE CORPORATE,4000023486,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,19.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000023486,3.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000023486,73.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000023486,42.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000023486,979.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000023486,312.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000023486,138.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000023486,99.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,78.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,4.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,34.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,5.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,225.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,39.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,39.26
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,15.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,96.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000023486,29.03
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,36.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000023486,6.66
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,214.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,116.21
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,83.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,53.26
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,22.77
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,15.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000023486,36.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000023486,4.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,232.71
