Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-459270-58393,112955,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-459268-58417,114634,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459325-58391,116702,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-459259-58361,117401,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-459265-58338,117422,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459263-58406,117490,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-459264-58359,117584,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-459324-58346,117745,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,PUBLIC,SR3 4AD,ERS-459258-58358,117881,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459280-58389,117901,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459318-58344,117939,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-459321-58362,118194,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-459261-58345,118361,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459323-58408,118444,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-459274-58363,120290,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-459275-58414,122138,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459310-58343,122428,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ST GEORGE'S HEALTHCARE NHS TRUST,PUBLIC,SW17 0QT,ERS-459260-58355,122776,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459293-58407,123612,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459262-58378,123797,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-459322-58419,124183,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459320-58366,124303,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459245-58403,125000,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459246-58404,125000,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459248-58336,125000,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-459277-58420,125047,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-459276-58421,127092,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-459345-58444,127283.05,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,MID ESSEX PCT,PUBLIC,CM8 2TL,ERS-459287-58330,128237,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-459292-58416,128571,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,TORBAY PCT,PUBLIC,TQ9 6JE,ERS-459303-58422,130579,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-459399-58472,137249,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-459244-58399,137500,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-459272-58395,138071,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459297-58365,138748,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,ERS-459291-58323,140272,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-459304-58354,141522,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,ERS-459296-58326,143119,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459316-58412,145002,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-459283-58331,145315,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-459313-58400,146014,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459315-58337,146123,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459295-58411,149095,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459298-58379,150079,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459390-58477,150637,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-459301-58351,154367,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-459312-58339,157574,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-459317-58372,158742,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-459314-58368,163230,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-459302-58324,166622,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SOUTH TYNESIDE PCT,PUBLIC,NE33 3DP,ERS-459299-58322,170194,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE ROYAL WOLVERHAMPTON HOSPITAL NHS TRUST,PUBLIC,WV10 0QP,ERS-459289-58357,173446,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-459305-58371,173896,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,PUBLIC,CH63 4JY,ERS-459294-58341,182208,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-459284-58350,193112,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-459311-58375,209814,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459308-58390,220310,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-459288-58340,245200,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459237-58409,312864,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-459236-58374,321519,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459239-58364,327869,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459247-58405,327951,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-459243-58376,328085,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-459240-58373,328152,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459238-58410,346757,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459235-58335,348509,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-459241-58349,365730,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-459233-58348,419343,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459249-58388,448681,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-459242-58382,486781,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-459234-58381,487039,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-459226-58383,784031,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,PUBLIC,ME16 9QQ,ERS-459396-58488,1019538,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-459392-58484,1137423,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-459223-58369,1187149,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-459401-58475,1385354,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-459405-58471,1392565,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-459393-58490,1541021,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-459413-58474,1579875,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-459402-58465,1638718,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-459224-58367,1783040,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-459394-58463,1824351,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459397-58487,1962591,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-459406-58496,2007904,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-459404-58468,2089062,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459410-58467,2168441,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-459411-58462,2190802,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-459227-58394,2243325,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-459395-58470,2453940,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-459403-58482,2506171,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-459389-58480,2553903,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-459391-58478,2625793,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459407-58483,2633359,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-459398-58485,2865395,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-459225-58352,2936239,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-459230-58370,3077187,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-459414-58479,3094639,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459408-58489,3324723,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-459416-58476,3769430,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-459399-58472,4341305,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459229-58387,4356292,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459415-58464,4667635,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459390-58477,4712602,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459228-58377,5035225,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459232-58342,5043322,,0,Programme,
Department of Health,Department of Health,23/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-459231-58418,5649646,,0,Programme,
Department of Health,Department of Health,23/04/2012,Other programme expenditure,SF&NHS NHS Policy & Outcomes (part of J5180),FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS23/4/12,159832,,,Programme,
Department of Health,Department of Health,23/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,NEUROLOGICAL COMMISSIONING SUPPORT LTD,VCS,NW2 6ND,ERS-459417-58497,28250,,2012-13 - IESD - Neurological Commissioning Support - Project: Putting service users at the heart of commissioning health and social care - AIMS 1737400,Programme,
Department of Health,Department of Health,23/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,MARIE CURIE CANCER CARE,VCS,SE1 7TP,ERS-459338-58441,30000,,2011/040 Marie Curie Cancer Care - PROJECT - Marie Curie Nursing Service Self Referral Project,Programme,
Department of Health,Department of Health,23/04/2012,Outsourcing Contract,SOCIAL CARE,WEST MIDLANDS POLICE AUTHORITY,PUBLIC,B4 6NQ,130305,95930.84,,Funding for healthcare provided in police custody suites,Programme,
Department of Health,Department of Health,24/04/2012,VAT dr (ST),Health Protection,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,SW8 5NQ,11-12 VAT RECHARGE QTR 4,743820.88,,,Other,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,-118.00,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,10.10,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,42.60,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,47.80,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,84.60,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,110.20,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,172.20,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,178.80,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,189.70,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,199.20,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,199.70,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,215.90,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,223.47,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,228.10,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,285.40,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,324.90,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,355.41,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,402.00,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,405.80,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,407.96,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,408.90,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,494.50,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,510.00,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,531.42,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,539.56,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,561.80,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,597.00,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,617.90,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,724.60,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,732.01,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,745.50,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,754.65,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,773.20,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,795.33,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,830.80,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,854.67,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,914.70,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,941.90,,,,
