Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
Ministry of Justice,HMCTS,19-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS IMRAN KHAN&PARTNERS#DX 35711,2558002,"34,058.00",226306-Defence Costs Solicitor,DX 35711,0,Programme,,
Ministry of Justice,HMCTS,19-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS A M STRACHAN & CO#N1 6SD,960629,"34,060.00",226306-Defence Costs Solicitor,N1 6SD,0,Programme,,
Ministry of Justice,HMCTS,05-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS EDWARD HAYES LLP#DX 432,951293,"34,428.00",226306-Defence Costs Solicitor,DX 432,0,Programme,,
Ministry of Justice,HMCTS,05-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS MARTIN CRAY & CO#DX 2725,2543904,"35,952.00",226306-Defence Costs Solicitor,DX 2725,0,Programme,,
Ministry of Justice,HMCTS,05-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS EDWARD HAYES LLP#DX 432,951293,"38,405.00",226306-Defence Costs Solicitor,DX 432,0,Programme,,
Ministry of Justice,HMCTS,05-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS DAC BEACHCROFT LLP#DX 7846,2543843,"38,407.00",226306-Defence Costs Solicitor,DX 7846,0,Programme,,
Ministry of Justice,HMCTS,19-Aug-13,226000-Court Costs,SL999-Centralised Frontline,MESSRS GREENWOODS#DX 142624,960756,"39,400.00",226306-Defence Costs Solicitor,DX 142624,0,Programme,,
Ministry of Justice,HMCTS,41505,226000-Court Costs,SL999-Centralised Frontline,MESSRS HKH KENWRIGHT & COX #DX124836,2557997,"56,564.00",226306-Defence Costs Solicitor,DX 124836,0,Programme,,
Ministry of Justice,HMCTS,41491,226000-Court Costs,SL999-Centralised Frontline,MESSRS EMRYS JONES & CO#DX29211,951297,"57,890.00",226306-Defence Costs Solicitor,DX29211,0,Programme,,
Ministry of Justice,HMCTS,41491,226000-Court Costs,SL999-Centralised Frontline,MESSRS WELLS BURCOMBE LLP#DX 6108,2543952,"64,257.00",226306-Defence Costs Solicitor,DX 6108,0,Programme,,
Ministry of Justice,HMCTS,41505,226000-Court Costs,SL999-Centralised Frontline,MESSRS LEVALES SOLICITORS LLP#DX 99277,960818,"72,000.00",226306-Defence Costs Solicitor,DX 99277,0,Programme,,
Ministry of Justice,HMCTS,41505,226000-Court Costs,SL999-Centralised Frontline,MESSRS DAC BEACHCROFT LLP#DX 7846,2557956,"78,817.00",226306-Defence Costs Solicitor,DX 7846,0,Programme,,
Ministry of Justice,HMCTS,41491,226000-Court Costs,SL999-Centralised Frontline,MESSRS PAUL MARTIN & CO#DX 4610,2543917,"106,948.00",226306-Defence Costs Solicitor,DX 4610,0,Programme,,
Ministry of Justice,HMCTS,41491,226000-Court Costs,SL999-Centralised Frontline,MESSRS POWELL SPENCER & PARTNERS#DX 5105,951432,"117,268.00",226306-Defence Costs Solicitor,DX 5105,0,Programme,,
Ministry of Justice,HMCTS,41491,226000-Court Costs,SL999-Centralised Frontline,MESSRS PAUL MARTIN & CO#DX 4610,2543917,"127,699.00",226306-Defence Costs Solicitor,DX 4610,0,Programme,,
Ministry of Justice,HMCTS,41505,226000-Court Costs,SL999-Centralised Frontline,MESSRS ANSONS SOLICITORS#DX 19004,960643,"225,848.00",226306-Defence Costs Solicitor,DX 19004,0,Programme,,
Ministry of Justice,HMCTS,20-Aug-13,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2559729,"27,444.00",HMCS London Region - Corona - Consolidated Gas Account 2013/14,WD17 1JW-RET 4,0,Programme,,
Ministry of Justice,HMCTS,07-Aug-13,261000-Fuel and Utilities,BZ999-London Region,THAMES WATER UTILITIES LTD,2548807,"31,214.00",HMCS London Region Consolidated - Water Costs - Thames Water 2013/14,SN38 3TW-CONS,0,Programme,,
Ministry of Justice,HMCTS,21-Aug-13,261000-Fuel and Utilities,CZ999-South East Region,BRITISH GAS BUSINESS,2562121,"42,446.00",SE Region Consolidated - British Gas - Electricity supply - 2013/14 - Replacement for PO 20000141078,OX4 2JY,0,Programme,,
Ministry of Justice,HMCTS,09-Aug-13,261000-Fuel and Utilities,CZ999-South East Region,HERTFORDSHIRE COUNTY COUNCIL,2550766,"70,339.00",SE Herts regional gas recharges from Herts Council - Utility Costs,SG13 8TN,0,Programme,,
Ministry of Justice,HMCTS,21-Aug-13,261000-Fuel and Utilities,DZ999-South West Region,BRITISH GAS BUSINESS,2562121,"28,312.00",South West Regionas Office (DA170) - British Gas - Account no.: 3053490 - Electricity Consumption costs (various sites) 13/14,OX4 2JY,0,Programme,Beachcroft (our solicitors) passed this lease payment on to Hampshire County Council on our behalf.,
Ministry of Justice,HMCTS,23-Aug-13,261000-Fuel and Utilities,FZ999-Midlands Region,BRITISH GAS BUSINESS,2564421,"45,746.00",BGB electricity for  HMCTS Midlands 2013/14.,OX4 2JY,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,261000-Fuel and Utilities,GZ999-North West Region,BRITISH GAS BUSINESS,2564421,"27,451.00",NW Region consolidated A/c - Electricity - British Gas - April 13 - October 14,OX4 2JY,0,Programme,Monthly TFM Invoice Hard Services,
Ministry of Justice,HMCTS,16-Aug-13,261000-Fuel and Utilities,GZ999-North West Region,EDF ENERGY LTD,2557362,"28,731.00",Manchester CJC - Electricity - EDF - 13/14,PL3 5XQ,0,Programme,,
Ministry of Justice,HMCTS,06-Aug-13,261000-Fuel and Utilities,GZ999-North West Region,BRITISH GAS BUSINESS,2545564,"30,379.00",NW Region consolidated A/c - Electricity - British Gas - April 13 - October 14,OX4 2JY,0,Programme,Monthly TFM Invoice Hard Services,
Ministry of Justice,HMCTS,20-Aug-13,261000-Fuel and Utilities,GZ999-North West Region,UNITED UTILITIES WATER PLC,2560665,"38,319.00",NW regional consolidated A/C - water usage - United Utilities - Apr 13 - Mar 14,WA55 1WB,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,2564466,"269,705.00",NW Region Consolidated - Gas - Corona - April 13 - March 14,WD17 1JW-RET 4,0,Programme,Monthly TFM Invoice Hard Services,
Ministry of Justice,HMCTS,09-Aug-13,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,2550656,"41,906.00",North East Consol Account - Gas - Corona 13/14,WD17 1JW-RET 4,0,Programme,Monthly TFM Invoice Soft Services,
Ministry of Justice,HMCTS,20-Aug-13,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,2559729,"48,621.00",North East Consol Account - Gas - Corona 13/14,WD17 1JW-RET 4,0,Programme,Monthly TFM Invoice Soft Services,
Ministry of Justice,HMCTS,14-Aug-13,262000-SCA Costs,AP999-HQ - Strategy & Change,LIBERATA UK LTD,2555881,"62,480.00",FMSO 275 PentiP- FPO Business Processing,NP10 8BA,B719,Programme,Monthly TFM Invoice Soft Services,
Ministry of Justice,HMCTS,14-Aug-13,262000-SCA Costs,AP999-HQ - Strategy & Change,LIBERATA UK LTD,2555881,"88,946.00",FMSO 275 PentiP- FPO Business Processing,NP10 8BA,B719,Programme,Capital Project construction - Strategic Alliance,
Ministry of Justice,HMCTS,20-Aug-13,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2559909,"189,804.00",Iron Mountain Storage Facility for Probate Services,EH54 7DF,0,Programme,HQ - construction of Newport Magistrates,
Ministry of Justice,HMCTS,16-Aug-13,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2557530,"61,937.00",Ipswich & Cambridge - Modern Courts (East Anglia) Ltd (BR8 7AG) - Utility Charges for East Anglia PFI - Monthly,L35 5DR,0,Programme,,
Ministry of Justice,HMCTS,16-Aug-13,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2557530,"379,117.00",Ipswich & Cambridge - Modern Courts (East Anglia) Ltd (BR8 7AG) - Utility Charges for East Anglia PFI - Monthly,L35 5DR,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2543651,"691,712.00",Worle Area Office / Bristol - Services Support (Avon & Somerset) Ltd - Unitary Charges for Worle & Bristol PFI - Monthly,SW1E 5LB,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,2542535,"465,420.00",Derby & Chesterfield - Derbyshire Courts Ltd - (SE1 9RD) - Unitary Charges for Derbyshire PFI - Monthly,SE1 9RA,0,Programme,,
Ministry of Justice,HMCTS,27-Aug-13,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2565911,"500,999.00",Hereford & Worcester - H & W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,SE1 9RA,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2565727,"34,814.00",Manchester - UK Court Services LTD (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2565727,"507,542.00",Manchester - UK Court Services LTD (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,09-Aug-13,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2550884,"47,275.00","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,13-Aug-13,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,2553117,"99,692.00",Sheffield - Palecastle Ltd  (WA3 6AE) - Unitary Charges for Sheffield PFI - Monthly,WA3 6AE,0,Programme,,
Ministry of Justice,HMCTS,09-Aug-13,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2550884,"319,841.00","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,20-Aug-13,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,CGI IT UK LTD,2559698,"30,597.00","L-R-3606-01 Delivery of requirements in accordance with the detailed CCN numbered above						",CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,20-Aug-13,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,CGI IT UK LTD,2559698,"38,716.00","L-R-3606-01 Delivery of requirements in accordance with the detailed CCN numbered above						",CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,CGI IT UK LTD,2542467,"54,029.00","L-R-3606-01 Delivery of requirements in accordance with the detailed CCN numbered above						",CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,30-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2570568,"29,693.00","L-R-3681-01 Juror Improvments M6 System Test Complete						 					 						 						",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,30-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2570568,"35,632.00","L-R-3681-01 Juror Improvments M5 Development & Unit Test Complete						 						 						",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,28-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2568040,"40,206.00","L-R-3692-01 Libra Password Reset M1 Approval of FSs (Part 1)				",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,13-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2552136,"45,206.00","L-R-3623-01 Legal Aid Bill - M6 Witness Test Successful						 						 						 					 					 		",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,13-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2552136,"45,206.00","L-R-3623-01 Legal Aid Bill - M7 Spoke Ready for ATOS Packaging						 						 						 						 					 					 		",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,28-Aug-13,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2568040,"198,587.00","L-R-3635-01 Libra Audit & Logging M3 System Test Complete	",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,19-Aug-13,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS DAVID PHILLIPS & PARTNERS#DX 18806,2557958,"29,015.00",311201-Solicitors CFT - Non Specified,DX 18806,0,Programme,,
Ministry of Justice,HMCTS,19-Aug-13,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS NOBLE SOLICITORS#DX 180461,960856,"29,060.00",311201-Solicitors CFT - Non Specified,DX 130461,0,Programme,,
Ministry of Justice,HMCTS,05-Aug-13,311200-Criminal Legal Aid,SL999-Centralised Frontline,MESSRS RICHARD NELSON SOLICITORS#NG9 2TA,2543925,"29,148.00",311201-Solicitors CFT - Non Specified,NG9 2TA,0,Programme,,
Ministry of Justice,HMCTS,19-Aug-13,311200-Criminal Legal Aid,SL999-Centralised Frontline,FRISBY SOLICITORS LTD T/A FRISBY & CO#DX 14564,2557900,"35,281.00",311201-Solicitors CFT - Non Specified,DX 14564,0,Programme,,
Ministry of Justice,HMCTS,06-Aug-13,532000-Tangible GBV - Additions,AG999-HQ - Estates,MITIE JUSTICE LTD,2545970,"87,775.00","Harpenden Judges' Lodgings - Mitie Justice Ltd - Complete re-furb of Judges' Lodgings to include new heating system, new boilers, decorations & repairs to out buildings. THIS REPLACES PO 20000170998",CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2564655,"394,085.00",Inner London Crown - Mitie Justice - Asbestos Removal Works. One of the buildings at Inner London Crown Court is filled with asbestos. A contractor has been on site undertaking the removal and this is payment certificate number one.,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,28-Aug-13,532000-Tangible GBV - Additions,CZ999-South East Region,VINCI CONSTRUCTION UK LTD,2568894,"70,950.00",CIS Labour - Eastbourne Law Courts- Vinci Construction UK Ltd - alterations to holding cells THIS REPLACES PO 20000170382,CIS-WD24 4WW,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2542689,"213,093.00",CIS Labour - Southampton MC - Interserve Construction Ltd - Window Replacement and Remedials - This PO replaces 20000163831,CIS-B23 7RZ,0,Programme,,
Ministry of Justice,HMCTS,16-Aug-13,532000-Tangible GBV - Additions,DZ999-South West Region,ISG CONSTRUCTION LTD,2557462,"247,500.00",CIS labour - construction works at Poole Magistrates' Court.,CIS-BD19 6BW,0,Programme,,
Ministry of Justice,HMCTS,14-Aug-13,532000-Tangible GBV - Additions,DZ999-South West Region,DAC BEACHCROFT#AJ10100611,2555928,"1,750,000.00",532107-Cost-Add-L&B-LL Bdgs DRC,BS99 7UD,0,Programme,,
Ministry of Justice,HMCTS,06-Aug-13,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER CONSTRUCTION,2545850,"168,081.00","CIS Labour - Various Strategic Alliance Projects - 349/2013/2014 -Building works, preliminaries, OH&P and contingency - KIER CONSTRUCTION - HMCTS WALES  		",CIS-ME20 6XS,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2543733,"269,469.00",CIS Labour - Newport Magistrates Court -Wates Construction Ltd - Enabling works / construction - This PO replaces 20000165583,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,532000-Tangible GBV - Additions,FZ999-Midlands Region,BRUNTWOOD,2564428,"63,704.00","Additional works at Centre City, Birmingham",M1 4BT-BETA,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,532000-Tangible GBV - Additions,FZ999-Midlands Region,BRUNTWOOD,2564428,"103,197.00","Additional works at Centre City, Birmingham",M1 4BT-BETA,0,Programme,,
Ministry of Justice,HMCTS,06-Aug-13,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2545736,"301,515.00","Preston Crown Court, Sessions House - Construction work",CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,16-Aug-13,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2557543,"126,888.00","weekly franking machine re-credits for HMCTS, MOJ and LAA",RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,16-Aug-13,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2557543,"128,163.00","weekly franking machine re-credits for HMCTS, MOJ and LAA",RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2564666,"136,215.00","weekly franking machine re-credits for HMCTS, MOJ and LAA",RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,02-Aug-13,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2542828,"138,070.00","weekly franking machine re-credits for HMCTS, MOJ and LAA",RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,30-Aug-13,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2570794,"152,043.00","weekly franking machine re-credits for HMCTS, MOJ and LAA",RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BARNET,2564239,"25,532.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2564244,"32,652.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BROMLEY,2564242,"32,897.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2564260,"34,125.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF NEWHAM,2564257,"34,370.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2564173,"35,843.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,2564241,"38,789.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,2564248,"40,017.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2564173,"40,753.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,2564261,"45,418.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2564260,"47,627.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,2564258,"48,364.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,2564250,"50,328.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,2564254,"53,519.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,2564249,"58,429.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,2564253,"63,830.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2564173,"69,231.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2564173,"72,177.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2564244,"74,141.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,2564247,"79,542.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2564260,"91,326.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,2564308,"94,763.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2564260,"112,930.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,2564243,"166,940.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,30-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,PROPERTY PARTNERS T/A RESIDENTIAL PARTNERS,2570863,"168,750.00",610430-Rent Prepayment Control Account,W1S 4EX,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2564173,"326,515.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HUNTINGDONSHIRE DISTRICT COUNCIL,2564226,"25,670.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2564159,"26,612.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2564159,"28,967.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,OXFORD CITY COUNCIL,2564293,"29,202.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,COLCHESTER BOROUGH COUNCIL,2564175,"30,614.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,NORWICH CITY COUNCIL,2564289,"31,086.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2564159,"32,735.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,LUTON BOROUGH COUNCIL,2564263,"34,383.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ST ALBANS CITY & DISTRICT COUNCIL,2564336,"35,325.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,BASILDON BOROUGH COUNCIL,2564123,"36,267.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,2564153,"39,800.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,AYLESBURY CONSERVATIVES,2564391,"41,499.00",610430-Rent Prepayment Control Account,HP21 7QP,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,2564301,"48,984.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,2564264,"62,643.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,WILTSHIRE COUNCIL,2564367,"25,434.00",610450-Rates Prepayment Control Account,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Aug-13,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,POLICE AND CRIME COMMISSIONER FOR GLOUCESTERSHIRE,2560524,"26,564.00",610440-Service Chg Prepay Control Account,GL2 2AN,0,Programme,,
