Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł6.85,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł62.91,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł57.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł62.55,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł199.47,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł11.10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł16.15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł23.82,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł68.19,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł82.23,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł4.97,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł236.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł108.42,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł32.85,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł41.78,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł8.42,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł162.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł78.70,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł420.62,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł516.98,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł202.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł95.02,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł55.65,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł268.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł87.49,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł46.22,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł6.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł91.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł29.56,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł311.68,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł12.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł15.75,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł9.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł47.26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł1.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł33.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł9.12,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł29.12,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł107.13,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł107.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł60.40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł168.67,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł19.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł76.83,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł62.29,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł47.43,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł70.24,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł156.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł68.51,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł510.27,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł325.17,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł19.70,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł104.64,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł36.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł200.85,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł0.90,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł30.24,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł6.26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł85.10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł19.79,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł56.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł10.09,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł3.33,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł51.34,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł21.83,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł51.33,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł184.19,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł450.91,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł15.58,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł16.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł23.46,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł157.49,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł10.47,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł106.21,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł177.70,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł16.89,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł205.81,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł182.10,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł58.43,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł40.86,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł12.51,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł2.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł69.06,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł33.01,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł93.48,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł49.45,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł97.03,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł38.04,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł166.36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł118.03,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł224.15,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł158.06,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł123.99,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł12.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł7.82,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł71.87,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł3.56,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł27.71,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł109.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł167.91,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł25.26,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł2.86,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł96.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł17.02,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł20.18,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł37.99,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł49.61,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł3.85,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł68.30,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł74.35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł213.66,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł153.92,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł12.63,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł74.76,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł330.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł2.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł46.18,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł336.41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł60.39,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł142.97,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł37.40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł70.32,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł80.16,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł65.84,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł13.53,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł217.31,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł44.91,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł57.89,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł33.68,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł27.04,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł84.29,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł128.85,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł7.08,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł31.60,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł81.96,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł139.67,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł58.74,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł112.28,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł39.41,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł4.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł0.60,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł23.86,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł12.09,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł108.88,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł2.40,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł288.52,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł8.99,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł330.00,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Jobcentre Plus,20-Oct-11,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2022938624,Ł71.31,Print & Associated Services,Print,Core Print
