Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Contract Number,Publish/Redact,Project Code
,,22/11/2013,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-508674-82851,139442.33,,Publish,
,,22/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-508675-82854,31130.33,,Publish,
,,28/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DIABETES UK LTD,VCS,NW1 7AA,ERS-509090-82941,54547,,Publish,
,,27/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ASSOCIATION FOR YOUNG PEOPLES HEALTH (AYPH),VCS,SE1 0EH,ERS-508977-82901,69525,,Publish,
,,04/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,AGE UK,VCS,LS2 7LY,ERS-507226-81821,58710,,Publish,
,,06/11/2013,Outsourcing Contract,DG: PHD,THE TERRENCE HIGGINS TRUST,VCS,WC1X 8DP,29000799,245000,,Publish,
,,06/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,VCS,PE2 6WS,ERS-507446-81861,42662,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: ERD,THE NATIONAL SKILLS ACADEMY FOR SOCIAL CARE,VCS,SE1 2HB,ERS-507564-81981,439000,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PETERBOROUGH STREETS,VCS,PE1 2TD,ERS-507566-82001,98252,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Bournemouth Churches Housing Association,VCS,BH1 3NS,ERS-507567-82002,74350,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Bournemouth Churches Housing Association,VCS,BH1 3NS,ERS-507568-82003,76045,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: PHD,ACTION ON SMOKING AND HEALTH,VCS,EC1N 8JY,ERS-507571-82022,75000,,Publish,
,,07/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,St Peters and St James Parochial Church Council,VCS,HR1 2DL,ERS-507584-82061,30000,,Publish,
,,08/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SALFORD HEALTH MATTERS CIC,VCS,M30 0LU,ERS-507614-82081,43189.5,,Publish,
,,12/11/2013,Research & development,DG: RDD,ICNARC VOLUNTARY ORGANISATION,VCS,WC1V 6AZ,ERS-507790-82128,57518.55,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: ERD,The Point of Care Foundation,VCS,W1G 0AN,ERS-507811-82181,100000,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CHILDRENS SOCIETY (CHARITY),VCS,WC1X 0JL,ERS-507825-82221,29007,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,RAPE CRISIS (ENGLAND AND WALES),VCS,WC1N 3XX,ERS-507829-82261,31709.5,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE MOVEMENT FOR NON MOBILE CHILDREN WHIZZ KIDZ,VCS,SW1E 5EH,ERS-507873-82282,52077,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,STONEPILLOW,LARGE,PO20 1NP,ERS-507878-82301,124500,,Publish,
,,12/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,STONEPILLOW,LARGE,PO20 1NP,ERS-507883-82302,38000,,Publish,
,,13/11/2013,Research & development,DG: RDD,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-507936-82361,50000,,Publish,
,,13/11/2013,Other programme expenditure,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,NW1 6AQ,IVC01719,500000,,Publish,
,,13/11/2013,Provisions cash payment,DG: PHD,THE MACFARLANE TRUST,VCS,SW1H 0QS,MFT-06/13-14,510103,,Publish,
,,14/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,NW1 6AQ,ERS-508089-82481,400000,,Publish,
,,14/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CHILD ACCIDENT PREVENTION TRUST,VCS,EC1R 3HA,ERS-508090-82501,29385,,Publish,
,,14/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,HEALTHY LIVING PROJECTS,VCS,IG1 IQP,ERS-508091-82521,29008,,Publish,
,,14/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,HESTIA HOUSING AND SUPPORT,LARGE,SE1 1LB,ERS-508093-82541,69325,,Publish,
,,14/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,HESTIA HOUSING AND SUPPORT,LARGE,SE1 1LB,ERS-508094-82561,325209,,Publish,
,,15/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DEAFBLIND UK,VCS,PE7 8FD,ERS-508225-82621,35000,,Publish,
,,18/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE WELLSPRING,VCS,SK1 1YD,ERS-508258-82661,40100,,Publish,
,,20/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,MEDFASH,VCS,WC1H 9JP,ERS-508494-82741,34389,,Publish,
,,22/11/2013,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,VCS,EN4 9NX,CF-14/2013-14,266000,,Publish,
,,22/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BUSINESS IN THE COMMUNITY,VCS,N1 7RQ,ERS-508617-82821,97100.5,,Publish,
