Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,129174060,"62,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SONN MACMILLAN WALKER LTD,129115273,"62,530.99",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,LAWANA & CO,129172831,"61,800.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CROWE HUMBLE WESENCRAFT,129174435,"61,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HINE SOLICITORS,129175633,"61,584.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,TUCKERS SOLICITORS,129303492,"61,153.94",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SONN MACMILLAN WALKER LTD,129174170,"61,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,JOANNE ASTBURY,Ledger Transfer Adjustment 203,"60,862.50",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,EXCEL SOLICITORS,129134405,"60,486.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,NEIL FLEWITT Q.C.,129176846,"60,390.54",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,129174730,"60,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,LAWTONS,129174998,"60,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DEVONSHIRES RE: DOZIE & CO,129173532,"59,878.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,JOHN R MCDERMOTT QC,129291630,"59,815.62",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,RMNJ SOLICITORS ***,129174359,"59,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING,129150880,"59,434.56",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PETER EDWARDS LAW LTD,129172803,"59,200.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,MIDDLEWEEKS,129237953,"59,170.01",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,REEDS SOLICITORS LTD,129175449,"58,440.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,NELSON GUEST & PARTNERS,129174243,"58,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,IRVINE THANVI NATAS SOLICITORS,129174195,"58,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HENNESSY & HAMMUDI,129174772,"57,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,SHEARMAN BOWEN & CO,129238894,"57,248.71",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BLASER MILLS ***,129065480,"56,643.18",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CARR & CO,129174493,"56,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,KAIM TODNER SOLICITORS LIMITED,129175156,"56,048.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HARRIS CUFFARO & NICHOLS,129174106,"56,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,STEVENS SOLICITORS,129174890,"56,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,JAMES H H TILLYARD QC,129111921,"55,566.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BAXTER BROWN MCARTHUR SOLICITORS,129174219,"55,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PETHERBRIDGE BASSRA SOLICITORS,129175310,"55,054.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PARAGON LAW LTD,129173177,"55,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BELMORES SOLICITORS LTD,129174122,"55,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT CLARK LTD,129175436,"54,751.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,STEVENS SOLICITORS,129174893,"54,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,JERMAN SAMUELS & PEARSON LLP,129174114,"54,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,NEUMANS LLP,129177708,"54,497.60",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,NEUMANS LLP,129202566,"54,497.60",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,129174063,"54,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MANCHESTER NORTH CLAC,129186594,"53,657.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HOWARD & BYRNE SOLICITORS,129174490,"53,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,M & A SOLICITORS,129125245,"53,533.42",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SANSBURY DOUGLAS,129174980,"53,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,129174619,"53,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,TUCKERS SOLICITORS,129174910,"53,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ROBERTSON'S SOLICITORS,129105021,"53,167.76",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CAMPBELL-TAYLOR SOLICITORS,129139561,"53,070.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ANTHONY LOUCA SOLICITORS,129064891,"53,007.99",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GEOFF WHITE & CO,129174711,"53,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CONNOR ROSS-BROWN SOLICITORS,129175011,"53,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,STEPHEN BURDON SOLICITORS,129174051,"52,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BOBBETTS MACKAN,129174809,"52,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,KENT DEFENCE,129174968,"52,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BIRDS SOLICITORS LTD,129174215,"52,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,129174064,"52,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,WAINWRIGHT & CUMMINS LLP,129174344,"52,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HODGSON COULTHARD & CO,129203857,"52,550.22",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,FAMILY MEDIATION MANCHESTER LTD,129134827,"52,500.00",Legal Aid Payments: Mediation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,OSLERS SOLICITORS,129174138,"52,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GURNEY HARDEN,129175400,"52,266.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CLARKE KIERNAN,129174688,"52,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/05/2013,,LEGAL AID FUND - Programme Costs,GARTH RIGBY & CO,Ledger Transfer Adjustment 185,"52,072.24",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,MORGAN HALL LTD,129291576,"52,018.74",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PETERS & CO SOLICITORS,129172569,"52,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MURRIA SOLICITORS LTD,129140050,"51,793.48",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,WELLS BURCOMBE LLP,129175107,"51,789.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,COURTENAY GRIFFITHS QC,129076222,"51,588.42",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PARKER RHODES HICKMOTTS,129172722,"51,500.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,129174613,"51,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,129175223,"51,202.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GRAYSON WILLIS BENNETT,129175301,"50,843.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MICHAEL PURDON,129175273,"50,735.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,LICHFIELD REYNOLDS,129330834,"50,565.07",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ANTHONY R HAND,129065523,"50,445.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GEPP & SONS SOLICITORS,129174140,"50,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,USMANI KING LTD,129175111,"50,240.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129174275,"50,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,QUALITY SOLICITORS CMHT ***,129172368,"50,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,STERNBERG REED SOLICITORS,129174277,"50,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MURRAY HENNIGAN,129175008,"50,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,PAUL M STOREY Q.C.,129189877,"50,000.00",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,EMMANUEL & CO SOLICITORS,129239083,"49,958.45",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,APPLEBY HOPE & MATTHEWS,129174441,"49,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GALBRAITH BRANLEY,129175183,"49,434.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING,129174066,"49,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ROBERT LIZAR SOLICITORS,129174667,"49,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BENJAMIN NOLAN QC,129176535,"48,971.54",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ROWE SPARKES SOLICITORS LTD,129174736,"48,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,129134370,"48,281.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,TAYLOR STREET SOLICITORS LLP,129319486,"48,276.55",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BLACKFORDS LLP,129115611,"48,212.88",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,K LEGAL SOLICITORS,129175716,"48,136.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DOBSONS,129174222,"48,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,WATSON WOODHOUSE,129174402,"48,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,JULIAN YOUNG & CO,129194532,"48,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HINE SOLICITORS,129175631,"47,681.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129333373,"47,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MTG SOLICITORS,129172863,"47,000.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,LLOYD & ROWE,129173980,"47,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,FARLEYS SOLICITORS LLP,129174586,"47,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,PHILCOX GRAY & CO,129188845,"46,682.90",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,THALIWAL  BRIDGE,129173667,"46,651.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,BENJAMIN J MYERS,129237545,"46,606.37",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,K & S @ LAW SOLICITORS,129094503,"46,308.07",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SANSBURY DOUGLAS,129098829,"46,119.96",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,JOHN DELANEY & CO SOLICITORS,129174525,"46,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,GARSTANGS BURROWS BUSSIN LLP,129308233,"45,764.34",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BAILEY NICHOLSON GRAYSON SOLICITORS,129174080,"45,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,STEVE D.MCGARRY,129126839,"45,661.68",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DAVIES & JONES SOLICITORS,129173982,"45,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,"O'NEILL, WRIGHT & NASH",129174989,"45,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,LAWTONS SOLICITORS LTD,129174098,"45,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BARRETT & NELLIGAN SOLICITORS LTD,129174649,"45,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,THE CASTLE PARTNERSHIP,129174709,"45,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SUSSEX DEFENCE SOLICITORS,129174724,"45,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,CRIMINAL DEFENCE MILTON KEYNES SOLICITORS,129174746,"45,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,FISHER COWE,129174125,"44,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DENNINGS SOLICITORS LTD,129174886,"44,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,THE CASTLE PARTNERSHIP,129174997,"44,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,WIMBLEDON SOLICITORS,129135208,"44,673.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,SOUTHERNS,129105176,"44,631.08",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,HAYGARTH JONES,129175243,"44,580.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,BOND JOSEPH,129194569,"44,490.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,IRWIN MITCHELL LLP,129194413,"44,411.18",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,OLLIERS,129175359,"44,389.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,SIMON CSOKA,129238582,"44,376.89",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,KAIM TODNER SOLICITORS LIMITED,129175159,"44,361.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,NUMBER ONE LAW LLP,129175535,"44,287.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,MCLARTYS SOLICITORS,129174264,"44,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,GANS & CO SOLICITORS LLP,129175207,"44,073.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,ALLEN HOOLE SOLICITORS,129174836,"43,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,GORDON M ROSS,129291822,"43,806.48",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,DAVID T HOWKER QC,129303874,"43,803.90",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,JANET C BAZLEY,129096709,"43,674.72",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/01/2013,,LEGAL AID FUND - Programme Costs,DJMS SOLICITORS LTD TA PETER THUBRON & CO,129175258,"43,568.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,GEOFFREY PAYNE,129308148,"43,450.34",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,07/08/2013,,LEGAL AID FUND - Programme Costs,ROBERT LIZAR SOLICITORS,129343142,"43,426.47",Legal Aid Payments: Crime Higher,,,,
