Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Number,PO line Description,Contract Number,Project Code
,,28/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,HAFS-16155,210000,,NHS Fellowships,,
,,28/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,HAFS-16154,2000000,,NHS Fellowships,,
,,18/10/2013,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,SME,LS10 1JR,13230,2274967.25,506117,"Quarters 2, 3 & 4 core contract",,
,,18/10/2013,Professional fees,DG: SCLGCP,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,PUBLIC,TS6 0SZ,4810000435,48874.5,505964,Fees for administration of statutory responsibility for approval of section 12 medical practitioners and approved clinicians under the MH amendments act 2007,,
,,18/10/2013,Professional fees,DG: SCLGCP,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,PUBLIC,TS6 0SZ,4810000990,48874.5,505964,Fees for administration of statutory responsibility for approval of section 12 medical practitioners and approved clinicians under the MH amendments act 2007,,
,,18/10/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-506076-81043,104288,403646,Biomedical Units,,
,,18/10/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-506077-81044,121090,407574,Biomedical Units,,
,,21/10/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,7664,29657.71,509722,Recharge for the TRS prject August 2013,,
,,21/10/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,7664,1.2,,,,
,,21/10/2013,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES (SBS),PUBLIC,WF3 1WE,100020061,92881,506242,NHS SBS charges for BMS Support and Development Service from 1 April 2013 to 31 March 2014,,
,,28/10/2013,Outsourcing Contract,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,949951,257215.7,499743,NHS Fellowships,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,FY3 8NR,HAFS-16130,347000,,,,
,,21/10/2013,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,SM5 1AA,HAFS-16131,1500000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,HAFS-16132,11000000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CW1 4QJ,HAFS-16133,3000000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,NHS DIRECT NHS TRUST,PUBLIC,LS2 7UE,HAFS-16134,4000000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROYAL BERKSHIRE NHS FOUNDATION TRUST,PUBLIC,RG1 5AN,HAFS-16135,60000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,UB8 3NN,HAFS-16136,1300000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,HAFS-16137,700000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,PUBLIC,LA1 4GG,HAFS-16138,1000000,,,,
,,21/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,HAFS-16139,2926000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,GATESHEAD HEALTH NHS FOUNDATION TRUST,PUBLIC,NE8 4YL,HAFS-16140,6100000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,HAFS-16141,9694000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,PUBLIC,ME7 5NY,HAFS-16142,3235000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DN15 7BH,HAFS-16143,2000000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,HAFS-16144,800000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,HAFS-16145,2000000,,,,
,,21/10/2013,Additions FT Financing Facility Loans,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,HAFS-16146,5808000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,BARKING HAVERING & REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,HAFS-16147,7900000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,HAFS-16148,12300000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,PUBLIC,ME16 9QQ,HAFS-16149,8000000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,PUBLIC,CM8 2TT,HAFS-16150,3000000,,,,
,,21/10/2013,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,N18 1QX,HAFS-16151,8802000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,PUBLIC,LN2 5QY,HAFS-16152,5000000,,,,
,,21/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,WYE VALLEY NHS TRUST,PUBLIC,HR1 2ER,HAFS-16153,3000000,,,,
,,22/10/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,7663,107770.8,509722,Recharge for the Hutton Project 2013,,
,,22/10/2013,Arm Length Bodies-Revenue Subsidy,DG: PHD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHP033),PUBLIC,SW1W 9SZ,1461700,2400000,507101,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 revenue allocation (CPRD).  ,,
,,22/10/2013,Service charge,DG: GOAD,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,OL6 9RW,3110001469,219482.01,509630,Revenue: LSP NME - FY2013/14 STAF and LC costs for Lorenzo Deployment,,
,,23/10/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,6644,33144,507682,Recharge for BSA-  March 2013 Hutton,,
,,23/10/2013,Professional fees,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,6647,29974.8,507682,Recharge for BSA-  March 2013 GMP Retro,,
,,23/10/2013,Research & development,DG: RDD,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,PUBLIC,TS6 0SZ,ERS-506298-81210,44550,509612,AD-HOC - ETC,,
,,24/10/2013,Outsourcing Contract,DG: SCLGCP,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12665937,186000,509751,Adult Psychiatric Morbidity Survey 2013-14,,
,,01/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10099911,67200,505170,Information Systems,,
,,01/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10099911,-67200,505170,Information Systems,,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Gateshead),,,SUN1013,26188.02,,,,
,,01/10/2013,Contractor/Staff Substitution,DG: SFNHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1354053585,32295.6,502310,Accounts Call off Contract,13812,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Gateshead),,,NOR1013,28382.585,,,,
,,01/10/2013,Expense clearing GPC (ST),DG: Central Technical,BARCLAYCARD BUSINESS,SME,TS17 6YG,3794001-07-OCT-13,43310.19,,,,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Bristol),,,B13090130865,31070.31,,,,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Bristol),,,B13090130801,31414.72,,,,
,,01/10/2013,Publicity & advertising,DG: ERD,DLKW LOWE LTD,LARGE,SW3 3XB,9052002005,21538.14,502545,Stroke TV artists rights,,
,,01/10/2013,Publicity & advertising,DG: ERD,DLKW LOWE LTD,LARGE,SW3 3XB,9052002005,1,,,,
,,01/10/2013,Publicity & advertising,DG: ERD,DLKW LOWE LTD,LARGE,SW3 3XB,9052002965,21538.14,502545,Stroke TV artists rights,,
,,01/10/2013,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,A380198,166500,503362,"SO8200 - Greycoat Street, London. Savills Commercial - rent",,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Bristol),,,B13090130933,34182.07,,,,
,,25/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Gateshead),,,DUR1013,46215.257,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969366,30428.12,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969380,43907.36,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969372,42958.05,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969373,69611.9,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969374,27534.32,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969376,38584.43,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,GW Price Ltd,,,969368,53129.79,,,,
,,11/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Bodmin),,,B13090130908,30518.51,,,,
,,11/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Total Produce (Bodmin),,,B13090130878,37489.7,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Peacheys Catering Services Ltd,,,NHS0913-316,28177.03,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Peacheys Catering Services Ltd,,,NHS0913-306,25295.02,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Peacheys Catering Services Ltd,,,NHS0913-935,45781.82,,,,
,,18/10/2013,School Fruit and Vegetables Scheme,DG: PHD,Peacheys Catering Services Ltd,,,NHS0913-881,92238.34,,,,
,,02/10/2013,Expense clearing GPC (ST),DG: Central Technical,BARCLAYCARD BUSINESS,SME,TS17 6YG,3794001-07-OCT-13,3733.59,,,,
,,02/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201324528,1111009.79,504057,Capital:  LSP NWWM FY 2012/13 Ambulance CDC Deployment Capital Cash requirements,,
,,02/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201324528,502666.27,504082,Capital: LSP NE FY 2012/13 Ambulance CDC Deployment  charges,,
,,02/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201324528,6216849.33,504083,Capital: LSP East FY 2012/13 Ambulance CDC Deployment Capital Cash Requirements,,
,,02/10/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201324528,770876.54,506096,Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,STONEWALL EQUALITY LTD,SME,SE1 7NX,ERS-504862-79941,39150,493300,IESD 2012 / 13 Grant - Stonewall Equality AIMS Ref 1766544,,
Department of Health,Department of Health,28/10/2013,IT,DG: ERD,AMICUS ITS LTD,,SO40 3WX,50004742,78500,,,,
Department of Health,Department of Health,14/10/2013,IT,DG: ERD,AMICUS ITS LTD,,SO40 3WX,50004626,30060,,,,
,,02/10/2013,Provisions cash payment,DG: PHD,MFET LTD,VCS,SW1H 0QS,MFET-3/2013-14/MFET,1317667.5,504313,MFET Ltd funding,,
,,03/10/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00297896RI,110331.92,509405,"DH London Estate (SKH, RH, WEL) - FM Variable Operational Works FY2013 - 2014 (Sept13-Mar14) Ref.PO:506197.",,
,,03/10/2013,Outsourcing Contract,DG: ERD,NHS CONFEDERATION,PUBLIC,LS10 1JR,13195,703604.4,508901,NHS Bureaucratic Burdens Review,,
,,03/10/2013,Outsourcing Contract,DG: SFNHS,HOLROYD MILLER,LARGE,WF13 1LH,25666,27600,491675,"RAZ317 - Northern View, Rooley Lane, Bradford -Holroyd Miller- professional services",,
,,03/10/2013,Expense clearing GPC (ST),DG: Central Technical,BARCLAYCARD BUSINESS,SME,TS17 6YG,3794001-07-OCT-13,1883.65,,,,
,,18/10/2013,Storage costs,DG: SFNHS,ACTAVIS UK LTD,LARGE,,0212X110530,1601900.01,506414,,,
,,18/10/2013,Storage costs,DG: SFNHS,ACTAVIS UK LTD,LARGE,,0212X110530,6878.82,506921,,,
,,03/10/2013,Printing,DG: GOAD,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900111333,29389.66,506540,"Reprographics  - Management Fees @ £24,491.38 mthly FY2013-14 (7mths)",,
,,03/10/2013,Printing,DG: GOAD,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900111333,0,506540,"Reprographics  - Copy Print Charges @ £8,000 mthly FY2013-14 (7mths)",,
,,03/10/2013,Outsourcing Contract,DG: SFNHS,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,93195709,274123,507321,Management & Delivery of Payment by Results Data Assurance Framework,,
,,18/10/2013,Storage costs,DG: SFNHS,ACTAVIS UK LTD,LARGE,,0212X110530,-0.03,,,,
,,04/10/2013,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,LARGE,LS1 2TW,10448,181597.66,509355,Capital: Spine 2 - CCN BJSS increase in contract value,,
,,04/10/2013,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,LARGE,LS1 2TW,10525,55876.2,505595,Capital: NHS Spine 2 Collaborative Development. CCN BJSS Increase contract value,,
,,04/10/2013,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,LARGE,LS1 2TW,10547,154169.93,509355,Capital: Spine 2 - CCN BJSS increase in contract value,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,12448.8,506299,Water for injection_10ml_injection20,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,43226.22,506299,gelatin_3-4% 500mL_iv infusion1,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,4091.47,506299,lidocaine_1% 10ml_injection10,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,4276.8,506299,lidocaine_2% 5ml_injection10,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,3991.68,506299,potassium chloride_15%_injection10-20,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,5186.81,506299,propofol_10mg/ml 50ml_injection50ml,,
,,04/10/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327819459,22330.73,506299,sodium chloride for injection_10ml_injection20,,
,,04/10/2013,Contractor/Staff Substitution,DG: SFNHS,NORTHGATE UK LTD,LARGE,HP2 4NW,91282454,126462,484415,(Dnuttall - Proms) Proms Lot1 - Data collection for Proms - CCN / Add to PO for 2012/13 ,,
,,04/10/2013,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050786-1/10/2013,27750,504709,"Blenheim House - Annual Rental FY2013 - 2014 (Part Ground Floor) @£23,125 qtrly",,
,,04/10/2013,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050786-1/10/2013,9035.58,504709,"Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground Floor) @£7,529.645 qtrly",,
,,04/10/2013,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050787-1/10/2013,130500,505143,"Blenheim House - Annual Rental FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£108,750 qtrly",,
,,04/10/2013,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050787-1/10/2013,47412.12,505143,"Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£39,510.11 qtrly",,
,,07/10/2013,Outsourcing Contract,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201345075,168154.64,508805,Decommissioning and Tidy Up 2,,
,,07/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Justlife Foundation,VCS,PR7 7DQ,ERS-505090-80181,118724,509420,Section 64 Grant. Justlife Foundation. HD024. Revenue,,
,,07/10/2013,Telephone costs,DG: GOAD,VODAFONE CORPORATE LTD,LARGE,RG14 5FF,UK10-102013-9373,47924.03,506471,Telephony - voice & data line rental & usage costs,,
,,17/10/2013,Storage costs,DG: SFNHS,BRISTOL LABORATORIES LTD,SME,,9026991,57420.75,506591,,,
,,17/10/2013,Storage costs,DG: SFNHS,MYLAN,LARGE,,1800001446,97453.18,506553,,,
,,01/10/2013,Storage costs,DG: SFNHS,SIGMA PHARMACEUTICALS PLC,LARGE,,I134849,588009.32,506560,,,
,,01/10/2013,Storage costs,DG: SFNHS,SIGMA PHARMACEUTICALS PLC,LARGE,,I134849,-0.01,,,,
,,08/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10100338,190659,505170,Information Systems,,
,,08/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10100339,26400,505170,Information Systems,,
,,08/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10100339,0,505170,Information Systems,,
,,08/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10100339,40800,505170,Information Systems,,
,,08/10/2013,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10100340,114648.4,505170,Information Systems,,
,,08/10/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,125958,53039.25,505206,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,,
,,08/10/2013,Research & development,DG: RDD,RAND EUROPE CIC,SME,CB4 1YG,13927/10073-42,71637.99,490520,PROJECTS,,
,,08/10/2013,Research & development,DG: RDD,LG FUTURES LTD,SME,MK9 1LH,3001519,139991,501599,PROJECTS,,
,,08/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201344844,45837.91,506727,Revenue: PACS NWWM F/Y 2013/14,,
,,08/10/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201344845,45837.91,506727,Revenue: PACS NWWM F/Y 2013/14,,
,,08/10/2013,Outsourcing Contract,DG: PHD,SERCO LTD,LARGE,RG27 9UY,90912800,287576.32,505205,Serco Ltd - For services provided on the Healthy Start Issuing Unit - extension period April 2013 to March 2014,,
,,08/10/2013,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,SME,B1 2RA,INV11256,91500,497500,Fund Management of the Health & Social Care Volunteering Fund,,
,,08/10/2013,Research & development,DG: RDD,NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),PUBLIC,SN2 1EU,NERC11210,162500,492023,PROJECTS,,
,,08/10/2013,Research & development,DG: RDD,NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),PUBLIC,SN2 1EU,NERC11210,162500,492023,PROJECTS,,
,,08/10/2013,Training (Learning and Development),DG: GOAD,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,X18079,27006,494839,Capita Business Services Ltd. DH L&D Corporate Budget,,
,,09/10/2013,Utilities,DG: GOAD,EDF ENERGY PLC,LARGE,PL3 5XQ,0020-18389205,41740.11,507986,Skipton House - EDF Electricity Charges from Aug 2013 – Mar 2014 (Replacing PO.504927),,
,,09/10/2013,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-302,15111.15,506260,Airwaves - CCN Charges,,
,,09/10/2013,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-302,2715148.92,506260,Airwaves - Core Service Charges,,
,,09/10/2013,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-303,266539.64,506260,Airwaves - Core Service Charges,,
,,09/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PEOPLE POTENTIAL POSSIBILITIES,VCS,DE7 8HU,ERS-505364-80283,59666,509477,Section 64 Grant. People Potential Possibilites. HD043. Revenue,,
,,10/10/2013,Research & development,DG: RDD,CREO MEDICAL LIMITED,SME,NP16 5UH,119_i4i_3,210430,505688,Invention for Innovation,,
,,10/10/2013,Outsourcing Contract,DG: SCLGCP,INSTITUTE FOR PUBLIC POLICY RESEARCH,PUBLIC,WC2N 6DF,853,64980,509442,Development of a frontline programme for social workers in adult services.,,
,,11/10/2013,Outsourcing Contract,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201345198,37588.22,509226,Installation of 27 card readers for HSCIC as per the attached CSC quote. Cost to be recovered from HSCIC – order number: 125016460,,
,,14/10/2013,Research & development,DG: RDD,ORTHOX LTD,SME,OX144SE,131010,27332,496767,Invention for Innovation,,
,,14/10/2013,Research & development,DG: RDD,ASHRIDGE CONSULTING LTD,SME,HP4 1NS,15244,136852.81,493799,NIHR Faculty Leadership,,
,,14/10/2013,Addition Clearing - SW LIC,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,335135,495000,506722,Capital: Spine FY 2013/14 Committed,,
,,14/10/2013,Addition Clearing - SW LIC,DG: GOAD,INTECHNOLOGY LTD,LARGE,HG3 1UG,MANI3902,37278,507603,Spine 2 - In Technology Capital costs 13/14,,
,,14/10/2013,Addition Clearing - SW LIC,DG: GOAD,INTECHNOLOGY LTD,LARGE,HG3 1UG,MANI3903,26466,507603,Spine 2 - In Technology Capital costs 13/14,,
,,14/10/2013,Travel & subsistence non staff,DG: SFNHS,LAZARD AND CO LTD,LARGE,W1J 8LL,SBX3924,98444.04,508568,Lazard Expenses,,
,,14/10/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB184,92781.6,506523,Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,,
,,14/10/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB189,75001.25,497989,SEIF Management Costs (Performance Margin),,
,,14/10/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB189,42087.55,497989,FUTURE BUILDERS ENGLAND - Contract Extension Year 1 June 2012 to 31 May 2013- Management Fee Costs,,
,,14/10/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB193,92781.6,506523,Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,,
,,14/10/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB206,92781.6,506523,Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,,
,,15/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,336597,127612.73,506722,Revenue: Spine F/Y 2013/14 Committed,,
,,15/10/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,336782,2551720.84,506722,Revenue: Spine F/Y 2013/14 Committed,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRITISH SCHOOL OF OSTEOPATHY,PUBLIC,SE1 1JE,ERS-505628-80541,33744,503644,2013-14 IESD - British School of Osteopathy - Project: Osteomap AIMS: 2527190,,
,,15/10/2013,Other programme expenditure,DG: SCLGCP,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,FASTERPAYT14/10/13,49393.19,,,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299811RI,83935.13,505080,Wellington House - Repair and upgrade of the existing car park lift - Ref JDE 342895,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299812RI,648000,506413,Wellington House - 3rd Floor Refurbishment Works (Strip Out / Fit Out).,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299813RI,53884.8,507584,Skipton House - To replace existing worn and damaged rainwater pumps in the basement - JDE 373992,,
,,16/10/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00299814RI,199632.98,508148,Premier House - 2nd Floor Refurbishment Works -Phase 2 Works - HSCIC,,
