Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KINGSTON UPON HULL CITY COUNCIL,ERS-541254-107533,"512,302.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",HU1 2AB,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,PLYMOUTH CITY COUNCIL,ERS-541255-107578,"309,956.00",Local reform and community voices and DOLs and Prisons grants 2015/16,PL1 2AA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-541256-107569,"138,353.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",KT1 1EU,,,PUBLIC,,GB216333883
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,POOLE BOROUGH OF,ERS-541257-107579,"153,891.00",Local reform and community voices and DOLs and Prisons grants 2015/16,BH15 2RU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KIRKLEES METROPOLITAN COUNCIL,ERS-541258-107537,"448,935.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",HD2 1JP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,PORTSMOUTH CITY COUNCIL,ERS-541259-107580,"214,928.00",Local reform and community voices and DOLs and Prisons grants 2015/16,PO1 2AL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-541260-107538,"235,840.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",L36 9YZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LAMBETH LONDON BOROUGH COUNCIL,ERS-541261-107539,"438,816.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SW2 1RW,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LANCASHIRE COUNTY COUNCIL,ERS-541262-107540,"1,823,926.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",PR1 0LD,,,PUBLIC,,GB155712174
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LEEDS CITY COUNCIL,ERS-541263-107541,"1,016,369.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",LS2 8JR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LEICESTER CITY COUNCIL,ERS-541264-107542,"423,748.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",LE1 6ZG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LEICESTERSHIRE COUNTY COUNCIL,ERS-541265-107543,"732,739.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",LE3 8RA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LEWISHAM LONDON BOROUGH COUNCIL,ERS-541266-107544,"330,178.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SE6 4RU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LINCOLNSHIRE COUNTY COUNCIL,ERS-541267-107545,"961,320.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",LN1 1YL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LIVERPOOL CITY COUNCIL,ERS-541268-107546,"1,038,636.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",L69 2DQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,LUTON BOROUGH COUNCIL,ERS-541270-107547,"190,238.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",LU1 2BQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,MANCHESTER CITY COUNCIL,ERS-541271-107548,"805,524.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",M60 2JR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,MEDWAY COUNCIL,ERS-541272-107549,"296,620.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",ME2 4AU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,MERTON BOROUGH COUNCIL,ERS-541273-107550,"180,529.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SM4 5DX,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,MIDDLESBROUGH COUNCIL,ERS-541274-107551,"182,951.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",TS1 2YL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,MILTON KEYNES COUNCIL,ERS-541276-107552,"325,555.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",MK9 3HS,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-541277-107554,"362,269.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NE1 8PP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NEWHAM LONDON BOROUGH COUNCIL,ERS-541278-107555,"354,444.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",E6 2RP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORFOLK COUNTY COUNCIL,ERS-541279-107556,"1,379,897.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NR1 2DL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH EAST LINCOLNSHIRE COUNCIL,ERS-541280-107553,"188,206.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DN35 8LN,,,PUBLIC,,GB657846778
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH LINCOLNSHIRE COUNCIL,ERS-541281-107559,"183,670.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DN16 1AB,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH SOMERSET COUNCIL,ERS-541282-107560,"223,020.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",BS23 1LL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-541283-107561,"248,880.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NE28 6UZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH YORKSHIRE COUNTY COUNCIL,ERS-541284-107562,"585,005.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DL6 1DF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-541285-107557,"873,444.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NN4 7DB,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTHUMBERLAND COUNTY COUNCIL,ERS-541286-107558,"520,661.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NE61 2EF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NOTTINGHAM CITY COUNCIL,ERS-541287-107563,"536,636.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NG1 2DE,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NOTTINGHAMSHIRE COUNTY COUNCIL,ERS-541288-107564,"1,193,788.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NG2 7QP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-541289-107565,"270,913.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",OL1 1UH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,OXFORDSHIRE COUNTY COUNCIL,ERS-541290-107566,"759,906.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",OX4 2GQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,PETERBOROUGH CITY COUNCIL,ERS-541291-107567,"333,807.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",PE1 1HQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,READING BOROUGH COUNCIL,ERS-541293-107581,"137,467.00",Local reform and community voices and DOLs and Prisons grants 2015/16,RG1 7TD,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-541294-107582,"269,373.00",Local reform and community voices and DOLs and Prisons grants 2015/16,IG1 1TR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-541295-107583,"173,847.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TS6 9AR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-541296-107584,"159,513.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TW1 3BZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ROCHDALE BOROUGH COUNCIL,ERS-541297-107585,"304,051.00",Local reform and community voices and DOLs and Prisons grants 2015/16,OL16 9AJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ROTHERHAM BOROUGH COUNCIL,ERS-541298-107586,"324,723.00",Local reform and community voices and DOLs and Prisons grants 2015/16,S65 1UE,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,RUTLAND COUNTY COUNCIL,ERS-541299-107587,"105,388.00",Local reform and community voices and DOLs and Prisons grants 2015/16,LE15 6HP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SALFORD CITY COUNCIL,ERS-541300-107588,"484,301.00",Local reform and community voices and DOLs and Prisons grants 2015/16,M27 5AP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-541301-107589,"446,051.00",Local reform and community voices and DOLs and Prisons grants 2015/16,B69 3DE,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-541302-107590,"401,184.00",Local reform and community voices and DOLs and Prisons grants 2015/16,L20 3NQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SHEFFIELD CITY COUNCIL,ERS-541303-107591,"652,992.00",Local reform and community voices and DOLs and Prisons grants 2015/16,S1 1UJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SHROPSHIRE COUNTY COUNCIL,ERS-541304-107592,"376,737.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SY2 6ND,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SLOUGH BOROUGH COUNCIL,ERS-541305-107593,"124,420.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SL1 3UF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-541306-107594,"210,085.00",Local reform and community voices and DOLs and Prisons grants 2015/16,B91 9GN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOMERSET COUNTY COUNCIL,ERS-541307-107595,"602,860.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TA1 4DY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOUTH GLOUCESTERSHIRE COUNCIL,ERS-541308-107598,"511,555.00",Local reform and community voices and DOLs and Prisons grants 2015/16,BS15 9TR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOUTH TYNESIDE COUNCIL,ERS-541309-107600,"220,925.00",Local reform and community voices and DOLs and Prisons grants 2015/16,NE33 2RL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOUTHAMPTON CITY COUNCIL,ERS-541310-107597,"267,783.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SO15 1GX,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-541311-107599,"198,896.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SS2 6ER,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-541312-107596,"379,121.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SE17 1RX,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-541313-107577,"232,414.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WA10 1HP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SWINDON BOROUGH COUNCIL,ERS-541314-107609,"185,681.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SN1 2JH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,TAMESIDE METROPOLITAN BOROUGH COUNCIL,ERS-541315-107610,"278,559.00",Local reform and community voices and DOLs and Prisons grants 2015/16,OL6 6DL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,TELFORD AND WREKIN BOROUGH OF,ERS-541316-107611,"186,897.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TF3 4LF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,THURROCK BOROUGH COUNCIL,ERS-541317-107612,"157,911.00",Local reform and community voices and DOLs and Prisons grants 2015/16,RM17 0LT,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,TORBAY COUNCIL,ERS-541318-107613,"200,001.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TQ1 3DR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-541319-107614,"353,611.00",Local reform and community voices and DOLs and Prisons grants 2015/16,E2 0HQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-541320-107615,"228,273.00",Local reform and community voices and DOLs and Prisons grants 2015/16,M32 0YY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-541321-107616,"670,772.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WF1 9AJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-541323-107618,"262,787.00",Local reform and community voices and DOLs and Prisons grants 2015/16,E17 4JA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-541324-107619,"609,377.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SW18 2PU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WARRINGTON BOROUGH COUNCIL,ERS-541325-107620,"340,187.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WA1 1BN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WARWICKSHIRE COUNTY COUNCIL,ERS-541326-107621,"539,381.00",Local reform and community voices and DOLs and Prisons grants 2015/16,CV34 4RH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WEST BERKSHIRE COUNCIL,ERS-541327-107622,"120,905.00",Local reform and community voices and DOLs and Prisons grants 2015/16,RG14 5LD,,,PUBLIC,,GB200245628
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WEST SUSSEX COUNTY COUNCIL,ERS-541328-107624,"863,524.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WEST SUSSEX,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WESTMINSTER CITY COUNCIL,ERS-541329-107623,"319,383.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WC2N 6NU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-541330-107625,"432,852.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WN1 3XZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,ERS-541331-107627,"115,006.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SL6 1RF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WILTSHIRE COUNTY COUNCIL,ERS-541332-107626,"504,558.00",Local reform and community voices and DOLs and Prisons grants 2015/16,BA14 8JN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-541333-107628,"434,570.00",Local reform and community voices and DOLs and Prisons grants 2015/16,CH41 5FN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WOKINGHAM COUNCIL,ERS-541334-107629,"96,935.00",Local reform and community voices and DOLs and Prisons grants 2015/16,RG40 1WJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WOLVERHAMPTON CITY COUNCIL,ERS-541335-107630,"332,252.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WV1 1RG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-541336-107631,"818,777.00",Local reform and community voices and DOLs and Prisons grants 2015/16,WR5 2NP,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,YORK COUNCIL CITY OF,ERS-541337-107632,"197,264.00",Local reform and community voices and DOLs and Prisons grants 2015/16,YO1 8ZD,,,PUBLIC,,GB647365022
,,09/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,Northern Refugee Centre,ERS-541015-107121,"62,313.00",HSCVF 2015-16 2013/National/010 Northern Refugee Centre HARP,S3 8NS,,,VCS,,GB161062445
,,10/07/2015,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,ERS-541365-107202,"3,999,689.27","Injury Allowance Recharge Payment, June 2015",FY7 8LG,,,PUBLIC,,
,,10/07/2015,Other Admin expenditure,DG: Central Technical,NHS PROPERTY SERVICES LTD,BK TRANSFER10/07/15,"91,210.06",,SE1 6LH,,,PUBLIC,,
,,10/07/2015,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),952459,"5,508,000.00",NHSBT revenue drawdown for 2015/16,LS15 7TW,,,PUBLIC,,
,,10/07/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-437,"2,462,764.63",April 15 - March 16 Core Service Charges,SL1 2EJ,,,LARGE,,GB904440552
,,10/07/2015,Service charge,DG: IGT,BT GROUP PLC,387865,"114,320.17",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,10/07/2015,Service charge,DG: IGT,READING ROOM LTD,3934,"44,878.08","Revenue: 2015/16  Choices. The Reading Room specialist services to support discovery activity over an 8 weeks period	 ",WC1V 6AY,,,SME,,GB833043556
,,10/07/2015,Service charge,DG: IGT,SOFTCAT LTD,INV01155192,"158,154.26",Revenue: F/Y 2014/15 - Choices Softcat - Brightcove services per quote FRM00006932 V1,SL7 1TB,,,LARGE,,
,,10/07/2015,Outsourcing Contract,DG: SCLGCP,PA CONSULTING SERVICES LTD,10108634,"34,560.00",PA Consulting - PMO Support to Better Care Fund Management Office Oct-14 to Mar-15(PSBC 4681),SW1W 9SR,,,LARGE,,GB238535057
,,10/07/2015,Outsourcing Contract,DG: SCLGCP,CORDIS BRIGHT LTD,3354,"62,922.00",Ref 18/H Guidance to local authorities for considering the sustainability of their markets for adult care and support services,EC1Y 1AA,,,SME,,
,,10/07/2015,Rates,DG: GOAD,READING BOROUGH COUNCIL,51134617Q3,"32,390.10",,RG1 7TD,,,PUBLIC,,
,,10/07/2015,Rates,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001Q3,"559,170.00",,SE17 1RX,,,PUBLIC,,
,,10/07/2015,Outsourcing Contract,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44168546,"288,202.93",NIHR Centre for Reviews and Dissemination,SO17 1BJ,,,PUBLIC,,
,,10/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,CONNECT (THE COMMUNICATION DISABILTY NETWORK),ERS-541372-107261,"31,701.25",HSCVF CONNECT 2015/16 Grants Payment,SE1 1HL,,,VCS,,
,,10/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ERS-541376-107281,"425,000.00",2015/007 SCIE - Think Local Act Personal,NW1 6AQ,,,VCS,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-18574,"15,000,000.00",,WF3 1WE,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BEDFORD HOSPITAL NHS TRUST,HAFS-18575,"1,450,000.00",,MK42 9DJ,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,HAFS-18576,"2,700,000.00",,CO4 5JL,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,CROYDON HEALTH SERVICES NHS TRUST,HAFS-18577,"1,600,000.00",,CR7 7YE,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-18578,"3,000,000.00",,TN37 7PT,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-18579,"1,232,000.00",,CV10 7DJ,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,HINCHINGBROOKE HEALTH CARE NHS TRUST,HAFS-18580,"2,000,000.00",,PE29 6NT,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-18581,"4,093,000.00",,NN16 8UZ,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-18582,"10,021,000.00",,M20 4BX,,,PUBLIC,,654463720
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-18583,"2,500,000.00",,ME7 5NY,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-18584,"3,000,000.00",,CM8 2TL,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-18585,"3,698,000.00",,WF1 4TU,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,PORTSMOUTH HOSPITAL NHS TRUST,HAFS-18586,"5,900,000.00",,PO6 3LY,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,ROYAL CORNWALL HOSPITAL NHS TRUST,HAFS-18587,"1,000,000.00",,TR1 2XN,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-18588,"3,395,000.00",,TF6 6TF,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-18589,"7,671,000.00",,SW17 0QT,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,HAFS-18590,"2,996,000.00",,OL6 9RW,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,THE IPSWICH HOSPITAL NHS TRUST,HAFS-18591,"874,000.00",,IP4 5PD,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-18592,"2,930,000.00",,LN2 5QY,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-18593,"4,738,000.00",,LA1 4GG,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-18594,"2,000,000.00",,WS2 9PS,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-18595,"3,000,000.00",,WD18 0BH,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WEST MIDDLESEX UNIVERSITY NHS TRUST,HAFS-18596,"2,096,000.00",,TW7 6AF,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WHITTINGTON HOSPITAL NHS TRUST,HAFS-18597,"2,323,000.00",,N19 5NF,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-18598,"1,095,000.00",,WR5 1DD,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,WYE VALLEY NHS TRUST,HAFS-18599,"4,498,000.00",,HR1 2ER,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-18600,"10,000,000.00",,BN2 3EW,,,PUBLIC,,
,,13/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-18601,"10,220,000.00",,SE5 9RS,,,PUBLIC,,
,,13/07/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,HAFS-18602,"2,108,000.00",,M8 5RB,,,PUBLIC,,
