EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC136449,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,589.85,136449
MODGPC136450,25-Feb-16,Vocational/Trade Schools, TRADE/VOCATIONAL SCHOOLS,2754,136450
MODGPC136451,25-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1198.8,136451
MODGPC136452,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1041.6,136452
MODGPC136453,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4248.15,136453
MODGPC136454,25-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1743.18,136454
MODGPC136455,25-Feb-16,Grocery Stores/Supermarkets, GROCERY STORES/SUPERMARKETS,634.76,136455
MODGPC136456,25-Feb-16,Stationery Stores, STATIONERY STORES,758.76,136456
MODGPC136457,25-Feb-16,Paint," PAINT, VARNISHES & SUPPLIES",3240,136457
MODGPC136458,25-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,3500,136458
MODGPC136459,25-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,794,136459
MODGPC136460,25-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,980.63,136460
MODGPC136461,24-Feb-16,Ramada Inn, RAMADA INN,1197.27,136461
MODGPC136462,24-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,711.51,136462
MODGPC136463,25-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,932.17,136463
MODGPC136464,24-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,512.21,136464
MODGPC136465,24-Feb-16,Electronics Sales, ELECTRONICS STORES,540,136465
MODGPC136466,25-Feb-16,Springhill Hotel And Casino, SPRINGHILL SUITES,791.54,136466
MODGPC136467,24-Feb-16,Ramada Inn, RAMADA INN,1047.66,136467
MODGPC136468,25-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1704,136468
MODGPC136469,25-Feb-16,Springhill Hotel And Casino, SPRINGHILL SUITES,791.54,136469
MODGPC136470,25-Feb-16,Springhill Hotel And Casino, SPRINGHILL SUITES,791.54,136470
MODGPC136471,25-Feb-16,Office/Photo Equipment, OFFICE/PHOTO EQUIPMENT,3104.04,136471
MODGPC136472,25-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,10434.6,136472
MODGPC136473,25-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1297.3,136473
MODGPC136474,25-Feb-16,Catalog Merchant, CATALOG MERCHANT,1405.2,136474
MODGPC136475,25-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,1000.85,136475
MODGPC136476,25-Feb-16,Steamship/Cruise Lines, CRUISE LINES,570,136476
MODGPC136477,25-Feb-16,Schools - Default, SCHOOLS - DEFAULT,2533.9,136477
MODGPC136478,25-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,801,136478
MODGPC136479,25-Feb-16,Electronics Sales, ELECTRONICS STORES,3545.3,136479
MODGPC136480,25-Feb-16,Glass/Paint/Wallpaper Store, GLASS/PAINT/WALLPAPER STORES,1822.08,136480
MODGPC136481,24-Feb-16,Marriott, MARRIOTT,737.06,136481
MODGPC136482,25-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,3487.25,136482
MODGPC136483,24-Feb-16,Bars/Taverns/Lounges/Discos, BARS/TAVERNS/LOUNGES/DISCOS,640,136483
MODGPC136484,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,750,136484
MODGPC136485,25-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,1477.44,136485
MODGPC136486,25-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,534.75,136486
MODGPC136487,25-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,592.29,136487
MODGPC136488,24-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,1600.48,136488
MODGPC136489,24-Feb-16,Stationery Stores, STATIONERY STORES,1394.09,136489
MODGPC136490,24-Feb-16,Stationery Stores, STATIONERY STORES,660.77,136490
MODGPC136491,25-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,2362.2,136491
MODGPC136492,25-Feb-16,Motor Freight Carriers, MOTOR FREIGHT CARRIERS,1194.61,136492
MODGPC136493,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2253.6,136493
MODGPC136494,25-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1631.94,136494
MODGPC136495,25-Feb-16,Eating Places/Restaurants, RESTAURANTS,714,136495
MODGPC136496,25-Feb-16,Caterers, CATERERS,619.97,136496
MODGPC136497,25-Feb-16,Auto Dealers Used Only, CAR & TRUCK DEALERS/USED ONLY,2913.11,136497
MODGPC136498,25-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,991.1,136498
MODGPC136499,25-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,2601.48,136499
MODGPC136500,25-Feb-16,Electronics Sales, ELECTRONICS STORES,780.07,136500
MODGPC136501,25-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1998,136501
MODGPC136502,25-Feb-16,Pet Stores/Food & Supply, PET STORES/FOOD & SUPPLY,742.9,136502
MODGPC136503,25-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,9975,136503
MODGPC136504,25-Feb-16,Electronics Sales, ELECTRONICS STORES,4276.8,136504
MODGPC136505,25-Feb-16,Electronics Sales, ELECTRONICS STORES,16943.12,136505
MODGPC136506,25-Feb-16,Dry Cleaners, DRY CLEANERS,560.32,136506
MODGPC136507,25-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,983.58,136507
MODGPC136508,25-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1350.86,136508
MODGPC136509,25-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,4118.4,136509
MODGPC136510,25-Feb-16,Mgmt/Consult/Public Rel Ser, MGMT/CONSULT/PUBLIC REL SER,777.6,136510
MODGPC136511,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1000,136511
MODGPC136512,25-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,690.24,136512
MODGPC136513,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2665.2,136513
MODGPC136514,25-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,806.63,136514
MODGPC136515,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1928.4,136515
MODGPC136516,25-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1135.91,136516
MODGPC136517,25-Feb-16,Electronics Sales, ELECTRONICS STORES,2081.67,136517
MODGPC136518,25-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,764.63,136518
MODGPC136519,25-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,556.13,136519
MODGPC136520,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1285.2,136520
MODGPC136521,25-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,810,136521
MODGPC136522,25-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",799.06,136522
MODGPC136523,25-Feb-16,Hospitals, HOSPITALS,685.6,136523
MODGPC136524,25-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",930.28,136524
MODGPC136525,25-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",913.57,136525
MODGPC136526,25-Feb-16,Hilton, HILTON,1740,136526
MODGPC136527,25-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,971.93,136527
MODGPC136528,25-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,599.88,136528
MODGPC136529,18-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,845,136529
MODGPC136530,25-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,6000,136530
MODGPC136531,25-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2503.07,136531
MODGPC136532,25-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1755.36,136532
MODGPC136533,25-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,990,136533
MODGPC136534,25-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1620,136534
MODGPC136535,25-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,5852.35,136535
MODGPC136536,25-Feb-16,Books/Periodicals/Newspapers, BOOKS/PERIODICALS/NEWSPAPERS,996,136536
MODGPC136537,24-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,1810.53,136537
MODGPC136538,25-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1269,136538
MODGPC136539,24-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2532,136539
MODGPC136540,25-Feb-16,Steamship/Cruise Lines, CRUISE LINES,602.4,136540
MODGPC136541,25-Feb-16,Steamship/Cruise Lines, CRUISE LINES,633.9,136541
MODGPC136542,25-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,1160,136542
MODGPC136543,25-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",504.26,136543
MODGPC136544,25-Feb-16,Trailer Parks/Camp Sites, TRAILER PARKS/CAMPGROUNDS,710,136544
MODGPC136545,25-Feb-16,Medical/Dental Labs, MEDICAL/DENTAL LABS,741.12,136545
MODGPC136546,25-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,4488,136546
MODGPC136547,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4642.88,136547
MODGPC136548,25-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,1630.09,136548
MODGPC136549,25-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4921.52,136549
MODGPC136550,24-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,1705.77,136550
MODGPC136551,25-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2526.42,136551
MODGPC136552,25-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2748.52,136552
MODGPC136553,25-Feb-16,Plumbing/Heating Equipment, PLUMBING/HEATING EQUIPMENT,2931.6,136553
MODGPC136554,24-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,2498.57,136554
MODGPC136555,24-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,3052.55,136555
MODGPC136556,24-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,7278.54,136556
MODGPC136557,25-Feb-16,Durable Goods - Default, DURABLE GOODS - DEFAULT,2392.24,136557
MODGPC136558,25-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,1080,136558
MODGPC136559,25-Feb-16,Electrical Contractors, ELECTRICAL CONTRACTORS,1151.51,136559
MODGPC136560,25-Feb-16,Misc Gen Merchandise - Def, MISC GENERAL MERCHANDISE,1426.14,136560
MODGPC136561,24-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1298.26,136561
MODGPC136562,25-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,4962,136562
MODGPC136563,25-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,671.91,136563
MODGPC136564,25-Feb-16,Commercial/Pro Sports, COMMERCIAL/PRO SPORTS,1102.44,136564
MODGPC136565,25-Feb-16,Chemicals/Allied Prods - Def, CHEMICALS/ALLIED PRODS - DEF,4416.9,136565
MODGPC136566,25-Feb-16,Catalog Merchant, CATALOG MERCHANT,1136.78,136566
MODGPC136567,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,603.06,136567
MODGPC136568,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,774,136568
MODGPC136569,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,554.63,136569
MODGPC136570,24-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,1106.83,136570
MODGPC136571,24-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,1057.54,136571
MODGPC136572,24-Feb-16,Auto Body Repair Shops, AUTO BODY REPAIR SHOPS,537.6,136572
MODGPC136573,24-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1074,136573
MODGPC136574,23-Feb-16,Med/Health Services - Def, MED/HEALTH SERVICES - DEF,1153.68,136574
MODGPC136575,23-Feb-16,Misc Auto Dealers - Default, MISC AUTO DEALERS - DEFAULT,3276.46,136575
MODGPC136576,23-Feb-16,Misc Auto Dealers - Default, MISC AUTO DEALERS - DEFAULT,1717.31,136576
MODGPC136577,23-Feb-16,Auto Body Repair Shops, AUTO BODY REPAIR SHOPS,2844.7,136577
MODGPC136578,24-Feb-16,Gift/Card/Novelty And Souvenir Stores," GIFT, CARD, NOVELTY STORES",580.37,136578
MODGPC136579,24-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,2234.85,136579
MODGPC136580,24-Feb-16,Tourist Attractions And Xhbt, TOURIST ATTRACTIONS AND XHBT,5108.9,136580
MODGPC136581,24-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1500,136581
MODGPC136582,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,577.33,136582
MODGPC136583,24-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,1462.32,136583
MODGPC136584,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,502.11,136584
MODGPC136585,24-Feb-16,Misc Home Furnishing, MISC HOME FURNISHING SPECIALTY,1904.92,136585
MODGPC136586,24-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1000,136586
MODGPC136587,24-Feb-16,Camera & Photo Supply Store, CAMERA & PHOTO SUPPLY STORE,570,136587
MODGPC136588,24-Feb-16,Schools - Default, SCHOOLS - DEFAULT,915,136588
MODGPC136589,24-Feb-16,Stationery Stores, STATIONERY STORES,4110.7,136589
MODGPC136590,23-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1985,136590
MODGPC136591,24-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,556.2,136591
MODGPC136592,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1852.76,136592
MODGPC136593,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,3598.63,136593
MODGPC136594,24-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,950.4,136594
MODGPC136595,24-Feb-16,Spec Contractors - Default, SPEC CONTRACTORS - DEFAULT,4536,136595
MODGPC136596,24-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1100.88,136596
MODGPC136597,24-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1269.48,136597
MODGPC136598,24-Feb-16,Shoe Stores, SHOE STORES,712.25,136598
MODGPC136599,24-Feb-16,Hearing Aid/Sales/Service, HEARING AID/SALES/SERVICE,780,136599
MODGPC136600,24-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,993.34,136600
MODGPC136601,24-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,3956.7,136601
MODGPC136602,24-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1101.6,136602
MODGPC136603,23-Feb-16,Fairmont Hotel, FAIRMONT HOTEL,14941.31,136603
MODGPC136604,24-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,1609.97,136604
MODGPC136605,24-Feb-16,Airports/Fields/Terminals, AIRPORTS/FIELDS/TERMINALS,3390.59,136605
MODGPC136606,24-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,796.8,136606
MODGPC136607,24-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3740,136607
MODGPC136608,16-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,718.48,136608
MODGPC136609,24-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,728.28,136609
MODGPC136610,24-Feb-16,Stationery Stores, STATIONERY STORES,986.82,136610
MODGPC136611,24-Feb-16,Misc Personal Serv - Def, MISC PERSONAL SERV - DEF,1650,136611
MODGPC136612,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2264.97,136612
MODGPC136613,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,2792,136613
MODGPC136614,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,4740,136614
MODGPC136615,24-Feb-16,Sport/Recreational Camps, SPORT/RECREATIONAL CAMPS,990,136615
MODGPC136616,24-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,4957.55,136616
MODGPC136617,24-Feb-16,Schools - Default, SCHOOLS - DEFAULT,3702,136617
MODGPC136618,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,948.44,136618
MODGPC136619,23-Feb-16,Eating Places/Restaurants, RESTAURANTS,591.71,136619
MODGPC136620,24-Feb-16,Caterers, CATERERS,1465.44,136620
MODGPC136621,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1367.8,136621
MODGPC136622,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,6285.76,136622
MODGPC136623,24-Feb-16,Caterers, CATERERS,5323.96,136623
MODGPC136624,23-Feb-16,Delta Hotel, DELTA HOTEL,1095.45,136624
MODGPC136625,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2357.91,136625
MODGPC136626,23-Feb-16,Crowne Plaza Hotels, CROWNE PLAZA HOTELS,1075.92,136626
MODGPC136627,24-Feb-16,Caterers, CATERERS,645.26,136627
MODGPC136628,23-Feb-16,Scandic Hotels, SCANDIC HOTELS,791.44,136628
MODGPC136629,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1352.14,136629
MODGPC136630,24-Feb-16,Caterers, CATERERS,1561.69,136630
MODGPC136631,24-Feb-16,Caterers, CATERERS,1407.74,136631
MODGPC136632,24-Feb-16,Caterers, CATERERS,1334.91,136632
MODGPC136633,24-Feb-16,Caterers, CATERERS,1718.04,136633
MODGPC136634,24-Feb-16,Non-Durable Goods - Default, NON-DURABLE GOODS - DEFAULT,2471.72,136634
MODGPC136635,24-Feb-16,Caterers, CATERERS,644.28,136635
MODGPC136636,23-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3509.14,136636
MODGPC136637,24-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,654.68,136637
MODGPC136638,24-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,623.92,136638
MODGPC136639,24-Feb-16,Music Stores/Pianos, MUSIC STORES/PIANOS,616,136639
MODGPC136640,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,549.45,136640
MODGPC136641,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,672,136641
MODGPC136642,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,740.6,136642
MODGPC136643,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,790.71,136643
MODGPC136644,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,554,136644
MODGPC136645,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,576.16,136645
MODGPC136646,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,792,136646
MODGPC136647,24-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,4872,136647
MODGPC136648,24-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,3954,136648
MODGPC136649,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,836.4,136649
MODGPC136650,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,3005.23,136650
MODGPC136651,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,698.95,136651
MODGPC136652,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,3005.23,136652
MODGPC136653,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,634.03,136653
MODGPC136654,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,557.68,136654
MODGPC136655,24-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,735,136655
MODGPC136656,24-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1424.5,136656
MODGPC136657,24-Feb-16,Hardware Equipment/Supplies, HARDWARE EQUIPMENT/SUPPLIES,2710.2,136657
MODGPC136658,24-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,573.59,136658
MODGPC136659,24-Feb-16,Computers/Peripherals/Software, COMPUTERS/PERIPHERALS/SOFTWARE,789.6,136659
MODGPC136660,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,2840.5,136660
MODGPC136661,24-Feb-16,Schools - Default, SCHOOLS - DEFAULT,1367.5,136661
MODGPC136662,24-Feb-16,Computer Program/Sys Design, COMPUTER PROGRAM/SYS DESIGN,1020,136662
MODGPC136663,24-Feb-16,Steamship/Cruise Lines, CRUISE LINES,1323,136663
MODGPC136664,24-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,3377.09,136664
MODGPC136665,24-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1252.8,136665
MODGPC136666,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,10101.31,136666
MODGPC136667,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3156.39,136667
MODGPC136668,24-Feb-16,Drapery & Upholstery Stores, DRAPERY & UPHOLSTERY STORES,3907.99,136668
MODGPC136669,24-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3708.08,136669
MODGPC136670,24-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,549.36,136670
MODGPC136671,24-Feb-16,Hardware Stores, HARDWARE STORES,1056,136671
MODGPC136672,23-Feb-16,Commercial/Pro Sports, COMMERCIAL/PRO SPORTS,1454.11,136672
