Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,336.98
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,2262.26
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,123.02
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,744.3
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,73.04
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Young People Analysis Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,320.24
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Children Young People and Families Directorate,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,90.73
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,90.73
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Post 16 Young People Learning Agency Resources Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,85.15
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Post 16 Young People Learning Agency Resources Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,108.43
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,378.42
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,523.63
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,184.26
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,199.16
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,308.13
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,200.08
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,734.97
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,180.16
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,71.18
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,597.9
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,57.02
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,556.74
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,704.99
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,113.48
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,135.44
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Internal Audit,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,4318.62
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,354.08
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,286.53
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,90.73
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,181.46
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,705.94
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,90.73
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,902.43
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,301.48
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,235.5
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Professional Services Consultancy,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,"Costs related to advisory services including their fees, travel and expenses",4000069404,647.4
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,3131.38
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,224.78
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,1011.65
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,243.41
Department for Education,DEPARTMENT FOR EDUCATION,16/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,836.67
Department for Education,STANDARDS AND TESTING AGENCY,16/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,134.9
Department for Education,STANDARDS AND TESTING AGENCY,16/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069404,376.85
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,194.9
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,90.73
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,652.06
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,311.28
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,294.17
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,134.9
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,392.25
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,199.16
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,818.69
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Safeguarding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1538.92
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Safeguarding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,98.2
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,66.52
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,429.07
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,157.95
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1029.54
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,352.3
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,419.51
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,307.04
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1312.24
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,60
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,151.68
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,900.6
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,643.17
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,71.18
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,103.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,408.74
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,454.21
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,165.62
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,103.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,74.9
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,194.49
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1683.97
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Strategy and Performance Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,337.42
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,150.34
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,3841
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,920.4
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,98.56
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,142.36
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,ALB Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1174.45
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Strategy and Improvement Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,372.23
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,189.54
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Strategy Performance Analysis Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,779.47
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,142.36
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,490.52
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,141.04
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,462.6
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,85.15
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1203.4
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,School Analysis and Research,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,178.67
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,540.33
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1207.58
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,531.12
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,493.71
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,996.26
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1080.9
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,485.59
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,87.01
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,194.49
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Children Young People and Families Directorate,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,98.2
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Post 16 Young People Learning Agency Resources Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,108.43
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,1601.68
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,171.23
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,103.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,103.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,289.04
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,788.56
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Teachers Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,180.16
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,683.97
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,93.2
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,56.74
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,366.93
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,163.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,161.91
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,136.76
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,754.53
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Internal Audit,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,5068.51
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,272.19
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,90.73
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,102.84
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,456.08
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,85.15
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,206.23
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,730.44
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,448.2
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Professional Services Consultancy,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,"Costs related to advisory services including their fees, travel and expenses",4000069499,6049.75
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,221.52
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,773.92
Department for Education,DEPARTMENT FOR EDUCATION,17/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,836.76
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,933.77
