Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Publications,People & Strategy - Communications Directorate,NEWS UK & IRELAND LTD T/A TIMES NEWSPAPERS,60112,8236.80,P&S Devolved Admin-Publications,PE7 8WT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Economic Consultancy & Research,Shareholder Executive - British Business Bank,SQW LTD T/A SQW CONSULTING,60113,18284.40,Enterprise Finance Guarantee-Economic Consultancy & Research,CB4 9ZR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Economic Consultancy & Research,Shareholder Executive - British Business Bank,SQW LTD T/A SQW CONSULTING,60114,23379.00,Enterprise Finance Guarantee-Economic Consultancy & Research,CB4 9ZR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Digital Economy Unit,THE TECHNOLOGY STRATEGY BOARD,60119,-192207.00,ShEx Devolved Admin-Current Grants To Private Sector - NPISH,SN2 1UE,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",60120,26.00,Default-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60121,7.50,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60121,8.90,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60121,4.00,K&I Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60122,3.50,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60122,2.00,K&I Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",60123,189.00,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",60123,6.80,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",60123,8.25,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hotel & Accommodation UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60124,246.50,E&M Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60124,5.60,E&M Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60124,15.00,E&M Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60124,83.99,E&M Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",60125,31.00,E&S Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60126,51.30,ECO - Non Proliferation Awareness Seminars-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60126,4.00,ECO - Non Proliferation Awareness Seminars-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60127,5.00,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60127,12.00,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",60127,9.35,K&I Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60128,4.25,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60128,8.90,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Rail Travel UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60128,117.30,E&S Devolved Admin-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60128,44.00,E&S Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",60129,2.80,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",60129,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",60129,10.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",60130,21.20,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",60131,10.00,ShEx Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",60132,17.00,ShEx Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hotel & Accommodation UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",60133,79.45,BLG Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",60133,10.99,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",60133,11.80,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",60133,15.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hotel & Accommodation UK,Knowledge & Innovation Group - Higher Education,"Personal Expense, Name Witheld",60134,45.00,K&I Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Rail Travel UK,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",60135,5.00,BLG Devolved Admin-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60136,2.39,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60136,24.75,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60136,6.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",60137,10.15,P&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",60137,13.94,P&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",60137,34.00,P&S Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld",60138,4.40,F&C Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld",60138,10.00,F&C Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld",60138,5.00,F&C Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld",60138,15.00,F&C Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Motor Vehicle Hire,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,6.00,BLG Devolved Admin-Motor Vehicle Hire,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,6.05,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,7.50,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,24.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,10.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,12.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Taxi Services UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",60139,67.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Rail Travel UK,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",60140,103.00,BLG Devolved Admin-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",60141,2.60,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence UK,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",60141,12.50,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hotel & Accommodation Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",60142,247.54,BLG Devolved Admin-Hotel & Accommodation Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",60142,4.41,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Enterprise & Skills Group - Enterprise & Skills,"Personal Expense, Name Witheld",60143,14.33,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Enterprise & Skills Group - Enterprise & Skills,"Personal Expense, Name Witheld",60144,5.46,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Mileage Allowance UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60145,76.05,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60145,7.70,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other Travel,Enterprise & Skills Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",60146,4.10,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,NPF - Agencies - General Fund,Shareholder Executive - Insolvency Service,THE INSOLVENCY SERVICE,60174,2800000.00,Insolvency Service NB-NPF - Agencies - General Fund,WC1B 3SS,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,NPF - Agencies - General Fund,Shareholder Executive - Insolvency Service,THE INSOLVENCY SERVICE,60175,116000.00,Insolvency Service NB-NPF - Agencies - General Fund,WC1B 3SS,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Local Growth - Advanced Manufacturing Services,LEGAL AND GENERAL ASSURANCE SOCIETY LTD,60176,3700.00,AMD: British Shipbuilders Provision-Utilisation of Provisions - Purchase of Goods & Services - Other,KT20 6EU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60178,-701.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60178,841.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60180,-4352.75,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60180,5223.30,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60181,-13927.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60181,16713.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60182,-195.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60182,234.60,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60183,-1058.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60183,1269.60,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60184,-1930.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60184,2316.60,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60185,-4343.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60185,5212.20,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60186,-632.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60186,759.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60187,-678.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60187,814.20,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60188,-356.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60188,427.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60189,-322.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60189,386.40,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60190,-391.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60190,469.20,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60191,-310.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60191,372.60,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60192,-402.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60192,483.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60193,-1219.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60193,1462.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60194,-713.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60194,855.60,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60195,-1276.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60195,1531.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60196,-2162.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60196,2594.40,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60197,-69.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
