Departmental Family,Entity,Date,Expence Type,Expense Area,Suplier,Transaction Number, Amount ,PO Line Description,Post Code,Project Code,Expenditure Type,Supplier Type,Contract Number
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-550782-116471," £209,140.00 ",Research Capability Funding (STANDARD),B15 2PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-550782-116471," £252,399.00 ",CRFs - CRII,B15 2PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-550782-116471," £166,666.00 ",CLAHRCs,B15 2PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-550783-116461," £34,555.00 ",Research Capability Funding (STANDARD),M23 9LT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-550783-116461," £45,455.00 ",CRFs - CRII,M23 9LT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £119,374.00 ",Research Capability Funding (STANDARD),SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £121,910.00 ",Biomedical Units,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £170,214.00 ",Bio-Medical Centres,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £168,076.00 ",CRFs - CRII,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £172,450.00 ",CLAHRCs,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £29,838.00 ",Network Research Capability Funding,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-550784-116453," £1,419,487.00 ",Network Research Capability Funding,SO52 9AB,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £133,170.00 ",Biomedical Units,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £137,067.00 ",Research Capability Funding (STANDARD),BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £53,651.00 ",Biomedical Units,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £166,089.00 ",CLAHRCs,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £20,129.00 ",Network Research Capability Funding,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £1,045,395.00 ",Network Research Capability Funding,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550785-116442," £14,088.00 ",HTA Commissioned Research,BS99 1YF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-550786-116458," £78,187.00 ",Research Capability Funding (STANDARD),CV2 2DX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £105,425.00 ",Research Capability Funding (STANDARD),LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £83,333.00 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £83,333.00 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £135,075.00 ",Biomedical Units,LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £20,027.00 ",Network Research Capability Funding,LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-550787-116484," £1,715,941.00 ",Network Research Capability Funding,LE5 4QF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550792-116523," £51,891.50 ",Programme Grants for NHS Trusts,BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-550797-116521," £44,083.00 ",Invention for Innovation,CV2 2DX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-550800-116522," £31,037.00 ",Research for Patient Benefit,CV2 2DX,,,PUBLIC,
,,15/02/2016,Research & development,DG: Research & Development,NHS BRISTOL CCG 11H,ERS-550967-116687," £26,584.00 ",Research for Patient Benefit,BS1 3NX,,,PUBLIC,
,,15/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-550970-116681," £118,257.00 ",Invention for Innovation,BS99 1YF,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-551235-116841," £41,633.00 ",Research for Patient Benefit,NR4 7UY,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-551237-116844," £116,312.00 ",AD-HOC - ETC,BR3 3BX,,,PUBLIC,
,,03/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",EAST LONDON NHS FOUNDATION TRUST,10421974," £30,000.00 ","Two one-month data collections from NHS trusts providing secondary mental health care and some independent providers on incidents of restraint, violence and seclusion, including reports and toolkits",E1 1RD,,,PUBLIC,
,,01/02/2016,Expense clearing GPC (ST),DG: Central Technical,THE ROYAL BANK OF SCOTLAND PLC,5941001-29-FEB-16," £27,368.61 ",,SS1 9AJ,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Strategy & External Relations,IBM UK LTD,5802161547," £2,160,399.17 ",FY15/16 ESR Service Delivery,PO6 3AU,,,LARGE,
,,26/02/2016,Outsourcing Contract,DG: Strategy & External Relations,IBM UK LTD,5801161724," £2,147,291.02 ",FY15/16 ESR Service Delivery,PO6 3AU,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £1,129.20 ",OC/2015/05 - OPC Adjustment Charge,GU21 6QX,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £40,700.40 ",OC/2015/09- Business Support,GU21 6QX,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £16,401.60 ",OC/2015/08 - Premises,GU21 6QX,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £24,665.33 ",OC/2015/07 - Other overheads and profit,GU21 6QX,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £5,826.00 ",OC/2015/04 - Transferring Staff,GU21 6QX,,,LARGE,
,,17/02/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",AIRWAVE SOLUTIONS INTERNATIONAL LTD,CHAPS17/2/16," £2,379,749.49 ",April 15 - March 16 Core Service Charges,SL1 2EJ,,,LARGE,
,,17/02/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",AIRWAVE SOLUTIONS INTERNATIONAL LTD,CHAPS17/2/16," £263,517.08 ",April 15 - March 16 CCN Charges,SL1 2EJ,,,LARGE,
,,17/02/2016,Radio communications,"DG: Finance, Commercial & NHS",AIRWAVE SOLUTIONS INTERNATIONAL LTD,CHAPS17/2/16," £6,600.00 ",B26 Software Upgrade for all trusts excluding Isle of Wight,SL1 2EJ,,,LARGE,
,,22/02/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",DELOITTE,2410098889," £54,144.00 ",Deloitte ,EC4A 4TR,,,LARGE,
,,22/02/2016,Outsourcing Contract,"DG: Finance, Commercial & NHS",DELOITTE,2410098889," £162,144.00 ",Extension to the Deloitte Carter MH Consultancy,EC4A 4TR,,,LARGE,
,,22/02/2016,Travel & subsistence non staff,"DG: Finance, Commercial & NHS",DELOITTE,2410098889," £30,000.00 ",Deloitte Carter MH Consultancy Expenses,EC4A 4TR,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £10,099.20 ",OC/2015/06 - Expenses,GU21 6QX,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90205712," £246,711.60 ",OC/2015/01 - Non Transferring staff,GU21 6QX,,,LARGE,
,,01/02/2016,Estate management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00406112RI," £31,442.28 ",Wellington House - lower Ground - Repair and Renewal of LG Breakout Area,SO53 3YE,,,LARGE,
,,01/02/2016,Storage costs,DG: Group Operations,IRON MOUNTAIN UK LTD,SM80656-SM80657," £23,370.68 ",Add to PO 523591 File Storage and retrieval for ELX70,EH54 5DL,,,LARGE,
,,02/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00407047ARI," £25,719.68 ",Wellington House - FM Variable Works FY2015/2016 - Order 2,SO53 3YE,,,LARGE,
,,02/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00407049ARI," £55,416.54 ",Richmond House - FM Variable Works FY2015/2016 - Order 2,SO53 3YE,,,LARGE,
,,02/02/2016,Addition Clearing - IT,DG: Group Operations,COMPUTACENTER UK LTD,3880744004," £64,241.21 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,02/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880744004," £2,327.58 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,02/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880744004, £556.92 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,02/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880744004, £148.68 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,02/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880744004, £211.64 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,02/02/2016,Addition Clearing - IT,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584205119," £93,503.07 ",WR0576-05 (CR02): Contact Replacement Project Support,WS11 0JA,,,LARGE,
,,02/02/2016,Addition Clearing - IT,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584205381," £30,178.00 ",WR0630-05 - DH Video Conferencing Future Services - Enabling Lync Video calls,WS11 0JA,,,LARGE,
,,02/02/2016,Training (Learning and Development),DG: Group Operations,CAPITA BUSINESS SERVICES LTD,A89535," £38,722.80 ",Capita Corporate L and D Leadership and Management Development,SW1H 0XA,,,LARGE,
,,03/02/2016,Other Admin expenditure,DG: Group Operations,BRITISH INDEPENDENT UTILITIES,35770," £37,088.82 ",Fees: BIU shared savings from ASC electricity supply capacity adjustments,FY8 2NA,,,LARGE,
,,03/02/2016,Other Admin expenditure,DG: Group Operations,BRITISH INDEPENDENT UTILITIES,35770,-£0.01 ,,FY8 2NA,,,LARGE,
,,09/02/2016,Utilities,DG: Group Operations,EDF ENERGY PLC,7567210000/000001319811," £27,938.24 ",Richmond House - Electricity Charges from April 2015 - March 2016,PL3 5XQ,,,LARGE,
,,09/02/2016,Utilities,DG: Group Operations,EDF ENERGY PLC,8177210000/000001307112," £43,223.78 ",Skipton House - Electricity Charges from April 2015 - March 2016,PL3 5XQ,,,LARGE,
,,09/02/2016,Utilities,DG: Group Operations,EDF ENERGY PLC,8177210000/000001307112, £0.01 ,,PL3 5XQ,,,LARGE,
,,10/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584205632," £20,973.56 ",PPR0182  - Managed Agency Service  From 1 Apr 2015 - 31 Mar 2016,WS11 0JA,,,LARGE,
,,16/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408283RI," £29,334.92 ",Care Commission (CQC) - Building Maintenance Fixed Costs FY2015-2016 ,SO53 3YE,,,LARGE,
,,17/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408276RI," £7,431.42 ",Building Maintenance,SO53 3YE,,,LARGE,
,,17/02/2016,Cleaning: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408276RI," £4,639.49 ",Building Maintenance,SO53 3YE,,,LARGE,
,,17/02/2016,Facilities management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408276RI," £7,810.58 ",Building Maintenance,SO53 3YE,,,LARGE,
,,17/02/2016,Security: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408276RI," £1,664.42 ",Building Maintenance,SO53 3YE,,,LARGE,
,,17/02/2016,Facilities management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408278RI," £66,713.84 ",Accommodation Central Management - FM Fixed Costs FY2015-2016 ,SO53 3YE,,,LARGE,
,,17/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408279RI," £50,580.97 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Cleaning: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408279RI," £23,198.26 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Facilities management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408279RI," £22,865.81 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Security: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408279RI," £30,298.28 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408280RI," £53,103.66 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Cleaning: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408280RI," £29,884.98 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Facilities management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408280RI," £32,257.49 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Security: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408280RI," £49,082.79 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Building repairs & maintenance,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408281RI," £45,334.11 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Cleaning: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408281RI," £19,209.62 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Facilities management: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408281RI," £18,184.00 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,Security: contract,DG: Group Operations,EMCOR FACILITIES SERVICES LTD,00408281RI," £32,137.56 ",Building Maintenance ,SO53 3YE,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028, £98.40 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028, £256.00 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028," £12,842.00 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028," £2,835.60 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028, £862.32 ,CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,COMPUTACENTER UK LTD,3880761028," £6,421.00 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,17/02/2016,IT minor costs non capital,DG: Group Operations,CENTERPRISE INTERNATIONAL LTD,90172450," £39,456.00 ","300 Samsung Syncmaster monitors S24C450BL (24"" LED)",RG24 8GQ,,,SME,
,,23/02/2016,Building repairs & maintenance,DG: Group Operations,Faithful and Gould,15048440," £47,244.74 ",NHS England - NHSE Skipton House Restack -  Initial Brief,NW1 3AT,,,LARGE,
,,23/02/2016,Addition Clearing - IT,DG: Group Operations,COMPUTACENTER UK LTD,3880766394," £98,877.60 ",CX3000 Polycom Lync enabled VoIP phones,AL10 9TW,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206277," £1,324,510.74 ",January 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206278," £48,548.97 ",January 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,25/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206298," £35,895.55 ",Estimated Click Charge,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206324," £37,499.00 ",Replaces PO525684 WR0879 -Videoconferencing Managed Service from 1 Jan - 30 Jun 2016.,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206325," £12,617.00 ",Maintenance of audio visual equipment from 1 Jan - 30 Jun 2016.,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206325," £153,144.00 ",Maintenance of audio visual equipment from 1 Jan - 30 Jun 2016.,WS11 0JA,,,LARGE,
,,29/02/2016,Addition Clearing - IT,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206336," £23,650.61 ",WR0630-05 - DH Video Conferencing Future Services - Enabling Lync Video calls,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206337," £296,588.65 ",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206338," £58,829.51 ",IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,,LARGE,
,,29/02/2016,Outsourcing Contract,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206347," £37,499.00 ",CCN0015:Yorktel Audio Conferencing from 1 Apr 2015-31 Mar 2016,WS11 0JA,,,LARGE,
,,29/02/2016,Addition Clearing - IT,DG: Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584206556," £27,889.92 ",WR0576-05 (CR02): Contact Replacement Project Support,WS11 0JA,,,LARGE,
,,17/02/2016,Outsourcing Contract,DG: Strategy & External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,90203718," £95,568.00 ",BP6 - Horizon Scanning & Joint Action,GU21 6QX,,,LARGE,
,,10/02/2016,Outsourcing Contract,DG: Strategy & External Relations,METHODS CONSULTING,SIN021087," £134,218.51 ",NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,
,,10/02/2016,Outsourcing Contract,DG: Strategy & External Relations,METHODS CONSULTING,SIN020549," £93,952.96 ",NHS Jobs contract with Methods to 31/01/2017,EC1A 4EN,,,SME,
,,08/02/2016,Publicity & advertising,DG: Strategy & External Relations,PRECISE MEDIA MONITORING LTD,346135 CORRECTION TO PO," £25,000.00 ",Media evaluation for 2 years and 5 months,EC2M 2QS,,,SME,
,,08/02/2016,Outsourcing Contract,DG: Strategy & External Relations,IPSOS MORI UK LTD,16000150," £52,340.40 ",PO Request - Visitor and Migrant NHS Cost Recovery Programme - Formative Evaluation Stage 2 carried out by Ipsos Mori,HA1 1PT,,,LARGE,
,,04/02/2016,Publicity & advertising,DG: Strategy & External Relations,PRECISE MEDIA MONITORING LTD,353663," £25,000.00 ",Media evaluation for 2 years and 5 months,EC2M 2QS,,,SME,
,,04/02/2016,Publicity & advertising,DG: Strategy & External Relations,PRECISE MEDIA MONITORING LTD,353663, £-   ,Media monitoring: digital press cuttings - national & regional,EC2M 2QS,,,SME,
,,01/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",ACTAVIS UK LTD,16003665," £1,435,328.46 ",,,,,LARGE,
,,03/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",DXS UK LTD,23087," £18,450.00 ","Capital: 2015/16 GPSoC DXS-  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Licenses GPSoC-CCNa-010	 ",GU10 4PS,,,SME,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",DXS UK LTD,23087," £137,925.13 ","Revenue: 2015/16 GPSoC DXS -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Support and Maintenance GPSoC-CCNa-010	 ",GU10 4PS,,,SME,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",ACCENTURE UK LTD,3003307104," £50,000.00 ","Revenue: NHS Mail Accenture charges for the  Period commencing FY15/16: Month 2 service 	 ",EC3M 3BD,,,LARGE,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),458568," £36,250.00 ",Revenue: NHS Mail Vodafone  charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between October 2015 - February 2016,RG12 1RW,,,LARGE,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",CABLE AND WIRELESS COMMUNICATION (VODAFONE),458569," £30,687.07 ",Revenue: NHS Mail Vodafone  charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between October 2015 - February 2016,RG12 1RW,,,LARGE,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10263," £34,608.00 ",Revenue 2015/16: Monthly Hosting charges at £7210 Jun 15- Mar 16,HG3 1UG,,,SME,
,,03/02/2016,Service charge,"DG: Innovation, Growth & Technology",INTECHNOLOGY LTD,ISIN10263," £14,164.80 ",Revenue 2015/16: Setup Costs,HG3 1UG,,,SME,
,,08/02/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201435159," £56,698.95 ",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,
,,09/02/2016,Service charge,"DG: Innovation, Growth & Technology",PAERS Ltd,210," £144,282.60 ",Phase 3 PFS Minimum Viable Specification and Assurance Service - GPSoC-CCNa-037,LN9 6QB,,,SME,
,,09/02/2016,Service charge,"DG: Innovation, Growth & Technology",iPlato Healthcare Ltd,5030," £187,650.00 ",Phase 3 PFS Minimum Viable Specification and Assurance Service - GPSoC-CCNa-037,W6 0NB,,,LARGE,
,,11/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",B BRAUN MEDICAL LTD,328198786," £82,694.20 ",,,,,LARGE,
,,11/02/2016,Essential Meds SPG - Additions,"DG: Innovation, Growth & Technology",BRISTOL LABORATORIES LTD,9074465," £234,864.16 ",,,,,LARGE,
,,15/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,404234CHAPS," £6,956,721.62 ",Revenue: 2015/16 N3 Services Core Contract to cover spend for services due for payment up to and including March 2016,NW9 6LB,,,LARGE,
,,15/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,404925CHAPS," £112,764.79 ","Revenue: 2015/16 LSP London BT -PO to cover Various Transition and Exit ANC's from June 2015 onwards					 ",NW9 5BA,,,LARGE,
,,15/02/2016,Service charge,"DG: Innovation, Growth & Technology",BT GROUP PLC,406071," £4,535,757.67 ","Revenue: 2015/16 LSP London BT - CCN - LON 1297 BT LSP Acute & Community & Mental Health Continued Performances of Services	 ",NW9 6LB,,,LARGE,
,,15/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201440067," £4,354,511.53 ",Capital: 2015/16 LSP NME CSC - Lorenzo,PR1 8UQ,,,LARGE,
,,15/02/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201440068," £793,279.34 ",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,,,LARGE,
,,15/02/2016,Service charge,"DG: Innovation, Growth & Technology",CSC COMPUTER SCIENCES LTD,5201440239," £645,786.86 ",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,,,LARGE,
,,16/02/2016,Addition Clearing - SW LIC,"DG: Innovation, Growth & Technology",BJSS LTD,14619," £792,718.75 ",Capital 2015/16 Agile Software Development Services for the NHS eRS CCN BJS1-2-002,LS1 2TW,,,SME,
