"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,9-12 BELL YARD,3311,180.00,Prosecution Agents - Criminal Law and Prosecution Work,WC2R 2JR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Taxi Services UK,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ZZZZRICHARD ARRANDALE T/A HERE THERE EVERYWHERE,3323,85.00,SABR Devolved Admin - Taxi Services UK,OX5 2BS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Research and Development Expenditure,Business & Skills Group - Advanced Manufacturing Services,ISSB LTD,3336,1250.00,Sponsorship: Materials Support - Research and Development Expenditure,SW1Y 5DB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Taxi Services UK,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ZZZZBRIAN HAMILTON T/A COMPASS TRAVEL,3346,300.00,SABR Devolved Admin - Taxi Services UK,YO32 5TD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,9-12 BELL YARD,3350,2184.00,Prosecution Agents - Criminal Law and Prosecution Work,WC2R 2JR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Advanced Manufacturing Services,ROYAL ACADEMY OF ENGINEERING RAE,3352,14655.30,AMD: Aerospace Engineers MSc Bursaries - Current Grants To Private Sector - NPISH,SW1Y 5DG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,IT Services,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",THE DEXTROUS WEB LTD T/A DXW,3357,40.00,Corporate Presentation - IT Services,N7 0AT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,SHEFFIELD HALLAM UNIVERSITY,3358,9960.00,Foresight: Other - Research and Development Expenditure,S1 1WB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,SANDRA DAWSON,3359,200.00,Foresight: Other - Research and Development Expenditure,CB24 5HG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,23 ESSEX STREET,3360,2475.00,Prosecution Agents - Criminal Law and Prosecution Work,WC2R 3AA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Skills Directorate,PRISONERS EDUCATION TRUST,3362,95285.00,Offender Learning - Current Grants To Private Sector - NPISH,CR4 4BU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,ZZZZDR MICHAEL PERCIVAL,3363,3500.00,Foresight: Other - Research and Development Expenditure,DE6 3BA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Outsourced Programme Management,Business & Skills Group - Further Education & Skills Investment,SOVEREIGN TRUSTEES LIMITED (TRUSTEE COMPANY OF ADDLESHAW GODDARD),3367,1060.80,TEC - Outsourced Programme Management,LS1 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Telecoms,Finance & Commercial Group - F&C - Commercial Directorate,ECLIPSE NETWORKING LTD T/A ECLIPSE INTERNET (KCOM GROUP),3372,143.64,SABR Devolved Admin - Telecoms,HU1 3RN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,DAVID MARTIN,3373,213.60,Prosecution Agents - Criminal Law and Prosecution Work,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Further Education & Skills Investment,GRADUATE PROSPECTS LTD (A SUBSIDIARY OF HECSU),3375,1048.75,Graduate Opportunities Development Fund - Current Grants To Private Sector - NPISH,M13 9EP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Further Education & Skills Investment,GRADUATE PROSPECTS LTD (A SUBSIDIARY OF HECSU),3375,22371.45,Graduate Opportunities Development Fund - Current Grants To Private Sector - NPISH,M13 9EP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Financial Advice and Services,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,HERBERT SMITH FREEHILLS LLP,3377,156589.37,Management Costs of Monetisation - Financial Advice and Services,EC2A 2HS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Technical Advice / Services & Support,Shareholder Executive - Shareholder Executive,DELOITTE LLP,3385,78750.00,ShEx Devolved Admin - Technical Advice / Services & Support,MK9 1FD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Reprographic Services,Office of Manpower Economics - Office of Manpower Economics,THE DANWOOD GROUP LTD T/A DANWOOD GROUP,3387,10.20,OME Devolved Admin - Reprographic Services,LN6 3DG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Training And Development Expenditure,Markets and Local Growth - MLG - Consumer and Competition Policy,EML LEARNING LTD,3390,575.00,SABR Devolved Admin - Training And Development Expenditure,SG5 2DJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,ALLEN LANE LTD,3402,3681.60,SABR Devolved Admin - Hire of Agency Staff,SW1Y 5JH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Professional Subscriptions,Finance & Commercial Group - F&C - Finance Group,"Personal Expense, Name Witheld",3403,72.00,F&C Devolved Admin - Professional Subscriptions,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Enterprise Directorate,MONEY ADVICE TRUST,3405,25000.00,EF: National Business Debtline - Current Grants To Private Sector - NPISH,EC4V 2AU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,3406,28914.04,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,SIGHT AND SOUND TECHNOLOGY LTD,3407,650.00,SABR Devolved Admin - Standard Desktop Plus Services,NN3 6WD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Markets and Local Growth - MLG - Labour Market,HM REVENUE & CUSTOMS,3409,16666.66,National Minimum Wage: Outsourced - Criminal Law and Prosecution Work,BN12 4XH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Media and Design Services,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",WHY PROJECTS LTD,3413,42000.00,SABR Devolved Admin - Media and Design Services,AL5 5NA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,QEB HOLLIS WHITEMAN,3418,1080.01,Prosecution Agents - Criminal Law and Prosecution Work,EC4R 0EU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Professional Training,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",MEDIA TRAINING LTD,3422,450.00,SABR Devolved Admin - Professional Training,WC1X 8QJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,QEB HOLLIS WHITEMAN,3428,304.94,Prosecution Agents - Criminal Law and Prosecution Work,EC4R 0EU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,NO 5 CHAMBERS,3433,3294.60,Prosecution Agents - Criminal Law and Prosecution Work,B4 6DR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,NO 5 CHAMBERS,3435,120.00,Prosecution Agents - Criminal Law and Prosecution Work,B4 6DR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,NATIONAL UNION OF STUDENTS,3438,23667.00,Science & Society: Preventing Extremism - Current Grants To Private Sector - NPISH,SK10 2NZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,NATIONAL UNION OF STUDENTS,3439,22158.00,Science & Society: Preventing Extremism - Current Grants To Private Sector - NPISH,SK10 2NZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Skills Directorate,DISABILITY RIGHTS UK,3440,40000.00,Disability Rights UK - Current Grants To Private Sector - NPISH,EC1V 8AF,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Telecoms,Finance & Commercial Group - F&C - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),3442,73.45,SABR Devolved Admin - Telecoms,DH98 1BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Clearing Account   - Cost - Furniture & Fittings,Finance & Commercial Group - F&C - Commercial Directorate,SENATOR INTERNATIONAL LTD,3446,528.00,BIS Infrastructure Maintenanc - Clearing Account   - Cost - Furniture & Fittings,BB5 5YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,ANDREW WHEELER,3448,9576.00,Prosecution Agents - Criminal Law and Prosecution Work,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Mail and Messenger Contract Costs,Finance & Commercial Group - F&C - Commercial Directorate,MANPOWER UK LTD,3449,3059.81,SABR Devolved Admin - Mail and Messenger Contract Costs,UB8 1AB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Skills Directorate,THE OPEN UNIVERSITY,3451,148875.00,Offender Learning - Current Grants To Private Sector - NPISH,MK7 6BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Current Grants To Private Sector - NPISH,Business & Skills Group - Skills Directorate,THE OPEN UNIVERSITY,3452,104250.00,Offender Learning - Current Grants To Private Sector - NPISH,MK7 6BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Recoveries Account - Other payables,Corporate Payments,UK TRADE & INVESTMENT,3453,1200.00,Default - Recoveries Account - Other payables,NP10 8QQ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Security Policy Service,Finance & Commercial Group - F&C - Commercial Directorate,DISCLOSURE SCOTLAND,3455,425.00,SABR Devolved Admin - Security Policy Service,G51 1YU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Leasing of Motor Vehicles,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,3456,167.26,SABR Devolved Admin - Leasing of Motor Vehicles,SW8 5AX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Computer Equipment,Business & Skills Group - Advanced Manufacturing Services,MEMSET LTD,3478,494.78,B&S Devolved Admin - Computer Equipment,GU6 8TB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ADECCO UK LTD,3479,597.96,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,3484,270.00,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Media and Design Services,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",QUALITAS PARTNERING LTD T/A CREATIVE CHOICE CIC,3508,3840.00,Corporate Presentation - Media and Design Services,KT1 2SZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Clearing Account   - Cost - Information Technology,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office",BROOK STREET (UK) LTD,3510,1012.44,BRDO: PA System Support - Clearing Account   - Cost - Information Technology,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,Markets and Local Growth - MLG - BIS Local,BROOK STREET (UK) LTD,3515,548.34,SABR Devolved Admin - Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Consultancy Expenditure,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,3530,1286.23,PCCE Devolved Admin - Consultancy Expenditure,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Consultancy Expenditure,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,3531,1071.80,PCCE Devolved Admin - Consultancy Expenditure,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Consumer and Competition Policy,ADECCO UK LTD,3532,679.22,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,3535,145.50,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,LGC LTD,3539,1598.40,Prosecution Agents - Criminal Law and Prosecution Work,TW11 0LY,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Leadership & People Management,Markets and Local Growth - MLG - Business Environment,CAPITA BUSINESS SERVICES LTD,3548,1178.00,SABR Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Leadership & People Management,Markets and Local Growth - MLG - Business Environment,CAPITA BUSINESS SERVICES LTD,3550,125.00,SABR Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Publications,Office of Manpower Economics - Office of Manpower Economics,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,3566,421.01,OME Devolved Admin - Publications,SP10 9AF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Publications,Office of Manpower Economics - Office of Manpower Economics,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,3566,485.99,OME Devolved Admin - Publications,SP10 9AF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Publications,Office of Manpower Economics - Office of Manpower Economics,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,3566,876.00,OME Devolved Admin - Publications,SP10 9AF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Additions - Venture Capital Fund,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),3568,59.49,ECF: Aspire Fund - Additions - Venture Capital Fund,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Recruitment Consultancy Costs,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CAPITA RESOURCING LTD T/A VEREDUS EXECUTIVE RESOURCING,3576,3906.00,SABR Devolved Admin - Recruitment Consultancy Costs,SE1 9UF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Recruitment Consultancy Costs,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CAPITA RESOURCING LTD T/A VEREDUS EXECUTIVE RESOURCING,3579,7524.00,SABR Devolved Admin - Recruitment Consultancy Costs,SE1 9UF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Leasing of Motor Vehicles,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,AMBASSADOR CHAUFFEUR SERVICES,3582,250.00,SABR Devolved Admin - Leasing of Motor Vehicles,BT23 5BP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Leasing of Motor Vehicles,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,NICOL VALENTINE LTD T/A VALENTINE CHAUFFEUR DRIVE,3584,360.00,SABR Devolved Admin - Leasing of Motor Vehicles,AB15 5WL,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,MLM,3587,349.69,Prosecution Agents - Criminal Law and Prosecution Work,CF24 0BA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Taxi Services UK,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ZZZZPETER MEDLYCOTT T/A VENTURE TAXIS,3593,100.00,SABR Devolved Admin - Taxi Services UK,BA12 9PP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Professional Training,"Strategy, Analysis and Better Regulation - SABR - Analysis Directorate",CAPITA BUSINESS SERVICES LTD,3598,299.00,SABR Non Devolved Admin - Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Taxi Services UK,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ANTHONY ROBSON T/A BENCHMARK CHAUFFEUR DRIVEN CARS,3600,82.00,SABR Devolved Admin - Taxi Services UK,LS23 6DN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Stationery,Knowledge & Innovation Group - KIG - Innovation Directorate,BANNER BUSINESS SERVICES LTD,3606,51.09,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",3608,2.80,SABR Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",3608,5.00,SABR Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",3608,7.60,SABR Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office","Personal Expense, Name Witheld",3609,5.00,SABR Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3610,79.00,ECO - Non Proliferation Awareness Seminars - Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3610,15.00,ECO - Non Proliferation Awareness Seminars - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3610,5.00,ECO - Non Proliferation Awareness Seminars - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3610,30.46,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Rail Travel Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3611,17.76,ECO - Non Proliferation Awareness Seminars - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3611,1682.10,ECO - Non Proliferation Awareness Seminars - Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3611,339.32,ECO - Non Proliferation Awareness Seminars - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3611,120.00,ECO - Non Proliferation Awareness Seminars - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Rail Travel UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3612,211.00,ECO - Non Proliferation Awareness Seminars - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3612,6.50,ECO - Non Proliferation Awareness Seminars - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3612,3.00,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3612,4.50,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3613,118.80,ECO - Non Proliferation Awareness Seminars - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3613,3.39,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3613,99.91,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Mileage Allowance Overseas,"People, Comminications and Effectiveness Group - PCE - Human Resources","Personal Expense, Name Witheld",3614,23.20,PCCE Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"People, Comminications and Effectiveness Group - PCE - Human Resources","Personal Expense, Name Witheld",3614,7.79,PCCE Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,"People, Comminications and Effectiveness Group - PCE - Human Resources","Personal Expense, Name Witheld",3614,2.10,PCCE Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Air Travel Overseas,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",3615,110.03,MLG Devolved Admin - Air Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Rail Travel Overseas,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",3615,34.90,MLG Devolved Admin - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation Overseas,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",3615,380.89,MLG Devolved Admin - Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Local Growth Directorate,"Personal Expense, Name Witheld",3615,30.00,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,60.00,MLG Devolved Admin - Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,46.35,MLG Devolved Admin - Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,20.00,MLG Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,68.40,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
