Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount  ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,14/02/2013,Telephone installation & maintenance,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317833,"95,958.89",Hardware - Install N3 Circuit at two Atos Data Centres,Admin,
Department of Health,Department of Health,14/02/2013,IT minor costs non capital,Goverance Operations & Assurance,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584124317,"33,603.00",IMS3 - Carry out Due Diligence of existing infrastructure at each NHS CB location,Admin,
Department of Health,Department of Health,14/02/2013,Consultancy/Professional Advice,Strategy Finance & NHS,PINSENT MASONS LLP,LARGE,EC2A 4ES,6006170,"30,000.00",Legal Advisory Services provided by Pinsent Masons for Project Naga,Programme,
Department of Health,Department of Health,14/02/2013,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90809227,"265,529.00",Contact centre procurement leading to the appointment and funding of a new contractor from June 2012,Programme,
Department of Health,Department of Health,14/02/2013,Professional fees,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2905791,"638,209.04",Legal services for transition activity 2012/13,Admin,
Department of Health,Department of Health,14/02/2013,Professional fees,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2907623,"638,209.04",Legal services for transition activity 2012/13,Admin,
Department of Health,Department of Health,14/02/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025733,"527,656.12","Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin,
Department of Health,Department of Health,14/02/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025733,256.31,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin,
Department of Health,Department of Health,14/02/2013,Outsourcing Contract,Strategy Finance & NHS,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,CURTHP0/20093621,"29,167.00",Funding for 12/13 for the Centre for Health Economics,Programme,
Department of Health,Department of Health,14/02/2013,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-485234-70163,"84,877.00", NIHR-RP-011-048,Programme,
Department of Health,Department of Health,14/02/2013,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-485235-70162,"88,445.38",11-01-04  RNP/901/052/045,Programme,
Department of Health,Department of Health,14/02/2013,Outsourcing Contract,NHS Medical,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,RGI-12131314,"755,700.00","Provision of  cancer registration services for 2012-13 via the Thames Cancer Registry hosted by Kings College, London",Programme,
Department of Health,Department of Health,14/02/2013,Revenue Grants to non-profit institutions,NHS Medical,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,VCS,N7 9AS,ERS-485196-70141,"69,000.00",National Coalition Operational Costs 2012-2013,Programme,
Department of Health,Department of Health,14/02/2013,Revenue Grants to non-profit institutions,NHS Medical,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,VCS,N7 9AS,ERS-485197-70142,"59,269.48",National Coalition Activities and Products 2012-2013,Programme,
Department of Health,Department of Health,14/02/2013,Outsourcing Contract,External Relations,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101751,"42,082.00",NHS Staff Survey Coordination May 2011 to May 2014,Programme,13246
Department of Health,Department of Health,15/02/2013,Contr Other External,Informatics,NHS BUSINESS SERVICES AUTHORITY,,,16142610,927.94,,,
Department of Health,Department of Health,15/02/2013,Payroll Ded'ns N/S Curr,Informatics,NHS BUSINESS SERVICES AUTHORITY,,,16142610,"92,170.76",,,
Department of Health,Department of Health,15/02/2013,External Consultancy Fees,Informatics,NHS INFORMATION CENTRE,,,16152818,"50,000.00",,,
Department of Health,Department of Health,15/02/2013,Contr Other External,Informatics,CAPITA BUSINESS SERVICES LTD,,,16162482,"1,148,267.91",,,
Department of Health,Department of Health,15/02/2013,Computer Hardware Purch,Informatics,PROBRAND LTD,,,16175192,"370,771.72",,,
Department of Health,Department of Health,18/02/2013,ENDPBs Admin Capital Grant in Aid,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948724,"4,500,000.00",GIA - Capital drawdown for NHSBT for 2012/13,Programme,
Department of Health,Department of Health,18/02/2013,ENDPBs Admin Revenue Grant in Aid,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948725,"5,210,000.00",NHSBT - GIA allocation for 12/13,Programme,
Department of Health,Department of Health,18/02/2013,Research & development,Research & Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-485479-70201,"227,324.00",NIHR Research Capability Funding 2012/13,Programme,
Department of Health,Department of Health,18/02/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,,HAFS-15268,"3,000,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,CROYDON HEALTH SERVICES NHS TRUST,PUBLIC,CR7 7YE,HAFS-15269,"2,600,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,CA2 7HX,HAFS-15270,"1,358,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,HAFS-15271,"1,535,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PUBLIC,DN4 8QN,HAFS-15272,"120,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,PUBLIC,BN7 2XW,HAFS-15273,"1,000,000.00",,Other,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,NHS EMPLOYERS LTD,SME,SW1E 5DD,11046,"120,000.00",CV19 -supporting addidtional work required to speed up the development and implementation of the modernising careers programme,Programme,
Department of Health,Department of Health,18/02/2013,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32707,"92,508.52",Project Lexus 2012-13,Programme,
Department of Health,Department of Health,18/02/2013,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32707,-15.98,,Programme,
Department of Health,Department of Health,18/02/2013,Professional fees,NHS Finance Operations & Performance,GRANT THORNTON LTD,LARGE,NW1 2EP,6739688,"34,344.00",Leeds Community Healthcare NHS Trust. NHSFT Financial Assessments,Programme,
Department of Health,Department of Health,18/02/2013,Other programme expenditure,Strategy Finance & NHS,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS18/2/13,"93,127.75",,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008997,"22,371.74",CPA for ESR Contract - Smart T&A Executable Option (Pass Through costs) FY12-13,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008998,"28,512.02",CPA for ESR Contract - Smart T&A Executable Option (Pass Through costs) FY12-13,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008999,"22,371.74",CPA for ESR Contract - Smart T&A Executable Option (Pass Through costs) FY12-13,Programme,
Department of Health,Department of Health,18/02/2013,Addition Clearing - IT,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009001,"24,133.84",CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009001,"1,051.49",CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009002,"65,495.46","CPA for DH ESR Contract - CCN 126 NHS Payslip Production, Printing and Courier Charges FY12-13",Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009055,"2,705,296.60",CPA for DH ESR Contract - ESR Monthly Service Charge,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009055,"101,802.21",CPA for DH ESR Contract - nLMS Monthly Service Charges FY12-13,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV009055,"123,723.91",CPA for DH ESR Contract - RPP Monthly Service Charges FY12-13,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,Strategy Finance & NHS,PHARMACEUTICAL SERVICES NEGOTIATING COMMITTEE,SME,HP20 2PJ,MS12-13H1/MD/RW,"54,217.22",Provision of services related to the margin survey - to investigate the level of margin retained by community pharmacies in 2011/12 and 2012/13,Programme,
Department of Health,Department of Health,18/02/2013,Printing,External Relations,PROMOTIONAL LOGISTICS LTD,SME,CO10 1RE,OP/I130672,"147,908.12",Monthly call off for storage and distribution for January 2013  to be recovered through journal transfers to owning policy teams,Admin,
Department of Health,Department of Health,18/02/2013,Publicity & advertising,Public Health,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI12182,"32,000.00",Whooping Cough PR,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,Strategy Finance & NHS,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB090,"162,524.16",FUTURE BUILDERS ENGLAND - Contract Extension Year 1 June 2012 to 31 May 2013- Management Fee Costs,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,Strategy Finance & NHS,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB091,"32,623.44",FUTURE BUILDERS ENGLAND - Contract Extension Year 1 June 2012 to 31 May 2013- Management Fee Costs,Programme,
Department of Health,Department of Health,18/02/2013,Storage costs,Strategy Finance & NHS,KENT PHARMACEUTICALS LTD,LARGE,,SP02738,"145,420.65",,,
Department of Health,Department of Health,18/02/2013,Storage costs,Strategy Finance & NHS,KENT PHARMACEUTICALS LTD,LARGE,,SP02738,-0.01,,,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,Social Care,DURHAM CONSTABULARY,PUBLIC,DH1 5TT,20010255,"50,000.00",Durham Constabulary - Police Early Adopter Wave 2 funding - Development of potential commissioning models to inform the diversion work programme,Programme,
Department of Health,Department of Health,18/02/2013,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-485475-70204,"120,450.00",N02047 RDD024039,Programme,
Department of Health,Department of Health,18/02/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-485476-70207,"187,500.00",70119,Programme,
Department of Health,Department of Health,18/02/2013,Outsourcing Contract,Public Health,NATIONAL CENTRE FOR SOCIAL RESEARCH,VCS,EC1V 0AX,50345,"125,000.00",National Diet and Nutrition Survey (NDNS) Years 6-9 (C080),Programme,
Department of Health,Department of Health,19/02/2013,Outsourcing Contract,NHS Medical,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,4000340473,"498,000.00",For the provision of the East Midlands Cervical and Bowel cancer screening QARC for 2012-13,Programme,
Department of Health,Department of Health,19/02/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,NORTH EAST SHA,PUBLIC,NE15 8NY,504809,"27,624.05",Secondee in - NHS Preparedness IMAS commission (Hosted) (NHS NE) for salary and oncosts,Admin,
Department of Health,Department of Health,19/02/2013,Other programme expenditure,Public Health,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,X0097735,"83,824.00",Provision of specialist clinical services related to historic treatments with human growth hormone,Programme,
Department of Health,Department of Health,19/02/2013,Professional fees,Strategy Finance & NHS,NORTON ROSE LLP,LARGE,SE1 2AQ,1414616,"59,832.08",Post-OJEU Budget for Project Verdi Legal Support,Programme,
Department of Health,Department of Health,19/02/2013,Publicity & advertising,External Relations,TNS UK LTD,LARGE,EH2 4PS,260117860,"41,380.00",Tobacco Harm and Hope 2012 Tracking,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003203387,"34,651.63",Revenue: PACS NE Cluster Store Services Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003203388,"34,651.63",Revenue: PACS NE Cluster Store Services Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,315646,"81,306.42",Revenue: Spine FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,317654,"10,056,700.35",Revenue: N3 Services Core Contract to cover spend for services to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,520131728,"90,857.49",Prisons -  Core Contract costs for Offender Health. April 2012 to March 2013  ,Programme,
Department of Health,Department of Health,19/02/2013,Service charge,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317703,"28,267.79",Revenue: PACS NWWM central store service charges to cover the period between November 2012 and March 2013,Programme,
Department of Health,Department of Health,19/02/2013,Telephone costs,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,GU11 1PZ,5201319333,"26,145.00",iPhone 4S 16 GB Hardware Only NHSCB,Admin,
Department of Health,Department of Health,19/02/2013,Telephone costs,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,GU11 1PZ,5201319333,"20,790.00",iPhone 4S 16 GB with number NHSCB,Admin,
Department of Health,Department of Health,19/02/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90125344,"26,116.94",OC/2012/7 - Other Overheads and Profits,Programme,
Department of Health,Department of Health,19/02/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90125346,"40,700.00",OC/2012/9 - Business Support,Programme,
Department of Health,Department of Health,19/02/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90125350,"244,425.96",OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,19/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI12200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,19/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI12200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,19/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI12200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,19/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI12200,"6,833.30","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,19/02/2013,Mobile Phones,Informatics,VODAFONE CORPORATE LTD,,,16168370,"26,851.22",,,
Department of Health,Department of Health,19/02/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-485577-70223,"100,000.00",MC_G00440401A,Programme,
Department of Health,Department of Health,19/02/2013,Research & development,Research & Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-485580-70225,"11,945.31",M2072A - NIHR Trainee,Programme,
Department of Health,Department of Health,19/02/2013,Research & development,Research & Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-485580-70225,"25,000.00",TAR Teams capacity building allowance,Programme,
Department of Health,Department of Health,19/02/2013,Research & development,Research & Development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-485576-70226,"72,838.50",91078 (NCRI Secretariat - April - September 2012,Programme,
Department of Health,Department of Health,19/02/2013,Research & development,Research & Development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-485576-70226,"50,000.00",National Awareness & Early Diagnosis Initiative ( NAEDI),Programme,
Department of Health,Department of Health,20/02/2013,Policy Payments,NHS Medical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,N18 1QX,16507,"561,411.00","Financial Support for the agreed project, in accordance with the MOU dated 18/01/13",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,NHS CONFEDERATION,PUBLIC,LS10 1JR,11107,"95,930.00","Agreed funding for NHS Confederation to provide a member of staff, management and other associated costs to support NHS Reconfiguration comms & engagement projec",Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318315,"129,474.02",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318346,"128,078.16",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318380PART PAYT,"68,859.19",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318388,"113,176.60",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318392,"164,785.27",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Service charge,Informatics,BT GROUP PLC,LARGE,NW9 6LB,318548,"78,499.56",Revenue: LSP South FY 2012/13 Revenue Cash Requirements,Programme,
Department of Health,Department of Health,20/02/2013,Professional fees,NHS Finance Operations & Performance,BEARING POINT LTD,SME,WC2B 5DG,4520400036,"31,709.00",Kingston Hospital NHS Trust.  NHSFT Financial Assessments.,Programme,
Department of Health,Department of Health,20/02/2013,Outsourcing Contract,NHS Medical,QUALITY HEALTH LTD,SME,S42 5US,5305,"4,776.84",CPES Contingency for cohort expansion,Programme,
Department of Health,Department of Health,20/02/2013,Outsourcing Contract,NHS Medical,QUALITY HEALTH LTD,SME,S42 5US,5305,"163,309.20","CPES Fieldwork (114,000 cohort)",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,SERCO LISTENING LTD,LARGE,TW9 1DL,90811762,"24,379.25","Health Visitor recruitment, Serco Listening (contact centre), eCRM development Q3 and Q4",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI2200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI2200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI2200,"20,499.90","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,20/02/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI2200,"6,833.30","Freud retainer fee for Janeuary to March 2013, Q4.",Programme,
Department of Health,Department of Health,20/02/2013,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,,,16209570,"618,949.03",,,
Department of Health,Department of Health,20/02/2013,Outsourcing Contract,Social Care,EX SERVICES MENTAL WELFARE SOCIETY,VCS,KT22 0BX,2012TELQ3Q4,"77,500.00",24-Hour helpline-operational costs for 2012-13,Programme,
Department of Health,Department of Health,20/02/2013,Revenue Grants to non-profit institutions,Strategy Finance & NHS,IN CONTROL PARTNERSHIPS,VCS,B47 6JX,ERS-485671-70241,"150,000.00",2012/054 In control Partnerships - project: Support to personal health budgets roll out- policy grant ,Programme,
Department of Health,Department of Health,20/02/2013,Revenue Grants to non-profit institutions,Social Care,CHILD MIGRANT TRUST,VCS,NG2 7PL,ERS-485720-70261,"180,455.00",2010/064  Child Migrant Trust - project: 2010/064 Child Migrant Trust - Project: Service and Infrastructure development grant,Programme,
Department of Health,Department of Health,21/02/2013,Policy Payments,NHS Medical,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SS2 6GE,397255,"386,340.00","Financial Support for the agreed project, in accordance with the contract dated 25/01/13",Programme,
Department of Health,Department of Health,21/02/2013,Outsourcing Contract,Public Health,NHS SUPPLY CHAIN,PUBLIC,DE55 4QJ,9043000012,"2,905,228.00",NHS Supply Chain - SFVS Distributor funding 2012/13,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-485908-70285,"4,826,219.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-485909-70286,"2,388,252.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-485909-70286,"125,000.00",Biomedical Research Unit,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-485910-70287,"6,119,573.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-485911-70283,"187,236.00",CLAHRC - Greater Manchester,Programme,
Department of Health,Department of Health,21/02/2013,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-485912-70282,"3,406,166.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269360RI,"35,372.84","CQC Buildings - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£31,875.08 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269363RI,"36,259.76","Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£36,259.76mthly",Admin,
Department of Health,Department of Health,21/02/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269363RI,"19,251.42","Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning @£19,251.42mthly",Admin,
Department of Health,Department of Health,21/02/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269363RI,"12,533.53","Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management @£12,533.53mthly",Admin,
Department of Health,Department of Health,21/02/2013,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269363RI,"26,405.67","Skipton House - Fixed Costs from Apr 2012 - Mar 2013 - Security @£26,405.67mthly",Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269364RI,"35,756.01","Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£35,756.01 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269364RI,"27,299.10","Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£27,299.10 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269364RI,"19,049.25","Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£19,049.25 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269364RI,"43,887.65","Richmond House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£43,887.65 mthly",Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269365RI,"26,814.04","Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance@£26,814.04 mthly.",Admin,
Department of Health,Department of Health,21/02/2013,Cleaning: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269365RI,"13,028.68","Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Cleaning@£13,028.68 mthly.",Admin,
Department of Health,Department of Health,21/02/2013,Facilities management: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269365RI,"9,772.88","Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Facilities Management@£9,772.88 mthly.",Admin,
Department of Health,Department of Health,21/02/2013,Security: contract,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269365RI,"25,902.42","Wellington House - Fixed Costs from Apr 2012 - Mar 2013 - Security@£25,902.42 mthly.",Admin,
Department of Health,Department of Health,21/02/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00269366RI,"50,048.95","Accommodation Central - Fixed Costs from Apr 2012 - Mar 2013 - Building Maintenance @£50,048.95 mthly",Admin,
