Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Latest Contract Number
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-21953,1470000,,PR8 6PT,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-21954,11076000,,SW17 0QT,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,THE IPSWICH HOSPITAL NHS TRUST,HAFS-21955,1744000,,IP4 5PD,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,THE ROTHERHAM NHS FOUNDATION TRUST,HAFS-21956,1500000,,S60 2UD,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,THE SOLENT NHS TRUST R1C,HAFS-21957,840000,,SO16 4XE,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,THE STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP R1E,HAFS-21958,1500000,,ST5 1QG,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-21959,3950000,,LN2 5QY,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-21960,1915000,,LE5 4QF,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Capital Investment Loans,DG: Holding CT Core,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-21961,2503000,,LE5 4QF,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-21962,6754000,,LA1 4GG,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-21963,825000,,WS2 9PS,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-21964,1431000,,WA7 2DA,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,NORTH BRISTOL NHS TRUST,HAFS-21965,3462000,,BS1 2NP,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,THE QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,HAFS-21966,1550000,,PE30 4ET,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-21967,485000,,WD18 0BH,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-21968,2561000,,WD18 0BH,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-21969,3715000,,WR5 1DD,,,PUBLIC,
,,17/10/2016,Additions NHS Trust Working Capital Loans,DG: Holding CT Core,WYE VALLEY NHS TRUST,HAFS-21970,1645000,,HR1 2ER,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-21971,832000,,BA21 4AT,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-21972,576000,,NG17 4JL,,,PUBLIC,
,,17/10/2016,Additions NHS FTs Working Capital Loans,DG: Holding CT Core,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-21973,397000,,BA21 4AT,,,PUBLIC,
,,17/10/2016,DH Support to Mergers,DG: Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,0000481566,4979583,Stafford transition and integration costs,ST4 7LN,,,PUBLIC,
,,17/10/2016,DH Support to Mergers,DG: Holding CT Core,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,S0000980,1737000,WMUH Transformation,SW10 9NH,,,PUBLIC,
,,17/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BT GROUP PLC,422791,6576965.24,Revenue 2016/17 BT Global N3: PO requests to cover BT Invoice for 16-17,NW9 6LB,,,LARGE,
,,17/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",CSC COMPUTER SCIENCES LTD,5201468839,41459.8,Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,,,LARGE,
,,17/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",MASTEK UK LTD,90336573,23643.65,Capital 2016/17 Mastek Spine 2: Development & Testing Apr- May 2016,RG1 8BW,,,LARGE,
,,17/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",MASTEK UK LTD,90336573,55168.52,Revenue 2016/17 Spine 2 Mastek MAS1-4-003 - Extension to CIS Support- Support activity Jul 16- Sep 16,RG1 8BW,,,LARGE,
,,17/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",MASTEK UK LTD,90336691,21215.66,Capital 2016/17 Mastek Spine 2: Development & Testing Apr- May 2016,RG1 8BW,,,LARGE,
,,17/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",MASTEK UK LTD,90336691,57360.88,Revenue 2016/17 Spine 2 Mastek MAS1-4-003 - Extension to CIS Support- Support activity Jul 16- Sep 16,RG1 8BW,,,LARGE,
,,17/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV001314,218162,"Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,,,SME,
,,17/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV001315,194058,"Revenue 2016/17 Revenue eRS-3 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes Sep-Nov16 these costs will fall within the budget to be set for 2016/17.",LS1 2TW,,,SME,
,,17/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",BJSS LTD,INV001316,179130,"Capital 2016/17 BJSS eRS: 7 Month extension supporting GDS review BJS1-2-007 BJSS, which also includes May-Nov16, these costs will fall within the budget to be set for 2016/17.",LS1 2TW,,,SME,
,,17/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",MARTINDALE PHARMACEUTICALS LTD,90212887,128981.88,,,,,LARGE,
,,17/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",KENT PHARMACEUTICALS LTD,EMBS-011,41554.26,,,,,SME,
,,17/10/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,DELOITTE,1111360058,50000,EEA Process Redesign Phase 2 Tranche 2,EC4A 3TR,,,LARGE,
,,17/10/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,SERCO LTD,91310675,224390.81,Serco Ltd - For services provided on the Healthy Start Issuing Unit (HSIU) - April 2014 to March 2017,RG27 9UY,,,LARGE,
,,17/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LEEDS UNIVERSITY OF,ERS-563384-128745,27368.79,NIHR Fellowships,LS2 9JT,,,PUBLIC,
,,17/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,Bournemouth University,ERS-563385-128744,178389,NIHR Fellowships,BH12 5BB,,,SME,
,,17/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY OF THE WEST OF ENGLAND,ERS-563390-128749,42007.48,Invention for Innovation,BS16 1QY,,,PUBLIC,
,,17/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,QUEEN MARY UNIVERSITY OF LONDON,ERS-563392-128748,63635.59,HTA Researcher Lead,E1 2AX,,,PUBLIC,
,,17/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,LIVERPOOL UNIVERSITY OF,ERS-563393-128746,42539,Invention for Innovation,L69 3BX,,,PUBLIC,
,,17/10/2016,Outsourcing Contract,DG: STRATEGY & EXTERNAL RELATIONS,IBM UK LTD,5809161262,1848836.99,DH/IBM ESR Contract - Service Charges,PO6 3AU,,,LARGE,
,,17/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Wigan),W16091530352,52430.67,,,,,,
,,17/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Wigan),W16091530895,26036.13,,,,,,
,,17/10/2016,"SFVS - product & distribution cost, during part September & part October 2016",,Total Produce Plc (Wigan),W16091530350,27862.73,,,,,,
,,18/10/2016,Policy Payments,DG: Holding CT Core,Central Manchester University Hospitals Foundation Trust Charity,6210061267,1100000,"Central Manchester University Hospital - LIBOR grant for £1.1m in FY 16/17, committed by the Chancellor at the recent Budget.",M13 9NQ,,,VCS,
,,18/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10444,127430.23,"Revenue 2016/17 ERS Intechnology - IAAS - Hosting, Infrastructure, Support and Service Management - FY1617 Service Charges Aug to Sep16 Maximum capped amount as per CCN INT1-3-029 for a volume based contractService Charges July 2016. CCN I",HG3 1UG,,,SME,
,,18/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10460,16764.04,"Revenue 2016/17 eRS Intechnology: IAAS - Hosting, Infrastructure, Support and Service Management - FY1617 Service Charges June 2016 (1 of 3 months re CCN)",HG3 1UG,,,SME,
,,18/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10460,56151.22,"Revenue 2016/17 eRS Intechnology: IAAS - Hosting, Infrastructure, Support and Service Management - FY1617 Service Charges April & May 2016 (2 of 3 months re CCN)",HG3 1UG,,,SME,
,,18/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",INTECHNOLOGY LTD,ISIN10460,56465.77,"Revenue 2016/17 ERS Intechnology - IAAS - Hosting, Infrastructure, Support and Service Management - FY1617 Service Charges Aug to Sep16 Maximum capped amount as per CCN INT1-3-029 for a volume based contractService Charges July 2016. CCN I",HG3 1UG,,,SME,
,,18/10/2016,Policy Payments,DG: PUBLIC & INTERNATIONAL HEALTH,HOMES AND COMMUNITIES AGENCY (HCA),S0012734,903428,Platform for Life funding for 2016/2017,NE11 0NA,,,PUBLIC,
,,18/10/2016,Provisions cash payment,DG: PUBLIC & INTERNATIONAL HEALTH,THE MACFARLANE TRUST,MFT-03/2016-17,504257.14,Macfarlane Trust funding 2016-17,SW1H 0QS,,,VCS,
,,18/10/2016,ENDPBs Admin Capital Grant in Aid,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",HOMES AND COMMUNITIES AGENCY (HCA),S0012733,387500,HCA - CASSH Fund Capital Payments 16/17,NE11 0NA,,,PUBLIC,
,,18/10/2016,Provisions cash payment,DG: STRATEGY & EXTERNAL RELATIONS,NHS INJURY BENEFITS SCHEME,ERS-563433-128761,4457211.24,"Injury Allowance Recharge Payment, September 2016",FY7 8LG,,,PUBLIC,
,,19/10/2016,Radio communications,"DG: FINANCE, COMMERCIAL & NHS",AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-505,2187544.35,April 16 - March 17 Core Service Charges,SL1 2EJ,,,LARGE,
,,19/10/2016,Secondees in invoiced costs,"DG: FINANCE, COMMERCIAL & NHS",CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST RYX,2000000505,35222.54,,SW1E 6QP,,,PUBLIC,
,,19/10/2016,Addition Clearing - P&M,DG: GROUP OPERATIONS,KIER FACILITIES SERVICES LTD,16031058,150978,"Wellington House – Installation of Airedale Chillers, Langlet Roofing System.",RG21 4HG,,,LARGE,
,,19/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431151RI,16087.75,"Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - CQC @ £16,087.75 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Cleaning: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431151RI,3961.69,"Cleaning Fixed Costs Apr 2016 - Mar 2017 - CQC @ £3,961.69 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431151RI,5048.16,"FM - Fixed Costs from Apr 2016 - Mar 2017 - CQC @ £5,048.16 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Rent of Land & Buildings (non-PFI operating lease),DG: GROUP OPERATIONS,Government Legal Department,A2343,212280,,WC2B 4TS,,,PUBLIC,
,,19/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431153RI,7810.58,"Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - PRH @ £7,810.58 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Cleaning: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431153RI,4681.25,"Cleaning Fixed Costs Apr 2016 - Mar 2017 - PRH @ £4,681.25 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431153RI,7880.87,"FM - Fixed Costs from Apr 2016 - Mar 2017 - PRH @ £7,880.87 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Security: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431153RI,1679.41,"Security Fixed Costs Apr 2016 - Mar 2017 - PRH @ £1,679.41 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431149RI,53765.57,"Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - RH @ £53,765.57 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Cleaning: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431149RI,32174.81,"Cleaning Fixed Costs Apr 2016 - Mar 2017 - RH @ £32,174.81 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431149RI,32547.81,"FM - Fixed Costs from Apr 2016 - Mar 2017 - RH  @ £32,547.81 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Security: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431149RI,53350.5,"Security Fixed Costs Apr 2016 - Mar 2017 - RH @ £53,350.50 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431145RI,26925.66,Skipton - Central FM Costs Apr 2016 - Mar 2017 - re cc19182,SO53 3YE,,,LARGE,
,,19/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431148RI,51220.18,"Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - SKH @ £51,220.18 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Cleaning: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431148RI,25617.08,"Cleaning Fixed Costs Apr 2016 - Mar 2017 - SKH @ £25,617.08 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431148RI,23071.6,"FM - Fixed Costs from Apr 2016 - Mar 2017 - SKH @ £23,071.60 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Security: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431148RI,30570.97,"Security Fixed Costs Apr 2016 - Mar 2017 - SKH @ £30,570.97 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431150RI,45926.1,"Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - WEL @ £45,926.10 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Cleaning: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431150RI,22580.37,"Cleaning Fixed Costs Apr 2016 - Mar 2017 - WEL @ £22,580.37 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Facilities management: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431150RI,18347.66,"FM - Fixed Costs from Apr 2016 - Mar 2017 - WEL @ £18,347.66 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Security: contract,DG: GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00431150RI,32426.8,"Security Fixed Costs Apr 2016 - Mar 2017 - WEL @ £32,426.80 mthly",SO53 3YE,,,LARGE,
,,19/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",TEVA UK LTD,2310481809,380824.14,,,,,LARGE,
,,19/10/2016,Essential Meds SPG - Additions,"DG: INNOVATION, GROWTH & TECHNOLOGY",TEVA UK LTD,2310481809,0.45,,,,,LARGE,
,,19/10/2016,Outsourcing Contract,DG: PUBLIC & INTERNATIONAL HEALTH,NHS SUPPLY CHAIN,9047000041,535909,NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,20/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6291223,192957.06,2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,,,PUBLIC,
,,20/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6291223,143051.94,2016-17 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,,,PUBLIC,
,,20/10/2016,Provisions cash payment,"DG: FINANCE, COMMERCIAL & NHS",NHS PROPERTY SERVICES LTD,48469435,128607.68,Costs relating to Management of NHS direct properties 2015-16,WF3 1WE,,,PUBLIC,
,,20/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",COMPAREX UK LTD,160000010PRUKA,57810.29,Revenue 2016/17 Comparex Choices - Licence and support for the 1st June 16  31st March,HA1 3EL,,,SME,
,,20/10/2016,Other programme expenditure,DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,354925187,870000,,RH10 1UH,,,PUBLIC,
,,20/10/2016,Policy Payments,DG: PUBLIC & INTERNATIONAL HEALTH,RURAL PAYMENTS AGENCY (RPA),SMTP16/17Q2_P70XQ03,53855.7,Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding - April 2016 to July 2017,RG13BV,,,PUBLIC,
,,20/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-563489-128822,104217.45,Invention for Innovation,B15 2PR,,,PUBLIC,
,,20/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-563490-128821,36874,Research for Patient Benefit,WF3 1WE,,,PUBLIC,
,,20/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,KINGS COLLEGE LONDON,ERS-563486-128825,219198,Invention for Innovation,SE1 8WA,,,PUBLIC,
,,20/10/2016,Research & development,DG: RESEARCH & DEVELOPMENT,SALFORD UNIVERSITY OF,ERS-563491-128826,41215,Innovate UK,M5 4WT,,,PUBLIC,
,,20/10/2016,IT minor costs non capital,DG: STRATEGY & EXTERNAL RELATIONS,SAPIENT LTD,42561,31741.25,Advisory Committee for Clinical Excellence Awards - IT Project from January 2016 - October 2016,E1 6DU,,,LARGE,
,,20/10/2016,Professional fees,DG: STRATEGY & EXTERNAL RELATIONS,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00024572,50000,GAD Payments 2016-17,EC4A 1AB,,,LARGE,
,,20/10/2016,Capital Grants to non-profit institutions,DG: STRATEGY & EXTERNAL RELATIONS,SKILLS FOR CARE LTD,ERS-563466-128801,69000,2016/010B Skills for Care Capital Funding,LS1 2RP,,,VCS,
,,20/10/2016,Revenue Grants to non-profit institutions,DG: STRATEGY & EXTERNAL RELATIONS,SKILLS FOR CARE LTD,ERS-563465-128781,3972000,2016/010a Skills for Care - 2016/17 Revenue Grant,LS1 2RP,,,VCS,
,,21/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",Medley Business Solutions Ltd,16099,57302.4,Provision of coaching and support in the development of the contract management arrangements for the new business management system; and provide advice on the alignment of other corporate service contracts into this model,GU4 8PR,,,SME,
,,21/10/2016,DH PAYE Expenditure,"DG: FINANCE, COMMERCIAL & NHS",HM REVENUE AND CUSTOMS HMRC,FASTER PAYT. 21/10/2016,37311.89,,BN12 4XH,,,PUBLIC,
,,21/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",CELERIS GROUP LTD,008,174000,PEPPOL/Celeris Phase 3 engagement,WC1B 3HH,,,SME,
,,21/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,Faithful and Gould,16026109,16495.92,NHSE - SKH House - To support the relocation of London Regional Team from Southside to Skipton House - Ref. Inv.16026109,NW1 3AT,,,LARGE,
,,21/10/2016,Building repairs & maintenance,DG: GROUP OPERATIONS,Faithful and Gould,16026109,62020.31,NHSE - SKH House - To support the relocation of London Regional Team from Southside to Skipton House,NW1 3AT,,,LARGE,
,,21/10/2016,Addition Clearing - IT,DG: GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584219396,33867,WR0630-05 - DH Video Conferencing Future Services - Enabling Lync Video calls,WS11 0JA,,,LARGE,
,,21/10/2016,DH Support to Mergers,DG: Holding CT Core,THE ROYAL WOLVERHAMPTON NHS TRUST,0000197061,475000,Stafford Transition and integration costs,WV10 0QP,,,PUBLIC,
,,21/10/2016,DH Support to Mergers,DG: Holding CT Core,THE ROYAL WOLVERHAMPTON NHS TRUST,0000197061,84000,Transaction costs,WV10 0QP,,,PUBLIC,
,,21/10/2016,Outsourcing Contract,"DG: INNOVATION, GROWTH & TECHNOLOGY",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12673502,300000,CPA request form - 04 GP Metrics.,LS1 6AE,,,PUBLIC,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",DXS UK LTD,23176,263948.01,Capital 2015/16 GPSoC Replacement charges - Subsidary License Fee ( Decision Support),GU10 4PS,,,SME,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",DXS UK LTD,23176,75298.24,Capital 16/17 GPSOC DXS International - Capital charges  - Subsidary License Fee ( Decision Support),GU10 4PS,,,SME,
,,21/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",DXS UK LTD,23176,147060.51,Revenue 2016/17 GPSoC Replacement DXS - Charges for the Period Commencing 01/04/2016 to 31/12/16 System Support and Maintenance Charges,GU10 4PS,,,SME,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,273368.87,Capital 2015/16 GPSoC Replacement charges for the  Period commencing: Software Licence Charges - Subsidary module - Appointments 01/04/2016 - 31/12/2016,LS18 5TN,,,SME,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,609786.79,Capital 2015/16 GPSoC Replacement charges for the  Period commencing\ FY15/16: Software Licence Charges - Subsidary module - Document Management 15/10/2015 - 31/12/2016,LS18 5TN,,,SME,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,214126.33,Capital 2016/17 GPSOC TPP - Capital charge TPP Licences Appointments LSP's transfers to GPSoC,LS18 5TN,,,SME,
,,21/10/2016,Addition Clearing - SW LIC,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,11902.19,Capital 2016/17 GPSOC TPP - Capital charge TPP Licences DocMgt LSP's transfers to GPSoC,LS18 5TN,,,SME,
,,21/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,12175.48,Revenue 2016/17 TPP GPSOC - Revenue  charges for TPP Appointments from April to Dec 16,LS18 5TN,,,SME,
,,21/10/2016,Service charge,"DG: INNOVATION, GROWTH & TECHNOLOGY",THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC027C,18511.27,"Revenue 2016/17 GPSOC TPP - Revenue charges for TPP Docman from April to Dec 16	 ",LS18 5TN,,,SME,
,,21/10/2016,EEA medical costs (ST),DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,355260780,562452.87,,RH10 1UH,,,PUBLIC,
,,21/10/2016,Provisions cash payment,DG: PUBLIC & INTERNATIONAL HEALTH,PGO FOREIGN CURRENCY PAYMENTS,355260780,230717.34,,RH10 1UH,,,PUBLIC,
,,21/10/2016,Outsourcing Contract,"DG: SOCIAL CARE, LOCAL GROWTH & CARE PARTNERSHIPS",IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40216758,102000,IDEA (LGA): Q2-4 of the Care and Health Integration Programme 2016/17,EC1M 5LG,,,VCS,
,,24/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12673610,197751,ECDS – Impact Options Assessment,LS1 6AE,,,PUBLIC,
,,24/10/2016,Outsourcing Contract,"DG: FINANCE, COMMERCIAL & NHS",THOMAS TELFORD LTD TAS ICE PUBLISHING,00032992,36440.4,P22 NEC3 Contract Licence Agreement 2016-2020,SW1P 3AA,,,LARGE,
,,24/10/2016,Outsourcing Contract,DG: GROUP OPERATIONS,NHS SHARED BUSINESS SERVICES SBS,100044814,90833.18,BMS Support 1 April - 31 March 2017,WF3 1WE,,,PUBLIC,
,,24/10/2016,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-21974,221000,,BL4 0JR,,,PUBLIC,
,,24/10/2016,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-21975,590000,,BL4 0JR,,,PUBLIC,
