Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,HMCTS,27/03/2013,222001-Maintenance,FZ999-Midlands Region,DH FATHERS LTD,2396172,"94,970.00",Birmingham Magistrates' - DH Fathers - Asbestos Works - Strip out & make good Court 4 - Principle Contractor,CIS-NG16 3SU,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222001-Maintenance,AG999-HQ - Estates,DIMESTAGE (CONSTRUCTION COMPANY) LTD (DCC),2396179,"56,065.00","Carr Manor Judges Lodgings - Rainwater, guttering works and new shower room in clerks bedroom",CIS-LS27 7EL,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,2397610,"127,607.00",CIS Labour - Birmingham Mags - Sitec Interiors - Fire Safety Works - Phase 3 (existing order closed in error),CIS-B1 3AP,0,Programme
Ministry of Justice,HMCTS,28/03/2013,222001-Maintenance,BZ999-London Region,ATKINS,2399668,"22,202.00","PRFD First Avenue House (LON/CFT/12-13 0526) - ATKINS -  1139-WORKS/FM-SW-RFI - Feasibility study for the co-location of PRFD & ILFPC Wells St 		",WR5 1TX,0,Programme
Ministry of Justice,HMCTS,28/03/2013,222001-Maintenance,FZ999-Midlands Region,DH FATHERS LTD,2399842,"62,747.00",Birmingham Magistrates' - DH Fathers - Asbestos Works - Strip out & make good Court 4 - Principle Contractor,CIS-NG16 3SU,0,Programme
Ministry of Justice,HMCTS,06/03/2013,222002-Other Property Costs,SJ999-Scotland,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),2016,"10,092.00",Service Charges,NP10 8QQ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),2070,"750,110.00",Building Occupancy costs,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),2070,"47,761.00",Building Occupancy costs,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222002-Other Property Costs,BZ999-London Region,HMRC,2071,"24,157.00",Service Charges,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222002-Other Property Costs,DZ999-South West Region,EDDISONS,2363497,"11,719.00",Service Charges,WC2H 0AU-RENT,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222002-Other Property Costs,DZ999-South West Region,GVA GRIMLEY LTD T/A GVA,2363568,"10,616.00",Service Charges,B1 2JJ-VALAD,0,Programme
Ministry of Justice,HMCTS,05/03/2013,222002-Other Property Costs,BZ999-London Region,BRUNTWOOD,2366056,"9,233.00",Service Charges,M1 4BT-RENTALPH,0,Programme
Ministry of Justice,HMCTS,05/03/2013,222002-Other Property Costs,BZ999-London Region,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,2366182,"87,112.00",Service Charges,W1S 2ER-ROSE AV,0,Programme
Ministry of Justice,HMCTS,06/03/2013,222002-Other Property Costs,CZ999-South East Region,CAPITA SYMONDS,2369958,"29,920.00",Service Charges,WC2H 8AD-A/C005,0,Programme
Ministry of Justice,HMCTS,06/03/2013,222002-Other Property Costs,BZ999-London Region,SANDERSON WEATHERALL,2370245,"34,673.00",Service Charges,LS1 4WG-CHARGE,0,Programme
Ministry of Justice,HMCTS,06/03/2013,222002-Other Property Costs,CZ999-South East Region,SAVILLS COMMERCIAL LTD,2370247,"13,207.00",Service Charges,M2 4AW,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222002-Other Property Costs,GZ999-North West Region,BOLTON COUNCIL,2372162,"2,184.00",Service Charges,BL1 1RX,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222002-Other Property Costs,GZ999-North West Region,BOLTON COUNCIL,2372162,722,Service Charges,BL1 1RX,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222002-Other Property Costs,FZ999-Midlands Region,CBRE LTD,2372211,"3,854.00",Service Charges,G2 6UA-HAMPCC,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222002-Other Property Costs,BZ999-London Region,GBR PHOENIX BEARD,2372337,"93,016.00",Service Charges,B3 3WX EID SC,0,Programme
Ministry of Justice,HMCTS,13/03/2013,222002-Other Property Costs,SJ999-Scotland,TELEREAL TRILLIUM,2378879,"23,238.00",Service Charges,LS11 9DX,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222002-Other Property Costs,GZ999-North West Region,BRUNTWOOD,2380545,"15,711.00",Service Charges,M1 4BT-RENTBRU,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222002-Other Property Costs,BZ999-London Region,CITY OF LONDON,2380587,"23,965.00",Service Charges,EC2P 2EJ-RENT,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222002-Other Property Costs,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2380865,"32,320.00",Service Charges,W1B 1PN,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222002-Other Property Costs,FZ999-Midlands Region,OPTIC ASSET MANAGEMENT LTD,2380980,"23,451.00",Service Charges,LS11 0LT-REASS,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222002-Other Property Costs,BZ999-London Region,MAPELEY STEPS CONTRACTOR LTD,2383014,"52,096.00",Service Charges,SE1 0TA,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222002-Other Property Costs,BZ999-London Region,MAPELEY STEPS CONTRACTOR LTD,2383014,"9,929.00",Service Charges,SE1 0TA,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222002-Other Property Costs,BZ999-London Region,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,2386169,"32,276.00",Service Charges,W1S 2ER-ROSE AV,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222002-Other Property Costs,SJ999-Scotland,CBRE LTD,2389125,"57,921.00",Service Charges,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222002-Other Property Costs,SJ999-Scotland,CBRE LTD,2389125,"38,350.00",Service Charges,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222002-Other Property Costs,FZ999-Midlands Region,CUSHMAN & WAKEFIELD LLP,2396119,"49,901.00",Service Charges,B2 2JT-MERCIA,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222002-Other Property Costs,CZ999-South East Region,LAND SECURITIES PROPERTIES LTD,2396610,"22,102.00",Service Charges,WC2N 5AF##,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222002-Other Property Costs,BZ999-London Region,MAPELEY STEPS CONTRACTOR LTD,2396700,"29,459.00",Service Charges,SE1 0TA,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222002-Other Property Costs,SL999-Centralised Frontline,UKI CHARITABLE FOUNDATION,2397770,"33,300.00",Information Search Services,LE1 7GJ,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222002-Other Property Costs,SL999-Centralised Frontline,UKI CHARITABLE FOUNDATION,2397770,"14,700.00",SCA Accommodation,LE1 7GJ,0,Programme
Ministry of Justice,HMCTS,28/03/2013,222002-Other Property Costs,HZ999-North East Region,JONES LANG LASALLE LTD,2400056,"21,395.00",SCA Accommodation,E14 5WQ-SERVICE,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2363537,"26,871.00",ICT App Maint & Supp (VAT Rec),CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2363778,"29,616.00",ICT Other (NON VAT Rec),CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2372539,"67,803.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,12/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2374880,"28,215.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2380938,"104,168.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2382757,"28,980.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2382757,"23,999.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"601,702.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"495,203.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"372,998.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"232,877.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"229,719.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"175,366.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"155,452.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"114,217.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"105,681.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"102,204.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"91,578.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"63,597.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"62,299.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"57,467.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"57,386.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"40,153.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"35,766.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"29,953.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"26,343.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"10,348.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"8,845.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"8,152.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"6,377.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"3,391.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,"1,023.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2382758,580,Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2383064,"108,505.00",Service Chg Prepay Control Account,BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"220,527.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2383065,"119,050.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"114,814.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"101,847.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"37,449.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"34,574.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"34,109.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2383065,"33,522.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2383065,"27,180.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"22,652.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"17,296.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"12,491.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"11,249.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"7,401.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"3,760.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"2,459.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"1,603.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,"1,540.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2383065,852,Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"137,044.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"80,341.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"73,048.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"58,383.00",Service Chg Prepay Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"36,388.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"36,120.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"15,154.00",Service Chg Prepay Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"12,553.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"12,299.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"5,706.00",Service Chg Prepay Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"4,900.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"4,822.00",Service Chg Prepay Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"2,733.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2386209,"2,519.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"224,244.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"137,613.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"111,911.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"35,685.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"11,786.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2386210,"7,735.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,AG999-HQ - Estates,G4S INTEGRATED SERVICES (UK) LTD,2389260,"38,171.00",Rent Prepayment Control Account,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2389261,"293,075.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2389261,"217,890.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2389261,"124,055.00",Rent Prepayment Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2389261,"28,669.00",Service Chg Prepay Control Account,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"609,138.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"414,207.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"332,516.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"292,506.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"164,788.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"159,397.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"114,590.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"76,931.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"68,205.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"53,503.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"46,329.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"46,270.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2389499,"38,622.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"20,539.00",Rent Prepayment Control Account,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2389499,"17,292.00",Service Chg Prepay Control Account,CIS-BS16 7FH,0,Programme
