Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,27-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-420292-40741,175000,,,
Department of Health,Department of Health,27-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,BRISTOL CITY COUNCIL,ERS-420320-40754,182000,,,
Department of Health,Department of Health,27-Jan-11,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006533,96742,,,
Department of Health,Department of Health,27-Jan-11,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006534,459005,,,
Department of Health,Department of Health,27-Jan-11,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006533,2323857.5,,,
Department of Health,Department of Health,27-Jan-11,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,4410,3235622.4,,,
Department of Health,Department of Health,28-Jan-11,Secondees in invoiced costs,COMMISSIONING,SUTTON AND MERTON PCT,6306327,31015.68,,,
Department of Health,Department of Health,28-Jan-11,Other programme expenditure,COMMISSIONING,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,FBEFM38,93511.07,,,
Department of Health,Department of Health,28-Jan-11,Consultancy/Professional Advice,COMMISSIONING,ERNST AND YOUNG LLP,GB10300001294,178215.9,,,
Department of Health,Department of Health,28-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731571,27820,,,
Department of Health,Department of Health,28-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731562,36717,,,
Department of Health,Department of Health,28-Jan-11,Capital Grant in AID to NDPBs,HEALTH PROTECTION AND IMPROVEMENT,HUMAN FERTILISATION AND EMBRYOLOGY AUTHORITY (HFEA),DECEMBER DRAWDOWN,11600,,,
Department of Health,Department of Health,28-Jan-11,Consultancy/Professional Advice,HEALTH PROTECTION AND IMPROVEMENT,MOUCHEL MANAGEMENT CONSULTING LTD,90054254VAT,38907.05,,,
Department of Health,Department of Health,28-Jan-11,Revenue Grant in Aid to NDPBs,HEALTH PROTECTION AND IMPROVEMENT,HUMAN FERTILISATION AND EMBRYOLOGY AUTHORITY (HFEA),DECEMBER DRAWDOWN,364085,,,
Department of Health,Department of Health,28-Jan-11,Service Charge,HEALTH PROTECTION AND IMPROVEMENT,UNIDRUG DISTRIBUTION GROUP LTD,901005526,21584.73,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,-9000,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,31,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,34,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,48,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,50,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,50,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,57.2,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,63,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,83.21,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,83.21,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,83.79,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,88,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,100,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,100,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,124,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,129,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,135,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,150,,,
Department of Health,Department of Health,28-Jan-11,Addition Clearing - IT,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,156,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,171,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,212,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,250,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,265.34,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,307.5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,310,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,315,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,320,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,336.21,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,352,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,358,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,382,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,412,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,412.5,,,
Department of Health,Department of Health,28-Jan-11,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,ISIS INNOVATION LTD,10065,425,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,430.94,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,433.13,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,468.75,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,506,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,506.1,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,570.8,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,572,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,620.77,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,638,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,664,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,689,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,706,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,770,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,775,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,775,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,775,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,783,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,800,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,800,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,814,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,814,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,814,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,815,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,823,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,861,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,914.04,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1012,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1060,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1060,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1093.5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1161,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,1200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,1214,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,1214,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,1229.71,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,1241.54,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,1263.36,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,1344.84,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,1375,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,1528,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,1531,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1600,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,1646,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,1708.34,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,1850,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,1858.63,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,1873.83,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,2081.16,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,2158,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,2191.14,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,2195.2,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,2200,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,2335.56,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,2404,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,2498.4,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,2583,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,2600,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,2754,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,2756,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,3075.97,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,3190,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,3255,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,3600,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,3795,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,3942.6,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,3942.6,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,4050,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,4068.74,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,4179.66,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,4317.47,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,4327.2,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,4389,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,4778.84,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,4880,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,4919.5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,4965.92,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,4969.52,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,5060,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,5060,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,5262,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,5500,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,5670,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,6150,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,6244.8,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,6800,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,6852.5,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,6881.4,,,
