Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,BZ999-London Region,DERBYSHIRE COURTS LTD,1900507,"£89,342.07",,SE1 9RA,0,Programme
Ministry of Justice,MoJ HQ,16-Jan-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,LANCASTER CLEANING AND SUPPORT SERVICES,1065937,"£89,674.86","Annual cleaning services across the MoJ estate, to be billed monthly and according to property  - 102 Petty France- ND190",DY1 4TA,0,Admin
Ministry of Justice,HMCTS,20-Jan-12,221000-Property Rent and Rates,SJ999-Scotland,JONES LANG LASALLE LTD,1892245,"£90,357.75",,E14 5WQ-SERVICE,0,Programme
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS EDWARD HAYES LLP#DX 432,560686,"£91,132.80",,DX 432,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,212001-Agency staff,PZ501-MoJ ICT Feeder,CAPITA RESOURCING LTD,1066625,"£92,140.96",Services of MoJ ICT Assurance Analyst (RC Architect),SL6 1DP,0,Admin
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1900785,"£92,456.09",London Estates - Mitie Engineering - CIS LABOUR -  Monthly M&E Contract 11/12,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,13-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MARSTON GROUP,1882542,"£92,543.33",Debt Collection,EN9 1EL,0,Balance Sheet
Ministry of Justice,HMCTS,27-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DERBYSHIRE COURTS LTD,1900507,"£93,342.07",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1065316,"£93,370.00",A-R-02566-05- Move services including desktop equipment for Axis one off charge- NG210,WV10 6UH,0,Admin
Ministry of Justice,HMCTS,13-Jan-12,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,1883146,"£93,641.50",Shefield PFI - Palecastle - Unitary Charges for sheffield PFI - Monthly -11/12,WA14 2EX,0,Programme
Ministry of Justice,MoJ HQ,19-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1066238,"£94,318.00","CCNS193 EIP2NetSec AV Boundary (ref Martyn Maltby) - Mst 1 Design, Build and Unit Test",M14 0WN,E134,Programme
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,UK COURT SERVICES LTD,1886769,"£95,185.97",Provision under a PFI agreement of accommodation for office or other governmental use,WR12 7LJ,0,Balance Sheet
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,UK COURT SERVICES LTD,1886769,"£95,185.97",Provision under a PFI agreement of accommodation for office or other governmental use,WR12 7LJ,0,Balance Sheet
Ministry of Justice,HMCTS,24-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,H & W COURTS LIMITED,1895448,"£95,363.46",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
Ministry of Justice,MoJ HQ,12-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ORACLE CORPORATION UK LTD,1065770,"£95,572.82",,RG6 1RA,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,H & W COURTS LIMITED,1875602,"£96,126.72",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
Ministry of Justice,MoJ HQ,16-Jan-12,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1065917,"£96,183.92",Hammicks Lot 6 Subscription Renewal 2012,EC4A 2NJ,0,Admin
Ministry of Justice,MoJ HQ,30-Jan-12,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CARLISLE SECURITY SERVICES LTD,1066910,"£97,550.21",Providing a years Manned Guarding Service (Security Officers) to 102 Petty France,AL7 1TW,0,Admin
Ministry of Justice,HMCTS,24-Jan-12,223001-Printing Postage and Office expenditure,HZ999-North East Region,DX NETWORK SERVICES LTD,1895330,"£98,129.28",North East Consol Account - Subscription Services for Jan '12- Mar '12,NN3 6YG,0,Programme
Ministry of Justice,HMCTS,24-Jan-12,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,1895261,"£98,167.02",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,03-Jan-12,222001-Maintenance,AP999-HQ - Strategy & Change,DERWENT VALLEY LTD#TV310000001,546838,"£99,857.50",,W1S 2ER,0,Programme
Ministry of Justice,HMCTS,04-Jan-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1873887,"£100,000.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1066885,"£100,000.00",CCN1999-07 - DIR Programme - Resource,WV10 6UH,E046,Programme
Ministry of Justice,HMCTS,25-Jan-12,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,1899062,"£101,532.54",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,24-Jan-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1895404,"£101,629.17",,CIS-LE10 3JF,F081,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£101,827.94",Managed Service - Security Management Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,DZ999-South West Region,REGENT OFFICE CARE LTD,1886536,"£102,218.28",South West Region-DA170-222152-Regent Office Care-11/12,CV6 4QH,0,Programme
Ministry of Justice,HMCTS,13-Jan-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1882615,"£102,875.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,HMCTS,25-Jan-12,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,1899062,"£102,900.92",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1065900,"£103,024.67",PL111 - This relates to an IA managed Service (Catalogue),GU2 7YP,0,Admin
Ministry of Justice,HMCTS,24-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1895705,"£109,896.56",Field House - Norland Managed Service Ltd - CIS LABOUR - Installation and upgrade of Chiller Plant,CIS-SE1 1RU,0,Programme
Ministry of Justice,HMCTS,11-Jan-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1881103,"£110,397.84",Midlands Region - Mitie Technical - M&E Contract 11/12,CIS-PO1 9DB,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£111,299.84",OMNI VOIP Service,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,266000-Judicial Costs,LZ600-Transforming Justice,OXFORD UNIVERSITY PRESS,1066987,"£111,709.12",Blackstone Criminal Practice 2012 -MA140,OX2 6DP,0,Admin
Ministry of Justice,HMCTS,10-Jan-12,222001-Maintenance,FZ999-Midlands Region,EMCOR FACILITIES SERVICES LTD,1877642,"£112,152.48",Midlands Region - Emcor - M&E Contract 11/12,CIS-SO53 3YE,0,Programme
Ministry of Justice,HMCTS,18-Jan-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1889092,"£112,561.00",CCN 171 DARTS Phase 2 - Early Stage Implementation,CF31 9AP,B319,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1886287,"£113,045.18",London Estates - Mitie Engineering - CIS LABOUR -  Monthly M&E Contract 11/12,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,261000-Fuel and Utilities,CZ999-South East Region,CORONA ENERGY,1903328,"£113,511.81",South East Region - Corona - Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,222002-Other Property Costs,HZ999-North East Region,ELITE CLEANING & ENV SERVICES LTD,1892128,"£114,804.18",North East Consol Account - Monthly Contractual Cleaning Contract Continuation replacing PO 20000128503  - Elite - 11/12,M21 7GJ,0,Programme,,
Ministry of Justice,HMCTS,25-Jan-12,265000-IT & Telecommunications,AT899-HQ - ICT,AMTEC CONSULTING PLC,1898982,"£115,675.00","Contract for provision of a monthly support service for eWorking within the RCJ, previously contracted under  RPU SW 10 10 24 124 and per attached Statement of Work. Contract from 01/10/2011 to 31/1/2012 with an option for MOJ to extend.",GU9 7XX,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£116,485.10",OMNI LLS,M14 0WN,0,Programme,,
Ministry of Justice,HMCTS,25-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,MITIE FACILITIES SERVICES LIMITED,1899243,"£116,881.10",Bury Courthouse - Internal refurbishment and replacement fire alarm.  Contract no. ECC option A Contract/MW/HMCTS/2011-12/GM005 refers,CIS-ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,BLACKFORDS LLP#DX 2617,1890233,"£120,000.00",,DX 2617,0,Programme,,
Ministry of Justice,HMCTS,23-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,1893390,"£120,089.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1875363,"£120,671.00",A-R-01716-01-v02 eWorking for the RCJ - Deployment and infrastructure upgrades,WV10 6UH,B325,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£121,103.69",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£121,306.66",MOJ Corporate Staff Rostering,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1892367,"£123,495.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,SKANSEN INTERIORS LTD,1903925,"£124,813.23",CIS Labour - Highbury Corner MC - Skansen Interiors - Phase 2 of the asbestos remediation & building reinstatement works - PAR 2069,CIS-EC4N 1TX,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1066885,"£125,000.00",CCN A-R-215 - MAAT Service Desk Calls- April 10 to July 11 (One Off Costs),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£125,146.76",QBD CTOPs Service,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,03-Jan-12,222001-Maintenance,CZ999-South East Region,EC HARRIS LLP,1872347,"£127,500.00",Various SE Courts - EC Harris - Commission fees 2011/2012,M60 3NT,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,223001-Printing Postage and Office expenditure,GZ999-North West Region,DX NETWORK SERVICES LTD,1895330,"£128,517.23",North West Consol Account - Subscription Services for Jan '12- Mar '12,NN3 6YG,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1900816,"£129,333.59",London Estates - Norland - Monthly M&E contract 11/12,CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,04-Jan-12,222002-Other Property Costs,SL999-Centralised Frontline,UKI CHARITABLE FOUNDATION,1874436,"£130,465.58",,LE1 7GJ,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1900677,"£132,070.59",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,27-Jan-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1900811,"£132,700.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,LZ510-Combined CFO/OSPT Operations,LOGICA UK LTD,1066741,"£132,958.82",CCN L-R-2423-02 v1.0 FAS Post Transition Service,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,03-Jan-12,221000-Property Rent and Rates,BZ999-London Region,FERNEX LTD,1872356,"£137,625.00",,N6 4NH-RENT,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1875655,"£141,773.90",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,EZ999-Wales Region,MITIE SECURITY LTD,1886285,"£141,835.55",HMCS Wales [multiple sites]:Acc. No. COUR09:Contracted Monthly Security Services: March 2011 - March 2012: MITIE Security:,MK6 2WX,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,222002-Other Property Costs,GZ999-North West Region,ELITE CLEANING & ENV SERVICES LTD,1892128,"£143,727.26",NW Region - ECES Cleaning April 11 - Mar 12,M21 7GJ,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,266000-Judicial Costs,LZ600-Transforming Justice,COUNCIL OF LAW REPORTING,1065891,"£145,604.97",ICLR Subscription renewals for Ministry of Justice,WC2A 1PP,0,Admin,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£146,534.86",Managed Service - Service Management Apr-11 to Mar-12,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,04-Jan-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1873836,"£148,768.00","CCN L-S-3043-01 This T&M CCN (L-S-3043-01) covers the provision of Portfolio and Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st June 2011 to 31st December 2011",CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,222002-Other Property Costs,AQ999-HQ - Finance & Governance,MITIE SECURITY LTD,1882586,"£148,831.54",Contracted Static Security for various tribunals sites -replaces PO 20000147027,MK6 2WX,0,Admin,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£149,095.03",QBD Landlines,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£149,701.00",QBD Legacy Applications support,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,03-Jan-12,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,1872320,"£149,983.05",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,MoJ HQ,17-Jan-12,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD,6471,"£150,000.00",Grant-in-aid requirement for Arm's Length Body,SW1P 2DX,0,Grant
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1065863,"£150,783.00",CCN AR 2883-03-v03c - Migrate Estates Directorate from Quantum to DOM1.,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,05-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1065271,"£152,396.00",CCN0038 - GAPS2 Specials Enhancements. Supplier costs for delivering revised GAPS2 application and related services e.g UAT support.This is minus payment of £8565 already paid that was agreed as offset against total costs,M14 0WN,E151,Programme
Ministry of Justice,HMCTS,24-Jan-12,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,1895261,"£156,443.78",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,10-Jan-12,223001-Printing Postage and Office expenditure,AQ999-HQ - Finance & Governance,ROYAL MAIL GROUP PLC,1878297,"£156,734.58",Royal Mail Consolidated bill. (November 2011 to March 2012). This PO replaces PO 20000152277,BL4 9XX,0,Admin
Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1900506,"£157,948.58",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1875512,"£157,948.60",,CF14 3UW,0,Programme
Ministry of Justice,MoJ HQ,18-Jan-12,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,1187,"£161,779.59",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,05-Jan-12,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1065200,"£162,909.31",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1067012,"£162,964.98",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,HMCTS,05-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS BEACHCROFT LLP#DX 7846,1874498,"£163,920.03",,DX 7846,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1066666,"£165,942.00",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,GZ999-North West Region,CARILLION PLANNED MAINTENANCE,1875444,"£168,262.98",Manchester & Merseyside M&E PPM charges from April 2011 to January 2012,WV1 9US,0,Programme
Ministry of Justice,HMCTS,20-Jan-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,1892229,"£171,953.16",,EH54 7DF,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1067011,"£175,915.00",Claims Management Regulations - Reinforcement work by Staffordshire City Council,ST16 2NF,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1067011,"£175,915.00",Claims Management Regulations - Reinforcement work by Staffordshire City Council,ST16 2NF,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1065426,"£181,927.68",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,OZ501-HRD Feeder,CABINET OFFICE,1066903,"£184,514.20",,CF14 3UW,0,Admin,,
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,OZ501-HRD Feeder,CABINET OFFICE,1066903,"£187,004.40",,CF14 3UW,0,Admin,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£190,093.00",CCNS158 - Service Delivery (Replacement of PO 10000024445),M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£193,959.28",QBD Unitary Core - Telephone,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,CZ999-South East Region,HI-SPEC FACILITIES SUPPORT CO PLC,1875620,"£196,016.52",SE Region- Hi Spec- cleaning 11/12,SE16 7PF,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,1875657,"£205,880.61",,EH54 7DF,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1066678,"£214,605.71",HQ Demand CCNF377 WP1 - Digital CJS Account Management & Governance- July 2011 to July 2012- PK200,WA3 9BD,E070,Admin,,
Ministry of Justice,HMCTS,10-Jan-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1878423,"£218,918.00",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BROADGATE ESTATES LTD,1875406,"£226,806.44",,NW1 3BG,0,Programme,,SME
Ministry of Justice,MoJ HQ,03-Jan-12,223000-Other Expenditure,MD600-Information Directorate,TNT UK LTD,1065127,"£229,757.80",MD145 Monthly payment for offsite storage of records held at TNT and delivery costs,BL0 9AR,0,Admin,,
Ministry of Justice,MoJ HQ,03-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1064938,"£231,214.25",CJSM Managed Service,MK3 5JP,0,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,DZ999-South West Region,MITIE SECURITY LTD,1886285,"£231,959.58",South West Region-DA170-222151- Mitie- Static Guarding 2011/2012,MK6 2WX,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LIBERATA UK LTD,1066160,"£233,717.22","Accounting, Invoicing and related services",NP10 8BA,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,19-Jan-12,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1066166,"£245,725.74",PPM for MoJ HQ Estate (June 2011 - March 2012),CIS-CM12 0BT,0,Admin,,
Ministry of Justice,HMCTS,20-Jan-12,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,1892133,"£255,345.63",Exter PFI - Enterprise Civic Buildings Ltd - Unitary Charges for Exeter PFI - Monthly -11/12,GU9 7PT,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£278,267.60",PQ106 -  PB508 (NOMS008)  Mercury,RG12 1HN,E148,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1901584,"£282,942.00",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BROADGATE ESTATES LTD,1875406,"£288,555.09",,NW1 3BG,0,Programme,,SME
Ministry of Justice,MoJ HQ,12-Jan-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1065745,"£296,125.43",Liberata Payroll Services - Monthly Payroll Charge for the new financial year 11-12 - NX416.,NP10 8BA,0,Admin,,
Ministry of Justice,HMCTS,13-Jan-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1882590,"£313,863.11","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,FZ999-Midlands Region,MITIE SECURITY LTD,1886285,"£314,512.17",Mitie Security. Midlands contract costs 2011/12.,MK6 2WX,0,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,GZ999-North West Region,MITIE SECURITY LTD,1886285,"£325,338.00",NW Region - Mitie Contractual April 11 - March 12,MK6 2WX,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,222002-Other Property Costs,HZ999-North East Region,MITIE SECURITY LTD,1892342,"£333,510.55",North East Consol Acc - Monthly Contractual Security Guarding contract continuation replacing PO 20000128504 - Mitie Security - 11/12,MK6 2WX,0,Programme,,
Ministry of Justice,HMCTS,09-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1876818,"£340,232.70",,RATES,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1882589,"£366,351.13",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,262000-SCA Costs,QZ600-CPG Other,LIBERATA UK LTD,1066738,"£367,893.00",FSMO 216 -  MoJ 11-12 Accounts Production - Fixed Monthly Fee - Jan-11,NP10 9XA,0,Admin,,
Ministry of Justice,MoJ HQ,16-Jan-12,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CRIMINAL CASES REVIEW COMMISSION#KY14611423,6470,"£390,000.00",Grant-in-aid requirement for Arm's Length Body,B1 1TT,0,Grant,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1066880,"£398,301.00",Shared Service Programme Accenture Milestone 5 Payments-NX111,EC3M 3BD,0,Admin,,
Ministry of Justice,HMCTS,17-Jan-12,222002-Other Property Costs,CZ999-South East Region,MITIE SECURITY LTD,1886285,"£432,134.82",SE Region- Mitie- Security - Core Invoices 11/12,MK6 2WX,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,1875513,"£437,242.83",Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,SE1 9RA,0,Programme
