Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,HAFS-18687,"294,000.00",,NW1 0PE,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,HAFS-18688,"80,000.00",,WC1N 3JH,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-18689,"277,000.00",,ME7 5NY,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-18690,"1,271,000.00",,WF1 4TU,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,HAFS-18691,"17,471,000.00",,L7 8XP,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-18692,"611,000.00",,SE1 9RT,,,PUBLIC,,GB654923417
Department of Health,Department of Health,17/08/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-18693,"7,909,000.00",,SW17 0QT,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,HAFS-18694,"2,195,000.00",,OL6 9RW,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-542847-109066,"482,220.00",Research Capability Funding (STANDARD),OX3 7HE,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-542848-109067,"166,667.00",Biomedical Units,OX3 7HE,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Policy Payments,DG: ERD,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),6.1511E+11,"11,970,000.00",Transfer to BIS for Non medical impairment and Medical & Dental impairment and tuition costs,NP10 8QQ,,,PUBLIC,,GB888825550
Department of Health,Department of Health,17/08/2015,Contractor/Staff Substitution,DG: SCLGCP,IMPERIAL COLLEGE LONDON,20137428,"32,814.00",Imperial College London - Scientific Coordination Integrated Development - Consultancy,SW7 2AZ,,,PUBLIC,,
Department of Health,Department of Health,17/08/2015,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-542852-109061,"1,140,000.00",2015/005 Skills for Care - Social Care Work Programme for DH,LS1 2RP,,,VCS,,GB853047922
Department of Health,Department of Health,17/08/2015,Capital Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-542864-109081,"80,000.00",2015/019 Skills for Care - Capital Grant to enhance existing IT system,LS1 2RP,,,VCS,,GB853047922
Department of Health,Department of Health,17/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,MOTOR NEURONE DISEASE ASSOCIATION,ERS-542843-109021,"29,311.00",2012/National/089 Motor Neurone Disease Association,NN1 2BG,,,VCS,,
Department of Health,Department of Health,17/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,EALING MENCAP,ERS-542844-109041,"57,729.00",2013-14 IESD - Ealing Mencap Project: Making the System Work for Me AIMS: 2542175,UB6 8TJ,,,VCS,,
Department of Health,Department of Health,17/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-542857-109068,"140,000.00",2015/020 - Skills for Care - White Paper Funding 15/16,LS1 2RP,,,VCS,,GB853047922
Department of Health,Department of Health,18/08/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384865RI,"66,713.84",Accommodation Central Management - FM Fixed Costs FY2015-2016,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384866RI,"50,580.97",Building Maintenance ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384866RI,"23,198.26",Cleaning ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384866RI,"22,865.81",FM ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384866RI,"30,298.28",Security ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384867RI,"53,103.66",Building Maintenance ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384867RI,"29,884.98",Cleaning ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384867RI,"32,257.49",FM ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384867RI,"49,082.79",Security ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384868RI,"45,334.11",Building Maintenance ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384868RI,"19,209.62",Cleaning ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384868RI,"18,184.00",FM ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384868RI,"32,137.56",Security ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384870RI,"34,724.98",Care Commission (CQC) - Building Maintenance Fixed Costs FY2015-2016 ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384872RI,"7,431.42",Building Maintenance ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384872RI,"4,639.49",Cleaning ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384872RI,"7,810.58",FM ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00384872RI,"1,664.42",Security ,SO53 3YE,,,LARGE,,GB188414046
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,EDF ENERGY PLC,6777210000/000000662552,"34,710.42",Wellington House - Electricity Charges,PL3 5XQ,,,LARGE,,
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,EDF ENERGY PLC,6777210000/000000662552,0.02,,PL3 5XQ,,,LARGE,,
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,EDF ENERGY PLC,7567210000/000000675737,0.01,,PL3 5XQ,,,LARGE,,
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,EDF ENERGY PLC,7567210000/000000675737,"26,792.68",Richmond House - Electricity Charges ,PL3 5XQ,,,LARGE,,
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,EDF ENERGY PLC,8177210000/000000653505,"57,103.84",Skipton House - Electricity Charges ,PL3 5XQ,,,LARGE,,
Department of Health,Department of Health,18/08/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201419694,"6,716,446.88",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,,GB584686581
Department of Health,Department of Health,18/08/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201419695,"458,610.84",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,,,LARGE,,GB584686581
Department of Health,Department of Health,18/08/2015,Rates,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,1.8E+13,"22,405.75",Towneley House - Business Rates for FY2015 - 2016,BN12 4XH,,,PUBLIC,,
Department of Health,Department of Health,18/08/2015,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,HM REVENUE AND CUSTOMS HMRC,1.8E+13,"16,124.63",Towneley House - Rent FUP for FY2015 - 2016 ,BN12 4XH,,,PUBLIC,,
Department of Health,Department of Health,18/08/2015,Utilities,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,1.8E+13,"1,870.90",Towneley House - Utilities for FY2015 - 2016,BN12 4XH,,,PUBLIC,,
Department of Health,Department of Health,18/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,Penny Brohn Cancer Care,ERS-542917-109101,"27,640.00",2014-15 The Wellness Package ref 54120433,BS20 0HH,,,VCS,,GB822157156
Department of Health,Department of Health,19/08/2015,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100034424,"90,833.18",BMS Support,WF3 1WE,,,PUBLIC,,
Department of Health,Department of Health,19/08/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-542966-109122,"51,927.49",NIHR Public Health Research ( NETSCC ),OX4 2GX,,,PUBLIC,,
Department of Health,Department of Health,19/08/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90195260,"33,946.56",WO/2013/10 BP4 Forecasting the future social care workforce (incorporating social work) ,GU21 6QX,,,LARGE,,GB900540375
Department of Health,Department of Health,19/08/2015,Service charge,DG: IGT,MASTEK UK LTD,10040-15-16,"527,619.24",Revenue: 2015/16 Spine 2 Mastek - Additional service points for Release 1.0,RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Service charge,DG: IGT,MASTEK UK LTD,10041-15-16,"33,063.00",Revenue: 2015/16 Spine 2 Mastek - Additional service points for Release 1.0,RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334762,"58,682.39",Capital: 2015/16 Spine 2 Mastek - Agile Dev Call Off Contract - CCN MAS1-0-004 CAP0469 40% capital charges,RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Service charge,DG: IGT,MASTEK UK LTD,90334762,"88,023.59","Revenue: 2015/16 Spine 2 Mastek  - Agile Dev Call Off Contract  - CCN MAS1-0-004 CAP0469 60% revenue charges 	 ",RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334763,"67,748.24",Capital: 2015/16 Spine 2 Mastek - Agile Dev Call Off Contract - CCN MAS1-0-004 CAP0469 40% capital charges,RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Service charge,DG: IGT,MASTEK UK LTD,90334763,"101,622.36","Revenue: 2015/16 Spine 2 Mastek  - Agile Dev Call Off Contract  - CCN MAS1-0-004 CAP0469 60% revenue charges 	 ",RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334780,"62,412.50",Capital: 2015/16 Spine 2 Mastek - Agile Dev Call Off Contract - CCN MAS1-0-004 CAP0469 40% capital charges,RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Service charge,DG: IGT,MASTEK UK LTD,90334780,"93,618.76","Revenue: 2015/16 Spine 2 Mastek  - Agile Dev Call Off Contract  - CCN MAS1-0-004 CAP0469 60% revenue charges 	 ",RG1 8BW,,,LARGE,,GB849750580
Department of Health,Department of Health,19/08/2015,Addition Clearing - SW LIC,DG: IGT,CSA WAVERLEY LTD,IN661358,"47,279.16",Capital: 2014/15 Spine 2 CSA Waverley - Additional Hardware as detailed in CCN CSA 1-0-001 CIS,HP10 0AB,,,SME,,
Department of Health,Department of Health,19/08/2015,Research & development,DG: RDD,BIOMED CENTRAL LTD,6106138317,"30,217.20",Knowledge Management,WC1X 8HL,,,LARGE,,GB823826326
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033429,"119,986.14",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033459,"31,358.47",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033431,"33,629.40",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033446,"25,306.20",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033444,"62,237.06",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033431,"30,173.69",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033455,"33,881.80",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033451,"47,269.55",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033462,"28,200.10",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033458,"40,965.17",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033433,"38,392.95",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033460,"25,176.28",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033456,"78,914.86",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033457,"28,846.54",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033438,"29,926.21",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033439,"27,774.71",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033758,"30,434.33",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033760,"26,555.19",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033761,"33,758.04",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033762,"32,609.61",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033764,"30,155.48",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033766,"25,611.06",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033772,"42,710.34",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033773,"25,387.44",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033785,"55,141.63",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,"Minor, Weir & Willis Ltd",SIN0033782,"110,203.92",,,,,,,110 2232 51
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during part June & part July 2015",DG: PHD,Total Produce Plc (Gateshead),DUR0715,"46,110.81",,,,,,,896 5678 42
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during part June & part July 2015",DG: PHD,Total Produce Plc (Gateshead),NOR0715,"29,001.19",,,,,,,896 5678 42
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during part June & part July 2015",DG: PHD,Total Produce Plc (Gateshead),SUN0715,"26,405.69",,,,,,,896 5678 42
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,Fresh Direct (UK) Ltd,28567158,"99,212.50",,,,,,,916 2336 36
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,Fresh Direct (UK) Ltd,28567159,"43,148.68",,,,,,,916 2336 36
Department of Health,Department of Health,19/08/2015,"SFVS - product & distribution cost, during June 2015",DG: PHD,Fresh Direct (UK) Ltd,28567162,"28,630.31",,,,,,,916 2336 36
Department of Health,Department of Health,19/08/2015,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-542959-109129,"180,399.65",UKCRC - Public Health Centres of Excellence,SN2 1FF,,,PUBLIC,,
Department of Health,Department of Health,19/08/2015,Outsourcing Contract,DG: SCLGCP,THE NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,INV0098236,"60,514.80",VCSE Investment Review - Independent Prog Management,N1 9RL,,,VCS,,
Department of Health,Department of Health,20/08/2015,Other creditors (ST),DG: Central Technical,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,PAYT MADE TO DH IN ERROR,"58,656.75",,NN1 5BD,,,PUBLIC,,
Department of Health,Department of Health,20/08/2015,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),952637,"5,508,000.00",NHSBT revenue drawdown for 2015/16,LS15 7TW,,,PUBLIC,,
Department of Health,Department of Health,20/08/2015,Other creditors (ST),DG: Central Technical,SANOFI AVENTIS,RETURN OF OVERPAID Q2-2015 PPRS PAYMENT,"9,742,000.00",,GU1 4YS,,,LARGE,,GB246079843
Department of Health,Department of Health,20/08/2015,Policy Payments,DG: IGT,UK TRADE AND INVESTMENT (UKTI),6.2311E+11,"750,000.00",DH Funding Contribution for Healthcare UK Operating Costs 2015-2016,SW1H 0ET,,,PUBLIC,,
Department of Health,Department of Health,20/08/2015,Capital policy payments,DG: SCLGCP,MINISTRY OF DEFENCE (MOD),7415741,"3,000,000.00",DH Financial Contribution to improving the provision of Healthcare to Service Personnel   ,L2 3YL,,,PUBLIC,,
Department of Health,Department of Health,20/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER FOR SHORT LIVES,ERS-542978-109141,"31,502.00",IESD 2013-14 - AIMS 2537129- Together for Short Lives - project: Strategic development of children's palliative care networks for better health and care outcomes through improved commissioning,BS1 1QB,,,VCS,,GB821957122
Department of Health,Department of Health,20/08/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,WRVS,ERS-543009-109162,"35,300.00","IESD 2013-14, AIMS 2562171, Royal Voluntary Service: From NHS Trust Hospitals to community care: Led by volunteers",CF23 8RP,,,VCS,,GB625772523
Department of Health,Department of Health,21/08/2015,ENDPBs Admin Revenue Grant in Aid,DG: Central Technical,HEALTH EDUCATION ENGLAND T1510,HAFS-18706,"74,000,000.00",,LS1 4PL,,,PUBLIC,,
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,MICROTEST LTD,86527,"244,607.12",Capital: F/Y 2014/15 GPSoC  Microtest- Software Licence Charges,PL31 1EX,,,SME,,GB501106028
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,MICROTEST LTD,86527,"1,600.00",Capital: Microtest GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. Softtware Licence Charges. Migration Charges. National Functionality Deployments. Development Charges,PL31 1EX,,,SME,,GB501106028
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,MICROTEST LTD,86527,"139,211.58",Revenue: Microtest GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges.Utilisation Charges,PL31 1EX,,,SME,,GB501106028
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,MICROTEST LTD,86527,"54,605.41",Revenue Microtest GPSoC - Charges for the period commencing 18/9/14 - 31/03/15 - Interface Mechanism Service charge Pairing Assurance Service Charge,PL31 1EX,,,SME,,GB501106028
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,MICROTEST LTD,86527,"4,359.11","Revenue: 2014/15 GPSoC Microtest""Additional Revenue charges for Period commencing 18/09/2014 to 31/03/2015 as per CCNa-005 for Interface Mechanism Service Charge Pairing Assurance Service Charge Plus shortfall in previous PO 518161""	 ",PL31 1EX,,,SME,,GB501106028
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,Basho Technologies Ltd,3,"700,800.00","Revenue : 2015/16 Spine 2 Basho - ""152 nodes from 30.06.15to 29.06.16 reducing to 140 nodes from 30.06.16 to 29.06.17 2xRiak Health check per annum 1 Riak Training services twice a year""	 ",EC2A 3QQ,,,SME,,GB150970807
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,Basho Technologies Ltd,3,"35,880.00",Spine 2 15/16 revenue: 2 x Riak Health check per annum 1 Riak Training services twice a year,EC2A 3QQ,,,SME,,GB150970807
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,BT GROUP PLC,391884,"98,744.51",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,BT GROUP PLC,391891,"34,655.08",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,BT GROUP PLC,392232,"304,471.86",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,BT GROUP PLC,392437,"152,235.89",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455059,"36,250.00","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455070,"30,687.07","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),455076,"1,124,641.23",Revenue charges for the Period commencing FY15/16: Vodafone NHS Mail Extension - Fixed Price Core Services: April - December 15 charges and Transitional Assistance: April - September 15 charges.,RG12 1RW,,,LARGE,,GB232303710
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,CSC COMPUTER SCIENCES LTD,5201419431,"254,154.28",Capital: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,,GB584686581
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,PCTI Solutions Limited,56317,"118,195.00","Revenue:  F/Y 2015/16 GPSoC PCTI - Charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Software and Support Charges""	 ",WF10 5QU,,,SME,,698853945
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC015A,"784,370.44",Capital: F/Y 2014/15 GPSoC TPP - Software Licence Charges,LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC015A,"75,925.00","Capital: 2015/16 GPSoC TPP -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges 	 ",LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC015A,"338,789.86",Revenue:TPP GPSoC charges for the P/C 01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service charges,LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC015C,"151,222.60","Capital: GPSoC- TPP  charges for the  Period commencing FY14/15: Software Licence Charges - Subsidary module - Appointments 	 ",LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC015C,"8,041.92",Revenue: F/Y 2015/16 TPP GPSoC. Charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module – Appointments: System support charges ,LS18 5TN,,,SME,,GB721671841
Department of Health,Department of Health,21/08/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC016,"10,000.00","Capital: 2015/16 GPSoC TPP -  charges for the Period Commencing  01.04.2015 to 31.03.2016: Migration Charges National Functionality Deployment Development Charges 	 ",LS18 5TN,,,SME,,GB721671841
