Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,5974.07,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,498.3,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2267.12,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1379.72,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1739.48,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2284.26,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,820.13,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1277.9,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,372.94,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,-71.85,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1446.65,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,359.75,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2182.06,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1373.69,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,142.3,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1405.12,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,822.78,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,3546.06,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,648.62,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,3219.07,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,4977.98,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,224.34,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,786.63,,,
Department of Health,Department of Health,21/05/2010,Utilities,FINANCE & OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5020647,35714.61,,,
Department of Health,Department of Health,24/05/2010,Addition Clearing - Information Technology,INFORMATICS,EMIS LTD,IN34593-1,4995980.59,,,
Department of Health,Department of Health,24/05/2010,Addition Clearing - Information Technology,INFORMATICS,MICROTEST LTD,71133,247923.86,,,
Department of Health,Department of Health,24/05/2010,Agency staff (temp admin),HEALTH PROTECTION AND IMPROVEMENT,MULTI RESOURCE MARKETING,119609,42294.83,,,
Department of Health,Department of Health,24/05/2010,Consultancy/Professional Advice,HEALTH PROTECTION AND IMPROVEMENT,PGO FOREIGN CURRENCY PAYMENTS,1042501390B6K6NG,40448.1,,,
Department of Health,Department of Health,24/05/2010,External Consultancy Fees,INFORMATICS,QI CONSULTING,10667654,24000,,,
Department of Health,Department of Health,24/05/2010,External Consultancy Fees,INFORMATICS,QI CONSULTING,10667655,22800,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-386239-29481,115930,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARNET LONDON BOROUGH COUNCIL,ERS-386241-29482,183815,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-386192-29483,161058,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-386374-29484,92011,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BEDFORD BOROUGH COUNCIL,ERS-386375-29485,80501,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-386242-29486,110310,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BIRMINGHAM CITY COUNCIL,ERS-386193-29487,710003,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-386376-29489,94710,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BLACKPOOL BOROUGH COUNCIL,ERS-386378-29488,115685,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-386194-29490,176367,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BOURNEMOUTH COUNCIL,ERS-386379-29491,105762,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRACKNELL FOREST BOROUGH COUNCIL,ERS-386380-29492,43736,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRADFORD CITY COUNCIL,ERS-386195-29493,294775,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRENT LONDON BOROUGH COUNCIL,ERS-386243-29494,165752,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRIGHTON & HOVE CITY COUNCIL,ERS-386381-29495,147674,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRISTOL CITY COUNCIL,ERS-386382-29496,244369,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BROMLEY LONDON BOROUGH COUNCIL,ERS-386245-29497,144910,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-386334-29498,208949,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BURY METROPOLITAN BOROUGH COUNCIL,ERS-386196-29499,105272,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-386197-29500,117424,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-386335-29501,294026,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CAMDEN LONDON BOROUGH COUNCIL,ERS-386246-29502,173553,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-386383-29632,106903,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CHESHIRE EAST UNITARY AUTHORITY,ERS-386385-29630,180259,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CHESHIRE WEST AND CHESTER UNITARY AUTHORITY,ERS-386386-29631,183311,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CORNWALL COUNTY COUNCIL,ERS-386336-29503,358130,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,COVENTRY CITY COUNCIL,ERS-386198-29505,192853,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CROYDON LONDON BOROUGH COUNCIL,ERS-386250-29506,166176,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CUMBRIA COUNTY COUNCIL,ERS-386337-29507,324472,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DARLINGTON BOROUGH COUNCIL,ERS-386388-29508,61232,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DERBY CITY COUNCIL,ERS-386389-29509,146655,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DERBYSHIRE COUNTY COUNCIL,ERS-386222-29461,281000,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DERBYSHIRE COUNTY COUNCIL,ERS-386338-29510,473929,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DEVON COUNTY COUNCIL,ERS-386339-29511,456183,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DONCASTER METROPOLITAN BOROUGH COUNCIL,ERS-386199-29512,190677,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DORSET COUNTY COUNCIL,ERS-386340-29513,237154,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-386200-29514,197316,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DURHAM COUNTY COUNCIL,ERS-386342-29515,353008,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,EALING LONDON BOROUGH COUNCIL,ERS-386251-29516,171219,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,EAST RIDING OF YORKSHIRE COUNCIL,ERS-386390-29578,188312,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,EAST SUSSEX COUNTY COUNCIL,ERS-386343-29517,316658,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ENFIELD LONDON BOROUGH COUNCIL,ERS-386252-29518,162598,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ESSEX COUNTY COUNCIL,ERS-386344-29519,739920,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,GATESHEAD COUNCIL,ERS-386201-29520,138311,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,GLOUCESTERSHIRE COUNTY COUNCIL,ERS-386346-29521,311503,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,GREENWICH LONDON BOROUGH COUNCIL,ERS-386293-29522,170301,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HACKNEY LONDON BOROUGH COUNCIL,ERS-386294-29523,174829,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HALTON BOROUGH COUNCIL,ERS-386391-29524,80144,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-386295-29525,119793,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HAMPSHIRE COUNTY COUNCIL,ERS-386349-29526,568385,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HARINGEY LONDON BOROUGH COUNCIL,ERS-386299-29527,134229,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HARROW LONDON BOROUGH COUNCIL,ERS-386301-29528,121747,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HARTLEPOOL BOROUGH COUNCIL,ERS-386392-29529,63691,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HAVERING LONDON BOROUGH COUNCIL,ERS-386302-29530,121657,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HEREFORDSHIRE COUNCIL,ERS-386393-29532,112145,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HERTFORDSHIRE COUNTY COUNCIL,ERS-386350-29533,517060,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HILLINGDON LONDON BOROUGH COUNCIL,ERS-386303-29534,126682,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-386304-29535,113571,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ISLE OF WIGHT COUNCIL,ERS-386394-29622,99996,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ISLINGTON LONDON BOROUGH COUNCIL,ERS-386308-29537,154063,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-386309-29538,136987,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KENT COUNTY COUNCIL,ERS-386351-29539,730409,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KINGSTON UPON HULL CITY COUNCIL,ERS-386397-29536,182631,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-386310-29581,68369,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KIRKLEES METROPOLITAN COUNCIL,ERS-386202-29540,234562,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-386204-29541,123867,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LAMBETH LONDON BOROUGH COUNCIL,ERS-386311-29542,177078,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LANCASHIRE COUNTY COUNCIL,ERS-386352-29543,702173,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEEDS CITY COUNCIL,ERS-386205-29544,426166,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEICESTER CITY COUNCIL,ERS-386398-29545,187667,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEICESTERSHIRE COUNTY COUNCIL,ERS-386353-29546,296907,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEWISHAM LONDON BOROUGH COUNCIL,ERS-386312-29547,167397,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-386355-29548,425846,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LIVERPOOL CITY COUNCIL,ERS-386206-29549,369894,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LUTON BOROUGH COUNCIL,ERS-386399-29550,96195,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MANCHESTER CITY COUNCIL,ERS-386208-29551,340678,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MEDWAY COUNCIL,ERS-386400-29552,114501,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MERTON BOROUGH COUNCIL,ERS-386313-29553,93329,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MIDDLESBROUGH COUNCIL,ERS-386401-29554,92199,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MILTON KEYNES COUNCIL,ERS-386402-29555,107234,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-386211-29557,184218,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NEWHAM LONDON BOROUGH COUNCIL,ERS-386315-29558,173138,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORFOLK COUNTY COUNCIL,ERS-386357-29559,525144,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH EAST LINCOLNSHIRE COUNCIL,ERS-386403-29556,99530,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH LINCOLNSHIRE COUNCIL,ERS-386404-29562,94360,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH SOMERSET COUNCIL,ERS-386405-29563,115265,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-386213-29564,131513,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH YORKSHIRE COUNTY COUNCIL,ERS-386360-29565,309906,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-386358-29560,333928,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTHUMBERLAND COUNTY COUNCIL,ERS-386359-29561,194102,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NOTTINGHAM CITY COUNCIL,ERS-386406-29566,190361,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NOTTINGHAMSHIRE COUNTY COUNCIL,ERS-386361-29567,441674,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-386216-29568,144708,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,OXFORDSHIRE COUNTY COUNCIL,ERS-386362-29569,290527,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,PETERBOROUGH CITY COUNCIL,ERS-386407-29570,95769,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,PLYMOUTH CITY COUNCIL,ERS-386408-29571,157320,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,POOLE BOROUGH OF,ERS-386409-29572,76807,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,PORTSMOUTH CITY COUNCIL,ERS-386410-29573,107225,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,READING BOROUGH COUNCIL,ERS-386412-29574,67493,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-386316-29575,138032,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-386413-29576,91117,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-386323-29577,80349,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,ERS-386218-29579,138196,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ROTHERHAM BOROUGH COUNCIL,ERS-386219-29580,172956,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SALFORD CITY COUNCIL,ERS-386220-29583,166670,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-386221-29584,226717,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-386223-29586,197239,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SHEFFIELD CITY COUNCIL,ERS-386224-29587,351640,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SHROPSHIRE COUNTY COUNCIL,ERS-386363-29588,174203,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SLOUGH BOROUGH COUNCIL,ERS-386415-29589,61024,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-386225-29590,102860,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOMERSET COUNTY COUNCIL,ERS-386364-29591,310124,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTH GLOUCESTERSHIRE COUNCIL,ERS-386419-29594,114831,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTH TYNESIDE COUNCIL,ERS-386226-29596,112702,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTHAMPTON CITY COUNCIL,ERS-386416-29593,134526,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-386418-29595,104307,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-386324-29592,187027,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-386227-29531,123689,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,STAFFORDSHIRE COUNTY COUNCIL,ERS-386365-29597,449219,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-386228-29598,158430,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-386421-29599,106120,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,STOKE-ON-TRENT CITY COUNCIL,ERS-386423-29600,174798,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SUFFOLK COUNTY COUNCIL,ERS-386366-29601,405206,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-386229-29602,200045,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SURREY COUNTY COUNCIL,ERS-386368-29603,488376,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SUTTON LONDON BOROUGH COUNCIL,ERS-386325-29604,91739,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SWINDON BOROUGH COUNCIL,ERS-386424-29605,88305,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TAMESIDE METROPOLITAN BOROUGH COUNCIL,ERS-386230-29606,148552,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TELFORD AND WREKIN BOROUGH OF,ERS-386425-29607,96633,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,THURROCK BOROUGH COUNCIL,ERS-386427-29608,80655,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TORBAY COUNCIL,ERS-386428-29609,110955,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-386329-29610,175005,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-386232-29611,119755,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-386233-29612,217816,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-386234-29613,177995,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-386331-29614,134160,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-386332-29615,162110,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WARRINGTON BOROUGH COUNCIL,ERS-386429-29616,103270,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WARWICKSHIRE COUNTY COUNCIL,ERS-386369-29617,282047,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WEST BERKSHIRE COUNCIL,ERS-386430-29618,61276,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WEST SUSSEX COUNTY COUNCIL,ERS-386370-29620,400300,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WESTMINSTER CITY COUNCIL,ERS-386333-29619,189120,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-386235-29621,206815,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WILTSHIRE COUNTY COUNCIL,ERS-386371-29623,223554,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,ERS-386431-29624,56051,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-386237-29625,236656,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WOKINGHAM COUNCIL,ERS-386432-29626,48369,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WOLVERHAMPTON CITY COUNCIL,ERS-386238-29627,175015,,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,ERS-386372-29628,299895,,,
