Ministry of Justice,HMCTS,07-Dec-11,710800-Creditor <1 yr - Third Party Monies,BZ999-London Region,OFFICIAL RECEIVER BANKRUPTCY#RIE41310666,528855,"£48,205.00",,STRAND,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,1860087,"£48,447.50",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1062658,"£48,460.32",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£48,460.32",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£48,460.32",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1063736,"£49,180.00",PL111-This relates to an IA managed Service (Core Services),GU2 7YP,0,Admin
Ministry of Justice,HMCTS,23-Dec-11,222001-Maintenance,GZ999-North West Region,NG BAILEY FACILITIES SERVICES LTD,1867128,"£49,288.60",Cumbria & Lancashire area M&E PPM charges from April 2011 to January 2012,CIS-LS12 6EH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,1860107,"£49,327.62",,RATES,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062914,"£49,500.00",CCN1999-07 - Communications Manager - EV,WV10 6UH,E046,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DETICA LTD,1063736,"£49,504.33",Computer services supplied to the specification of the recipient,GU2 7YP,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£50,000.00",Bulk Printing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£50,000.00",Bulk Printing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£50,000.00",LSC Secure Enclave CCN2943-02 Build - Mst 3 Dev/Test Enclave Build Completion-PQ105,WV10 6UH,E145,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£50,000.00","					 LSC Secure Enclave CCN2943-02 Build - Mst 5 Prod Enclave Bastion Tools Completion-PQ105",WV10 6UH,E145,Programme
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,GZ999-North West Region,CBRE CB RICHARD ELLIS,1849437,"£50,010.00",,L2 9SH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1862762,"£50,658.03",CIS Labour - Woolwich Crown - Norlands - modular extension - Completion works to mechanical & electrical services (under term contract),CIS-SE1 1RU,F105,Programme
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,BZ999-London Region,MAPELEY STEPS CONTRACTOR LTD,1849870,"£50,842.00",,SE1 0TA,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£51,017.00",Internet / Intranet Applications / Web sites,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£51,017.00",Internet / Intranet Applications / Web sites,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PRESTON CITY COUNCIL,1860156,"£51,042.91",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1860119,"£51,475.47",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£51,504.00",CCN A-S-02274 v 0.2 IAC Fees Project CCN,WV10 6UH,E125,Programme
Ministry of Justice,MoJ HQ,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,M J FERGUSON LTD,1063565,"£51,749.18","Maintenance, non-structural repair and cleaning of buildings",CIS-CM12 0BT,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1064126,"£51,827.25","Rent/Service Charges - Part 5th Floor, Axis Building",BS8 9AQ,0,Admin
Ministry of Justice,HMCTS,16-Dec-11,532000-Tangible GBV - Additions,DZ999-South West Region,STONE BCI LTD,1856509,"£52,036.20","CIS labour - external cladding repairs at Plymouth Combined Court, BCP 10/11 (03).",CIS-BS6 7NZ,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1062747,"£52,295.24","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012",PL3 5XQ,0,Admin
Ministry of Justice,HMCTS,20-Dec-11,222001-Maintenance,CZ999-South East Region,EUROPEAN ASBESTOS SERVICES,1859043,"£52,378.00","CIS Labour - Wycombe Magistrates - European Asbestos -decontamination & repairs to sprayed asbestos - van dock, bolier room 7 ancillary areas",CIS-TW16 7EF,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ENTERPRISE CIVIC BUILDINGS LIMITED,1849585,"£52,406.95",Provision under a PFI agreement of accommodation for office or other governmental use,GU9 7PT,0,Balance Sheet
Ministry of Justice,HMCTS,23-Dec-11,222002-Other Property Costs,CZ999-South East Region,CAPITA SYMONDS,1866640,"£52,610.71",,W1S 3HQ-A/C 005,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1860014,"£52,655.01",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£52,664.13",CCN0499 - Employment Tribunals Service Integration to DISC Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£52,664.13",CCN0499 - Employment Tribunals Service Integration to DISC Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,FUJITSU SERVICES LTD,1062531,"£52,735.16",Computer services supplied to the specification of the recipient,WA3 9BD,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,222001-Maintenance,GZ999-North West Region,DTZ DEBENHAM TIE LEUNG,1862594,"£53,117.49",North West Region - DTZ monthly management fee from April 2011 to January 2012,EH3 9QG,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,BRADFORD METROPOLITAN COUNCIL,1859985,"£53,205.74",,RATES,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£53,299.03",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,09-Dec-11,261000-Fuel and Utilities,CZ999-South East Region,CORONA ENERGY,1847053,"£53,447.00",South East Region - Corona - Consolidated 11/12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,1840821,"£53,496.95",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£53,767.70",eRM (ARAMIS),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£53,767.70",eRM (ARAMIS),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£54,165.05",OMNI Nomsnet,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£54,340.07",MOJ SAG Licensing Support,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064423,"£54,340.07",MOJ SAG Licensing Support,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,1840821,"£54,804.47",HMCS London Region - Corona - Consolidated Gas Account 2011-12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1181,"£55,217.44","Payments in relation to PAYE, NIC and Corporation Tax",BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,1860096,"£55,663.28",,RATES,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1849662,"£55,750.00",,W1G 0PW,0,Programme
Ministry of Justice,MoJ HQ,29-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,WILLIS LTD,1064850,"£55,875.60",,EC3M 7DQ,0,Admin
Ministry of Justice,MoJ HQ,29-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,WILLIS LTD,1064850,"£55,875.60",,EC3M 7DQ,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,EZ999-Wales Region,KIER FACILITIES SERVICES LTD,1841138,"£55,989.00",SEW region - Kier fixed maintenance costs 2011/12.,CIS-RG21 4HG,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,543399,"£56,027.00",,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£56,175.50",RCJDISCORDER 024 (A) - 11 ATOS IT Services UK Ltd CCN No A-R-02121-02-v02 One-Off Costs for Rolls Building Wifi and Cabled Internet Access Installation. 20-IA101-532605-000-F079,WV10 6UH,F079,Programme
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£56,176.00",RCJDISCORDER 024 (A) - 11 ATOS IT Services UK Ltd CCN No A-R-02121-02-v02 One-Off Costs for Rolls Building Wifi and Cabled Internet Access Installation. 20-IA101-532605-000-F079,WV10 6UH,F079,Programme
Ministry of Justice,HMCTS,13-Dec-11,532000-Tangible GBV - Additions,HZ999-North East Region,HONEYWELL CONTROL SYSTEMS LTD,1849732,"£56,264.06",Teesside CCC-Replacement lighting control system by Honeywell Control Systems Ltd,S98 1DL,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,JONES LANG LASALLE LTD,1064126,"£56,265.50","Rent/Service Charges - 4th Floor, Axis Building",BS8 9AQ,0,Admin
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,FZ999-Midlands Region,OPTIC ASSET MANAGEMENT LTD,1870871,"£56,697.99",,LS11 0DL-SCHGE,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£56,749.00",CCN0159 - Incident Management Services (SL11) Ongoing,CF31 9AP,E002,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£56,749.00",CCN0159 - Incident Management Services (SL11) Ongoing,CF31 9AP,E002,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,PHILIP J DAVIES (HOLDINGS) PLC,1841444,"£56,750.00",,WA14 2QG,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£56,792.04",OMNI Nomsnet,M14 0WN,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1841259,"£56,940.00",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,1855946,"£57,334.10",L-S-2782-02 IFAS Time and Materials,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,1860118,"£57,531.41",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,DELANCEY ARNOLD UK & DELANCEY ROLLS LTD,1840861,"£57,711.02",,NW1 3BG,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,543399,"£58,027.00",,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,543399,"£58,027.00",,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,543399,"£58,027.22",,PE4 5BR,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£58,346.00",CCN0302 - NLE Support Costs (Combined) Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£58,346.00",CCN0302 - NLE Support Costs (Combined) Ongoing,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,GDPP,1866818,"£59,125.00",,PE1 1PA,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,1860106,"£59,718.71",,RATES,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1870683,"£59,848.19",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,532000-Tangible GBV - Additions,HZ999-North East Region,HONEYWELL CONTROL SYSTEMS LTD,1847220,"£59,951.25","Teesside CCC-Replacement lighting control system by Honeywell Control Systems Ltd			",S98 1DL,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£59,968.84",,RG12 1HN,E065,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063754,"£60,098.60",Managed Service - Licensing Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LIBERATA UK LTD,1063827,"£60,334.75",Departmental staff records & Payroll systems including administration and payment of pensions,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1064138,"£60,380.63",RFC FSMO 175 - Contractor Arrangements,NP10 8BA,0,Admin,,
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,ROSEMOUNT POCOCK STREET LLP,1850257,"£60,420.00",,SE1 9EL,0,Programme,,
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CNC PROPERTY MANAGEMENT LTD,1870658,"£60,686.50",,TW15 2UD,0,Programme,,
Ministry of Justice,MoJ HQ,08-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£60,863.23",PQ109 - PB629 (NOMS018) (CP6.2) EUC Laptop,RG12 1HN,E065,Programme,,
Ministry of Justice,MoJ HQ,12-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063330,"£60,863.23",PQ109 - PB630 (NOMS017) (CP.3) EUC Desktop,RG12 1HN,E064,Programme,,
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£61,153.10",PQ109 - PB642 ( NOMS019) (CP2.1) Business User LAN Upgrade,RG12 1HN,E066,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,1860012,"£61,176.76",,RATES,0,Programme,,
Ministry of Justice,HMCTS,07-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,AMALGAMATED LIFTS LTD,1844842,"£61,399.95",CIS Labour-Kingston Crown-Amalgamated Lifts Ltd-Lift installation works PAR 2075,CIS-BR5 3NL,0,Programme,,SME
Ministry of Justice,HMCTS,07-Dec-11,222001-Maintenance,CZ999-South East Region,METSHAPE LTD,1845107,"£61,609.87","CIS Labour-Lewes Combined Court-Metshape Mechanical Services Ltd-Replace the gas fired boiler installation, carry out duct work repairs & replace AHU 3 to the custody area.",CIS-BD16 1PY,0,Programme,,
Ministry of Justice,MoJ HQ,23-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BNP PARIBAS REAL ESTATE,1064651,"£62,500.00",Rent/Service Charges - 2 Carlton Gardens,B3 2BJ,0,Admin,,
Ministry of Justice,HMCTS,21-Dec-11,222002-Other Property Costs,BZ999-London Region,VICTORIA GENERAL CLEANING SERVICES LTD,1864114,"£62,501.64",VICTORIA GENERAL CLEANING SERVICES LTD - RCJ Account 2161 - Fixed Monthly Costs. Apr 2011 to Mar 2012 - 20 / IH701 / 222152,CM19 5QE,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,1860087,"£62,722.21",,RATES,0,Programme,,
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SYNERGY HUNTINGDON TRUSTEE LTD,1841613,"£62,758.22",,E14 5LQ,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MODERN COURTS (HUMBERSIDE) LTD,1862743,"£62,934.61",Provision under a PFI agreement of accommodation for office or other governmental use,BR8 7AG,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1063736,"£63,120.00",Computer services supplied to the specification of the recipient,GU2 7YP,0,Admin,,
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£63,120.00",PL111 - This relates to an IA managed Service (Catalogue),CF31 9AP,0,Balance Sheet,,
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,BZ999-London Region,CARILLION PLANNED MAINTENANCE,1855414,"£63,313.59",CARILLION PME - RCJ Management Fee - CIS - Labour B&CE - RCJ 2011/12,CIS-WV1 9US,0,Programme,,
Ministry of Justice,HMCTS,09-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,1847045,"£63,367.69",,B17 9PU,0,Programme,,
Ministry of Justice,MoJ HQ,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,LONDON BOROUGH OF CAMDEN,1064261,"£63,825.22",Rates Invoice,RATES,0,Balance Sheet,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,NEWCASTLE UPON TYNE CITY COUNCIL,1860136,"£64,019.92",,RATES,0,Programme,,
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£64,446.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,
Ministry of Justice,HMCTS,07-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1845112,"£64,507.95",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,08-Dec-11,223000-Other Expenditure,MD600-Information Directorate,TNT UK LTD,1063200,"£64,561.11",MD145 Monthly payment for offsite storage of records held at TNT and delivery costs,BL0 9AR,0,Admin,,
Ministry of Justice,MoJ HQ,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1180,"£64,930.02","Payments in relation to PAYE, NIC and Corporation Tax",BD98 8AA-PAYE,0,Balance Sheet,,
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1849936,"£65,067.60",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,19-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,CBRE CB RICHARD ELLIS,1064036,"£65,174.38","Rent/Service Charges - 5th Floor, 30 Millbank",G2 6UA-COLUMBIN,0,Admin,,
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£65,218.94",QBD Additional Printers,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£65,655.20", CCN3306-02 - Network Information Security Enhancements (NISE) Project T&M extension,CF31 9AP,E003,Programme,,
Ministry of Justice,HMCTS,14-Dec-11,532000-Tangible GBV - Additions,GZ999-North West Region,GARSIDE & LAYCOCK LTD,1852462,"£65,698.70",Ormskirk Magistrates Court - Renewal of the 2 no. pitched slate roof coverings and 3 no. rear flat roof coverings.  Contract no. MW/HMCS/2011-2012/06 refers,CIS-PR5 6AW,0,Programme,,SME
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£66,081.00",Atos Origin - RCJDISCORDER073-10. CCN No. A-R-02121-04-v01 for Jayne Jordan. Rolls Building Infrastructure - Video Conferencing. B/E IA105. NAC 532605. Project Code F079.,WV10 6UH,F079,Programme,,
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,M J MAPP LTD,1867036,"£66,250.00",,W1W 5QZ,0,Programme,,
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£66,448.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£66,448.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£66,648.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1849936,"£66,702.11",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,538022,"£67,047.88",,RATES,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,EDDISONS,1847110,"£68,055.75",,WC2H 0AU-RENT,0,Programme
Ministry of Justice,MoJ HQ,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1064258,"£68,186.98",Rates Invoice,RATES,0,Balance Sheet
Ministry of Justice,HMCTS,06-Dec-11,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,1840821,"£68,211.98",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£68,228.00",RCJDISCORDER 022 (A) - 11 ROLLS Building  - CCN No A-R-02121-19v02 One-Off Costs for DARTS MId-Tier Server Installation. 20-IA101-532605-000-F079. Req Jayne Jordan,WV10 6UH,F079,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1859990,"£69,210.72",,RATES,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222001-Maintenance,FZ999-Midlands Region,EC HARRIS LLP,1870699,"£69,372.28",Various Midlands Courts - EC Harris - Retainer Fees 11/12,M60 3NT,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ARROWCROFT SERVICES LTD,1866518,"£69,444.50",,W1K 6AD,0,Programme
