Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,POWELLS CE PRIMARY SCHOOL,4000063985,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Academies Delivery Group,QUEEN ELIZABETH HUMANITIES COLLEGE,4000064104,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000063545,2947960,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,REDDISH VALE TECHNOLOGY COLLEGE,4000064192,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Current Grants,Academies Delivery Group,RETFORD OAKS ACADEMY,4000063356,60669.04,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,RIDGEWOOD SCHOOL,4000063988,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2011,Current Grants,Academies Delivery Group,ROBERT MAYS SCHOOL,4000062860,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,ROCHDALE MBC,4000063546,6373720,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,ROTHERHAM MBC,4000063547,7305960,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SALFORD CITY COUNCIL,4000063548,4488400,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SANDWELL MBC,4000063549,8847880,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,05/10/2011,Current Grants,Academies Delivery Group,SCHOOL PARTNERSHIP TRUST ACADEMIES,4000062801,117112,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SEFTON COUNCIL,4000063550,4758000,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,SELWOOD VC ANGLICAN METHODIST MIDDLE SCHOOL,4000063995,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SHEFFIELD CITY COUNCIL,4000063551,12555440,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SHROPSHIRE COUNCIL,4000063552,3857800,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SOUTH GLOUCEST,4000063553,6063280,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,Current Grants,Academies Delivery Group,SOUTH GLOUCESTERSHIRE COUNCIL,4000064360,133421,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,SOUTH OSSETT INFANT SCHOOL,4000064196,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SOUTH TYNESIDE,4000063554,4151640,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000063555,4493640,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000063556,204880,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Academies Delivery Group,SOUTHWARK PRIMARY SCHOOL,4000064433,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2011,Current Grants,Academies Delivery Group,ST ANNS WELL ACADEMY,4000062861,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,ST CHRISTOPHERS LOWER SCHOOL,4000064197,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,ST HELENS MBC,4000063557,6717440,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,ST LEONARDS CE PRIMARY ACADEMY,4000063996,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,ST THOMAS MORE SCHOOL,4000063997,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,STAFFORDSHIRE COUNCIL,4000063558,12096400,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,STOCKPORT MBC,4000063559,7305600,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,STOCKTON ON TEES,4000063560,5222240,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000063561,6229240,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Current Grants,Free School Group,STOUR VALLEY EDUCATIONAL TRUST LTD,4000063357,55543.81,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,STRATTON UPPER SCHOOL,4000064198,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SUNDERLAND CITY COUNCIL,4000063562,4431200,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,SURREY COUNTY COUNCIL,4000063563,4050720,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,SUTHERLAND PRIMARY SCHOOL,4000064199,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,TAMESIDE MBC,4000063564,5703480,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Academies Delivery Group,TARLETON HIGH SCHOOL,4000063059,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,TELFORD & WREKIN COUNCIL,4000063565,3641200,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Academies Delivery Group,TEMPLER ACADEMY SCHOOLS TRUST,4000063060,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Academies Delivery Group,TEWKESBURY SCHOOL,4000063279,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Current Grants,Academies Delivery Group,THE DEEPINGS SCHOOL,4000062666,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Academies Delivery Group,THE HIGH ARCAL SCHOOL,4000064438,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Academies Delivery Group,THE HOLLYFIELD SCHOOL,4000064439,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Current Grants,Academies Delivery Group,THE KEMNAL ACADEMIES TRUST,4000062667,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Academies Delivery Group,THE KING EDWARD VI HIGH SCHOOL,4000064440,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Academies Delivery Group,THE KINGSWINFORD SCHOOL,4000063280,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000063566,5240840,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Current Grants,Academies Delivery Group,THE MAPLESDEN NOAKES SCHOOL,4000064441,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Academies Delivery Group,THE NEW ACADEMY TRUST STANLEY,4000063061,25317.28,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000063567,3169400,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000063568,3752920,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,THE SELE SCHOOL,4000064203,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,THE THETFORD ACADEMY,4000064001,119079.02,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Current Grants,Academies Delivery Group,THE WILLOWS SCHOOL,4000062668,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2011,Current Grants,Academies Delivery Group,TIDEMILL ACADEMY,4000062866,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,TOLWORTH GIRLS SCHOOL & SIXTH FORM,4000064206,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,TORBAY COUNCIL,4000063569,1968040,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants,Academies Delivery Group,TOWNLEY GRAMMAR SCHOOL,4000063285,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,TRAFFORD MB COUNCIL,4000063570,2409560,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/10/2011,Current Grants,Academies Delivery Group,TUXFORD ACADEMY,4000062870,204036.59,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WAKEFIELD MDC,4000063571,5836760,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WALSALL MBC,4000063572,1777200,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000063573,5677040,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000063574,1325360,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,WAYLAND COMMUNITY HIGH SCHOOL,4000064207,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Current Grants,Academies Delivery Group,WENTWORTH PRIMARY SCHOOL,4000064116,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WEST BERKSHIRE COUNCIL,4000063575,2152600,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000063576,12728240,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Academies Delivery Group,WICKFORD CE INFANT SCHOOL,4000063073,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WIGAN MBC,4000063577,6771960,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Current Grants,Academies Delivery Group,WILLOW BANK PRIMARY SCHOOL,4000062675,62700,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Current Grants,Academies Delivery Group,WITCHFORD VILLAGE COLLEGE,4000063074,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000063578,6130040,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Current Grants,Academies Delivery Group,WOODSIDE HIGH SCHOOL,4000064009,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/10/2011,Current Grants,Academies Delivery Group,WOOTTON UPPER SCHOOL,4000064209,25000,"Current Grants paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,18/10/2011,Current Grants,School Resources Group,YORK CITY COUNCIL,4000063579,3676800,Dedicated Schools Grant,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Current Grants to Arms Length Bodies,School Resources Group,PARTNERSHIPS FOR SCHOOLS,2000468,206101759,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2011,Current Grants to Arms Length Bodies,Post 16 Young People Learning Agency Resources Group,YOUNG PEOPLES LEARNING AGENCY,2000456,1117863000,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,Current Grants to Other Government Departments,School Resources Group,DEPARTMENT OF COMMUNITIES & LOCAL GOVERNMENT,2000463,3170750,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,DfE Programme Costs,Academies Delivery Group,APPLEYARDS LTD,4000064326,85088.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,DfE Programme Costs,Academies Delivery Group,CAPITA SYMONDS LTD,4000063697,43380,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Academies Delivery Group,CAPITA SYMONDS LTD,4000063775,31565.15,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,DfE Programme Costs,Free School Group,EC HARRIS LLP,4000062895,17079.66,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Free Schools",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,DfE Programme Costs,Free School Group,EC HARRIS LLP,4000062895,50038.3,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Project management support to Free School",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,DfE Programme Costs,Academies Delivery Group,EC HARRIS LLP,4000063782,73714.36,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,28/10/2011,DfE Programme Costs,Post 16 Young People Learning Agency Resources Group,HEWITT ASSOCIATES LTD,4000064345,27104.94,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the bulk transfer of existing benefits and monies from the civil service scheme to LA pension schemes.",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LLP,4000064427,0,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,DfE Programme Costs,Free School Group,PKF UK LLP,4000064427,49358.4,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. Specifically to provide project management services to Free Schools,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LTD,4000063266,52070.56,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/10/2011,DfE Programme Costs,Academies Delivery Group,PLACE GROUP LTD,4000063154,29844,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,DfE Programme Costs,Academies Delivery Group,PLACE GROUP LTD,4000063419,32390.1,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,DfE Programme Costs,Academies Delivery Group,PLACE GROUP LTD,4000063725,28025.81,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/10/2011,DfE Programme Costs,Free School Group,PLACE GROUP LTD,4000063725,6925.6,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Project management support to Free School",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,DfE Programme Costs,Academies Delivery Group,SPECIALIST SCHOOLS & ACADEMIES TRUST,4000063058,492771.18,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,ICT,Communications Group,CAPGEMINI UK PLC,4000064069,35352.91,Costs related to the provision of IT costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Communications Group,EDUSERV,4000063241,47538,Costs related to the provision of IT costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Free School Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Free School Group,VODAFONE CORPORATE,4000063287,0.83,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Free School Group,VODAFONE CORPORATE,4000063287,59.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,0.47,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,145.87,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,8.18,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,124.2,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,7.93,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,273.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,3.66,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,46.2,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,4.42,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,21.3,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,62.1,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,0.13,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,80.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,2.52,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,103.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,72.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,1.54,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,71.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,0.3,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,4.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,8.59,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Resources Group,VODAFONE CORPORATE,4000063287,4.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,6.54,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Directorate Support,VODAFONE CORPORATE,4000063287,1.79,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Directorate Support,VODAFONE CORPORATE,4000063287,66.9,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Analysis Group,VODAFONE CORPORATE,4000063287,8.09,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
