Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category,SME?,Sector
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£135,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£165,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£58,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£188,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£71,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£14,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£25,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£74,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£10,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£13,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£27,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£10,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£93,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£3,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£21,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£81,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£73,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£92,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£33,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£116,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£27,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£65,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£76,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£13,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£115,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£286,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£288,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£26,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£131,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£245,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£21,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£21,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£24,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£88,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£23,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£35,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£69,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£9,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£19,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£119,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£173,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£227,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£96,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£17,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£237,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£145,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£296,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£49,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£667,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£702,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£184,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£653,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£153,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£118,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£378,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,"£1,047",Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£115,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£460,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£119,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£100,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£549,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£209,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£166,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£154,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£82,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£81,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£43,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£38,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£3,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£223,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£246,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£383,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£143,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£146,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£312,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£415,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£296,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£430,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£173,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£74,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£22,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£3,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£15,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£65,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£29,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£162,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£22,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£25,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£13,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£182,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£64,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£201,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£127,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£13,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£104,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£132,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£45,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£24,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£59,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£138,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£25,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£7,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£5,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£58,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£58,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£223,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£3,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£46,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£3,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£107,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£153,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,"Pension, Disability Carers Services",15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£183,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£107,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£17,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£36,Print & Associated Services,Stationery,Desktop,NO,Private
