Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,0030025073,"7,500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030022362,"87,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030022658,"87,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030022902,"97,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030023350,"131,416.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030023588,"95,353.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030023925,"87,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030024248,"100,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,0030024640,"97,216.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,22/09/2011,Legal Services - Programme,Asset sale,Sport Investment Partners Advisory,0030023714,"750,000.00",Costs in relation to sale of asset
Department for Culture Media and Sport,Department for Culture Media and Sport,04/10/2011,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),0030023443,"59,975.00",NADP Service Contract 
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2011,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),0030024631,"71,970.00",NADP Service Contract 
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),0030025554,"133,170.00",NADP Service Contract 
Department for Culture Media and Sport,Department for Culture Media and Sport,13/05/2011,Payments to Crown Dependencies,DSO Underspend: BIS programmes,States of Guernsey,0030022336,"220,182.00",Digital Switchover - Payment to states of Guernsey
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Tate Gallery,0030022119,"81,127.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030021814,"3,040,903.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030022144,"3,199,800.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030022410,"3,289,305.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030022747,"3,073,934.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030023052,"3,103,756.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030023332,"2,896,564.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030023716,"2,832,070.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030023981,"4,851,400.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030024338,"4,732,180.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030024751,"2,675,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,0030025025,"5,705,044.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,28/03/2012,Capital Grants to LAs,Seachange Resort Grts (LA Cap),Thanet District Council,0030025655,"1,669,377.00",Capital Grant re Seachange
Department for Culture Media and Sport,Department for Culture Media and Sport,15/09/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),The Bit Commons Ltd,0030023548,"24,700.00",Broadband Delivery - hire of  Contractors (19 days)
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),The Bit Commons Ltd,0030024135,"25,539.00",Broadband Delivery - hire of  Contractors (19 days)
Department for Culture Media and Sport,Department for Culture Media and Sport,20/05/2011,Management of Grant Programmes,Museums+Cultural PropertyProgs,The British Museum Great Court Limited,0030022428,"26,750.00",Treasure Running Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,12/09/2011,Management of Grant Programmes,Museums+Cultural PropertyProgs,The British Museum Great Court Limited,0030023561,"26,750.00",Treasure Running Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,06/01/2012,Management of Grant Programmes,Museums+Cultural PropertyProgs,The British Museum Great Court Limited,0030024863,"26,750.00",Treasure Running Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2012,Management of Grant Programmes,Museums+Cultural PropertyProgs,The British Museum Great Court Limited,0030025036,"26,750.00",Treasure Running Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,23/03/2012,Capital Grant Private Sector,GIA Museums & Galleries,The Design Museum,0030025727,"500,000.00",Capital grant towards Design Museum relocation
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,Current Grants Private Sector,GIA Museums & Galleries,The Design Museum,0030022137,"328,000.00",Annual grant for education programmes under current funding agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,10/05/2011,Flag Flying,State Ceremonials Prog Costs,The Flag Consultancy Ltd,0030022280,"56,500.00",Equipment
Department for Culture Media and Sport,Department for Culture Media and Sport,26/04/2011,Payments under GIS Indemnity,Museums+Cultural PropertyProgs,The Gallery Mourmans,0030022005,"34,255.58",Government Indemnity Scheme
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Capital Grant Private Sector,Arts Support in Culture Team,The Poetry Archive,0030022085,"33,034.75",Grant re Poetry Archive
Department for Culture Media and Sport,Department for Culture Media and Sport,20/05/2011,Digital Preservation Fund,GOE Admin Costs,The Prince's Trust,0030022421,"95,562.67",Get Started Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,22/08/2011,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,0030023414,"29,880.05",Get Started Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,12/01/2012,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,0030024921,"25,728.83",Opportunity Programme - Grant Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,10/02/2012,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,0030025263,"80,082.09",Opportunity Programme - Grant Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,VAT Recoverable Business Activ,Misc Balance Sheet,The Queen Elizabeth II Conference Centre,0030022156,"8,600.00",Media Booking
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Space Hire and Licences,State Ceremonials Prog Costs,The Queen Elizabeth II Conference Centre,0030021834,"100,000.00",Media Booking
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Space Hire and Licences,State Ceremonials Prog Costs,The Queen Elizabeth II Conference Centre,0030022156,"43,000.00",Media Booking
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030021825,"976,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030022134,"644,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030022414,"820,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030022752,"513,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030023033,"487,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030023334,"503,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030023634,"482,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030024014,"724,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030024299,"652,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030024707,"642,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,0030025054,"474,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/04/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030021923,"3,500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,13/07/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030022947,"1,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,13/07/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030022948,"1,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,12/08/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030023308,"700,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,07/10/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030023767,"1,401,433.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,29/12/2011,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,0030024770,"2,102,142.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/04/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030021837,"217,993.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,06/05/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030022244,"116,868.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,09/06/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030022495,"97,390.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,27/06/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030022799,"97,390.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,05/07/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030022844,"22,696.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030023140,"194,780.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030023277,"39,780.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,02/09/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030023486,"194,780.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,13/09/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030023550,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030023773,"31,695.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030024011,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,09/12/2011,Research,EAU Taking Part Survey,TNS UK LTD,0030024573,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,10/01/2012,Research,EAU Taking Part Survey,TNS UK LTD,0030024871,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,26/01/2012,Research,EAU Taking Part Survey,TNS UK LTD,0030025058,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,26/01/2012,Research,EAU Taking Part Survey,TNS UK LTD,0030025059,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,28/02/2012,Research,EAU Taking Part Survey,TNS UK LTD,0030025440,"115,193.44",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,13/05/2011,Payments to Crown Dependencies,DSO Underspend: BIS programmes,Treasurer of the States of Jersey,0030022335,"342,505.00",Taking Part Programme Payment
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030022105,"112,913.58",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,24/05/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030022427,"105,815.57",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,22/06/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030022760,"140,542.61",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,28/07/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030023043,"144,507.13",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,19/08/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030023383,"162,417.54",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,22/09/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030023713,"131,268.93",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,28/10/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030024072,"141,935.68",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,17/11/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030024311,"149,067.25",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,16/12/2011,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030024626,"144,713.78",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,23/01/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030024978,"148,485.98",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030025276,"148,293.79",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,22/03/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030025666,"148,121.80",Treasury Solicitors Advisory Team Monthly Bill
Department for Culture Media and Sport,Department for Culture Media and Sport,14/03/2012,TSOL Disbursement Costs,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030025624,"67,989.55",Treasury Solicitors Legal Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,TSOL Disbursement Costs,Legal Advisers to DCMS (TSOL),Treasury Solicitors,0030025807,"31,700.00",Treasury Solicitors Disbursement Fee
Department for Culture Media and Sport,Department for Culture Media and Sport,23/02/2012,TSOL Disbursement Costs,Leveson Inquiry Admin Costs,Treasury Solicitors,0030025285,"183,946.06",Treasury Solicitors Legal Costs
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Capital Grant Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030022415,"251,500.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/08/2011,Capital Grant Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030023339,"707,500.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Capital Grant Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030023413,"251,500.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Capital Grant Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030024354,"251,500.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2012,Capital Grant Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030025354,"251,500.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030021819,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030022199,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030022758,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030023013,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030023630,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030024047,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030024692,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,0030024998,"114,000.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,27/06/2011,VAT Recoverable Business Activ,Misc Balance Sheet,Ubiqus,0030022795,"35,260.00",Ceremonial - PA System
Department for Culture Media and Sport,Department for Culture Media and Sport,29/06/2011,VAT Recoverable Business Activ,Misc Balance Sheet,Ubiqus,0030022796,"5,796.23",Ceremonial - PA System
Department for Culture Media and Sport,Department for Culture Media and Sport,27/06/2011,Ceremonial Event Costs,State Ceremonials Prog Costs,Ubiqus,0030022795,"176,300.00",Ceremonial - PA System
Department for Culture Media and Sport,Department for Culture Media and Sport,29/06/2011,Ceremonial Event Costs,State Ceremonials Prog Costs,Ubiqus,0030022796,"28,981.16",Ceremonial - PA System
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2011,Ceremonial Event Costs,State Ceremonials Prog Costs,Ubiqus,0030024644,"31,796.49",Ceremonial - PA System
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,International Subscriptions,Architecture + heritage progs,UNESCO ,0030022004,"132,303.12",UK Contribution to World Heritage Fund
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030021789,"494,593.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030022203,"600,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030022481,"539,346.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030022792,"500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030023095,"399,833.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030023375,"500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030023663,"500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030024063,"493,932.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030024390,"1,002,733.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030024773,"416,833.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,0030025031,"407,333.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030021826,"5,887,220.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030022184,"5,843,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030022482,"4,251,563.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030022793,"5,482,190.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030023097,"5,318,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030023378,"4,479,696.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030023623,"4,573,969.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030024062,"3,724,427.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030024388,"5,806,394.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
