Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-22282," 665,000 ",,HA7 4LP,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-22285," 1,164,000 ",,TF6 6TF,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-22286," 583,000 ",,TF6 6TF,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-22288," 995,000 ",,PR8 6PT,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-22293," 9,267,000 ",,LE5 4QF,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-22297," 5,500,000 ",,ST4 7LN,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-22298," 4,000,000 ",,WS2 9PS,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-22300," 2,282,000 ",,WD18 0BH,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,WESTON AREA HEALTH NHS TRUST,HAFS-22301," 1,600,000 ",,BS23 4TQ,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-22302," 3,130,000 ",,WR5 1DD,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,HAFS-22306," 2,566,000 ",,NG5 1PT,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,HINCHINGBROOKE HEALTH CARE NHS TRUST,HAFS-22307," 925,000 ",,PE29 6NT,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,THE STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP R1E,HAFS-22310," 5,000,000 ",,ST5 1QG,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-22311," 4,081,000 ",,LN2 5QY,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,WYE VALLEY NHS TRUST,HAFS-22313," 3,355,000 ",,HR1 2ER,,,PUBLIC,
,,16/01/2017,Additions PDC Capital Support NHS FT Permanent,Central Technical,DD: NHS FC,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,HAFS-22278," 80,000 ",,DN4 8QN,,,PUBLIC,
,,16/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-22255," 352,000 ",,SM5 1AA,,,PUBLIC,
,,16/01/2017,Additions PDC Revenue Support NHS FT Permanent,Central Technical,DD: NHS FC,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-22283," 202,000 ",,BA1 3NG,,,PUBLIC,
,,16/01/2017,Additions PDC Revenue Support NHS FT Permanent,Central Technical,DD: NHS FC,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,HAFS-22284," 69,000 ",,BA1 3NG,,,PUBLIC,
,,16/01/2017,Essential Meds SPG - Additions,Community Care,"DD: Pricing, Prescription and Supply",SIGMA PHARMACEUTICALS PLC,I532301CANCELLED," 28,100 ",,,,,SME,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,1410059025," 24,420 ",NCCRCD Management,LS9 7TF,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,1410061172," 95,250 ",NCCRCD Management,LS9 7TF,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHAMPTON UNIVERSITY OF,44195333," 3,992,888 ",NETS-CC Management,SO17 1BJ,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CITY UNIVERSITY LONDON,ERS-567805-133722," 49,440 ",Invention for Innovation,EC1V 0HB,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-567810-133721," 165,696 ",CLAHRCs,BS99 1YF,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MEDICAL RESEARCH COUNCIL MRC,ERS-567812-133741," 250,000 ",MRC - ( NIHR Phenome Centre),SN2 1FF,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-567832-133781," 113,657 ",Invention for Innovation,NG7 2UK,,,PUBLIC,
,,16/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SWANSEA UNIVERSITY,ERS-567833-133782," 26,750 ",Invention for Innovation,SA2 8PP,,,PUBLIC,
,,16/01/2017,Outsourcing Contract,Community Care,"DD: Children, Mat, Develop",SKILLS FOR CARE LTD,SINV.9254," 40,800 ",[3A/B/C/E] Skills for Care:  Knowledge & Skills Capabilities Framework,LS1 2RP,,,VCS,
,,16/01/2017,Professional fees,Community Care,DD: Forensic Mental Health,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,4810009025," 60,000 ",To exercise the section 12(2)/Approved Clinician Approvals Function in accordance with statutory instructions issued by Secretary of State for NHS England North Panel 1-CPA no. 513745,TS6 0SZ,,,PUBLIC,
,,16/01/2017,Policy Payments,Community Care,DD: Independent Living Programme,LIVERPOOL CITY COUNCIL,X1901667901," 47,500 ",Named Social Worker Pilot,L1 6JD,,,PUBLIC,
,,17/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Holding Accomodation Central,EMCOR FACILITIES SERVICES LTD,00439255RI," 16,088 ","Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - CQC @ £16,087.75 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Cleaning: contract,Finance and Group Operations,DD: Holding Accomodation Central,EMCOR FACILITIES SERVICES LTD,00439255RI," 3,962 ","Cleaning Fixed Costs Apr 2016 - Mar 2017 - CQC @ £3,961.69 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Accomodation Central,EMCOR FACILITIES SERVICES LTD,00439255RI," 5,048 ","FM - Fixed Costs from Apr 2016 - Mar 2017 - CQC @ £5,048.16 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Holding Residual Estate,EMCOR FACILITIES SERVICES LTD,00439244RI," 7,811 ","Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - PRH @ £7,810.58 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Cleaning: contract,Finance and Group Operations,DD: Holding Residual Estate,EMCOR FACILITIES SERVICES LTD,00439244RI," 4,681 ","Cleaning Fixed Costs Apr 2016 - Mar 2017 - PRH @ £4,681.25 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Residual Estate,EMCOR FACILITIES SERVICES LTD,00439244RI," 7,881 ","FM - Fixed Costs from Apr 2016 - Mar 2017 - PRH @ £7,880.87 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Security: contract,Finance and Group Operations,DD: Holding Residual Estate,EMCOR FACILITIES SERVICES LTD,00439244RI," 1,679 ","Security Fixed Costs Apr 2016 - Mar 2017 - PRH @ £1,679.41 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Holding Richmond House,EMCOR FACILITIES SERVICES LTD,00439253RI," 53,766 ","Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - RH @ £53,765.57 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Cleaning: contract,Finance and Group Operations,DD: Holding Richmond House,EMCOR FACILITIES SERVICES LTD,00439253RI," 32,175 ","Cleaning Fixed Costs Apr 2016 - Mar 2017 - RH @ £32,174.81 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Richmond House,EMCOR FACILITIES SERVICES LTD,00439253RI," 32,548 ","FM - Fixed Costs from Apr 2016 - Mar 2017 - RH  @ £32,547.81 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Security: contract,Finance and Group Operations,DD: Holding Richmond House,EMCOR FACILITIES SERVICES LTD,00439253RI," 53,351 ","Security Fixed Costs Apr 2016 - Mar 2017 - RH @ £53,350.50 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Holding Skipton House,EMCOR FACILITIES SERVICES LTD,00439252RI," 51,220 ","Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - SKH @ £51,220.18 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Cleaning: contract,Finance and Group Operations,DD: Holding Skipton House,EMCOR FACILITIES SERVICES LTD,00439252RI," 25,617 ","Cleaning Fixed Costs Apr 2016 - Mar 2017 - SKH @ £25,617.08 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Skipton House,EMCOR FACILITIES SERVICES LTD,00439249RI," 26,926 ",Skipton - Central FM Costs Apr 2016 - Mar 2017 - re cc19182,SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Skipton House,EMCOR FACILITIES SERVICES LTD,00439252RI," 23,072 ","FM - Fixed Costs from Apr 2016 - Mar 2017 - SKH @ £23,071.60 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Security: contract,Finance and Group Operations,DD: Holding Skipton House,EMCOR FACILITIES SERVICES LTD,00439252RI," 30,571 ","Security Fixed Costs Apr 2016 - Mar 2017 - SKH @ £30,570.97 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Holding Wellington House,EMCOR FACILITIES SERVICES LTD,00439254RI," 45,926 ","Building Maint./Repairs Fixed Costs Apr 2016 - Mar 2017 - WEL @ £45,926.10 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Cleaning: contract,Finance and Group Operations,DD: Holding Wellington House,EMCOR FACILITIES SERVICES LTD,00439254RI," 22,580 ","Cleaning Fixed Costs Apr 2016 - Mar 2017 - WEL @ £22,580.37 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Facilities management: contract,Finance and Group Operations,DD: Holding Wellington House,EMCOR FACILITIES SERVICES LTD,00439254RI," 18,348 ","FM - Fixed Costs from Apr 2016 - Mar 2017 - WEL @ £18,347.66 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Security: contract,Finance and Group Operations,DD: Holding Wellington House,EMCOR FACILITIES SERVICES LTD,00439254RI," 32,427 ","Security Fixed Costs Apr 2016 - Mar 2017 - WEL @ £32,426.80 mthly",SO53 3YE,,,LARGE,
,,17/01/2017,Provisions cash payment,Acute Care and Workforce,DD: Pay and Pensions,NHS INJURY BENEFITS SCHEME,ERS-567844-133801," 4,383,173 ","Injury Allowance Recharge Payment, Dec 2016",FY7 8LG,,,PUBLIC,
,,18/01/2017,Interest payable on other borrowings,Central Technical,DD: Unassigned Cost Centres,PGO FOREIGN CURRENCY PAYMENTS,371202259, 948 ,,RH10 1UH,,,PUBLIC,
,,18/01/2017,Other Admin expenditure,Central Technical,DD: Unassigned Cost Centres,PGO FOREIGN CURRENCY PAYMENTS,371202259," 30,647 ",,RH10 1UH,,,PUBLIC,
,,18/01/2017,Service charge,Community Care,DD: Informatics,CSC COMPUTER SCIENCES LTD,5201482327," 155,261 ",Revenue 2016/17 CSC NME LSP - Committed deployment and service charges for 2016/17,PR1 8UQ,,,LARGE,
,,18/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",TEVA UK LTD,2310499512," 580,601 ",,,,,LARGE,
,,18/01/2017,Arm Length Bodies-Revenue Subsidy,Global and Public Health,DD: Holding CC Closure (PHD),NHS BLOOD AND TRANSPLANT (NHSBT),954637," 5,508,000 ",NHS Blood and Transplant (NHSBT)'s 2016/17 Revenue Allocation.,LS15 7TW,,,PUBLIC,
,,18/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,MULTI RESOURCE MARKETING LTD,133336," 44,567 ",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,14050
,,19/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),0000031560," 59,293 ",Service Level Agreement between NHS Business Services Authority and Secretary of State for Health for the management of services relating to the Healthy Food Schemes (HFS) - 2016-17,NE1 6SN,,,PUBLIC,
,,19/01/2017,Outsourcing Contract,"Science, Research & Evidence",DD: Holding R&D,ANTHONY NOLAN TRUST,67447," 250,000 ",Stem Cell Transplantation Services,NW3 2NU,,,VCS,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567936-133861," 27,549 ",HTA Commissioned Research,WF3 1WE,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-567937-133869," 170,299 ",HTA Commissioned Research,LS2 9JT,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-567939-133873," 43,100 ",NIHR Fellowships,NE1 7RU,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY OF,ERS-567940-133875," 111,361 ",HTA Researcher Lead,NG7 2RD,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEICESTER UNIVERSITY OF,ERS-567941-133870," 29,838 ",NIHR Fellowships,LE1 7RH,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-567942-133872," 48,012 ",NIHR Fellowships,M13 9PL,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-567946-133862," 37,099 ",NIHR Fellowships,B15 2TT,,,PUBLIC,
,,19/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EXETER UNIVERSITY OF,ERS-567952-133865," 57,686 ",HTA Researcher Lead,EX4 4QJ,,,PUBLIC,
,,19/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,ARTHRITIS CARE,ERS-567896-133821," 45,134 ",HSCVF Arthritis Care 2013/National/003 2016-17,NW1 2HD,,,VCS,
,,19/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,SHARED LIVES PLUS,ERS-567925-133841," 39,549 ",IESD 2016-17 Shared Lives Plus AIMS Ref: 54319916,L12 5JP,,,VCS,
,,19/01/2017,Secondees in invoiced costs,Community Care,DD: Social Care Policy & Legislation,CAMDEN LONDON BOROUGH COUNCIL,00810496682," 79,312 ",Camden Council - Lyn Romeo salary recharge Oct16 - Sep17,WC1H 8NG,,,PUBLIC,
,,20/01/2017,Addition Clearing - SW LIC,Community Care,DD: Informatics,ANSWER DIGITAL LTD,3670," 25,680 ",GP Connect CCN 065 6 additional sprints development services,LS11 5DD,,,SME,
,,20/01/2017,Addition Clearing - SW LIC,Community Care,DD: Informatics,CSC COMPUTER SCIENCES LTD,5201482329," 563,201 ",Capital 16/17 NME LSP CSC,GU11 1PZ,,,LARGE,
,,20/01/2017,Addition Clearing - SW LIC,Community Care,DD: Informatics,THE IPSWICH HOSPITAL NHS TRUST,IHT4000019296," 3,940 ",Capital 16/17 LSP NME The Ipswich hospitals NHS Trust - Capital: FY 2016.17 STAF & LC costs for Lorenzo Deployment,IP4 5PD,,,PUBLIC,
,,20/01/2017,Service charge,Community Care,DD: Informatics,CSC COMPUTER SCIENCES LTD,5201482328," 859,836 ",Revenue 2016/17 CSC LSP NME: Committed deployment and service charges for 2016/17,PR1 8UQ,,,LARGE,
,,20/01/2017,Service charge,Community Care,DD: Informatics,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV014214," 1,805,862 ","Revenue 2016/17 EMIS GPSoC R: Charges for the Period Commencing 01/04/2016 to 31/03/17. System support charges, Training Charges, Interface Mechanism charges, Pairing Assurance service charges, Hosting service charges",LS19 7BY,,,LARGE,
,,20/01/2017,Service charge,Community Care,DD: Informatics,THE IPSWICH HOSPITAL NHS TRUST,IHT4000019296," 93,874 ",Revenue 16/17 LSP NME The Ipswich hospitals NHS Trust - Revenue: FY 2016/17 STAF & LC costs for Lorenzo Deployment,IP4 5PD,,,PUBLIC,
,,20/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",ACTAVIS UK LTD,3306X110530," 480,400 ",,,,,LARGE,
,,20/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",SIGMA PHARMACEUTICALS PLC,I800567," 376,917 ",,,,,SME,
,,20/01/2017,Outsourcing Contract,Global and Public Health,DD: EU & Global Affairs,DEPARTMENT FOR WORK AND PENSIONS (DWP),2935113," 1,050,000 ",DWP Overseas Healthcare Team Recharges 2016-17,FY5 3TA,,,PUBLIC,
,,20/01/2017,Policy Payments,Global and Public Health,DD: EU & Global Affairs,DEPARTMENT FOR WORK AND PENSIONS (DWP),2935216," 1,137,152 ",Recharges for EEA incentivisation payments 2016-2017 No.1,FY5 3TA,,,PUBLIC,
,,20/01/2017,Policy Payments,Global and Public Health,DD: EU & Global Affairs,MINISTRY OF DEFENCE (MOD),7476540," 332,497 ",MoD recharges UK service personnel in Germany healthcare,L2 3YL,,,PUBLIC,
,,20/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NPL MANAGEMENT LTD,130187," 105,852 ",Invention for Innovation,TW11 0LW,,,LARGE,
,,20/01/2017,Policy Payments,Community Care,DD: Independent Living Programme,NOTTINGHAM CITY COUNCIL,851688191," 45,000 ",Named Social Worker Pilot,NG1 2DE,,,PUBLIC,
,,20/01/2017,Outsourcing Contract,Community Care,DD: Older People & Dementia,ALZHEIMERS SOCIETY,GAA007," 30,803 ",Funding to Alzheimer's Society - Building Dementia Friends and Dementia Friendly Communities in a National and International context,E1W 1LB,,,VCS,
,,20/01/2017,Outsourcing Contract,Community Care,DD: Older People & Dementia,ALZHEIMERS SOCIETY,GAA007," 25,000 ",Funding to Alzheimer's Society - Building Dementia Friends and Dementia Friendly Communities in a National and International context,E1W 1LB,,,VCS,
,,23/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: 39Victoria Street,Willmott Dixon Interiors Limited,083218," 249,600 ",39VS - Construction Costs,EC4A 4HJ,,,SME,
,,23/01/2017,Outsourcing Contract,Finance and Group Operations,DD: DH2020,HM REVENUE AND CUSTOMS HMRC,18000043942016," 28,536 ",DH2020 sifting exercise,WC2B 4RD,,,PUBLIC,
,,23/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,BOLTON NHS FOUNDATION TRUST,HAFS-22315," 570,000 ",,BL4 0JR,,,PUBLIC,
,,23/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,THE WALTON CENTRE NHS FOUNDATION TRUST,HAFS-22317," 600,000 ",,L9 7LJ,,,PUBLIC,
,,23/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-22319," 500,000 ",,IP33 3QZ,,,PUBLIC,
,,23/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-22320," 500,000 ",,IP33 3QZ,,,PUBLIC,
,,23/01/2017,Additions PDC Capital Support NHS FT Permanent,Central Technical,DD: NHS FC,BOLTON NHS FOUNDATION TRUST,HAFS-22314," 144,000 ",,BL4 0JR,,,PUBLIC,
,,23/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,ROYAL CORNWALL HOSPITAL NHS TRUST,HAFS-22316," 1,500,000 ",,TR1 2XN,,,PUBLIC,
,,23/01/2017,Additions PDC Capital Support NHS T Permanent,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-22318," 3,262,000 ",,ST4 7LN,,,PUBLIC,
,,23/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000064," 752,103 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,23/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000065," 454,147 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,23/01/2017,Policy Payments,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,RURAL PAYMENTS AGENCY (RPA),2016Q3DH_F95ZH02," 43,188 ",Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding - April 2016 to July 2017,RG13BV,,,PUBLIC,
,,23/01/2017,Outsourcing Contract,Community Care,DD: PCLG,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40217195," 1,000,000 ",Care and Health Integration Programme variation 2016/17,EC1M 5LG,,,VCS,
,,24/01/2017,Arm Length Bodies-Revenue Subsidy,Community Care,DD: Holding CC Closure (IGT),MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1626659," 810,000 ",MHRA Devices 2016-17 Programme Funding,SW1W 9SZ,,,PUBLIC,
,,24/01/2017,Arm Length Bodies-Revenue Subsidy,Community Care,DD: Holding CC Closure (IGT),MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,1626660," 1,250,000 ",MHRA - NIBSC 2016-17 Programme Funding,SW1W 9SZ,,,PUBLIC,
,,24/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",ACCORD HEALTHCARE LTD,DAAADF903963," 159,587 ",,,,,LARGE,
,,24/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,20150859," 29,704 ",RDD Programme Support - Miscellaneous,SW7 2AZ,,,PUBLIC,
,,24/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,HENRY,ERS-568035-133941," 92,656 ",IESD. 54107152. HENRY. The HENRY Parent Programme. 17/18,OX29 4BD,,,SME,
,,24/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,HENRY,ERS-568036-133961," 75,741 ",2013/National/001. HENRY. Working Together for a Healthy Start. 16/17,OX29 4BD,,,SME,
,,24/01/2017,Outsourcing Contract,Acute Care and Workforce,DD: WLF Cap & Inf,CWM TAF HEALTH BOARD,79913," 38,012 ",NHS Jobs Cwm Taf MoU 16-17,CF37 1LB,,,PUBLIC,
,,25/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Accomodation Revenue - project spend that cannot be capitalised,EMCOR FACILITIES SERVICES LTD,00440312RI," 49,760 ",SKH - Roof - Reseal Atrium Windows,SO53 3YE,,,LARGE,
,,25/01/2017,Building repairs & maintenance,Finance and Group Operations,DD: Accomodation Revenue - project spend that cannot be capitalised,EMCOR FACILITIES SERVICES LTD,00440316RI," 30,487 ",Wellington - External - LV Switch Room Roof Replacement Works,SO53 3YE,,,LARGE,
,,25/01/2017,Outsourcing Contract,Finance and Group Operations,DD: DH Managed Desktop,ATOS IT SOLUTIONS AND SERVICES LTD,5584225646," 1,328,761 ",Dec 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,25/01/2017,Outsourcing Contract,Finance and Group Operations,DD: DH Managed Desktop,ATOS IT SOLUTIONS AND SERVICES LTD,5584225647," 35,048 ",Dec 2016 IMS3 Open Service charges,WS11 0JA,,,LARGE,
,,25/01/2017,Outsourcing Contract,Finance and Group Operations,DD: Holding BMS Support,NHS SHARED BUSINESS SERVICES SBS,100046878," 90,833 ",BMS Support 1 April - 31 March 2017,WF3 1WE,,,PUBLIC,
,,25/01/2017,Service charge,Community Care,DD: Informatics,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,248934," 37,965 ","Revenue 2016/17 NME LSP -  Maternity: 8th July - 31st Mar'17 	 ",LA1 4GG,,,PUBLIC,
,,25/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000066," 176,656 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,25/01/2017,Outsourcing Contract,Global and Public Health,DD: Phys Act & Hlth in WL & Educn,NHS SUPPLY CHAIN,9047000067," 608,781 ",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2016/17 - 1st June 2016 to 31st March 2017,DE55 4QJ,,,PUBLIC,
,,25/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ACADEMY OF MEDICAL SCIENCES,ERS-568066-133981," 58,088 ",Formal Training for Trainees ( TCC AMS ),W1B 1QH,,,PUBLIC,
,,25/01/2017,Outsourcing Contract,Community Care,DD: Holding SCP Staffing,MINISTRY OF JUSTICE (MOJ),10/RL110/324," 105,625 ",Law Commission project on legislative framework for deprivation of liberty,SW1H 9AJ,,,PUBLIC,
,,25/01/2017,Policy Payments,Community Care,DD: Independent Living Programme,CALDERDALE METROPOLITAN BOROUGH COUNCIL,IN16198971," 27,500 ",Named Social Worker Pilot,HX1 1TP,,,PUBLIC,
,,25/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,ERS-568070-134001," 48,033 ",RNIB - 2014/15 EIRECS (Early Intervention and Rehabilitation in Eye Care Services) - 54106333,LE11 9BL,,,VCS,
