Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-527313-94376,30630.14,EME - ( NETSCC ),LS2 9JT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-527313-94376,30830.47,HTA Researcher Lead,LS2 9JT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-527313-94376,137500,PRU,LS2 9JT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-527313-94376,437154,HTA Commissioned Research,LS2 9JT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-527315-94377,18600,DeNDRON CO-ORD CENTRE,LE1 7RH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-527315-94377,58689.1,EME - ( NETSCC ),LE1 7RH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,ERS-527315-94377,42500,HTA Commissioned Research,LE1 7RH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,13382.85,HTA Researcher Lead,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,34863.9,PROJECTS,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,75322,HTA Commissioned Research,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,150151,HTA Researcher Lead,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,45946.23,HS & DR,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,63867.3,HTA Commissioned Research,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,114879.9,HTA Researcher Lead,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,37336.95,NIHR Public Health Research ( NETSCC ),L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,25225,HTA Commissioned Research,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,4812,HS & DR,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,50216,Programme Grants for NHS Trusts,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,211267,Experimental Cancer Medicine Centres,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,79123,Research for Patient Benefit,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,86250,Research for Patient Benefit,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,18660.68,HTA Commissioned Research,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,293791,Research for Patient Benefit,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,ERS-527318-94379,23344,Research for Patient Benefit,L69 3BX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,131950,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,173108,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,43184.79,Invention for Innovation,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,63000,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,31422.19,Experimental Cancer Medicine Centres,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,102636,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,60000,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,23980,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,38584.44,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,48661.86,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,183319.5,HTA Commissioned Research,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,518123,Programme Grants for NHS Trusts,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,225638,Programme Grants for NHS Trusts,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,81350.57,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,27025,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,42095,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-527319-94368,40863,Research for Patient Benefit,WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,3550.12,Invention for Innovation,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,71995.74,HTA Commissioned Research,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,34967.91,HS & DR,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,32323,Research for Patient Benefit,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,49917.36,HTA Commissioned Research,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,48953,HS & DR,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,36319,HTA Commissioned Research,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,101552,Research for Patient Benefit,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,193825.67,Research for Patient Benefit,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,97174,Research for Patient Benefit,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,39959,HTA Researcher Lead,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,31624,Research for Patient Benefit,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-527324-94381,43786,HTA Researcher Lead,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,National Institute for Biological Standards and Control,ERS-527330-94425,54995,Research for Patient Benefit,EN6 3QG,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,National Institute for Biological Standards and Control,ERS-527330-94425,250043,PROJECTS,EN6 3QG,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,85731.93,PROJECTS,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,176902,HTA Researcher Lead,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,47471.46,HS & DR,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,41984.55,HTA - Support for Clinical Trials,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,146557.89,HTA Commissioned Research,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,243831.75,HTA Commissioned Research,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,42304.32,Reviews Infrastructure (Existing),NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,114483.45,HTA Researcher Lead,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,111250,HTA Researcher Lead,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,27151.32,Programme Grants for NHS Trusts,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,23632.8,Cochrane Projects - not including the UKCC,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,28357.56,HTA Commissioned Research,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,74085,NIHR Public Health Research ( NETSCC ),NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,45959.11,HS & DR,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,96720.62,PROJECTS,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,79089.4,HTA Researcher Lead,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,45532.75,HS & DR,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,33522.3,HTA Researcher Lead,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,26408,PRU,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-527331-94383,267232,HTA - Support for Clinical Trials,NE1 7RU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-527341-94417,34209,RfPB Project - PB-PG-0212-27059,NR7 0WG,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,54650.01,12/67/12 - Lead Author Professor Hywel Williams,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,50046,0230164 'Listen-Up',NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,74110.56,RGS108455 - HTA 11/65/01 - Lead Author Professor Kim Thomas,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,40271.55,11/66/02 - Lead Author Dr Kate Radford,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,138030.78,10/104/24 - Lead Author Prf. Philip Bath,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,85503,RIS104914  - Dr Heather Fortnum,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,279602.04,RDS East Midlands,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,77500,RIS 33109 (Nottingham Clinical Trials Unit),NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,36867,SR08AB,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-527353-94385,36640,RC2357 (R7GAM1002) UXB/641,NG7 2RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OPEN UNIVERSITY,ERS-527355-94386,35621.1,12/136/104 Prof John Storey,MK7 6BT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,10564.02,BZRYKQ0 11/136/81 Lead Author Prof. David Mant,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,130649,B1RYKY0 PR-DC-1112-10001 016/0118 Lead Author Prof. Michael Goldacre RNP/945/074,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,30666, RYZU5 PR-R2-0911-23004 Ref: 091/0203,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,35000,National Perinatal Epidemiology Unit (NPEU) Clinical Trial Unit RNP/901/034/011,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,30700,NIHR CTU Support Funding - Oxford Clinical Trials RNP/901/034/018,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,127729.89,R26519/CN007 - 12/01/52 - Lead Author Professor Richard Hobbs,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,59939.16,HFR00050 11/63/01 The ACHE tool (Prof Andrew Price),OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,166205.69,BZR000160 Ref: 09/110/01,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,79425.24,Ref: 24113/CN001,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,111038,HPRU-2012-10041,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,39539,R26437/CN002 12/5003/01,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,39999.6,13/89/04 Prof Sasha Shepperd,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,34803.75,Cochrane Programme Grant - 13/89/22 - Lead Author Dr Rupert McShane,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,129583.29,12/209/66 Prof Sasha Shepperd,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,26546,HBRSJI1/ 47310/A2099 (UXB/631),OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,33355,BZRRDM0 (UXB/649),OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,51245,HJRPXM0   ( The ProtecT Trial ),OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,70225.74,HFRPQA0 - 07/37/61,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,115922.61,B2RPQB1,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,363380,BZRRUZO  -  1080001 - Policy Research Unit in Maternal Health and Care,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,21313,"HJRRNU0 -   Cochrane Review Group - Ear, Nose and Throat Disorders",OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,42119.96,HERVINO - 08/53/22 - HTA Project - Lead Author Professor Klim McPherson,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,27359.98,BZRUXHO - 510074101 09/160/13,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,2568.5,HJRVOC0 - 06/301/233 (ACST-2),OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,568508,BZRUCM1  -  NIHR National School for Primary Care Research - CAPACITY BUILDING,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,47915.1,HFRXWN0  -  11/1023/01 Dr. Andrew Judge RNP/901/052/101,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,39848.01,CURXUK0  -  11/1022/19 Prof. Barry McCormick RNP/901/052/092,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-527358-94388,9999,B2RWOL0 - 10/1008/43 Dr. Jennifer Hollowell,OX1 2XN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,PLYMOUTH UNIVERSITY OF,ERS-527361-94389,60550,Peninsula Clinical Trials Unit - University of Plymouth,PL4 8AA,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,PLYMOUTH UNIVERSITY OF,ERS-527361-94389,7346.2,09/1801/1063,PL4 8AA,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,PLYMOUTH UNIVERSITY OF,ERS-527361-94389,6788.55,09/2000/40,PL4 8AA,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,77882,i4i - II-LB-1111-20007,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,10813,NIHR-RMFI-2013-04-012-Trisha Greenhalgh-QMUL,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,25603,DDCH1B8R  -  NIHR-RP-R3-12-011 Professor Louise Howard Payee Ref: PALKBWC-Prof L Howard,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,53776.2,10/3007/06 Lead Author Prof Stephen Stansfeld RNP/901/052/114,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,25550.69,12/01/50 Prof. Shakila Thangaratinam RNP/901/052/116,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,75197.61,11/100/76 RNP/901/052/058 Lead Author Professor Costantino Pitzalis,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,4061.16,EMSH1B6R - HTA Project 10/57/55 - Lead Author Dr Sue Moss,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,145560,09/55/38 - HTA Project - Lead Author Professor Khalid Khan,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,156594.2,09/22/50 Prof Khalid Khan,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,293662,EMSH1A5R ( 1060001 ),E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,17842.49,08/43/03 - HTA EME RESEARCH PROJECT - Lead Author Professor Jonathan Grigg,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,ERS-527364-94390,93750,Pragmatic CTU - Queen Mary University of London,E1 2AX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,SALFORD UNIVERSITY OF,ERS-527375-94391,66723,II-LB-0303-20002,M5 4WT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL (STFC),ERS-527377-94346,69606,II-LB-0313-20007,OX11 0QX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-527381-94392,4862.75,NIHR-EoH-2014-03-05,S10 2UH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,ERS-527381-94392,44767,Ref: PR-R4-0512-12002,S10 2UH,,Programme,PUBLIC,
