Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,08/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Grant Thornton UK LLP,30029165,"14,000.00",META-EVLUATION OCT-DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/01/2013,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,30029165,"70,000.00",META-EVLUATION OCT-DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,SQW Limited,30029207,"5,000.00",UK BROADBAND IMPACT STUDY
Department for Culture Media and Sport,Department for Culture Media and Sport,08/01/2013,Research,EAU Policy Research + Eval,SQW Limited,30029207,"25,000.00",UK BROADBAND IMPACT STUDY
Department for Culture Media and Sport,Department for Culture Media and Sport,09/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Ministry of Justice,30029253,"14,464.40",CRITICAL SYSTEMS ASSURANCE ACTIVITY
Department for Culture Media and Sport,Department for Culture Media and Sport,09/01/2013,Management Consultants,GOE Admin Costs,Ministry of Justice,30029253,"72,322.00",CRITICAL SYSTEMS ASSURANCE ACTIVITY
Department for Culture Media and Sport,Department for Culture Media and Sport,10/01/2013,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30029252,"152,000.38",GRANT CLAIM
Department for Culture Media and Sport,Department for Culture Media and Sport,11/01/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000432,"140,000,000.00",BBC GIA JAN 13 - PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,11/01/2013,Capital Grant Private Sector,Spectrum Clearance Programme,CFOA National Resilience Ltd,30029272,"433,110.00",OCT-DEC 2012 CLAIM
Department for Culture Media and Sport,Department for Culture Media and Sport,11/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029271,"19,060,057.63",DRAWDOWN 30.11.12
Department for Culture Media and Sport,Department for Culture Media and Sport,11/01/2013,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30029261,"200,774.74",LEVESON INQUIRY COSTS - NOV 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,14/01/2013,Oth Professional Services Prog,Spectrum Clearance Programme,DTG Testing Limited,30029279,"45,489.60",DELIVERY OF LTE INNOVATION TEST BED
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029307,605.93,DCMS NEW SERVICE ADMIN
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029078,618.33,DCMS SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029249,"6,194.00",BDUK MIP DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30029249,"30,970.00",BDUK MIP DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,IT Capital Additions,Information Services,Atos IT Services UK Limited,30029307,"77,629.44",DCMS NEW SERVICE ADMIN
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,IT Capital Additions,Information Services,Atos IT Services UK Limited,30029078,"101,831.63",DCMS SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,Office Accommodation Rent,Estates & Property Services,Canadian High Commission,30029285,"1,206,750.00",CS RENT Q4
Department for Culture Media and Sport,Department for Culture Media and Sport,15/01/2013,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30029304,"71,325.58",DEC 12 - RURAL BROADBAND
Department for Culture Media and Sport,Department for Culture Media and Sport,17/01/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000433,"35,316,750.00",BBC GIA JAN 13 - PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,17/01/2013,Current Grants Private Sector,GOE managed programme costs,Sports Aid Trust - TASS Account,30029334,"77,479.22",GB DELEGATION TO BRASIL NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,18/01/2013,Capital Grant Private Sector,GOE managed programme costs,British Olympic Association,30029342,"500,000.00",GRANT AGREEMENT 20/12/12
Department for Culture Media and Sport,Department for Culture Media and Sport,23/01/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000434,"35,316,750.00",BBC GIA JAN 13 - PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,23/01/2013,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000510,"238,083.00",NFTS GIA JAN 13
Department for Culture Media and Sport,Department for Culture Media and Sport,23/01/2013,Research,EAU Taking Part Survey,TNS UK LTD,30029388,"132,576.80",FIELDWORK: DEC12 / JAN13
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000501,"41,073,171.00",ACE GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Enterprise (Brophy Grounds Maintenance ),30029406,"5,397.31",REMEMBRANCE DAY & AJEX WORKS 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Enterprise (Brophy Grounds Maintenance ),30029405,"8,691.11",NOV 12 SCHEDULED WORKS
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,Ceremonial Event Costs,State Ceremonials Prog Costs,Enterprise (Brophy Grounds Maintenance ),30029406,"26,986.56",REMEMBRANCE DAY & AJEX WORKS 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,Ceremonials Storage Costs,State Ceremonials Prog Costs,Enterprise (Brophy Grounds Maintenance ),30029405,"43,455.54",NOV 12 SCHEDULED WORKS
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000483,"6,378,250.00",PLRGIAJAN13_(AUTHOR)
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,The British Museum Great Court Limited,30029407,"5,350.00",TREASURE RUNNING
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2013,Management of Grant Programmes,Museums+Cultural PropertyProgs,The British Museum Great Court Limited,30029407,"26,750.00",TREASURE RUNNING
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029410,"180,486.45",DRAWDOWN REQUEST 31.11.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029415,"187,442.05",DRAWDOWN REQUEST 30.11.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029409,"219,396.20",DRAWDOWN REQUEST 31.10.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029413,"278,945.80",DRAWDOWN REQUEST 30.9.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029411,"590,110.09",DRAWDOWN REQUEST 31.10.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029416,"815,118.75",DRAWDOWN REQUEST 30.9.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029417,"4,134,938.48",DRAWDOWN REQUEST 30.11.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Subsidy to PC,Grants to LOCOG,LOCOG,30029418,"12,650,586.94",DRAWDOWN REQUEST 31.12.12
Department for Culture Media and Sport,Department for Culture Media and Sport,25/01/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,30029426,"500,000.00",ADDITIONAL JANUARY GRANT
Department for Culture Media and Sport,Department for Culture Media and Sport,29/01/2013,Capital Grants to LAs,Broadband UK Capital+Programme,NYnet Ltd,30029387,"159,186.00",RURAL GRANT CLAIM
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,Office Accomm Service Charges,Estates & Property Services,Carillion Services Limited,30029341,"193,050.30",CS SERVICE CHARGE Q4
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Chatham Historic Dockyard Trust,30029461,"162,401.01",RE-TELLING 'WOODEN WALLS STORY' - MAST H
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,National Portrait Gallery,30029460,"28,475.30",TOP FLOOR/TUDOR & JACOBEAN PROJECT SPACE
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Porthcurno Telegraph Museum,30029455,"55,000.00",DEVELOPING FOR THE FUTURE
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Science Museum Group,30029456,"78,042.98",STATION HALL
Department for Culture Media and Sport,Department for Culture Media and Sport,30/01/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Tyne and Wear Museums,30029458,"67,235.68",MAKING OF MODERN TYNESIDE
Department for Culture Media and Sport,Department for Culture Media and Sport,31/01/2013,Basic Pay (Secondees),Flexible pool admin costs,HM Treasury ,30029451,"37,500.00",SECONDMENT OCT/NOV/DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,31/01/2013,Basic Pay (Secondees),Flexible pool admin costs,HM Treasury ,30029450,"40,184.16",SECONDMENT OCT/NOV/DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,31/01/2013,Capital Grant Private Sector,LPW Programme Costs,The Archbishops Council,30029481,"66,822.00",LPW GRANT JAN 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Current Grants Private Sector,Cultural Olympiad,Arts Council of England,30029502,"32,300.00",WM CULTURAL OLYMPIAD FINAL GRANT CLAIMS
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000511,"47,573,171.00",ACE GIA FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000474,"35,316,750.00",BBC_GIA_FEB_13_PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000499,"333,333.00",BFI GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Churches Conservation Trust,50000493,"300,000.00",CCT GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000498,"130,583.00",GM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000472,"111,833.00",ORNC GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000505,"406,500.00",HM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000482,"4,500,000.00",IWM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000508,"1,983,569.00",NML GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000486,"606,417.00",NPG GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000487,"3,813,000.00",NHM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Capital Grants to PCs,OFCOM,OFCOM,50000515,"137,482.00",FEB SPECTRUM CLEARANCE & AWARDS (SCAP)
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Subsidy to PC,OFCOM,OFCOM,50000516,"3,057,533.00",FEBRUARY SPECTRUM MANAGEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000484,"54,337.00",PLR GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000480,"5,587,466.00",S4C GIA FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000503,"3,700,000.00",SMG GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000485,"91,970.00",SJSM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000491,"1,000,000.00",SE GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000473,"98,000.00",SGSA GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000504,"665,000.00",RA GIA FEB 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant to OGD (Resource),Architecture + heritage progs,The Treasurer to the Queen,50000492,"34,000.00",MH GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000496,"469,800.00",UKAD GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000494,"3,392,000.00",VA GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000479,"6,168,000.00",VB GIA FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000500,"245,500.00",TWC GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,04/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Greater London Authority ,30029523,"21,295.89",DIAMOND JUBILEE EVENT MANAGE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/02/2013,Ceremonials - Other Costs,State Ceremonials Prog Costs,Greater London Authority ,30029523,"106,479.44",DIAMOND JUBILEE EVENT MANAGE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30029524,"83,840.73",ARTCO GRANT CLAIM FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Current Grants Private Sector,Cultural Olympiad,Arts Council of England,30029537,"77,000.00",WM CULTURAL OLYMPIAD FIANL GRANT
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000490,"8,054,947.00",BL GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000509,"5,832,046.00",BM GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000481,"9,000,000.00",EH GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000488,"2,930,411.00",NG GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000497,"1,404,000.00",NMM GIA FEB 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000495,"2,834,333.00",TATE GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,05/02/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000502,"5,100,906.00",UKS GIA FEB 13
Department for Culture Media and Sport,Department for Culture Media and Sport,06/02/2013,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30029522,"45,705.84",JANUARY 13 CORE SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,07/02/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000475,"35,316,750.00",BBC_GIA_FEB_13_PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,07/02/2013,Capital Grant Private Sector,Spectrum Clearance Programme,CFOA National Resilience Ltd,30029575,"110,130.00",CNR GRANT JAN 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,08/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,British Horseracing Authority,30029567,"5,000.00",12/13 ROUND 1 MANAGEMENT COSTS
Department for Culture Media and Sport,Department for Culture Media and Sport,08/02/2013,Grant to OGD (Resource),OFCOM,OFCOM,50000513,"31,036.00",MEDIA LITERACY Q4 12/13
Department for Culture Media and Sport,Department for Culture Media and Sport,13/02/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000476,"140,000,000.00",BBC_GIA_FEB_13_PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,13/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30029435,"22,674.28",FEES - SUPPORTING BDUK DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/02/2013,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30029435,"143,705.01",FEES - SUPPORTING BDUK DEC 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/02/2013,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30029591,"94,781.38",RURAL BROADBAND PROG JAN 13
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2013,Capital Grant Private Sector,Spectrum Clearance Programme,CFOA National Resilience Ltd,30029628,"163,530.00",GRANT FIRE SERVICE COLLAGE
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30029519,"4,301.91",ACCOUNTING SERVICES - DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2013,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30029519,"21,509.52",ACCOUNTING SERVICES - DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,15/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,SQW Limited,30029516,"6,000.00",PROFESSIONAL FEES/EXP UK BROADBAND IMPAC
Department for Culture Media and Sport,Department for Culture Media and Sport,15/02/2013,Research,EAU Policy Research + Eval,SQW Limited,30029516,"30,000.00",PROFESSIONAL FEES/EXP UK BROADBAND IMPAC
Department for Culture Media and Sport,Department for Culture Media and Sport,19/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Ipsos MORI UK Ltd,30029643,"18,725.00",DIGITAL RADIO SWITCH OVER
Department for Culture Media and Sport,Department for Culture Media and Sport,19/02/2013,Research,EAU Policy Research + Eval,Ipsos MORI UK Ltd,30029643,"46,812.50",DIGITAL RADIO SWITCH OVER
Department for Culture Media and Sport,Department for Culture Media and Sport,19/02/2013,Research,Spectrum + Broadband prog cost,Ipsos MORI UK Ltd,30029643,"46,812.50",DIGITAL RADIO SWITCH OVER
Department for Culture Media and Sport,Department for Culture Media and Sport,20/02/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000477,"35,316,750.00",BBC_GIA_FEB_13_PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Reimbursement of Agreed Costs,GOE managed programme costs,Arts Council of England,30029698,"39,623.10",CULTURAL OLYMPIC WM
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Reimbursement of Agreed Costs,GOE managed programme costs,Arts Council of England,30029699,"43,347.93",CURTURAL OLYMPAID WM
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000478,"35,316,750.00",BBC_GIA_FEB_13_PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,BSI British Standards,30029697,"4,250.00",PAS 2017
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Oth Professional Services Prog,Spectrum + Broadband prog cost,BSI British Standards,30029697,"21,250.00",PAS 2017
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30029700,"37,697.73",FEES JANUARY 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30029700,"229,907.85",FEES JANUARY 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000545,"238,083.00",NFTS GIA MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30029624,"6,016.38",PERIOD DECEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30029621,"9,601.00",PERIOD NOVEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30029623,"14,530.76",PERIOD NOVEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30029624,"30,081.90",PERIOD DECEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30029621,"48,005.02",PERIOD NOVEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,25/02/2013,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30029623,"72,653.78",PERIOD NOVEMBER 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30029734,"5,728.48",JAN 13 ADDITIONAL WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,Office Accomm Service Charges,Estates & Property Services,Carillion Services Ltd,30029734,"28,642.38",JAN 13 ADDITIONAL WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30029737,"4,502.45",2013 SOFTWARE LICENCE
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30029736,"22,096.13",FIELDWORK JAN & FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,Research,EAU Taking Part Survey,TNS UK LTD,30029737,"22,512.25",2013 SOFTWARE LICENCE
Department for Culture Media and Sport,Department for Culture Media and Sport,27/02/2013,Research,Public Appointments,TNS UK LTD,30029736,"110,480.67",FIELDWORK JAN & FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000553,"38,713,916.00",GIA ACE MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000525,"35,316,750.00",GIA BBC MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000547,"583,333.00",BFI GIA March 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Churches Conservation Trust,50000534,"128,000.00",GIA CCT MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Enterprise (Brophy Grounds Maintenance ),30029804,"4,321.47",DEC 12 - SCHEDULED WORKS
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Ceremonials Storage Costs,State Ceremonials Prog Costs,Enterprise (Brophy Grounds Maintenance ),30029804,"21,607.36",DEC 12 - SCHEDULED WORKS
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000524,"130,583.00",GIA RAB GM MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000512,"111,837.00",ORNC GIA MAR 13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000518,"470,000.00",HM GIA GRANT MAR 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000536,"4,761,598.00",GIA NWM MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Capital Grant Private Sector,LPW Programme Costs,National Churches Trust,30029801,"124,000.00",DCMS CAPITAL GRANT
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000544,"2,303,256.00",NML GIA MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000528,"606,413.00",GIA NPG MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000541,"3,817,000.00",GIA NHM MARCH 2013
