Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1099.88 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1384.28 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,363.66 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1946.49 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,2477.32 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1581.37 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,274.38 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1969.84 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,574.53 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1931.90 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,5828.34 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,214.86 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,473.62 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,2666.71 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,946.60 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,2146.78 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,548.19 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,614.82 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1541.56 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,176.35 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,2565.64 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,169.38 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,241.98 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,2384.93 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,613.50 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,1885.88 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,540.55 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,411.45 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,4214.79 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,235.69 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,7017.49 ,,,
Department of Health,Department of Health,24/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16097466,113.04 ,,,
Department of Health,Department of Health,24/01/2013,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,,,16072441,232956.34 ,,,
Department of Health,Department of Health,24/01/2013,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,16023623,38804.00 ,,,
Department of Health,Department of Health,24/01/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2906912,40316.51 ,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin,
Department of Health,Department of Health,24/01/2013,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44119125,3155576.43 ,NCCHTA infrastructure,Programme,
Department of Health,Department of Health,24/01/2013,Revenue Grants to non-profit institutions,Social Care,ALZHEIMERS SOCIETY,VCS,E1W 1LB,ERS-483282-69581,80000.00 ,2012/094 Alzheimer's society - project Developing post diagnosis guidance for people with dementia and carers- policy grant,Programme,
Department of Health,Department of Health,24/01/2013,Professional fees,Strategy Finance & NHS,NORTON ROSE LLP,LARGE,SE1 2AQ,1415021,162365.82 ,Post-OJEU Budget for Project Verdi Legal Support,Programme,
Department of Health,Department of Health,24/01/2013,Outsourcing Contract,Strategy Finance & NHS,THE SOCIAL INVESTMENT BUSINESS,LARGE,WC1H 8AG,TSIB082,195147.60 ,FUTURE BUILDERS ENGLAND - Contract Extension Year 1 June 2012 to 31 May 2013- Management Fee Costs,Programme,
Department of Health,Department of Health,25/01/2013,ENDPBs Admin Revenue Grant in Aid,Improvement & Efficency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000003109,254766.32 ,Patient Feedback Challenge - programme funding for sucessful projects,Admin,
Department of Health,Department of Health,25/01/2013,VAT dr (ST),CENTRAL TECHNICAL,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,SW8 5NQ,12-13 VAT RECHARGE QTR 3,945532.76 ,,Other,
Department of Health,Department of Health,25/01/2013,VAT dr (ST),CENTRAL TECHNICAL,NHS CONNECTING FOR HEALTH,PUBLIC,LS1 4HY,CFH QUARTER 3 12 - 13 VAT RECHARGE,793792.25 ,,Other,
Department of Health,Department of Health,25/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201316890,671004.62 ,CSC Baseline Charges from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873334,88808.72 ,TV advertising for January Health Harms campaign,Programme,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873339,26642.62 ,Bowel cancer campaign - regional campaign media - TV`,Programme,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873341,28552.00 ,Breast cancer campaign - TV,Programme,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873342,956469.91 ,Be Food Smart TV Activity 7th Jan 13 - 3rd Feb 13,Programme,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873343,934133.65 ,TV advertising for January Health Harms campaign,Programme,
Department of Health,Department of Health,25/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,873353,79848.00 ,Be Food Smart TV Activity 7th Jan 13 - 3rd Feb 13,Programme,
Department of Health,Department of Health,25/01/2013,Service charge,CENTRAL TECHNICAL,BT GROUP PLC,LARGE,NW9 6LB,CHAPS25/1/13,98386.69 ,,Programme,
Department of Health,Department of Health,25/01/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH12120018,893752.02 ,"Quit Kit 2013 production costs (Kevin Pritchard, Job no: DOH0174)",Programme,
Department of Health,Department of Health,25/01/2013,Professional fees,Public Health,THE MET OFFICE,PUBLIC,EX1 3PB,I0085013,47000.00 ,Cold Weather Planning and overall winter preparedness programme  for 2012/13.,Programme,
Department of Health,Department of Health,25/01/2013,Computer Hardware Purch,INFORMATICS,COMPUTACENTER UK LTD,,,16072469,24990.00 ,,,
Department of Health,Department of Health,25/01/2013,Computer Software/License,INFORMATICS,COMPUTACENTER UK LTD,,,16072469,4410.00 ,,,
Department of Health,Department of Health,25/01/2013,External Consultancy Fees,INFORMATICS,KPMG LLP,,,16066034,174534.08 ,,,
Department of Health,Department of Health,25/01/2013,Outsourcing Contract,NHS Medical,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,RGI-12131182,755700.00 ,"Provision of  cancer registration services for 2012-13 via the Thames Cancer Registry hosted by Kings College, London",Programme,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Improvement & Efficency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000003110,500000.00 ,"A function that coordinates the NHSs healthcares offering to deliver healthcare solutions to international governments and organisations, including knowledge and expertise to Healthcare UK.",Programme,
Department of Health,Department of Health,28/01/2013,ENDPBs Admin Revenue Grant in Aid,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948638,5210000.00 ,NHSBT - GIA allocation for 12/13,Programme,
Department of Health,Department of Health,28/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,CROYDON HEALTH SERVICES NHS TRUST,PUBLIC,CR7 7YE,HAFS-15065,1713000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,PUBLIC,SL2 4HL,HAFS-15066,3600000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CW1 4QJ,HAFS-15067,1500000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PE3 6DA,HAFS-15068,4963000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,HAFS-15069,800000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,FY3 8NR,HAFS-15070,1000000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,HAFS-15071,4000000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,HAFS-15072,5000000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,HAFS-15073,4950000.00 ,,Other,
Department of Health,Department of Health,28/01/2013,ENDPBs Admin Revenue Grant in Aid,Public Health,HUMAN TISSUE AUTHORITY (HTA),PUBLIC,SW1W 9SZ,NL/052,144250.00 ,HTA Revenue Drawdown 2012/13 ,Admin,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124739,1772.92 ,MRM - Nursery Milk Reimbursement Unit - 1year contract extension 01/02/11 to 31/01/12.,Admin,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124739,19502.08 ,MRM - Nursery Milk Reimbursement Unit - 2nd year contract extension 01/02/12 to 31/01/13,Admin,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,External Relations,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353929634,63200.00 ,Professional consultancy Pricewaterhouse (PWC) - Policy & Strategy (NPOG) - contract en date 7 January 2013,Admin,13787
Department of Health,Department of Health,28/01/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317013,65274.93 ,P3295 CCN 1257 Quarry House 2nd floor re-desk,Admin,
Department of Health,Department of Health,28/01/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317015,22278.95 ,P3925 CCN 1262 Enabling moves for 3rd floor clearance,Admin,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317019,116633.55 ,IMS2 Exit - Planning & Implementation Phase,Admin,
Department of Health,Department of Health,28/01/2013,Addition Clearing - IT,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201317020,80466.80 ,P4021 Install VC facilities in 4 rooms on 3rd Floor for Social Care Group,Admin,
Department of Health,Department of Health,28/01/2013,Research & development,Research & Development,BIOMED CENTRAL LTD,LARGE,WC1X 8HL,6106071278,27387.36 ,ISS - National Res Reg,Programme,
Department of Health,Department of Health,28/01/2013,Publicity & advertising,External Relations,DDB LONDON,LARGE,W2 6AA,I020878,36258.18 ,RHH creative costs,Programme,
Department of Health,Department of Health,28/01/2013,Publicity & advertising,Public Health,DDB LONDON,LARGE,W2 6AA,I020879,33314.50 ,Whooping cough Production Costs,Programme,
Department of Health,Department of Health,28/01/2013,Publicity & advertising,External Relations,DDB LONDON,LARGE,W2 6AA,I020881,63541.00 ,flu production and creative,Programme,
Department of Health,Department of Health,28/01/2013,Training costs,Goverance Operations & Assurance,OXFORD SAID BUSINESS SCHOOL LTD,PUBLIC,OX1 5NY,33753,34000.00 ,Oxford Said Business School Ltd Major Projects Leadership Academy Fees 2012 - 2013,Admin,
Department of Health,Department of Health,28/01/2013,Training costs,Goverance Operations & Assurance,OXFORD SAID BUSINESS SCHOOL LTD,PUBLIC,OX1 5NY,33753,26000.00 ,Oxford said business school - £30.000 - Major project leadership academy fee 2012 / 2013,Admin,
Department of Health,Department of Health,28/01/2013,Policy Payments,Public Health,RURAL PAYMENTS AGENCY (RPA),PUBLIC,RG13BV,333296,47904.65 ,Rural Payments Agency (RPA) - National Top-UP of the EU School Milk Scheme Co-Funding 2012/13,Programme,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Public Health,LIVERPOOL JOHN MOORES UNIVERSITY,PUBLIC,L3 2AJ,503466,45250.00 ,Lot1-professional technical expertise-UK Focal point technical support,Programme,13488
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Social Care,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,64659,247500.00 ,"The University of York, ChiMat - Funding for 2012 to 2013",Admin,
Department of Health,Department of Health,28/01/2013,Outsourcing Contract,Strategy Finance & NHS,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101739,44374.50 ,DH PROMs cancer survivorship stream B&C for pelvic and bowel cancers 2012/13,Programme,
Department of Health,Department of Health,28/01/2013,Other programme expenditure,Strategy Finance & NHS,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS28/1/13,128590.00 ,,Programme,
Department of Health,Department of Health,28/01/2013,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32540,0.01 ,,Programme,
Department of Health,Department of Health,28/01/2013,Professional fees,Strategy Finance & NHS,PETERS AND PETERS SOLICITORS LLP,SME,EC4A 1BW,32540,63310.03 ,Project Lexus 2012-13,Programme,
Department of Health,Department of Health,29/01/2013,External Consultancy Fees,INFORMATICS,BJSS LTD,,,16059117,141188.75 ,,,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Improvement & Efficency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000003115,290000.00 ,NHS Innovation Challenge Prize Programme. NHS Institute for Innovation and Improvement  to  deliver the programme in 2012/13.,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Commissioning,NAPC SERVICES LTD,SME,W1G 9DP,S6133/12,173955.00 ,Support to the implementation of Clinical Commissioning,Admin,
Department of Health,Department of Health,29/01/2013,Addition Clearing - SW LIC,CENTRAL TECHNICAL,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 7BY,IN63059-1,814115.00 ,Capital: EMIS FY 2012/13 Capital Budget Requirements,Programme,
Department of Health,Department of Health,29/01/2013,Revenue Grants to non-profit institutions,Social Care,THE MOVEMENT FOR NON MOBILE CHILDREN WHIZZ KIDZ,VCS,SW1E 5EH,ERS-483633-69601,38400.00 ,One-off 2012/13 award for the Whizz-Kidz Mobility App,Programme,
Department of Health,Department of Health,29/01/2013,Other programme expenditure,Social Care,SQW CONSULTING LTD,SME,CB4 9ZR,16842,120000.00 ,SQW: Evaluation of the Common Assessment Feamework (CAF Demonstration Sites,Programme,
Department of Health,Department of Health,29/01/2013,Addition Clearing - SW LIC,CENTRAL TECHNICAL,I SOFT PLC,LARGE,OX16 3JT,5272000780,548955.77 ,Capital: iSoft FY 2012/13 Capital Budget Requirements,Programme,
Department of Health,Department of Health,29/01/2013,Service charge,CENTRAL TECHNICAL,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584122174,97236.76 ,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,29/01/2013,Service charge,CENTRAL TECHNICAL,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584122176,197647.61 ,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,29/01/2013,Service charge,CENTRAL TECHNICAL,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584122179,72447.01 ,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,29/01/2013,Service charge,CENTRAL TECHNICAL,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584122180,1155709.82 ,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90123055,34500.00 ,WO/2012/09 - Social Care Personal Assistant,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Strategy Finance & NHS,INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM000092,1041736.53 ,Clinical services under D8S PET/CT South contract,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Strategy Finance & NHS,ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0155,1015288.47 ,Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,120005626,1854184.72 ,Clinical services under E08 MCATS contract,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,1200005422,1660849.12 ,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,29/01/2013,Outsourcing Contract,Strategy Finance & NHS,FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060022221,1137776.13 ,Clinical services under E16 Renal contract,Programme,
Department of Health,Department of Health,29/01/2013,Consultancy/Professional Advice,Strategy Finance & NHS,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042530280JGQJBE,66293.99 ,,Programme,
Department of Health,Department of Health,30/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,CA2 7HX,HAFS-15244,1685000.00 ,,Other,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-483866-69683,321517.00 ,Biomedical Units,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,ICNARC VOLUNTARY ORGANISATION,VCS,WC1V 6AZ,ERS-483863-69691,30663.00 ,Health Tech Assessment,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-483852-69657,117902.00 ,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-483852-69657,21404.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-483850-69658,225907.00 ,UKCRC Mental Health Projects,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-483850-69658,47301.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,PUBLIC,S10 2TH,ERS-483848-69644,41726.50 ,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,WHITTINGTON HOSPITAL NHS TRUST,PUBLIC,N19 5NF,ERS-483845-69650,37143.00 ,IMPACT Trial,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-483836-69652,70905.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-483833-69661,60615.00 ,Research for patients benefit programme,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,UK RESEARCH INTEGRITY OFFICE LTD,SME,BN1 9SB,ERS-483832-69673,30000.00 ,UK Research Integrity Office,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-483829-69656,151163.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-483827-69654,30000.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-483826-69651,64879.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-483825-69647,48657.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-483824-69642,142993.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-483823-69672,146873.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-483821-69655,182004.00 ,CRF's CRII,Programme,
Department of Health,Department of Health,30/01/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,LARGE,,4700000320,0.01 ,,,
Department of Health,Department of Health,30/01/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,LARGE,,4700000320,96517.63 ,,,
Department of Health,Department of Health,30/01/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,LARGE,,4700000319,96948.51 ,,,
Department of Health,Department of Health,30/01/2013,Storage costs,Strategy Finance & NHS,SANOFI AVENTIS,LARGE,,4700000319,0.01 ,,,
Department of Health,Department of Health,30/01/2013,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,16118116,28129.87 ,,,
Department of Health,Department of Health,30/01/2013,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,16097622,161808.00 ,,,
Department of Health,Department of Health,30/01/2013,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,16097621,161808.00 ,,,
Department of Health,Department of Health,30/01/2013,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92811155,31250.00 ,Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,30/01/2013,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92811151,33600.00 ,Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,30/01/2013,Research & development,Research & Development,LG FUTURES LTD,SME,MK9 1LH,3001375,104993.00 ,Other PRP Research,Programme,
Department of Health,Department of Health,30/01/2013,IT minor costs non capital,External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410063766,35671.20 ,Reprocurement of FPAS (Foundation Programme Application System),Programme,13660
Department of Health,Department of Health,30/01/2013,IT minor costs non capital,External Relations,DELOITTE LLP,LARGE,MK9 1FD,2410063765,38168.18 ,Reprocurement of FPAS (Foundation Programme Application System),Programme,13660
Department of Health,Department of Health,30/01/2013,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1560,22893.29 ,Bladder and Kidney cancer campaign - events -  event programme  ,Programme,
Department of Health,Department of Health,30/01/2013,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1559,48985.00 ,Breast cancer campaign - events -  event programme ,Programme,
