Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Contract Number,Project Code
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010629," 65,099 ",CPA for DH ESR Contract - NHS Payslip & delivery charges FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222 (CCN 126),,
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010630," 104,219 ",CPA for DH ESR Contract - NLMS Monthly Service Charges FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,,
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010630," 126,646 ",CPA for DH ESR Contract - RPP Monthly Service Charges FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,,
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010630," 2,785,825 ",CPA for DH ESR Contract - ESR Monthly Service Charges FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,,
,,20/02/2014,Addition Clearing - IT,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010636," 1,598,894 ",CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,,
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010636," 69,662 ",CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,,
,,20/02/2014,Addition Clearing - IT,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010637," 764,366 ",ESR Drawdown and Pipeline Development costs FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,,
,,20/02/2014,Outsourcing Contract,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010637," 33,303 ",ESR Drawdown and Pipeline Development costs FY13-14 see DH/McKesson HR and Payroll Contract Ref 2222,,
,,20/02/2014,Outsourcing Contract,DG: PHD,HERTFORDSHIRE UNIVERSITY OF,PUBLIC,AL10 9AB,00000063558," 40,932 ","2nd tier of WHO Health Behaviour in School Aged Children (HBSC) Study, period covering April 2013 - March 2014",,
,,20/02/2014,Policy Payments,DG: PHD,FOREIGN AND COMMONWEALTH OFFICE (FCO),PUBLIC,MK10 1PX,1067599," 536,472 ",FCO recharges for DH share of G8 summit costs,,
,,20/02/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3GG,21386859," 45,406 ",RDD Programme Support - Miscellaneous,,
,,20/02/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-514614-86212," 251,248 ",PRU,,
,,20/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-514617-86210," 70,629 ",Clinician Scientist Awards,,
,,20/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-514627-86211," 44,715 ",NIHR Fellowships,,
,,20/02/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-514633-86216," 43,171 ",Invention for Innovation,,
,,20/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,VCS,PE2 6WS,ERS-514611-86201," 30,874 ","IESD 2013-14 RNIB's ""Electronic Certification of Vision Impairment"" project",,
,,21/02/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,PUBLIC,DE55 4QJ,9044000032," 2,905,228 ",NHS Supply Chain - SFVS Distributor funding 2013/14,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002769," 25,630 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002781," 68,535 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002767," 31,898 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002766," 25,061 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002765," 27,939 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002764," 102,393 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002800," 52,061 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002801," 80,286 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002803," 102,535 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002805," 31,676 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002799," 46,622 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002774," 37,168 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002761," 25,117 ",,,
,,21/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002759," 27,594 ",,,
,,21/02/2014,Other programme expenditure,DG: SCLGCP,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS21/02/14," 128,735 ",,,
,,21/02/2014,Provisions cash payment,DG: PHD,MFET LTD,VCS,SW1H 0QS,MFET-6/2013-14/MFET," 334,671 ",MFET Ltd funding,,
,,21/02/2014,Research & development,DG: RDD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042540520NMSH3V," 30,449 ",PROJECTS,,
,,21/02/2014,Policy Payments,DG: GOAD,CABINET OFFICE,PUBLIC,CF14 3UW,250008822," 40,000 ",2013/2014 Contribution to the Government Security Zone Information Room,,
,,21/02/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,VCS,LS1 2RP,ERS-514679-86241," 1,550,000 ",2013/013 Skills for Care - project: Adult Social Care Workforce Development - policy grant ,,
,,24/02/2014,Other Admin expenditure,DG: GOAD,NHS PROPERTY SERVICES LTD,PUBLIC,SE1 6LH,AR6045. 4634," 38,333 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,AIREDALE NHS FOUNDATION TRUST,PUBLIC,BD20 6TD,HAFS-16493," 110,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,B70 8NY,HAFS-16494," 250,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,CA1 3SX,HAFS-16495," 70,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,HAFS-16496," 955,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,PUBLIC,SL2 4HL,HAFS-16497," 1,900,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PORTSMOUTH HOSPITAL NHS TRUST,PUBLIC,PO6 3LY,HAFS-16498," 113,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL CORNWALL HOSPITAL NHS TRUST,PUBLIC,TR1 2XN,HAFS-16499," 201,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,STOCKPORT NHS FOUNDATION TRUST,PUBLIC,SK2 7JG,HAFS-16500," 508,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,WEST SUFFOLK NHS FOUNDATION TRUST,PUBLIC,IP33 3QZ,HAFS-16501," 545,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,BARNET & CHASE FARM HOSPITALS NHS TRUST,PUBLIC,EN5 3DJ,HAFS-16502," 5,000,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,BOLTON NHS FOUNDATION TRUST,PUBLIC,BL4 0JR,HAFS-16503," 6,500,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,CROYDON HEALTH SERVICES NHS TRUST,PUBLIC,CR7 7YE,HAFS-16504," 4,346,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,PUBLIC,CV10 7DJ,HAFS-16505," 1,000,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CW1 4QJ,HAFS-16506," 800,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,PUBLIC,CM8 2TT,HAFS-16507," 4,000,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,CA2 7HX,HAFS-16508," 3,500,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,N18 1QX,HAFS-16509," 1,050,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,HAFS-16510," 5,834,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PE3 6DA,HAFS-16511," 200,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PORTSMOUTH HOSPITAL NHS TRUST,PUBLIC,PO6 3LY,HAFS-16512," 26,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NG17 4JL,HAFS-16513," 10,850,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,PUBLIC,TF6 6TF,HAFS-16514," 3,247,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,HAFS-16515," 7,500,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,PUBLIC,LA1 4GG,HAFS-16516," 4,000,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,PUBLIC,WD18 0BH,HAFS-16517," 3,084,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WEST LONDON MENTAL HEALTH NHS TRUST,PUBLIC,UB1 3EU,HAFS-16518," 947,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,WESTON AREA HEALTH NHS TRUST,PUBLIC,BS23 4TQ,HAFS-16519," 550,000 ",,,
,,24/02/2014,Additions NHS Trust Capital Investment Loans,DG: Central Technical,SUSSEX COMMUNITY NHS TRUST,PUBLIC,BN2 3EW,HAFS-16520," 3,000,000 ",,,
,,24/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,HAFS-16521," 1,000,000 ",,,
,,24/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,HAFS-16522," 3,000,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,PUBLIC,ST16 3SA,HAFS-16526," 1,100,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PE3 6DA,HAFS-16527," 30,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,PUBLIC,WD18 0BH,HAFS-16528," 387,000 ",,,
,,24/02/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,PUBLIC,ST16 3SA,HAFS-16529," 1,100,000 ",,,
,,24/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,RM16 2PX,HAFS-16530," 69,000 ",,,
,,24/02/2014,Utilisation-Early Departure,DG: GOAD,CABINET OFFICE,PUBLIC,SW1A 2WH,CAPITALISATION OF EARLY RETIREMENT COSTS," 7,130,000 ",,,
,,25/02/2014,Policy Payments,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,PUBLIC,SP4 0JG,6047254," 2,375,000 ",Unallocated,,
,,25/02/2014,IT minor costs non capital,DG: PHD,PUBLIC HEALTH ENGLAND PHE033,PUBLIC,SP4 0JG,6057206," 281,667 ",DCS IT system for mandatory surveillance of healthcare associated infections,,
,,25/02/2014,Consultancy/Professional Advice,DG: SFNHS,SAPIENT LTD,LARGE,E1 6DU,29600," 14,070 ",Senior Consultatnt Architect,,
,,25/02/2014,IT minor costs non capital,DG: SFNHS,SAPIENT LTD,LARGE,E1 6DU,29600," 10,579 ",Quality Assurance /Testing resource - SharePoint Development Resource - eContract Project - Dec 2013 to Mar 2014,,
,,25/02/2014,Outsourcing Contract,DG: SFNHS,SAPIENT LTD,LARGE,E1 6DU,29600," 13,787 ",SharePoint Development Resource - eContract Project - Dec 2013 to Mar 2014,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,346573," 49,902 ",Revenue: Spine F/Y 2013/14 Committed,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,346574," 121,850 ",Revenue: Spine F/Y 2013/14 Committed,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,346625," 41,653 ",Revenue: Spine F/Y 2013/14 Committed,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,347667PART PAYT," 2,424,664 ",LSP South: revenue 2013/14,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,347668PART PAYT," 779,658 ",LSP South: revenue 2013/14,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,347673PART PAYT," 3,252,762 ",LSP London: revenue 2013/14,,
,,25/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,347674PART PAYT," 1,717,581 ",LSP London: revenue 2013/14,,
,,25/02/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201358685," 6,881,672 ",Revenue: FY 2013/14 Service Charge Revenue Requirements (committed costs only),,
,,25/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201358686," 920,091 ",Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),,
,,25/02/2014,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90155894," 139,249 ",WO/2013/17 (ex WO/2013/05) - EU Joint Action element only,,
,,25/02/2014,Outsourcing Contract,DG: PHD,SERCO LTD,LARGE,RG27 9UY,90964544," 273,687 ",Serco Ltd - For services provided on the Healthy Start Issuing Unit - extension period April 2013 to March 2014,,
,,25/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658602," 10,861 ",,,
,,25/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,SME,HP10 0AB,IN658602," 54,311 ",Capital Spine 2. CSA Waverley - Legs 3 & 4 Hardware as per quote,,
,,25/02/2014,Outsourcing Contract,DG: ERD,MAYOR'S OFFICE FOR POLICING & CRIME,PUBLIC,SW6 1TR,6800094444," 295,951 ",special police services undertaken on behalf of DH,,
,,26/02/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-515051-86291," 33,333 ",Experimental Cancer Medicine Centres,,
,,26/02/2014,Addition Clearing - SW LIC,DG: GOAD,MICROTEST LTD,SME,PL31 1EX,0000082282," 252,442 ",Capital: Microtest GPSoc Charges for the period 01 01 14. Software License Charges. Module Charges,,
,,26/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,346571PART PAYT," 2,749,750 ",Revenue: Spine F/Y 2013/14 Committed,,
,,26/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,346737," 185,515 ",Revenue: Spine F/Y 2013/14 Committed,,
,,26/02/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584152143A," 1,337,383 ",January 2014 IMS3 Open Service charges,,
,,26/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS26/2/14.," 32,499 ",,,
,,26/02/2014,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS26/2/14.," 34,357 ",,,
,,26/02/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,PUBLIC,,ERS-514972-86261," 266,000 ",2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant ,,
,,26/02/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-515041-86285," 25,000 ",Reviews Infrastructure (Existing),,
,,26/02/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-515048-86283," 64,500 ",Consumers - Involve,,
,,26/02/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-515058-86286," 33,918 ",PROJECTS,,
,,26/02/2014,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,VCS,EN4 9NX,CF-20/2013-14," 65,745 ",Caxton Foundation Funding,,
,,27/02/2014,Policy Payments,DG: SFNHS,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,X0112251," 4,651,000 ",Great Ormond Street Invoice Number X0112251,,
,,27/02/2014,Other programme expenditure,DG: PHD,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I130194," 175,000 ",Hosting of the NHS National Genetics Educational and Development Centre (NGEDC) 2013/14.  ,,
,,27/02/2014,Policy Payments,DG: SFNHS,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,IS0010929," 1,903,000 ",Moorfields Eys Hospital - Invoice Number IS0010929,,
,,27/02/2014,Policy Payments,DG: SFNHS,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,H0096627," 10,100,000 ",Imperial College - Invoice number  - H0096627,,
,,27/02/2014,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PUBLIC,CB3 8RE,ERS-515174-86341," 29,943 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-515137-86301," 9,529 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-515137-86301," 98,815 ",CLAHRCs,,
,,27/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,PUBLIC,ST4 7LN,ERS-515134-86310," 36,862 ",Invention for Innovation,,
,,27/02/2014,Policy Payments,DG: SFNHS,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,10163562," 800,000 ",Royal Brompton & Harefield - Invoice number 10163562,,
,,27/02/2014,Policy Payments,DG: SFNHS,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,2014001087," 259,000 ",Chelsae and Westminster Trust Invoice Number - 2014001087,,
,,27/02/2014,Policy Payments,DG: SFNHS,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,W1T 7NF,205502," 11,000,000 ",University College London Hospitals  - invoice number 205502,,
,,27/02/2014,Policy Payments,DG: SFNHS,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,3131012," 2,500,000 ",Guy's and ST Thomas Trust - Invoice Number 3131012,,
,,27/02/2014,Policy Payments,DG: SFNHS,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SW3 6JJ,45704993," 4,740,000 ",Royal Marsden NHS Trust Invoice Number 000658291,,
,,27/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-515092-86305," 17,940 ",HTA Customer Priority Research,,
,,27/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-515092-86305," 20,833 ",Experimental Cancer Medicine Centres,,
,,27/02/2014,Research & development,DG: RDD,PORTSMOUTH HOSPITAL NHS TRUST,PUBLIC,PO6 3LY,ERS-515117-86308," 108,075 ",HTA Researcher Lead,,
,,27/02/2014,Outsourcing Contract,DG: SCLGCP,BIG WHITE WALL LTD,SME,N16 0HX,SIN000071," 39,300 ",Contnuation of Big White Wall online emotional support service for veterans and their families 2013-14,,
,,27/02/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,SME,LS1 2TW,10754," 238,500 ",BJSS - Choose & Book - Capital e-RS Re-platform contract . August 2013 to  31st March 2014,,
,,27/02/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,443048," 36,824 ",Revenue: NHS Mail - March 2013 -March 2014 AVAS on going support charge,,
,,27/02/2014,Research & development,DG: RDD,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,VCS,WC1V 6AZ,ERS-515099-86325," 48,343 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-515131-86329," 19,069 ",NIHR Fellowships,,
,,27/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-515131-86329," 82,339 ",HTA Commissioned Research,,
,,27/02/2014,Outsourcing Contract,DG: SCLGCP,THE ROYAL COLLEGE OF PSYCHIATRISTS,PUBLIC,E1 8BB,20001616," 56,805 ",National Audit of Memory Services ,13734,
,,27/02/2014,Policy Payments,DG: PHD,UK TRADE AND INVESTMENT (UKTI),PUBLIC,SW1H 0ET,623110000284," 585,527 ",UKTI DH funding contribution HUK operating costs.,,
,,27/02/2014,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-515088-86321," 46,434 ",HTA Researcher Lead,,
,,27/02/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-515091-86323," 110,990 ",Cancer - Prostate,,
,,27/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-515093-86324," 35,057 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-515093-86324," 69,877 ",Cancer - Prostate,,
,,27/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-515098-86326," 27,904 ",HTA Researcher Lead,,
,,27/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-515098-86326," 6,707 ",HTA Researcher Lead,,
,,27/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-515098-86326," 411,063 ",EME - ( NETSCC ),,
,,27/02/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-515101-86327," 30,830 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-515105-86330," 71,933 ",Clinician Scientist Awards,,
,,27/02/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-515105-86330," 12,598 ",NIHR Fellowships,,
,,27/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-515113-86331," 36,901 ",NIHR Fellowships,,
,,27/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-515113-86331," 14,126 ",HTA Researcher Lead,,
,,27/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-515113-86331," 115,906 ",HTA Commissioned Research,,
,,27/02/2014,Research & development,DG: RDD,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-515121-86333," 56,385 ",NIHR Biomedical Research Fellowship,,
,,27/02/2014,Research & development,DG: RDD,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-515124-86335," 92,369 ",HTA Commissioned Research,,
,,27/02/2014,Outsourcing Contract,DG: SCLGCP,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S02115," 71,738 ",Healthcare Quality Improvement Partnership (HQIP) - Dementia Care Pilot,,
,,28/02/2014,Outsourcing Contract,DG: SFNHS,STEPJOCKEY LTD,SME,CV3 1JA,SJ3," 52,500 ",SBRI Development  Funding - Behaviour Change,,
