Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Hire of Agency Staff,Enterprise & Skills Group - Enterprise Directorate,BROOK STREET (UK) LTD,55735,278.52,E&S Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,55736,130.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,55736,165.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,PR & Marketing Advice & Services,Business & Local Growth - Europen Reform,XIDM LTD,55750,1508.68,BLG Devolved Admin-PR & Marketing Advice & Services,BN12 4QD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT LLP,55755,-1023.50,OME Review Body-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hotel & Accommodation UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",55756,107.65,BLG Devolved Admin-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Mileage Allowance UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",55756,202.05,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",55756,65.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",55756,5.45,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",55757,4.40,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",55757,5.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",55757,3.90,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",55757,16.00,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",55758,15.20,E&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hotel & Accommodation Overseas,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",55759,171.43,E&S Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Rail Travel UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",55760,97.00,E&S Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",55761,4.40,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",55761,14.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",55761,5.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",55761,10.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",55761,25.95,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hotel & Accommodation Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,305.58,K&I Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,11.24,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,34.00,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,39.62,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,40.00,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55762,19.24,K&I Devolved Admin-Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",55763,12.59,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",55763,10.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",55763,26.60,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hotel & Accommodation UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,690.75,E&M Devolved Admin-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,1.50,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,22.41,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Rail Travel UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,17.50,E&M Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,50.00,E&M Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55764,108.39,E&M Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",55765,63.00,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Motor Vehicle Hire,Legal Services - Legal Services,"Personal Expense, Name Witheld",55765,159.61,Legal Services Admin-Motor Vehicle Hire,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",55765,5.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",55765,15.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",55765,27.30,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55766,34.00,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55766,35.20,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55766,30.00,F&C Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55766,24.30,F&C Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55767,5.00,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55767,8.30,F&C Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55768,15.00,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",55768,17.60,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Mileage Allowance UK,Enterprise & Skills Group - Better Regulation Delivery Office,"Personal Expense, Name Witheld",55769,90.00,BRDO: Developing Markets-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hotel & Accommodation UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55770,81.58,E&M Devolved Admin-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55770,3.18,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55770,6.15,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",55770,10.00,E&M Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55771,44.52,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55771,90.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55771,6.00,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55772,6.50,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55772,15.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Taxi Services UK,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",55772,11.00,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,55780,9.00,Prosecution Agents-Criminal Law and Prosecution Work,PL6 5HY,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Information Facilities,Business & Local Growth - Regional Growth,HM LAND REGISTRY,55781,33.00,EX RDA Portfolio Management Office-Information Facilities,CR0 2AQ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hogg Robinson Group Travel (HRG),Finance & Commercial Group - UK Shared Business Services,BARCLAYS BANK PLC,55782,9102.63,Default-Hogg Robinson Group Travel (HRG),TS17 6YT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hogg Robinson Group Travel (HRG),Finance & Commercial Group - UK Shared Business Services,BARCLAYS BANK PLC,55783,481902.75,Default-Hogg Robinson Group Travel (HRG),TS17 6YT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,55794,3028.14,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,55796,3028.14,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Capital Grants to Private Sector - Companies,Business & Local Growth - Regional Growth,FORESTRY COMMISSION,55800,356469.86,BLG Devolved Admin-Capital Grants to Private Sector - Companies,CA13 9YG,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,55807,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Advertising,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,55808,1680.00,Corporate Presentation-Advertising,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,55810,855.18,P&S Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,55810,1023.38,P&S Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,55811,2709.36,BLG Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,PR & Marketing Advice & Services,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,55814,1360.80,P&S Devolved Admin-PR & Marketing Advice & Services,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,55820,10432.90,F&C Devolved Admin-Other IT Consultancy,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/08/2014,Outsourced Programme Management,Knowledge & Innovation Group - Research Base,RICARDO-AEA LTD,55830,89908.93,DO NOT USE-Outsourced Programme Management,OX11 0QR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",55836,5.60,Foresight: Cities-Taxi Services UK,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Subsistence UK,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",55837,169.50,Default-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",55838,25.00,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",55838,65.00,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",55839,22.50,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",55840,25.00,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",55841,84.00,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55842,3.80,ShEx Devolved Admin-Other Travel,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Rail Travel Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55842,2.52,ShEx Devolved Admin-Rail Travel Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Hotel & Accommodation Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55843,26.84,ShEx Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55843,20.00,ShEx Devolved Admin-Other Travel,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55843,34.95,ShEx Devolved Admin-Taxi Services Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55844,46.76,ShEx Devolved Admin-Other Travel,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55844,43.09,ShEx Devolved Admin-Taxi Services Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55845,24.82,ShEx Devolved Admin-Other Travel,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55845,46.33,ShEx Devolved Admin-Taxi Services Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services Overseas,Shareholder Executive - Business Portfolio,"Personal Expense, Name Witheld",55846,44.72,ShEx Devolved Admin-Taxi Services Overseas,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",55850,843.64,Science and Innovation Network (GPF and Conference)-Current Grants To Private Sector - NPISH,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,55856,784.41,Legal Services Admin-Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,55856,939.99,Legal Services Admin-Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,External Legal Advice and Service,Finance & Commercial Group - Estates,PINSENT MASONS LLP,55857,2163.30,F&C Devolved Admin-External Legal Advice and Service,LS1 5AB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,External Legal Advice and Service,Finance & Commercial Group - Estates,PINSENT MASONS LLP,55857,3490.00,F&C Devolved Admin-External Legal Advice and Service,LS1 5AB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other IT Consultancy,Enterprise & Skills Group - Enterprise Directorate,MYSOCIETY LTD,55868,3500.00,Business Link: Helpline-Other IT Consultancy,N13 4BS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Professional Searches,Business & Local Growth - Advanced Manufacturing Services,BIRMINGHAM CITY COUNCIL,55877,357768.38,MSET: Advanced Manufacturing Supply Chain-Professional Searches,B3 3AB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Professional Searches,Business & Local Growth - Advanced Manufacturing Services,BIRMINGHAM CITY COUNCIL,55879,69187.09,MSET: Advanced Manufacturing Supply Chain-Professional Searches,B3 3AB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT LLP,55892,-1493.40,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",55906,4.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Mileage Allowance UK,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",55907,35.01,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",55907,5.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Mileage Allowance UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,118.98,E&S Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,5.00,E&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Rail Travel UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,31.00,E&S Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Subsistence UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,10.00,E&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Subsistence UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,15.00,E&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Taxi Services UK,Enterprise & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",55908,138.40,E&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2014,Other Travel,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",55909,36.55,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
