Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,41.24,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,109.24,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,17.33,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,8.66,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,8.95,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,12.30,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,8.25,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.38,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,18.96,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.53,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.74,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,20.96,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.12,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,4.67,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,15.24,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,15.54,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,134.69,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,67.57,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,65.07,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,47.53,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,8.66,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,31.60,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,32.79,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,35.18,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.84,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.01,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,12.95,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.19,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,22.25,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,62.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,10.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,18.44,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,61.54,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,22.07,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,151.71,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,26.83,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,100.47,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.04,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,71.65,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,83.83,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,2.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,11.04,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,117.57,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,54.99,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,44.18,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,37.94,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,160.17,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,5.87,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.22,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,182.24,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,12.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,85.65,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,2.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,247.61,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,24.59,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,82.88,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,41.24,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,160.98,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,29.72,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,80.49,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,82.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,31.13,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,12.88,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,5.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.35,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,12.88,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,21.80,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.64,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,2.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,41.57,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,41.01,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,22.00,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,28.98,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,10.75,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.12,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,68.02,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,24.35,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.01,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.92,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,48.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.98,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,70.83,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.22,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,35.83,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,2.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.79,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.26,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,10.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,38.35,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,47.51,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.69,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,27.64,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,152.74,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,16.20,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,210.56,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,335.32,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.60,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,437.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,53.01,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,10.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.26,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,86.12,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,28.08,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.19,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,80.49,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,17.16,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,11.68,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,11.56,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,161.48,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.04,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,49.49,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,21.06,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,422.79,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,37.61,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,427.40,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,286.84,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,112.51,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.49,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,27.42,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,705.64,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,53.90,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,206.80,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,13.29,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,6.15,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,17.32,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,16.16,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,5.41,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,3.49,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,10.89,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,9.13,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,7.92,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,51.17,,
Department for Work and Pensions ,Jobcentre Plus,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014965723,14.45,,
Department for Work and Pensions ,Corporate,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,CHANGE MANAGEMENT DIRECTORATE,XEROX UK LIMITED,2014965723,24.98,,
Department for Work and Pensions ,Corporate,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Corporate,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,XEROX UK LIMITED,2014965723,3.63,,
Department for Work and Pensions ,Corporate,27/04/2010,PRINTING STATIONERY IT & CONSUMABLES,CORPORATE IT,XEROX UK LIMITED,2014965723,3.63,,
