Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CAPITAL GRANTS,School Resources Group,GRACE ACADEMY  COVENTRY,4000043349,"48,034"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HACKNEY EDUCATION DEPARTMENT,4000043350,"58,936"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HALTON BOROUGH COUNCIL,4000043351,"136,805"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HAMILTON LODGE SCHOOL FOR DEAF CHILDREN,4000043352,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HAMILTON LODGE SCHOOL FOR DEAF CHILDREN,4000043352,"45,664"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HAMILTON LODGE SCHOOL FOR DEAF CHILDREN,4000043352,"29,300"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HAMPSHIRE C C,4000043353,"140,205"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HARTLEPOOL BOROUGH COUNCIL,4000043354,"231,419"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Academies Delivery Group,HAYSFIELD GIRLS SCHOOL,4000043355,"25,000"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HEATHERMOUNT THE LEARNING CENTRE,4000043356,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HEATHERMOUNT THE LEARNING CENTRE,4000043356,"39,512"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HEATHERMOUNT THE LEARNING CENTRE,4000043356,"1,884"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HEREFORDSHIRE COUNCIL,4000043357,"193,600"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,HERTFORDSHIRE,4000043358,"190,535"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HIGHCLOSE SCHOOL,4000043359,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HIGHCLOSE SCHOOL,4000043359,"49,321"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HIGHCLOSE SCHOOL,4000043359,"25,561"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HOLLY BANK TRUST,4000043360,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HOLLY BANK TRUST,4000043360,"38,401"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,HOLLY BANK TRUST,4000043360,"12,158"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INGFIELD MANOR SCHOOL,4000043361,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INGFIELD MANOR SCHOOL,4000043361,"39,001"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INGFIELD MANOR SCHOOL,4000043361,"40,827"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HOUSE SALFORD SCHOOL,4000043362,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HOUSE SALFORD SCHOOL,4000043362,"47,083"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HOUSE SALFORD SCHOOL,4000043362,"12,497"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HSE SCH CHEADLE,4000043363,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HSE SCH CHEADLE,4000043363,"40,561"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,INSCAPE HSE SCH CHEADLE,4000043363,"14,859"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ISLE OF WIGHT COUNCIL,4000043364,"197,500"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,KENT COUNTY COUNCIL,4000043365,"193,166"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,KINGSTON UPON HULL COUNCIL,4000043367,"188,756"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,KIRKLEES COUNCIL,4000043368,"49,170"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,KIRKLEES COUNCIL,4000043368,"277,025"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,KNOWSLEY MBC,4000043369,"27,836"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LANCASHIRE COUNTY COUNCIL,4000043370,"241,799"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LANGSIDE SCHOOL,4000043371,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LANGSIDE SCHOOL,4000043371,"38,696"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LANGSIDE SCHOOL,4000043371,"9,599"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LEEDS CITY COUNCIL,4000043372,"189,723"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LEICESTER CITY COUNCIL,4000043373,"141,938"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LEICESTERSHIRE COUNTY COUNCIL,4000043374,"301,925"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LINCOLNSHIRE COUNTY COUNCIL,4000043375,"206,588"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK PRIMARY SCHOOL,4000043376,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK PRIMARY SCHOOL,4000043376,"38,761"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK PRIMARY SCHOOL,4000043376,"7,039"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK SECONDARY SCHOOL,4000043377,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK SECONDARY SCHOOL,4000043377,"46,750"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,LINK SECONDARY SCHOOL,4000043377,"7,795"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LIVERPOOL CITY COUNCIL,4000043378,"188,711"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Academies Delivery Group,LONDON ACADEMIES ENTERPRISE TRUST,4000043380,"27,604"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000043381,"215,038"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF BARNET COUNCIL,4000043382,"186,943"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF BEXLEY COUNCIL,4000043383,"281,500"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF BRENT,4000043384,"138,148"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF BROMLEY COUNCIL,4000043385,"185,973"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF CAMDEN,4000043386,"36,911"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF CROYDON COUNCIL,4000043387,"137,913"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF EALING COUNCIL,4000043388,"300,177"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF ENFIELD COUNCIL,4000043389,"36,439"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF GREENWICH,4000043390,"2,500"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF GREENWICH,4000043390,"188,806"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000043391,"263,630"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HARINGEY,4000043392,"188,462"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HARROW COUNCIL,4000043393,"297,714"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HAVERING COUNCIL,4000043394,"17,746"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HAVERING COUNCIL,4000043394,"185,672"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000043395,"298,582"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000043396,"186,974"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF ISLINGTON,4000043397,"143,942"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF LAMBETH COUNCIL,4000043398,"49,924"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF LAMBETH COUNCIL,4000043398,"298,566"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF LEWISHAM,4000043399,"200,682"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF MERTON COUNCIL,4000043400,"59,688"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF MERTON COUNCIL,4000043400,"314,619"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF NEWHAM,4000043401,"189,832"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF REDBRIDGE,4000043402,"220,490"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF RICHMOND UPON THAMES,4000043403,"184,671"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000043404,"189,681"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF SUTTON,4000043405,"296,470"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000043406,"65,333"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000043407,"187,927"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000043408,"137,805"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LUTON BOROUGH COUNCIL,4000043409,"71,600"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,LUTON BOROUGH COUNCIL,4000043409,"293,299"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,MANCHESTER CITY COUNCIL,4000043410,"190,159"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MARY HARE SCHOOL,4000043411,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MARY HARE SCHOOL,4000043411,"68,638"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MARY HARE SCHOOL,4000043411,"144,040"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEADOWS SCHOOL,4000043412,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEADOWS SCHOOL,4000043412,"49,321"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEADOWS SCHOOL,4000043412,"24,018"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEATH SCHOOL,4000043413,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEATH SCHOOL,4000043413,"39,887"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MEATH SCHOOL,4000043413,"19,864"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,MEDWAY COUNCIL,4000043414,"7,900"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,MEDWAY COUNCIL,4000043414,"186,809"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,METROPOLITAN BOROUGH OF WIRRAL,4000043415,"186,995"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,MIDDLESBROUGH COUNCIL,4000043416,"227,732"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,MILTON KEYNES COUNCIL,4000043417,"186,068"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MOOR HOUSE SCHOOL,4000043418,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MOOR HOUSE SCHOOL,4000043418,"43,999"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MOOR HOUSE SCHOOL,4000043418,"24,823"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MUNTHAM HOUSE SCHOOL,4000043419,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MUNTHAM HOUSE SCHOOL,4000043419,"45,715"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,MUNTHAM HOUSE SCHOOL,4000043419,"26,354"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,School Standards Group,NATIONAL LITERACY TRUST,4000043420,"71,467"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NCYPE ST PIERS,4000043421,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NCYPE ST PIERS,4000043421,"43,921"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NCYPE ST PIERS,4000043421,"46,513"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEW COLLEGE WORCESTER,4000043422,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEW COLLEGE WORCESTER,4000043422,"44,520"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NEW COLLEGE WORCESTER,4000043422,"59,133"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NEWCASTLE CITY COUNCIL,4000043423,"72,918"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NEWCASTLE CITY COUNCIL,4000043423,"278,441"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORFOLK COUNTY COUNCIL,4000043424,"188,858"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTH EAST LINCOLNSHIRE COUNCIL,4000043425,"186,732"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTH LINCOLNSHIRE COUNCIL,4000043426,"296,691"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTH SOMERSET COUNCIL,4000043427,"184,923"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTH TYNESIDE,4000043428,"36,178"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTH YORKSHIRE COUNTY COUNCIL,4000043429,"300,170"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTHAMPTONSHIRE COUNTY COUNCIL,4000043430,"221,850"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTHERN COUNTIES SCHOOL,4000043431,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTHERN COUNTIES SCHOOL,4000043431,"47,278"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NORTHERN COUNTIES SCHOOL,4000043431,"11,977"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NORTHUMBERLAND COUNTY COUNCIL,4000043432,"220,491"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NOTTINGHAM CITY COUNCIL,4000043433,"47,400"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,NOTTINGHAMSHIRE COUNTY COUNCIL,4000043434,"138,451"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NUNNYKIRK,4000043436,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NUNNYKIRK,4000043436,"39,254"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,NUNNYKIRK,4000043436,"16,919"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,OLDHAM MBC,4000043437,"12,364"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,OLDHAM MBC,4000043437,"275,000"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,OVINGDEAN HALL SCHOOL,4000043438,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,OVINGDEAN HALL SCHOOL,4000043438,"37,681"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,OVINGDEAN HALL SCHOOL,4000043438,"5,394"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,OXFORDSHIRE COUNTY COUNCIL,4000043439,"48,005"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,OXFORDSHIRE COUNTY COUNCIL,4000043439,"431,129"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PACES HIGH GREEN SCHOOL,4000043440,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PACES HIGH GREEN SCHOOL,4000043440,"35,641"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PACES HIGH GREEN SCHOOL,4000043440,"1,884"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PARAY HOUSE SCHOOL,4000043441,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PARAY HOUSE SCHOOL,4000043441,"47,308"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENHURST SCHOOL,4000043442,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENHURST SCHOOL,4000043442,"36,241"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENHURST SCHOOL,4000043442,"7,003"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENN SCHOOL,4000043443,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENN SCHOOL,4000043443,"49,321"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PENN SCHOOL,4000043443,"4,649"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PERCY HEDLEY SCHOOL,4000043444,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PERCY HEDLEY SCHOOL,4000043444,"55,836"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PERCY HEDLEY SCHOOL,4000043444,"33,283"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,PETERBOROUGH CITY COUNCIL,4000043445,"137,022"
