Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,21-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025771398,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,OTHER GOODS AND SERVICES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł37,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł37,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł37,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł37,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł37,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Employment Programmes,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł36,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,21-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025771398,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł36,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł36,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,20-Jun-12,POSTAGE,COO,TNT UK LTD,2025764425,Ł36,Document Management,Post & Courier,Courier Services
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł36,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł35,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,Ł35,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł35,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł35,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Jobcentre Plus,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,SHARED SERVICES,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,Ł35,Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,22-Jun-12,OTHER GOODS AND SERVICES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,Ł35,Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,25-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025780466,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025625489,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,19-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025707658,Ł35,Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,21-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025771398,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,Ł35,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,07-Jun-12,STAFF COSTS,COO,EXPOTEL,2025610450,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,Ł35,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025777630,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,Ł35,Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,18-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025701121,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,28-Jun-12,PRINTING STATIONERY IT CONSUMABLES,COO,XEROX UK LTD,2025852873,Ł35,Print & Associated Services,Print,Core Print
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,Ł34,Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł34,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł34,Print & Associated Services,Stationery,Desktop
Department for Work and Pensions,Corporate,11-Jun-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2025621721,Ł34,Print & Associated Services,Stationery,Desktop
