Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,EA,12/05/2015,Airbus Defence & Space,1355884,"47,520.00",One year renewal of web mapping service - support the Easimap service,GU14 0NL,,HOEV141505,Project,,,
DEFRA,EA,19/05/2015,Interserve FM Ltd,1356857,"399,722.00","Facilities Management - Cleaning, Pest control, Security - April 2015",BS32 4NH,30369797,,Administration,,,
DEFRA,EA,26/05/2015,Hydrock Consultants Ltd,1358568,"43,737.78",Helpston Groundwater Remediation project,BS32 4DF,30177470,REAN001571,Project,,,
DEFRA,EA,14/05/2015,National Biodiversity Network Trust,1356324,"25,000.00",Nation biodiversity network annual membership - 2015-16,NG1 1LL,,HOOP000128,Project,,,
DEFRA,EA,14/05/2015,Traffilog,1356266,"102,026.63",Supply and Maintenance of Fleet Telematics,WD6 3BS,30421205,HOFOTEL001,Project,,,
DEFRA,EA,14/05/2015,Traffilog,1356265,"103,307.87",Supply and Maintenance of Fleet Telematics,WD6 3BS,30421205,HORES00215,Project,,,
DEFRA,EA,26/05/2015,Calder Conferences Ltd,1358250,"27,073.98",Provision of Meeting and Events Booking Services,LS16 6RF,30381405,TRHO002634,Project,,,
DEFRA,EA,14/05/2015,Scisys UK Ltd,1356357,"319,695.27",Carbon Reduction Commitment Annual Support and Maintenance,SN14 0GB,, | EBPCC14002 | ,Project,,,
DEFRA,EA,14/05/2015,Can Studios Ltd,1356634,"45,796.85",Website Hosting services - May-October 2015,S1 2BX,30312649,,Administration,,,
DEFRA,EA,14/05/2015,Shared Services Connected Ltd,1356404,"26,930.28",Debt recovery services - March 2015,M14 0WN,30413545,,Administration,,,
DEFRA,EA,21/05/2015,IBM,1357294,"834,000.00",Enterprise Licence Agreement second year cover - 2015-16,PO6 3AE,30093883,,Administration,,,
DEFRA,EA,19/05/2015,Angling Trust,1356794,"155,475.69",Voluntary Bailiff Scheme Project,NG8 6PE,,EBPLW14002 | EBPLW13009,Project,,,
DEFRA,EA,26/05/2015,DHI Excavations Ltd,1358415,"27,072.00",940 tonnes of clean stone for Yew Tree Lane site ,M28 7QH,,FRA10S029,Project,,,
DEFRA,Cefas,01/05/2015,UNIVERSITY OF EXETER,20075404,"40,500.00","""Building a molecular platform for understanding the host-pathogen interface in invertebrates"" - 2014-15",EX4 4QJ,STAN3RD,,DP318,Technical Services,GB 142 0477 95,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075136,"28,341.00",Weymouth Laboratory recharges - rates - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075136,"32,382.50",Weymouth Laboratory recharges - water - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,Water & Sewage,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075136,"55,543.31",Weymouth Laboratory recharges - electricity - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,Electricity,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075137,"27,182.43",Lowestoft Laboratory recharges - gas - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,Gas,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075137,"29,592.77",Lowestoft Laboratory recharges - rates - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,CILOR Charge in lieu of rates,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075137,"44,203.50",Lowestoft Laboratory recharges - water - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,Water & Sewage,,
DEFRA,Cefas,14/05/2015,Capita Property & Infrastructure,20075137,"76,968.89",Lowestoft Laboratory recharges - electricity - 2014-15 Quarter 4,EC2V 7NQ,PB,,50100,Electricity,,
DEFRA,Cefas,27/05/2015,DEFRA RECEIPTS,20076147,"552,347.88",Value Added Tax - 2014-15 Quarter 4,Y01 7PX,OGD,,50013,VAT Settlement,,
DEFRA,Cefas,27/05/2015,SAMS Research Services Ltd,20075713,"45,005.84","Partnership arrangement with Scottish Association for Marine Science, who provide analysis for potentially toxic phytoplankton for the Scottish biotoxin monitoring programme for shellfish, on behalf of Food Standards Scotland",PA37 1SZ,STAN,,C5666,Technical Services,GB 828 9579 61,
DEFRA ,CCW,29/05/2015,CAPITA MANAGED IT SOLUTIONS,6077005938,"32,817.00",IT Managed Service - 22 May-21 August 2015,BT36 7LQ,LARGE,N/A,N/A,Programme,GB618184140,
DEFRA ,CCW,29/05/2015,CAPITA PROPERTY (DEFRA),1002548283,"25,000.00","Rent for Temple Quay House, Bristol - July 2014-June 2015",EC2V 7NQ,LARGE,N/A,N/A,Programme,GB888800181,
DEFRA ,CCW,29/05/2015,CAPITA PROPERTY (DEFRA),1002548317,"28,500.00","Rent for Fleetbank House, London - July-September 2015",EC2V 7NQ,LARGE,N/A,N/A,Programme,GB888800181,
DEFRA,APHA,26/05/2015,XL FARMCARE WESSEX LIMITED~172798072,LVI166875,"162,738.13",Payment to a Veterinary practice for services provided in an official capacity,ST15 8NA,SME,,00000000,Expense,,
DEFRA,APHA,15/05/2015,Vodafone Ltd,75828386,"48,480.93",Mobile phone charges - April 2015,,,,00000000,Asset,,
DEFRA,APHA,15/05/2015,Celtic Diagnostics Ltd,2703,"25,900.00",Purchase of Specialist Laboratory Kits,,SME,,00000000,Expense,,
DEFRA,APHA,15/05/2015,N I A B,NI9606,"129,481.20",Contract Work - Lot 1-4 routine service and delivery - April 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,15/05/2015,N I A B,NI9608,"48,540.08",Contract Work - Lot 5-8 routine service and delivery - April 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,11/05/2015,IBM United Kingdom Ltd,5803151364,"54,243.34",Information Technology Project Works - 05 December 2014-23 January 2015,GU1 2LD,SME,,P10147OT,Expense,,
DEFRA,APHA,26/05/2015,K P M G LLP,5501001201,"29,511.77",Internal Audit services ,BS1 6AG,,,HARDINAU,Expense,,
DEFRA,APHA,26/05/2015,PRIORY VETS CARDIGAN~122926971,LVI166780,"30,487.18",Payment to a Veterinary practice for services provided in an official capacity,SA43 1EW,,,00000000,Expense,,
DEFRA,APHA,26/05/2015,MILFEDDYGON Y WERN/ WERN VETERINAR~159252551,LVI166847,"28,366.96",Payment to a Veterinary practice for services provided in an official capacity,LL15 ITG,SME,,00000000,Expense,,
DEFRA,APHA,19/05/2015,Defra C/o Capita,1002546896,"30,116.33",Rent recharge for Wallingford Red Kite House - 2014-15 Quarter 2,EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,07/05/2015,Defra C/o Capita,1002548233,"115,537.96",Facilities Management Weybridge site - 2014-15,EC2V 7NQ,,,HARDFVLA,Expense,,
DEFRA,APHA,19/05/2015,DEFRA,1000051150,"29,699.97",Network Corporate Services (NCS) recharge of staff costs relating to various loans and secondments,YO1 7PX,,,00000000,Expense,,
DEFRA,APHA,01/05/2015,Capita Business Services Ltd,LO10037958,"33,482.98",Fees and expenses for various temporary staff - period ending 04 April 2015,SL6 1DP,,,00000000,Expense,,
DEFRA,APHA,06/05/2015,Defra C/o Capita,1002548235,"-31,271.07","Recharge credit for Core Facilities Management for Pydar House, Truro - 2014-15",EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,01/05/2015,A H D B,180022091,"45,000.00",UK Cereal Pathogen Virulence Survey contract work,CV8 2TL,,,00000000,Expense,,
DEFRA,APHA,26/05/2015,Health Management Ltd,0000128683,"26,867.04",Occupational Health Service - 7 March-6 April 2015,BN8 5NN,SME,,00000000,Expense,,
DEFRA,APHA,06/05/2015,Topspeed Couriers Limited,59820,"64,566.00","1,089 collections from various laboratory locations - March 2015",WA16 8XN,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,TORCH FARM AND EQUINE LTD~136138523,LVI166808,"38,757.68",Payment to a Veterinary practice for services provided in an official capacity,EX31 3FG,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,The Vale Veterinary Group~141003340,LVI166817,"34,012.33",Payment to a Veterinary practice for services provided in an official capacity,EX16 4LF,SME,,00000000,Expense,,
DEFRA,APHA,13/05/2015,Barclaycard Business Issuing,4715320649058286300415,"61,092.17",Purchases made through Barclaycard - April 2015,TS17 6YG,SME,,00000000,Asset,,
DEFRA,APHA,26/05/2015,DEFRA,1000047771,"234,231.00",Recharges for IT and procurement services - 2014-15 ,YO1 7PX,,,HARDPCDC,Expense,,
DEFRA,APHA,06/05/2015,L G C Limited,50390337,"108,997.20",Transmissible Spongiform Encephalopathy samples - March 2015,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,APHA,26/05/2015,XL FARMCARE MIDLANDS LTD~114213469,LVI166764,"209,184.70",Payment to a Veterinary practice for services provided in an official capacity,ST14 8EB,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,XL FARMCARE DEVON AND CORNWALL LTD~179923008,LVI166885,"98,063.49",Payment to a Veterinary practice for services provided in an official capacity,ST15 8NA,SME,,00000000,Expense,,
DEFRA,APHA,15/05/2015,Promotional Logistics Ltd,SIN15006373,"26,911.20",Daily letters sent to farmers for Bovine Tuberculosis testing,CO10 2XG,,,00000000,Expense,,
DEFRA,APHA,26/05/2015,NORTH PARK VETERINARY GROUP LTD~141110144,LVI166818,"26,403.61",Payment to a Veterinary practice for services provided in an official capacity,EX20 2DT,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,CASTLE VETERINARY GROUP LTD~807674214,LVI167120,"32,714.29",Payment to a Veterinary practice for services provided in an official capacity,PL15 7ED,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,KERNOW VET GROUP LTD~175331120,LVI166878,"33,061.49",Payment to a Veterinary practice for services provided in an official capacity,PL31 1AQ,SME,,00000000,Expense,,
DEFRA,APHA,11/05/2015,Defra C/o Capita,1002547559,"196,571.10",Recharge of Carbon Reduction Commitment Charges - 2014-15,EC2V 7NQ,,,HARDFVLA,Expense,,
DEFRA,APHA,07/05/2015,Defra C/o Capita,1002548237,"49,685.73","Recharge for Contract Variations Facilities Management, Exeter - 2014-15",EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,29/05/2015,Agri-Food & Biosciences Institute,INV24904,"65,116.81",Herbage trials for National List purposes - 2014-15 Quarter 4,BT9 5PX,,,00000000,Expense,,
DEFRA,APHA,15/05/2015,N I A B,NI9607,"81,712.17",Contract Work - routine service and delivery (pathology) - April 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,11/05/2015,W T G Technologies Ltd,0000002923,"78,446.50","Development of a web portal for the Surveillance 2014 project 
to enhance the diagnostic service being provided",W14 8UD,SME,,P10180OT,Expense,,
DEFRA,APHA,26/05/2015,STAPELEY VETERINARY PRACTICE LTD~862338123,LVI167181,"29,807.05",Payment to a Veterinary practice for services provided in an official capacity,SY5 0EU,,,00000000,Expense,,
DEFRA,APHA,15/05/2015,IBM United Kingdom Ltd,5804151579,"42,773.50",Information Technology Project Works - April 2015,GU1 2LD,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,ST. DAVID'S FARM LTD~826206836,LVI167127,"31,312.88",Payment to a Veterinary practice for services provided in an official capacity,EX8 5AN,,,00000000,Expense,,
DEFRA,APHA,26/05/2015,XL FARMCARE NORTH LTD. ~175942866,LVI166879,"136,373.22",Payment to a Veterinary practice for services provided in an official capacity,ST15 8NA,,,00000000,Expense,,
DEFRA,APHA,19/05/2015,Defra C/o Capita,1002546678,"170,165.46",Rent recharge for Wallingford Red Kite House - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,14/05/2015,Defra C/o Capita,1002546914,"-110,165.46",Partial credit for rent recharge for Wallingford Red Kite House - 2014-15 Quarter 1,EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,11/05/2015,Environmental Research Group Oxford Ltd,2356,"27,000.00",Costs relating to Internet Project - November 2014-March 2015,HR6 8TQ,,,TBOM1401,Expense,,
DEFRA,APHA,19/05/2015,Sogeti UK Ltd,XSUK1504173,"78,650.00",Specialist Information Technology testing - March 2015,EC2M 7AD,SME,,P10066OT,Expense,,
DEFRA,APHA,26/05/2015,Food Standards Agency,1703032,"53,580.10",Sampling of Bovine Tuberculosis reactors - January-March 2015,YO1 2YX,,,AHFSADNA,Expense,,
DEFRA,APHA,05/05/2015,DEFRA,1000047351,"807,694.00",Agency professional services re-charges - 2014-15 Quarter 4 ,YO1 7PX,,,HARDSSDC,Expense,,
DEFRA,APHA,26/05/2015,MOUNT VETS LIMITED~130261619,LVI166792,"27,011.62",Payment to a Veterinary practice for services provided in an official capacity,TA21 8QS,SME,,00000000,Expense,,
DEFRA,APHA,11/05/2015,Redfern Travel Ltd,105610,"129,173.36",Travel charges - April 2015,BD1 3AZ,SME,,00000000,Asset,,
DEFRA,APHA,26/05/2015,ALLEN & PARTNERS VETERINARY SERVIC~485149322,LVI167049,"27,254.10",Payment to a Veterinary practice for services provided in an official capacity,SA34 0QN,,,00000000,Expense,,
DEFRA,APHA,26/05/2015,L G C Limited,50398304,"98,810.80",Transmissible Spongiform Encephalopathy (TSE) sampling - April 2015,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,APHA,06/05/2015,L G C Limited,50392067,"27,249.30",Transmissible Spongiform Encephalopathy (TSE) sampling - March 2015,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,APHA,27/05/2015,Topspeed Couriers Limited,60622,"53,580.00",910 collections from various laboratory locations - April 2015,WA16 8XN,SME,,00000000,Expense,,
DEFRA,APHA,11/05/2015,Food Standards Agency,1702991,"107,292.21",Sampling of Bovine Tuberculosis reactors - January-March 2015,YO1 2YX,,,AHFSADNA,Expense,,
DEFRA,APHA,26/05/2015,WEST RIDGE VETERINARY PRACTICE LTD~141442209,LVI166819,"28,363.44",Payment to a Veterinary practice for services provided in an official capacity,EX16 8AS,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,George Veterinary Group~137680257,LVI166811,"48,589.22",Payment to a Veterinary practice for services provided in an official capacity,SN16 9AA,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,TIBBS AND SIMMONS LTD~900711374,LVI167150,"30,970.72",Payment to a Veterinary practice for services provided in an official capacity,BS40 5TZ,SME,,00000000,Expense,,
DEFRA,APHA,26/05/2015,Fenton Veterinary Practice~122901407,LVI166779,"36,591.92",Payment to a Veterinary practice for services provided in an official capacity,SA61 1BN,SME,,00000000,Expense,,
DEFRA,APHA,15/05/2015,Defra C/o Capita,1002548053,"-58,718.66",Credit - recharge costs for Cardiff Llanishen - 2014-15 Quarter 4,EC2V 7NQ,,,HARDESTA,Expense,,
DEFRA,APHA,21/05/2015,Logicalis UK Ltd,INV072620,"28,651.93",Annual Maintenance Contract - May 2015-April 2016,SL1 4PF,,,00000000,Expense,,
DEFRA,APHA,05/05/2015,The Scottish Government,84079895,"31,358.00",Potato and vegetable trials for National List purposes - 2014-15 Quarter 4,EH6 6QQ,,,00000000,Expense,,
DEFRA,APHA,11/05/2015,Capita Business Services Ltd,LO10040256,"29,683.74",Fees and expenses for various temporary staff - period ending 18 April 2015,SL6 1DP,,,00000000,Expense,,
DEFRA,MMO,12/05/2015,Environment Agency,1172327,"34,320.00",Publication of spatial data under the European Union INSPIRE Directive (Infrastructure for Spatial Information in the European Community),PE2 8YD,,,00000000,Expense,,
DEFRA,MMO,18/05/2015,C E F A S,8004816,"30,534.00",Training materials for licensing case officers,NR33 0HT,SME,,00000000,Expense,,
DEFRA,MMO,12/05/2015,Atkins Ltd,15002321,"25,053.00",Project: Sub-national plans review for the North West and South West marine plan areas,KT18 5BW,,,00000000,Expense,,
DEFRA,MMO,22/05/2015,Severn Rivers Trust,FEF1032180515,"30,467.53",European Fisheries Fund grant payment,OX7 5TL,SME,,00000000,Expense,,
DEFRA,MMO,12/05/2015,Environment Agency,110315,"166,018.00",Re-distribution of 2012 Data Collection Framework Funding,PE2 8YD,,,00000000,Asset,,
DEFRA,MMO,14/05/2015,Shared Services Connected Ltd,100001074,"40,779.13",Fixed monthly charge for shared services work - May 2015,HP2 7AH,,,00000000,Expense,,
DEFRA,MMO,28/05/2015,Sutton Harbour Company.,FEF0887200515,"31,425.75",European Fisheries Fund grant payment,PL4 0RA,SME,,00000000,Expense,,
DEFRA,MMO,18/05/2015,Redfern Travel Ltd,105366,"30,837.07",Travel bill - April 2015,BD1 3AZ,SME,,00000000,Asset,,
DEFRA,MMO,08/05/2015,Land Use Consultants,44206,"31,079.82",Marine Charter assessment: Seascape character for North West and South East marine plan areas,NW1 1JD,SME,,00000000,Expense,,
DEFRA,MMO,18/05/2015,DEFRA,1000050290,"120,000.00",Procurement service from Network Corporate Services - 2014-15,YO1 7PX,,,00000000,Expense,,
DEFRA,MMO,14/05/2015,Sea Fish Industry Authority,FEF0549050515,"46,725.52",European Fisheries Fund grant payment,EH7 4HG,SME,,00000000,Expense,,
DEFRA,MMO,12/05/2015,Atkins Ltd,15002318,"25,347.00",Project review: Sub-national plans review for the North East and South East marine plan areas,KT18 5BW,,,00000000,Expense,,
DEFRA,MMO,08/05/2015,Directflight Ltd,10639,"48,315.00",Aircraft chartering for compliance monitoring and enforcement purposes - March 2015,MK43 0AN,SME,,00000000,Expense,,
DEFRA,MMO,14/05/2015,Hornsea Inshore Rescue Sea Safe Education Centre,FEF1557HOL00470505152658941,"26,589.41",European Fisheries Fund grant payment,HU18 1TJ,SME,,00000000,Expense,,
DEFRA,MMO,22/05/2015,Severn Rivers Trust,FEF1127,"82,854.00",European Fisheries Fund grant payment,OX7 5TL,SME,,00000000,Expense,,
Defra,KEW,12/05/2015,Carl Zeiss Ltd,7005810,26/09/2135,Microscope Slide Scanner,CB1 3JS,Trade Creditors,RBGKEW/100,,Laboratory machinery & equipt,,
Defra,KEW,20/05/2015,Carl Zeiss Ltd,7005811,26/08/2041,Microscope Slide Scanner,CB1 3JS,Trade Creditors,RBGKEW/100,,Laboratory machinery & equipt,,
Defra,KEW,13/05/2015,London Borough Of Richmond Upon Thames - rates,7005203,273942.00,London Borough of Richmond upon Thames Business rates Annual Bill Royal Botanic Gardens and premises,TW1 3BZ,Trade Creditors,N/A,,General rates,,
Defra,KEW,06/05/2015,Turner & Townsend Project Management Ltd,7005483,30089.11,Fees paid by Turner Townsend (the Project management Co) to Ramboll who are the subcontract Engineering consultants on the Temperate house project,WC2E 9HE,Trade Creditors,,,New Works - pt1 - prof fees,,
Defra,KEW,20/05/2015,Turner & Townsend Project Management Ltd,7005935,32440.92,Temperate House Precinct Project,WC2E 9HE,Trade Creditors,,,New Works - pt1 - prof fees,,
Defra,KEW,06/05/2015,Cofely Ltd,7004946,146708.57,Facilities Management Contract,HP12 3TA,Trade Creditors,RBGKEW/049,,Planned Maintenance,,
Defra,KEW,12/05/2015,Cofely Ltd,7005336,36066.62,Window Shading on the Princess of Wales Conservatory - Facilities Management Contract,HP12 3TA,Trade Creditors,RBGKEW/049,,New works-Pt II-materials,,
Defra,KEW,12/05/2015,Cofely Ltd,7005333,35209.88,New Quarantine House repairs -  Facilities Management Contract,HP12 3TA,Trade Creditors,RBGKEW/049,,New works-Pt II-materials,,
Defra,KEW,28/05/2015,Julius Rutherfoord Commercial Cleaning,7006165,30751.59,Cleaning Contract - April 2015,SW8 3NS,Trade Creditors,,,Office and window cleaning,,
Defra,KEW,12/05/2015,Williams Lea,7005130,517728.67,Printing of Booklets and Leaflets - Grow Wild Project,WF6 1TN,Trade Creditors,,,Publication production costs,,
Defra,KEW,28/05/2015,ISG Construction Ltd,7005932,742123.13,Temperate House project,EC3N 1AG,Trade Creditors,,,New works-Pt I-other costs,,
Defra,KEW,20/05/2015,Ove Arup & Partners Limited,7005875,43000.00,Mechanical and electrical - Engineering Services,W1T 4BQ,Trade Creditors,RBGKEW/059,,New works-Pt II-other costs,,
Defra,KEW,20/05/2015,Consolidated PR,7005545,27253.73,Grow wild Cconsolidated Public Relations Support,SE1 9BF,Trade Creditors,RBGKEW/090,,Consultancy - Marketg & Comms,539225928,
Defra,RPA,07/05/2015,Accenture,3003278042,"£105,000.00",Print and scan project,EC3M 3BD,Supplier,101009,PPS03700,Admin,GB788629066,
Defra,RPA,21/05/2015,Accenture,3003281009,"£147,000.00",Development and testing of the integration of the print and scan facility and Completion of Systems integration testing for the integration of the print and scan facility.,EC3M 3BD,Supplier,"101009, 101145",PPS03700,Admin,GB788629066,
Defra,RPA,28/05/2015,Accenture,3003282397,"£176,980.80","Rural Payments Agency Information Technology Application and Hardware Support services, Organisational Change consultancy and project work - May 2015",EC3M 3BD,Supplier,"65289, 100837, 101124, 101190","PPS03700, SPSS0110",Admin,GB788629066,
Defra,RPA,07/05/2015,Adare,IS1248198,"£59,855.66",Basic Payment Scheme handbook Postage - March 2015,HD8 9QQ,Supplier,"101158, 100974",MDSSPS01,Admin,GB616685614,
Defra,RPA,12/05/2015,Adare,IS1248560,"£61,783.18",Postage,HD8 9QQ,Supplier,"100974, 101158, 101161",MDSSPS01,Admin,GB616685614,
Defra,RPA,27/05/2015,Adare,IS1250435,"£43,110.38",Basic Payment Scheme Continuity plan project management and Information Technology setup,HD8 9QQ,Supplier,101018,BPSCONT1,Admin,GB616685614,
Defra,RPA,27/05/2015,Adare,IS1249140,"£37,327.88",Rural Land Register Business As Usual Mapping - March 2015,HD8 9QQ,Supplier,"100703, 101203","MDSGIS01, BPSMDS01",Admin,GB616685614,
Defra,RPA,12/05/2015,Badenoch and Clark,9660704,"£26,961.61",Contractor Fees and Expenses 16 February-27 March 2015,EC4V 4BG,Supplier,"65904, 100771, 101049",N/A,Admin,GB232347975,
Defra,RPA,13/05/2015,Barclaycard,47153206490/1May15,"£32,546.17",Government Procurement Card spend for April 2015,LE18 9EN,Supplier,N/A,N/A,Admin,N/A,
Defra,RPA,11/05/2015,Capita Business Services Ltd,LO10042213,"£58,353.95",Fees and Expenses Included within period ending 2 May 2015,SL6 1DP,Supplier,N/A,N/A,Admin,GB618184140,
Defra,RPA,12/05/2015,Capita Business Services Ltd,LO10041268,"£67,848.65",Fees and Expenses Included within period ending 25 April 2015,SL6 1DP,Supplier,N/A,N/A,Admin,GB618184140,
Defra,RPA,12/05/2015,Capita Business Services Ltd,LO10038620,"£79,516.12",Fees and Expenses Included within period ending 4 April 2015,SL6 1DP,Supplier,N/A,N/A,Admin,GB618184140,
Defra,RPA,21/05/2015,Capita Business Services Ltd,LO10044075,"£88,166.90",Fees and Expenses Included within period ending 9 May 2015,SL6 1DP,Supplier,N/A,N/A,Admin,GB618184140,
Defra,RPA,26/05/2015,Capita Business Services Ltd,LO10045868,"£66,537.13",Fees and Expenses Included within period ending 16 May 2015,SL6 1DP,Supplier,N/A,N/A,Admin,GB618184140,
Defra,RPA,18/05/2015,Cyient Europe Ltd,970003860,"£167,910.96",Seconded Staff for Visual Checking - April 2015,WC1V 6RL,Supplier,100596,N/A,Admin,GB606138069,
Defra,RPA,28/05/2015,Defra  ,1000051690,"£350,534.00",Defra Agency Recharge Annual Core Service Charge 2014-15,YO1 7PX,Supplier,100917,N/A,Admin,GB888800181,
Defra,RPA,18/05/2015,Defra Capita Property and Infrastructure,100254/8251,"£319,862.24",Core Facilities Management charges for the Exeter site - 2014-15,YO1 7PX,Supplier,101178,N/A,Admin,GB888800181,
Defra,RPA,13/05/2015,Gro Pro,SI0215,"£48,693.00",25 named user licences - 2015-16,N/A,Supplier,101069,N/A,Admin,IS 69502,
Defra,RPA,08/05/2015,Hall Mark,SI000934,"-£113,421.60",Inspectorate resource augmentation - February 2015,GL10 2BJ,Supplier,"100369, 101044",N/A,Admin,GB800543668,
Defra,RPA,08/05/2015,Hall Mark,SI000956,"-£50,196.00",Inspectorate resource augmentation - February 2015,GL10 2BJ,Supplier,"100369, 101044",N/A,Admin,GB800543668,
Defra,RPA,01/05/2015,IBM,5804151583,"-£47,846.34",Volumetric True-up September 2014,PO6 3AE,Supplier,100748,IBMBS000,Admin,GB107328000,
Defra,RPA,12/05/2015,IBM,5804150600,"-£29,259.49",Volumetric True-up August 2014,PO6 3AE,Supplier,100748,IBMBS000,Admin,GB107328000,
Defra,RPA,12/05/2015,IBM,5805150222,"-£1,037,404.81",Volumetric True-up August 2014,PO6 3AE,Supplier,100748,IBMBS000,Admin,GB107328000,
Defra,RPA,14/05/2015,IBM,5805150258,"-£1,022,239.50",Volumetric True-up November 2014,PO6 3AE,Supplier,100748,IBMBS000,Admin,GB107328000,
Defra,RPA,05/05/2015,Insight Direct,2355299,"£42,308.69",IBM Tivoli Workload Scheduler ,UB8 1PH,Supplier,101147,OFFS0250,Admin,GB746075129,
Defra,RPA,05/05/2015,Oracle,1478290,"£52,007.08","Software Update License & Support, 2015-16",RG6 1RA,Supplier,101008,OFFS0210,Admin,GB662774703,
Defra,RPA,07/05/2015,Oracle,1478589,"£1,224,454.06",Oracle Licences ,,Supplier,101015,OFFS0210,Admin,GB662774703,
Defra,RPA,12/05/2015,Ordnance Survey,91951821,"£515,206.80",EFA Reference Layer development and updates project - May 2015,SO16 0AS,Supplier,101017,CPGREENI,Admin,GB888821072,
Defra,RPA,15/05/2015,Redfern Travel Ltd,105606,"£193,131.13",Travel charges Various cost centres - February 2015,BD1 3AZ,Supplier,N/A,N/A,Admin,GB708374133,
Defra,RPA,19/05/2015,Software Box,INV76570,"£100,520.23",Opentext renewal PV maintenance renewal,YO61 1ET,Supplier,101164,OFFS0250,Admin,GB734245248,
Defra,RPA,01/05/2015,Vodafone,8506266/13610351,"£45,274.58",Telephone Call charges,RG14 2FN,Supplier,100824  101106,TLMS0100,Admin,GB569953277,
Defra,RPA,12/05/2015,Vodafone,60120873175838909,"£44,374.17",Mobile Call Charges,RG14 2FN,Supplier,101022 101021,VODA0000,Admin,GB569953277,
Defra,RPA,18/05/2015,Williams Lea UK Ltd,DEFRA-RPA15040001,"£58,558.80","Customer Related printing, animal movement and outsourced scanning costs and postage period - 23 February 2015-21 March 2015",EC1M 4NA,Supplier,100571,MDSBCMS1,Admin,GB662774403,
