Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
RPA,08/08/2014,ICT Consultancy - Implementation,Business as usual Projects,DEFRA (Other charges),1000035108,277313.58,Recharge of professional services provided by Visionware Ltd,YO1 7PX,OGD,66099,SIP02400,Admin,GB 888 8001 81
RPA,05/08/2014,ICT Consultancy - Implementation,Design Resources,Deloitte & Touche LLP,2410080061,77851.2,For support to Finance Business Design on the Common Agricultural Policy Delivery Programme - 1 June-18 July 2014,MK9 1FD,Supplier,65889,N/A,Admin,GB809707706
RPA,01/08/2014,Defra Estates Recharge - Capital charges,Corporate Services,Capita Prop & Infrastructure,100254/1588,146650.27,"Exeter site: Water, Rates, Insurance, Gas, Rent - January -March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Defra Estates Recharge - Capital charges,Corporate Services,Capita Prop & Infrastructure,100254/1437,232949.98,"Northallerton site: Water, Rates, Electricity, Gas, Rent - January-March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/1435,42574.24,"Carlisle site: Water, Rates, Electricity, Gas - January -March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/1521,164131.38,"Newcastle site: Water, Rates, Electricity, Gas, Insurance, Rent, Service charge - January -March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/1519,393572.89,"Reading site: Water, Rates, Electricity, Gas, Rent - January-March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/1493,50459.17,"Workington site: Water, Rates, Electricity - January-March 2014",EC2V 7NQ,Supplier,66007,N/A,Admin,GB 888 8001 81
RPA,01/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/2907,385730.66,"Reading site: Water, Rates, Electricity, Gas, Rent - April-June 2014",EC2V 7NQ,Supplier,66249,N/A,Admin,GB 888 8001 81
RPA,04/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/2842,35484.64,"Carlisle site: Water, Rates, Electricity, Gas - April-June 2014",EC2V 7NQ,Supplier,66249,N/A,Admin,GB 888 8001 81
RPA,04/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/2979,154413.61,"Exeter site: Water, Rates, Electricity, Gas, Rent, Insurance - April-June 2014",EC2V 7NQ,Supplier,66249,N/A,Admin,GB 888 8001 81
RPA,04/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/2882,44838.36,"Workington site: Water, Rates, Electricity -  April-June 2014",EC2V 7NQ,Supplier,66249,N/A,Admin,GB 888 8001 81
RPA,19/08/2014,Maintenance and FM Services,Corporate Services,Capita Prop & Infrastructure,100254/2909.1,138267.7,"Newcastle site Water, Rates, Electricity, Gas, Insurance, Rent, Service charge - April-June 2014",EC2V 7NQ,Supplier,66249,N/A,Admin,GB 888 8001 81
RPA,04/08/2014,Information Technology Outsourced Services,Service Management,IBM,5807141426,139092.77,Ultra thin client replacement project - 4 April-2 May 2014,PO6 3AE,Supplier,65635,DCBAU011,Admin,GB107328000
RPA,13/08/2014,Information Technology Outsourced Services,Service Management,IBM,5808140326,1109250.86,Information Technology Base services - July 2014,PO6 3AE,Supplier,PO100121,N/A,Admin,GB107328000
RPA,15/08/2014,Information Technology Outsourced Services,Service Management,IBM,5808140406,1212451.86,Information Technology Base services - August 2014,PO6 3AE,Supplier,PO100121,N/A,Admin,GB107328000
RPA,26/08/2014,Travel (UK),Various,Redfern Travel Ltd,86553,140088.19,Travel costs - July 2014,BD1 3AZ,Supplier,N/A,N/A,Admin,708374133
RPA,15/08/2014,Remote Sensing Fees,Planning and Modelling,Remote Sensing Applications,682,63876.85,Remote sensing programme - June-July 2014 costs per parcel and additional work - April-August 2014,SO24 0AA,Supplier,65752,N/A,Admin,413 6821 67
RPA,15/08/2014,Information Technology Application Support and Maintenance,Service Management,Software (AG) UK Limited,1109005307,239928,Quarterly support and maintenance charge for the e-channel - July-September 2014,DE24 8PU,Supplier,65859,CORS0210,Admin,GB 295 3827 18
RPA,08/08/2014,Information Technology Subscription Licences,Business as usual Projects,Specialist Computer Centres Limited,OP/ L880951,43024.06,Land Inspection IT Devices: 10 Zeno Office and SmartNet Enterprise Licences (which cover 250 users) for 3 years - May 2013-May 2016,B11 2LE,Supplier,65198,PPN13000,Admin,GB 313 6516 80
RPA,08/08/2014,Information Technology Hardware,Business as usual Projects,Specialist Computer Centres Limited,OP/ L880953,244747.01,72 additional land inspection IT Devices and Onsite Support ,B11 2LE,Supplier,65710,PPN13000,Admin,GB 313 6516 80
RPA,08/08/2014,Information Technology Application Support and Maintenance,Business as usual Projects,Specialist Computer Centres Limited,OP/ L880954,55215,Systems integration development work for set-up of Land Inspection Devices ,B11 2LE,Supplier,65965,PPN13000,Admin,GB 313 6516 80
RPA,01/08/2014,Information Technology Subscription Licences,Common Agricultural Policy Delivery Programme,Trustmarque,2215969,88480.68,10 Microsoft Structured Query Language Server Enterprise Licences,YO32 9GZ,Supplier,PO100072,N/A,Admin,GB727348615
RPA,13/08/2014,Telecommunications charges,Telecommunications,Vodafone Limited,601285698/72694704,46680.45,Mobile Line Rental & Call Charges - April-June 2014,RG14 2FN,Supplier,66043,"BBMOB000, VODA0000",Admin,GB 569 9532 77
JNCC,01/08/2014,CAPITAL CHARGES,Governance & Corporate Services,SCOTTISH ENVIRONMENT PROTECTION AGENCY,10078,30105.81,Annual capital charge for Inverdee House Aberdeen,FK9 4TR,Large,U13-0126-0736,130,Administration,
JNCC,14/08/2014,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,BRITISH TRUST FOR ORNITHOLOGY,10125,120662.75,Monitoring of birds & the environment,IP24 2PU,SME,A09-0056-0259,100,Administration,
JNCC,28/08/2014,STRATEGIC CONSULTANCY                                       ,Governance & Corporate Services,THE HAY GROUP MANAGEMENT LTD                                ,10182,32460,Consultancy fees regarding a structural review,SW1X 7HG,Large,C13-0093-0779,130,Administration,
JNCC,07/08/2014,TRAVEL & ACCOMMODATION,All programmes,REDFERN TRAVEL LTD                                          ,Redfern Statement July 2014 086672,30789.61,Various travel charges - July 2014,BD1 3AZ,SME,,130,Administration,
AHVLA,08/08/2014,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320000000000000000,53529.65,Payment of the July invoice for purchases made through Barclaycard,TS17 6YG,SME,,0,Asset,
AHVLA,12/08/2014,Monthly Creditors,Central Finance Group,DEFRA,1000035229,78045.48,Recharge of demolitions Business Case Proforma (outside of contract work) - April-July 2014,YO1 7PX,,,0,Liability,
AHVLA,12/08/2014,Hard charges,Chief Operating Officer DG,DEFRA,1000035635,771479,Shared Services Charge - Quarter 1 2014-15 ,YO1 7PX,,,HARDSSDC,Expense,
AHVLA,04/08/2014,Hard charges,Chief Operating Officer DG,DEFRA,1000035189,2220230.23,Recharge IBM services - February-March 2014 ,YO1 7PX,,,HARDCIOD,Expense,
AHVLA,04/08/2014,Hard charges,Chief Operating Officer DG,DEFRA,1000035190,1110115.11,Recharge IBM services - January 2014 ,YO1 7PX,,,HARDCIOD,Expense,
AHVLA,04/08/2014,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002542563,45820.24,Direct Establishment costs Weybridge - July 2014 ,EC2V 7NQ,,,HARDFVLA,Expense,
AHVLA,28/08/2014,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002543274,439684.37,Facilities management Weybridge - August 2014 ,EC2V 7NQ,,,HARDFVLA,Expense,
AHVLA,28/08/2014,Hard charges,Chief Operating Officer DG,Defra C/o Capita,1002543024,45820.24,Direct Establishment costs Weybridge - August 2014,EC2V 7NQ,,,HARDFVLA,Expense,
AHVLA,18/08/2014,Carriage of goods,Chief Operating Officer DG,Food Standards Agency,1702686,133954.69,Costs of assistance at reactor slaughter as per the Service Level Agreement - April-June 2014,YO1 2YX,,,AHFSADNA,Expense,
AHVLA,27/08/2014,Other Current Payments E,Chief Operating Officer DG,Genus Breeding Ltd.,21145006,25634,Provision of services for vaccinations in the event of an emergency - July 2014,CW5 7JW,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,George Veterinary Group~137680257,LVI162768,25704.24,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,SN16 9AA,SME,,0,Expense,
AHVLA,12/08/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807141312,34223.47,Food and Environment Research Agency onboarding work towards the creation of the new Animal and Plant Health agency,GU1 2LD,SME,,TAC00251,Expense,
AHVLA,06/08/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806141550,370370.79,Business Reform Programme - Release Eight - Management Team Extension,GU1 2LD,SME,,BRP00247,Expense,
AHVLA,18/08/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807141310,262063.68,"Detailed Technical Design for Veterinary Delivery Partnership Option 1 - to deliver functionality in the Animal Health and Veterinary Laboratory Agency - July 2014

",GU1 2LD,SME,,P10066OT,Expense,
AHVLA,06/08/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5806142254,85497.8,"Government Cloud II online storage Services Order (Colin) - Support Requirements (Resource Seeding Request): Clarification and Agile Approach
",GU1 2LD,SME,,TAC00253,Expense,
AHVLA,06/08/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807140205,500138.73,"Business Reform Programme Release eight – IT System Acceptance Testing Support, Performance & Operability Test Execution, and Transition. To provide contractual coverage for new dates.",GU1 2LD,SME,,BRP00248,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,KERNOW VET GROUP LTD~175331120,LVI162829,39983.52,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,PL31 1AQ,SME,,0,Expense,
AHVLA,04/08/2014,Sub Contracted Services,,L G C Limited,50328602,95577.4,Transmissible Spongiform Encephalopathy samples  - June 2014 ,TW11 0LY,SME,,TSTS5902,Expense,
AHVLA,14/08/2014,Cost Scientific and Research,,Malvern Instruments Ltd,1096111962,35040,Capital Purchase of a Nanoparticle Characterisation System (scientific equipment) ,WR14 1XZ,,,0,Asset,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,Nantwich Veterinary Group~278632327,LVI162927,27561.78,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,CW5 5SF,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,PRIORY VETERINARY LTD.~122926971,LVI162736,27561.98,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,SA43 1QR,SME,,0,Expense,
AHVLA,12/08/2014,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,86609,107131.4,Animal Health and Veterinary Laboratory Agency travel charges to Redfern Travel Ltd - July 2014,BD1 3AZ,SME,,0,Asset,
AHVLA,20/08/2014,Service Level Agreement Costs,Chief Operating Officer DG,Serco Ltd,91029161,27011.84,Helpline costs for July 2014 ,RG27 9UY,,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,SYNERGY FARM HEALTH LTD~979392255,LVI163123,27616.13,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,DT2 0LD,SME,,0,Expense,
AHVLA,22/08/2014,Sub Contracted Services,,The Pirbright Institute,7090002022,50833.72,Services for project development of Multivalent Vaccines,GU24 0NF,,,EXFT5129,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,The Willows Veterinary Group~159052757,LVI162798,29255.33,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,CW8 1LP,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,TORCH FARM AND EQUINE LTD~136138523,LVI162766,27586.46,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,EX31 3FG,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,XL FARMCARE DEVON AND CORNWALL LTD~179923008,LVI162836,77760.83,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,ST15 8NA,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,XL FARMCARE MIDLANDS LTD~114213469,LVI162719,134301.91,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,ST14 8EB,SME,,0,Expense,
AHVLA,26/08/2014,LVI Claims,Chief Operating Officer DG,XL FARMCARE WESSEX LIMITED~172798072,LVI162826,68460.72,Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratory Agency,ST15 8NA,SME,,0,Expense,
MMO,19/08/2014,Other Current Payments E,,Sylvia T Fishing Ltd,FEF1335,38030.94,European Fisheries Fund grant payment,TQ5 9UE,SME,,0,Expense,
MMO,11/08/2014,Contracted out services non IT,,Shared Services Connected Ltd,100000405,42818.71,Fixed monthly charge for shared services work - August 2014,HP2 7AH,,,0,Expense,
MMO,05/08/2014,Contracted out services non IT,,DEFRA,1000035453,66230.77,Defra provision of procurement services to Marine Management Organisation as provided by a Service Level Agreement - 2013-2014,YO1 7PX,,,0,Expense,
MMO,11/08/2014,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,86264,32838.19,Marine Management Organisation Redfern travel bill - July 2014,BD1 3AZ,SME,,0,Asset,
MMO,28/08/2014,Other Current Payments E,,Mevagissey Harbour Trustees,FEF1114200814,53831.8,European Fisheries Fund grant payment,PL26 6QU,SME,,0,Expense,
MMO,19/08/2014,Other Current Payments E,,Grimsby Fish Dock Enterprises Ltd.,FEF1217120814,55310,European Fisheries Fund grant payment,DN31 3QJ,SME,,0,Expense,
MMO,11/08/2014,Rents to Landlords,,Defra C/o Capita,1002542910,76544.83,Marine Management Organisation Estate Charges - April-June 2014,WC2H 8AD,,,0,Expense,
MMO,05/08/2014,Other Current Payments E,,Cornwall Development Company Ltd,FEF1132COR0023290714,46771.02,European Fisheries Fund grant payment,TR1 1EA,,,0,Expense,
MMO,26/08/2014,Year End Accrued Income,,Marine Scotland,1308200000000000,120290.13,European Union Aid grant payment,EH6 6QQ,,,0,Asset,
MMO,19/08/2014,Other Current Payments E,,East Riding Of Yorkshire Council,FEF0957HOL0026120814,27091.02,European Fisheries Fund grant payment,HU17 9BA,,,0,Expense,
MMO,28/08/2014,Other Current Payments E,,Coombe Fisheries Limited,FEF1115200814,119849.11,European Fisheries Fund grant payment,EX31 1QN,SME,,0,Expense,
MMO,28/08/2014,Other Current Payments E,,Port of Blyth,FEF09942008149295602,92956.02,European Fisheries Fund grant payment,NE24 3PB,SME,,0,Expense,
MMO,28/08/2014,Other Current Payments E,,Port of Blyth,FEF0994200814,47474.86,European Fisheries Fund grant payment,NE24 3PB,SME,,0,Expense,
MMO,05/08/2014,Other Current Payments E,,Point Europa,FEF1039COR0020,73859.9,European Fisheries Fund grant payment,PL10 1AS,SME,,0,Expense,
MMO,19/08/2014,Other Current Payments E,,Grimsby Fish Dock Enterprises Ltd.,FEF12171208143101900,31019,European Fisheries Fund grant payment,DN31 3QJ,SME,,0,Expense,
MMO,26/08/2014,Software Services/Non-Standard Software,,DEFRA,1000036762,25141.22,Marine Management Organisation data uploads to Defra's spatial database (SPIRE),YO1 7PX,,,0,Expense,
Fera,01/08/2014,Direct Subcontractors,Inspectorates Programme,Scottish Government,119181,31286,Plant variety and seed testing by the Science and Advice for Scottish Agriculture (SASA) for a funded project - 1 April-30 June 2014 ,EH6 6QQ,,N/A,A2AN1100,,
Fera,07/08/2014,Direct Collaborators,Plant Protection Programme,Adas Uk Ltd,119306,29824.44,"Services including interviewing farmers, field assessments and results evaluation for the funded project Agreement Scale Monitoring - 2013-14 ",WV9 5AP,,N/A,A2GT1000,,
Fera,12/08/2014,Direct Consumables/Materials,Proficiency Testing,Dhl International Uk Ltd,119728,34077.07,Worldwide and domestic courier services from DHL - July 2014 ,TW3 9LP,,N/A,V2AZ5006,,
Fera,12/08/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),119283,81695.59,Delivery of routine services on the funded project National Listings and Plant Breeders Rights - July 2014 ,CB3 0LE,,N/A,A2AN1000,,
Fera,12/08/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),119284,54642.13,Delivery of routine services  for pathology and Value For Cultivation and Use (VCU) reporting on a funded project - July 2014 ,CB3 0LE,,N/A,A2AQ1000,,
Fera,12/08/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),119285,383418.06,Delivery of routine services on the funded project 2013-14 Seed Certification and Marketing - July 2014 ,CB3 0LE,,N/A,A2AO1000,,
Fera,12/08/2014,Gpc Clearing Account,Finance & Procurement,National Westminster Bank Plc,119815,103395.01,Purchases made through the National Westminster Bank Plc Government Procurement Card - 10 July-9 August 2014 ,SS1 9AJ,,N/A,!,,
Fera,12/08/2014,Scientific Equipment Maintenan,Food Quality &Safety Prog,Waters Ltd,119797,132397.2,One year service contract for equipment that delivers routine analysis relating to multi-solvent capabilities for the food quality and safety programme - 1 August 2014-31 July 2015,WD6 3SZ,,N/A,!,,
Fera,14/08/2014,Direct Subcontractors,Inspectorates Programme,Agri-Food And Bioscience Institute,119993,119954.52,Plant breeders rights and national listings for a funded project - 1 April-30 June 2014 ,BT9 5PX,,N/A,A2AN1090,,
Cefas,07/08/2014,ICT - Managed Outsourced,Corporate,DEFRA RECEIPTS,20064562,55000,An internal recharge from Defra to Cefas from a wider Defra Software Licensing Agreement for Cefas to use Esri (Environmental systems research institute) Mapping/Visualisation software for 2014-15,Y01 7PX,OGD,,74420,ICT - Managed Outsourced,
Cefas,07/08/2014,Data Collection Services,Monitoring and Programme Management,Gardline Geosurvey Ltd,20064522,56154,"Two Marine Surveys carried out for the 2013-14  'Marine Costal Zones' (rMCZ) 'invitation to tender' (ITT) programme.  The cost includes mobilisation and demobilisation of the vessel, and Operational survey time. This is the final retention payment
",NR30 3NG,STAN,,C6191,Data Collection Services,
Cefas,14/08/2014,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20064851,44000,"The analysis of phytoplankton samples to help the Food Standards Agency Scotland comply with the requirements of the Shellfish hygiene regulations.  Scottish Association for Marine Science (SAMS),  Agri-Food and Biosciences Institute (AFBI) and Cefas have formed a ‘Shellfish Partnership’ to deliver this work across the UK",PA37 1QA,STAN,,C5666,Lab Services,GB 828 9579 61
Cefas,14/08/2014,Data Collection Services,Monitoring and Programme Management,SAMS Research Services Ltd,20064852,40000,Studies to assess the likely impacts of seawater chlorination on the growth and survivorship of Blue mussel under conditions of high  suspended sediment in the water,PA37 1QA,STAN,,C6146,Data Collection Services,GB 828 9579 61
Cefas,21/08/2014,Equipment (under £10K in value),Fisheries and Ecosystem,PRECISION PIPEWORK LTD,20064975,47124,"Defra funded project: Discards Survivability; for the supply of several tank rigs, complete with pumps, filters, alarms etc.  These specialist rigs are used to hold live fish that would have otherwise been discarded (put back into the sea) from fishing vessels, for experimental investigation into discard survival",NR33 0PX,STAN,,C6160,Equipment (under £10K in value),
Cefas,29/08/2014,Data Collection Services,Monitoring and Programme Management,EGS (International) Ltd,20065354,29436.75,"Marine Surveys carried out for the 2013-14  'Marine Costal Zones' (rMCZ) 'invitation to tender' (ITT) programme.  The cost includes mobilisation and demobilisation of the vessel, and Operational survey time",GU35 9QE,STAN,,C6208,Data Collection Services,770996479
Cefas,29/08/2014,Lab Services,Aquatic Health & Hygiene,AFBI,20065359,27255.65,"Testing shellfish from Northern Irish waters for the presence of Amnesic Shellfish Poisons (ASP), Lipophilic toxins (LTs/DSP) and Paralytic Shellfish Poisons (PSP) as funded by the Shellfish partnership",BT9 5PX,STAN,,C5667,Lab Services,GB 877233106
Kew,23/07/2014,Planned Maintenance,Planned Maintenance,Norland Managed Services Ltd,MS0235782,195444.48,Building maintenance charges - July 2014,,,,,,
Kew,10/07/2014,Electricity,Utilities,EDF Energy Customers plc,MS0235548,53679.93,Kew Gardens electricity costs - Agri-Food and Biosciences Institute - July 2014,,,,,,
Kew,22/07/2014,Planned Maintenance,Planned Maintenance,Unigro Ltd,MS0235940,52840.32,Work on plant quarantine house at Kew Gardens,,,,,,
Kew,29/07/2014,Marketing programme,Marketing,Williams Lea,MS0236194,44055.72,Grow Wild programme mass mailshot and seed pack deliveries,,,,,,
Kew,27/06/2014,Planned Maintenance,Planned Maintenance,Turner & Townsend Project Management Ltd,MS0234885,41290.92,Work on the Temperate House renovation project,,,,,,
Kew,22/07/2014,Planned Maintenance,Planned Maintenance,Turner & Townsend Project Management Ltd,MS0235704,41279.98,Work on the Temperate House renovation project,,,,,,
Kew,01/07/2014,Marketing programme,Marketing,Kindred Agency Ltd,MS0235062,34978.6,"Product development, public relations, and integrated marketing services - August 2014",,,,,,
Kew,30/06/2014,Planned Maintenance,Planned Maintenance,Kier Facilities Services,MS0235343,34845.22,Wakehurst Place car park works,,,,,,
Kew,14/03/2014,Planned Maintenance,Planned Maintenance,Norland Managed Services Ltd,MS0231317,34815.24,Building maintenance charges - March 2014,,,,,,
Kew,10/08/2014,Gas,Utilities,CORONA ENERGY RETAIL 4 LIMITED,MS0236770,27195.08,Kew Gardens gas costs - August 2014 ,,,,,,
Seafish,28/08/2014,Contract,Overhead,North East Lincolnshire Council,S0269361,58568,Rent and building service charge for Grimsby office -October 2014-March 2015,DN35 8LN,,,,,657 8467 78
Seafish,28/08/2014,Contract,Project,Carat,154370,28686.41,Digital Media content improvement,EH1 3HU,,,,,466 4305 42
