Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Expenditure Description,Supplier Type,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Families Group,PROLOG,Publications and related services,Commercial,4000068268,301.67
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,272.16
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Safeguarding Group,PROLOG,Publications and related services,Commercial,4000068268,7636.79
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,137.39
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,85.02
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,968.48
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,207
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,8.28
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Families Group,PROLOG,Publications and related services,Commercial,4000068268,353.58
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Families Group,PROLOG,Publications and related services,Commercial,4000068268,138.52
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Supporting Delivery Group,PROLOG,Publications and related services,Commercial,4000068268,2.08
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Families Group,NEWCASTLE CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068264,61122
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Families Group,PROLOG,Publications and related services,Commercial,4000068268,1300.79
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,7611.9
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,Publications and related services,Commercial,4000068268,6063.36
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,BRITISH DYSLEXIA ASSOCIATION,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068244,168630.11
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Families Group,PROLOG,Publications and related services,Commercial,4000068268,26.43
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Children Young People and Families Directorate,PROLOG,Publications and related services,Commercial,4000068268,262.54
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Families Group,BARNARDOS,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068239,210735
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Families Group,FAMILY LIVES,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068255,152217
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Children Young People and Families Directorate,TOMORROWS PEOPLE TRUST LTD,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068280,55345
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Children Young People and Families Directorate,TRANSITIONS PLUS UK,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068281,113612.44
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Children Young People and Families Directorate,UK YOUTH,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068283,29064.69
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,School Standards Group,PROLOG,Publications and related services,Commercial,4000068268,8.28
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,"Costs related to the provision of IT services.
Specifically for application support and maintenance and wireless LAN support and service management fee",Commercial,4000068247,29787.17
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,ICT,Chief Information Officer Group,ATKINS MANTIX LTD,"Costs related to the provision of IT costs.
Specifically for the provision of a technical support service.",Commercial,4000068236,24720
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Miscellaneous Expenditure,Chief Information Officer Group,ATKINS MANTIX LTD,"Intangible work in progress.
Specifically for the provision of a technical support service.",Commercial,4000068236,34660.8
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Miscellaneous Expenditure,Chief Information Officer Group,CAPGEMINI UK PLC,"Capital licences and Intangible work in progress.
Specifically for Arms Length Body transition support ",Commercial,4000068247,70440
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Education Strategy Performance Analysis Group,PROLOG,Publications and related services,Commercial,4000068268,35.43
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,2332.83
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,120.68
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Education Strategy Performance Analysis Group,PROLOG,Publications and related services,Commercial,4000068268,2.74
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,1264.58
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,School Standards Group,PROLOG,Publications and related services,Commercial,4000068268,1006.18
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,School Standards Group,PROLOG,Communications and market research,Commercial,4000068268,316.6
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Teachers Group,PROLOG,Publications and related services,Commercial,4000068268,889.27
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Qualifications and Participation Group,PROLOG,Publications and related services,Commercial,4000068268,53.72
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,ICT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,Costs related to the provision of IT costs,Commercial,4000068247,33981.67
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,Publications and related services,Commercial,4000068268,12.57
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,Publications and related services,Commercial,4000068268,128.39
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,2.08
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,591.16
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,DfE Programme Costs,School Standards Group,MCI UK LTD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial,4000068263,91398.98
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,Publications and related services,Commercial,4000068268,710.84
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,DfE Programme Costs,Curriculum and Behaviour Group,TRIBAL EDUCATION LTD CONSULTING,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the management of the National Centre for Excellence in the Teaching of Mathematics",Commercial,4000068282,115939.2
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Teachers Group,PROLOG,Publications and related services,Commercial,4000068268,16.56
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Teachers Group,PROLOG,Publications and related services,Commercial,4000068268,55.36
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,24.84
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Professional Services Other,Academies Policy and Schools Organisation Group,DLA PIPER UK LLP,Costs related to legal service provided externally for litigation activity (excluding the Treasury Solicitor),Commercial,4000068252,24792.1
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,BENEDICT BISCOP CE PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068240,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,BIRMINGHAM CITY COUNCIL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068241,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,BURSLEY PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068245,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,CHEPPING VIEW PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068250,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,COLSTONS PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068251,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,DORCAN TECHNOLOGY COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068253,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,HERSCHEL GRAMMAR SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068259,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,HIGHAM LANE SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068260,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,LINCOLNSHIRE COUNTY COUNCIL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068261,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,NOTRE DAME HIGH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068265,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,RAWLINS COMMUNITY COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068270,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,SHENFIELD HIGH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068274,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,SHIRLEY HIGH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068275,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,ST ALBANS CATHOLIC HIGH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068276,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,STRADBROKE BUSINESS & ENTERPRISE COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068277,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Current Grants,Academies Delivery Group,WORCESTERSHIRE COUNTY COUNCIL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000068286,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,207.95
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Post 16 Young People Learning Agency Resources Group,PROLOG,Publications and related services,Commercial,4000068268,21.59
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Communications Group,PROLOG,Digital media and web production,Commercial,4000068268,11385
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Capital Grants,Education Funding Group,GRAFHAM GRANGE SPECIAL EDUCATION TRUST,Capital grant paid to a private sector organisation,VCS,4000068256,250000
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,38.81
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Communications Group,PROLOG,"Digital media and web production.
Specifically for the management of the Single Online Publications Shop (SOPS). 
",Commercial,4000068268,54366.91
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Communications Group,PROLOG,"Publications and related services.
Specifically for database management, technical support and editorial services.",Commercial,4000068268,26562.44
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Communications Group,PROLOG,Digital media and web production,Commercial,4000068268,11700
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Education Funding Group,PROLOG,Publications and related services,Commercial,4000068268,108.13
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,19.95
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,680.69
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,Publications and related services,Commercial,4000068268,28.1
Department for Education,DEPARTMENT FOR EDUCATION,22/12/2011,Office Solutions,Private Office ,PROLOG,"Costs for stationery, IT/office consumables, including ink and toners and storage media",Commercial,4000068268,247.68
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,DfE Programme Costs,Families Group,BRITISH ASSOCIATION FOR ADOPTION & FOSTERING,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the Adoption and the Independent Review Mechanism",VCS,4000068336,76819.32
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,CRIMINAL RECORDS BUREAU,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,1000518,189024
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Children Young People and Families Supporting Delivery Group,LOCAL GOVERNMENT IMPROVEMENT & DEVELOPMENT,"Current grant paid to local authorities.
Specifically for the sector led Improvement Support Grant.",Public Sector,4000068351,3379583
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,DfE Programme Costs,Families Group,FAMILY RIGHTS GROUP LTD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000068344,39991
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,DfE Programme Costs,Families Group,YOUNG MINDS,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000068374,37318
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,YOUNG MINDS,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,1000523,60820
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Families Group,ONE PLUS ONE,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000068353,41193.76
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,"Costs related to temporary workers.
Specifically for staff assisting with Arms Length Body reform",Commercial,4000068337,15847.8
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,"Costs related to temporary workers.
Specifically for staff assisting with Arms Length Body reform",Commercial,4000068337,39531.46
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Facilities,Chief Information Officer Group,SGP PROPERTY & FACILITIES MNGT LTD,"Costs related to building maintenance and repair, including repainting, replacing flooring, etc.",Commercial,4000068362,38033.48
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Facilities,Chief Information Officer Group,CITY OF WESTMINSTER,Rates,Public Sector,4000068339,361807
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Facilities,Chief Information Officer Group,SHEFFIELD CITY COUNCIL,Rates,Public Sector,4000068363,56290
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Facilities,Chief Information Officer Group,HALTON BOROUGH  COUNCIL,Rates,Public Sector,4000068346,37098
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",INSTITUTE OF EDUCATION,"Costs related to research and evaluation activities including contracted out data collation / gathering exercises when there is no analysis or recommendation.
Specifically for Effective Pre-school, primary and secondary education (EPPSE) continuation to Age 16",Public Sector,4000068350,145671.71
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Curriculum and Behaviour Group,DESIGN & TECHNOLOGY ASSOCIATION,"Current grant to third sector organisation / not for profit organisation.
Specifically for the management of the Digital Design and Technology programme",VCS,1000519,75000
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Personnel Related,Curriculum and Behaviour Group,MATHEMATICS IN EDUCATION & INDUSTRY,Costs related to programme activity for the management of the Further Maths support programme,VCS,1000522,604178
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,School Standards Group,BRITISH EDUCATIONAL COMMUNICATIONS & TECHNOLOGY,"Current grant paid to organisations including agencies, arms length bodies and educational establishments.
Specifically to enable schools to access JANET education and research broadband network",Public Sector,2000507,244264
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Professional Services Temporary Staff,Finance and Commercial Group,CAPITA RESOURCING LTD,Costs related to temporary workers,Commercial,4000068337,1263.36
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Professional Services Other,Academies Delivery Group,VEREDUS C/O CAPITA RESOURCING LTD,"Costs related to fees and expenses of professional from the private sector, for example implementing advice or changes.
Specifically to liaise with local authorities, schools and sponsors in the brokering of sponsored Academy solutions for underperforming schools.",Commercial,4000068371,85296.47
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BARNSLEY MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068375,1018284
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BATH & NORTH EAST SOMERSET COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068376,300479
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BEDFORD BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068377,464954
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BIRMINGHAM CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068378,7859030
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068379,801106
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BLACKPOOL BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068380,831396
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BOLTON MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068381,1165112
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BOURNEMOUTH BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068382,429415
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BRACKNELL FOREST BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068383,213843
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BRIGHTON & HOVE CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068384,749107
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BRISTOL CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068385,1486279
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BUCKINGHAMSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068386,653800
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,BURY MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068387,621091
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CALDERDALE MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068388,687814
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CAMBRIDGESHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068389,1068530
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CENTRAL BEDFORDSHIRE COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068390,457864
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CHESHIRE EAST COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068391,745162
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CHESHIRE WEST & CHESTER COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068392,872700
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068393,2646410
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CITY OF WESTMINSTER,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068395,864942
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CORNWALL COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068396,1137492
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,COVENTRY CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068398,1419490
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,CUMBRIA COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068399,1068565
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DARLINGTON BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068400,361063
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DERBY CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068401,1036374
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DERBYSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068402,1978345
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DEVON COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068403,1393310
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DONCASTER MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068404,1138028
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DORSET COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068405,842821
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DUDLEY MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068406,1244684
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,DURHAM COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068407,1981832
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,EAST RIDING OF YORKSHIRE,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068408,690583
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,EAST SUSSEX COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068409,1344305
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,ESSEX COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068410,2987003
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,GATESHEAD MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068411,782170
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,GLOUCESTERSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068412,1142434
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,HALTON BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068413,741250
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,HAMPSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068414,2711781
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,HARTLEPOOL BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068415,558340
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,HEREFORDSHIRE COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068416,326915
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,HERTFORDSHIRE,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068417,2445043
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,ISLE OF WIGHT COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068418,373296
