Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Food & Environment Research Agency,ERS-525399-45739,"£39,860.71",Synergists of natural origin for combating neo-nicotinoid resistance in UK and European crop pests - September 2013
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,North Wyke Research.,ERS-525134-45708,"£38,566.24",Greenhouse Gas Platform Nitrous Oxide Emissions Factors - September 2013
Defra,Defra,19/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1.61E+12,"£37,494.75",Funding for the Greenhouse Gas Research Platform.  This is funded by Defra and the devolved administration governments.  It seeks to improve the accuracy and resolution of reporting systems by providing new experimental evidence on the factors affecting emissions and statistics relevant to changing farming practices in the UK - September 2013
Defra,Defra,03/09/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00027734,"£37,349.09",Costs incurred for the undertaking of estates maintenance projects over multiple sites which have been invoiced in August 2013
Defra,Defra,27/09/2013,Current Grants E,Policy Delivery DG,L T S International Ltd,2298,"£37,316.64",Darwin Initiative Grant Scheme administration
Defra,Defra,09/09/2013,Electricity,Chief Operating Officer DG,E D F Energy,40913,"£37,067.08","Electricity charges for the Veterinary Investigation Centre, Truro between 26 July-30 August 2013"
Defra,Defra,17/09/2013,Civil service Pension Administration,Chief Operating Officer DG,JSS Pensions Administration,RCPS10098,"£36,954.79",Provision of Horticulture Research International Staff Pension Scheme Payments - August 2013
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Pirbright Institute,ERS-524954-45801,"£35,008.83",Molecular epidemiology of foot-and-mouth disease virus - September 2013
Defra,Defra,17/09/2013,IT Consultancy Non-Scheme,Chief Operating Officer DG,Evolve Business Consultancy Ltd,5487,"£34,260.00",Server Audit - July-August 2013 
Defra,Defra,19/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP072042,"£33,848.75",Developing a field tool kit for ecological targeting of agricultural diffuse pollution mitigation measures - April-June 2013
Defra,Defra,27/09/2013,Other Current Payments E,Policy Delivery DG,University Of Reading,ERS-525417-45673,"£33,333.25",The Long Term Maintenance and Scientific Curation of the National Fruit Collection - September 2013
Defra,Defra,19/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Employment Studies,4715,"£33,210.00",Assessment of rural business benefit of national level skills and business support programmes - second instalment
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Bangor University,ERS-525192-45699,"£32,916.52","Project to understand the causes, distribution and scale of acute oak decline in the UK - April-September 2013"
Defra,Defra,19/09/2013,Overhead Incidental Expenses,Chief Operating Officer DG,The UK Hydrographic Office,90767527,"£32,302.92",United Kingdom Hydrographic Office (UKHO) Royalties - 1 January-30 June 2013
Defra,Defra,03/09/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1702235,"£31,533.42",2013-14 Memorandum of Understanding - August 2013 payment
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Pirbright Institute,ERS-524959-45804,"£31,329.91",Understanding and predicting the spread of vector-borne and aerosol-borne livestock pathogens in the UK - September 2013
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-525026-45680,"£30,868.82",Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - 2013-14
Defra,Defra,03/09/2013,Water,Chief Operating Officer DG,Anglian Water,1.00E+11,"£30,289.58","Water charges for Fisheries Laboratory, Lowestoft between January and July 2013"
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research Ltd,ERS-525396-45691,"£30,005.75",Integrated pest management of pollen beetles in oilseed rape: the way forward - September 2013
Defra,Defra,27/09/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Deloitte LLP,2410070135,"£30,000.00",Professional services relating to the Agile Review on the Common Agricultural Policy Delivery Programme - July 2011-September 2013
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Food & Environment Research Agency,ERS-524657-45712,"£29,252.00",Agronomic and economic impact assessment for possible human health and ecotoxicology criteria for endocrine disrupting substances - 2012-13
Defra,Defra,17/09/2013,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,334806,"£29,247.00",Sheep and Goat Inspections - 2013-14
Defra,Defra,13/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,BTO Services Limited,13ACCS0801,"£29,000.00","Farmland heterogeneity, biodiversity and ecosystem services - Milestone 7"
Defra,Defra,03/09/2013,Agency Recharge,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00027679,"£27,694.54","Removal of bird netting around the effluent treatment plants (ETPs) at Weybridge, following a Health and Safety Executive inspector's visit, to allow the extension of the existing roof lines and guttering to stop rainwater filling the bunds around the ETPs. "
Defra,Defra,23/09/2013,Current Grants E,Policy Delivery DG,Tree Aid,300813,"£27,620.00",Darwin Grant for Wof Washa Forest: Sustainable management for resilient livelihoods - April-June 2013
Defra,Defra,27/09/2013,Current Grants E,Policy Delivery DG,Tree Aid,3.01E+12,"£27,620.00",Wof Washa Forest Darwin Grant payment - July-September 2013
Defra,Defra,27/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Sir Alister Hardy Foundation For Ocean Science,ERS-524613-45645,"£26,666.66",The Continous Plankton Recorder Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans
Defra,Defra,03/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002931,"£26,650.75",UK-Japan Research: Endocrine Disruptors in the Aquatic Environment - April-June 2013
Defra,Defra,19/09/2013,Contractor - Management Cover,Policy Delivery DG,Local Partnerships LLP,41101266,"£26,561.34",Provision of commercial expertise to Defra's Thames Tideway Tunnel project team - September 2013 
Defra,Defra,23/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,National Physical Laboratory,117706,"£26,550.53",Airborne Particulate Concentrations and Numbers in the UK - Phase two - August 2013
Defra,Defra,13/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6153257,"£26,420.00",Eutrophying and Acidifying Atmospheric Pollutants charges - August 2013
Defra,Defra,03/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1381070,"£26,124.66","Developing precision irrigation for field scale vegetable production, linking in-field moisture sensing, wireless networks and variable rate application technology - April-June 2013"
Defra,Defra,17/09/2013,Contractor - Management Cover,Policy Delivery DG,Local Partnerships LLP,41101267,"£25,539.98",Commercial support within Defra Thames Tunnel project team - 21 June-31 July 2013
Defra,Defra,09/09/2013,Current Grants E,Policy Delivery DG,Fauna & Flora International,21061325350,"£25,350.00",Darwin Grant: Building capacity for participatory ecosystem-based marine conservation in Central America - July-September 2013 
Defra,Defra,09/09/2013,Current Grants E,Policy Delivery DG,Fauna & Flora International,130813,"£25,240.49",Darwin Grant: Underpinning the design and management of Cambodia's first Marine Protected Area (MPA) - July-September 2013
Defra,Defra,05/09/2013,Evidence Non R&D,Policy Delivery DG,A D A S UK Ltd,RIRP071807,"£25,224.00",Defra Harvesting Report 2012
Defra,Defra,25/09/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,ERS-524992-45611,"£25,067.00",Emerging and Major Infectious Diseases of Livestock: Integrated systems approach for preventing uterine disease in dairy cattle - September 2013
Defra,Defra,02/09/2013,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA061314,"£2,600,000.00",Grant-in-Aid payment - September 2013
Defra,Defra,19/09/2013,,,D T Z,FR206,"£4,181,719.13","Payment of rent, rates and service charges for various properties within the Defra Network - June-December 2013"
DEFRA,Defra,01/10/2013,,,Environment Agency,EAGIAOCTOBER13,"£65,000,000.00",2013-14 Grant in Aid - October 2013
DEFRA,Defra,01/10/2013,,,Environment Agency,EACPFGIAOCT13,"£38,257,000.00",2013-14 Grant in Aid - Closed Pension Fund - September 2013
DEFRA,Defra,07/10/2013,,,Natural England,240913,"£14,000,000.00",2013-14 Grant in Aid - October 2013
DEFRA,Defra,01/10/2013,,,Canal & River Trust,90717859,"£12,000,000.00",2013-14 Quarterly grant - October 2013 
DEFRA,Defra,31/10/2013,,,IBM United Kingdom Ltd,5810131052,"£6,152,726.19",Core Defra IT services - October 2013
DEFRA,Defra,01/10/2013,,,Natural England,8000014070,"£5,843,150.00",2013-14 Catchment Sensitive Farming programme
DEFRA,Defra,01/10/2013,,,Food & Environment Research Agency,F0031516,"£3,882,500.04",2013-14 Structural Funding - April-September 2013
DEFRA,Defra,01/10/2013,,,Marine Management Organisation,260913,"£3,000,000.00",2013-14 - Grant in Aid - October 2013
DEFRA,Defra,25/10/2013,,,D T Z,FR210,"£2,259,516.64","Payment of rent, rates and service charges for various properties within the Defra Network - October 2013"
DEFRA,Defra,07/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000033116,"£2,194,153.26",2012-13 Depreciation Charges for Animal Health and Veterinary Laboratories Agency 
DEFRA,Defra,01/10/2013,,,Royal Botanic Gardens Kew,KEWGIA071314,"£2,100,000.00",2013-14 Grant in Aid - October 2013
DEFRA,Defra,21/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028508,"£2,074,946.16",Facilities Management core contract costs - September 2013
DEFRA,Defra,23/10/2013,,,Waste & Resources Action Programme,OCT1111013,"£1,955,551.00",Waste and Resources Action Programme funding - October 2013
DEFRA,Defra,21/10/2013,,,C E F A S,8003266,"£1,802,196.25",Miscellaneous Research and Development projects - September 2013.
DEFRA,Defra,21/10/2013,,,Treasury Solicitors Department,A1855,"£1,614,600.00",2013-14 Treasury Solicitors legal charges - Quarter 3
DEFRA,Defra,01/10/2013,,,Food & Environment Research Agency,F0031721,"£1,422,000.00",2013-14 Legal Funding - IT costs and Estates - April-September 2013
DEFRA,Defra,01/10/2013,,,Environment Agency,1156410,"£1,400,000.00",Administering a grant scheme to support the integrated catchment-based approach - August 2013
DEFRA,Defra,07/10/2013,,,Consumer Council for Water (CCW),230913,"£1,282,500.00",2013-14 Grant in aid - October-December 2013
DEFRA,Defra,07/10/2013,,,Dept For Communities & Local Gov,21013,"£1,250,000.00",2013-14 Local Services Support Grant - October 2013
DEFRA,Defra,15/10/2013,,,Department Of Energy and Climate Change,1100009801,"£1,025,000.00",2013-14 Meteorological Office Hadley Centre Climate Programme - October-December 2013
DEFRA,Defra,03/10/2013,,,Broads Authority,180913,"£886,862.00",2013-14 Grant payment - Quarter 2
DEFRA,Defra,01/10/2013,,,The National Forest Co,170913,"£867,907.00",2013-14 Grant  - October-December 2013
DEFRA,Defra,03/10/2013,,,Dartmoor National Park Authority,180913,"£865,776.00",2013-14 Grant - Quarter 2
DEFRA,Defra,03/10/2013,,,Exmoor National Park Authority,180913,"£834,000.00",2013-14 Grant - Quarter 2
DEFRA,Defra,03/10/2013,,,New Forest National Park Auth,180913,"£823,380.00",2013-14 Grant - Quarter 2
DEFRA,Defra,15/10/2013,,,Veterinary Medicines Directorate,FI00020420,"£797,750.00",2013-14 Veterinary Medicines and Agricultural Market Report Surveillance
DEFRA,Defra,11/10/2013,,,Joint Nature Conservation Committee,41013,"£768,000.00",2013-14 Grant in Aid - October 2013
DEFRA,Defra,15/10/2013,,,Met Office,I0088814,"£690,000.00",2013-14 Integrated Flood Forecasting and Alerts Service covering England to support and enhance existing national area delivery - Quarter 3
DEFRA,Defra,01/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032500,"£684,967.33",2012-13 On-boarding Animal Health and Veterinary Laboratories Agency to IBM
DEFRA,Defra,03/10/2013,,,Northumberland Nat Park Authority,180913,"£621,000.00",2013-14 Grant payment - Quarter 2
DEFRA,Defra,21/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028509,"£579,831.00",2013-14 Facilities Management - September 2013
DEFRA,Defra,15/10/2013,,,National Measurement Office,E016098,"£550,000.00",2013-14 Market surveillance activity for Energy-Related Products and Energy Labelling Framework Directives
DEFRA,Defra,30/10/2013,,,D T Z,FR211,"£443,649.64","Payment of rent, rates and service charges for various properties within the Defra Network - October 2013"
DEFRA,Defra,01/10/2013,,,Rural Payments Agency,335387,"£370,417.10",Inwards secondment salary recharge costs - April-July 2013
DEFRA,Defra,21/10/2013,,,The Coal Authority,CA109243,"£334,247.11",2013-14 Combined project with Department of Energy and Climate Change to address the polluted water emanating from the Wheal Jane abandoned mine - October-December 2013
DEFRA,Defra,23/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028841,"£322,589.96",Estates maintenance projects over multiple sites - September 2013
DEFRA,Defra,15/10/2013,,,C E F A S,8003267,"£318,140.32",High Level Agreement Payment for Aquatics Evidence (Advice) - October 2013
DEFRA,Defra,23/10/2013,,,Gangmasters Licensing Authority,141013,"£313,864.00",2013-14 Grant in Aid for Administrative and Enforcement Expenses funding - October 2013
DEFRA,Defra,17/10/2013,,,Redfern Travel Ltd,66497,"£285,896.00","Rail, Hotel and Flight costs - September 2013"
DEFRA,Defra,21/10/2013,,,Treasury Solicitors Department,A1854,"£252,480.00",2013-14 Legal charges - Quarter 3
DEFRA,Defra,01/10/2013,,,Dept For Communities & Local Gov,260913,"£250,000.00",2013-14 Local Services Support Grant - October 2013
DEFRA,Defra,15/10/2013,,,Rural Payments Agency,335477,"£242,727.60",Recharge for Common Agricultural Policy Delivery Programme work - April-June 2013
DEFRA,Defra,11/10/2013,,,Specialist Computer Centres,OPL728261,"£236,220.00",11 March 2013-10 September 2015 Agile IT development consultancy - Invoice covers two weeks of contact 
DEFRA,Defra,11/10/2013,,,Specialist Computer Centres,OPL728260,"£226,920.00",11 March 2013-10 September 2015 Agile IT development consultancy - Invoice covers two weeks of contact 
DEFRA,Defra,25/10/2013,,,Specialist Computer Centres,OPL728259,"£224,034.00",11 March 2013-10 September 2015 Agile IT development consultancy - Invoice covers two weeks of contact 
DEFRA,Defra,11/10/2013,,,Local Partnerships LLP,41101289,"£214,331.53",Waste Infrastructure Delivery Programme Transactor (software) support - September 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028155,"£189,485.60",Nobel House - London Refurbishment Programme - August 2013
DEFRA,Defra,04/10/2013,,,D L O Holding/Prionics AG,35199,"£188,707.36",Tuberculin used for Bovine Tuberculosis testing - October 2013
DEFRA,Defra,17/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028855,"£187,489.68","Mid-term containment works relating to the Tuberculosis Vaccine at Animal Health Veterinary Laboratories Agency, Weybridge - September 2013"
DEFRA,Defra,21/10/2013,,,National Measurement Office,E016110,"£183,868.28",2013-14 Funding of the National Measurement Office to enforce the European Union Timber Regulation and UK Timber and Timber Products (Placing on the Market) Regulations 2013 - September 2013
DEFRA,Defra,23/10/2013,,,IBM United Kingdom Ltd,5808131146,"£180,211.24",Animal Health and Veterinary Laboratories Agency IT Application Support Extensions
DEFRA,Defra,07/10/2013,,,Keep Britain Tidy,107821,"£172,500.00",2013-14 Keep Britain Tidy grant - October 2013
DEFRA,Defra,03/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028142,"£168,468.25",Estates maintenance projects over multiple sites - August 2013
DEFRA,Defra,01/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032859,"£168,437.85",2012-13 Tuberculosis sampling and submission carried out by the Foods Standards Agency - Quarter 4
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032180,"£167,125.72",Planning and preparation for the rollout of Animal Health and Veterinary Laboratory Agencies Sam application to Official Veterinarians. Sam is the key data management application used by AHVLA staff and Official Veterinarians - Payment 1
DEFRA,Defra,01/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032857,"£166,949.70",2012-13 Tuberculosis sampling and submission carried out by the Foods Standards Agency - Quarter 3
DEFRA,Defra,28/10/2013,,,United Nations Environment Prog,251013,"£165,000.00",United Kingdom contribution to the operational cost of the intergovernmental platform of biodiversity and ecosystem service (IPBES) 2013
DEFRA,Defra,17/10/2013,,,University Of Bristol,FSCI1027016,"£162,263.00","2012-13 The impact of anthropogenic noise on fish and invertebrates at the individual, population and community level"
DEFRA,Defra,17/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028159,"£160,891.58","Routine maintenance of Centre for Environment, Fisheries and Aquaculture Science (Cefas) property at Lowestoft - August 2013"
DEFRA,Defra,31/10/2013,,,Deloitte & Touche,2410071554,"£155,443.20","Work to ensure users will have a good experience of the Information Technology system the Common Agricultural Policy Delivery Programme is building.

"
DEFRA,Defra,15/10/2013,,,University Of Cambridge,81013,"£151,368.63",Chalara Modelling to improve the scientific understanding of the potential spread and impact of Chalara
DEFRA,Defra,01/10/2013,,,Natural England,8000014090,"£144,440.74",Payment of legal charges incurred in preparation of Project Milton as a candidate for Special Areas of Conservation (SAC) under the Habitats Directive
DEFRA,Defra,15/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028926,"£141,648.23",External lighting for the Weybridge Sustainability Project - September 2013
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,ERS-527037-46100,"£139,343.75",2013-14 Continued vaccine development: Improving Bacille Calmette Guerin (BCG) and developing non-sensitising vaccines for cattle (contract variation) - October 2013
DEFRA,Defra,23/10/2013,,,E D F Energy,144011013,"£139,263.84","Supply of electricity to Central Science Laboratory, Sand Hutton - September 2013"
DEFRA,Defra,25/10/2013,,,Bureau Veritas UK Ltd,13017850,"£137,929.00",2013-14 Fees and expenses relating to Central Management Control Unit (CMCU) of the Automatic Urban and Rural Network - October 2013
DEFRA,Defra,23/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028840,"£135,743.88",Estates maintenance projects over multiple sites - invoiced in September 2013
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032179,"£134,770.14",Planning and preparation for the rollout of AHVLA’s Sam application to Official Veterinarians. Sam is the key data management application used by AHVLA staff and Official Veterinarian - Payment 2
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,ERS-527038-46101,"£122,003.00",2013-14 Continued vaccine development: Improving Bacille Calmette Guerin (BCG) and developing non-sensitising vaccines for cattle - October 2013
DEFRA,Defra,21/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000019604,"£119,381.41",2012-13 Egg Marketing expenditure - September 2012
DEFRA,Defra,31/10/2013,,,IBM United Kingdom Ltd,5808130252,"£116,458.46","Ergon House moves, time and materials - 29 March 2013-26 April 2013"
DEFRA,Defra,11/10/2013,,,Cotswolds Conservation Board,240913,"£115,076.75",2013-14 Grant - Quarter 3
DEFRA,Defra,15/10/2013,,,JSS Pensions Administration,RCPS10117,"£111,871.07",Nature Conservancy Council staff pension scheme - September 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028169,"£109,204.45",London Refurbishment Programme: supply and install furniture on Nobel House first and second floors - August 2013
DEFRA,Defra,25/10/2013,,,Kynetec Ltd,8373002619,"£108,975.00",The British Survey of Fertiliser Practice 2013
DEFRA,Defra,21/10/2013,,,Royal Botanic Gardens Kew,S9706MT,"£108,970.60",Human Resource stationery costs associated with the move of Kew processes to Defra - September 2013
DEFRA,Defra,15/10/2013,,,Ricardo-A E A Ltd,6153515,"£106,723.00",2013-14 UK Hydrocarbons Monitoring - July-September 2013
DEFRA,Defra,29/10/2013,,,Natural Environ Research Council,NERC11410,"£100,000.00",2013-14 Defra Contribution to the UK Environmental Observation Framework
DEFRA,Defra,15/10/2013,,,Ernst & Young LLP,GB10700018898,"£98,021.00",Contract for provision of commercial financial advice for the Thames Tideway Tunnel Project - 3-28 June 2013
DEFRA,Defra,01/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028144,"£96,314.28",Estates maintenance projects over multiple sites - August 2013
DEFRA,Defra,25/10/2013,,,Abaco Spa,171013,"£94,925.00",Work to assess how to use an existing off-the-shelf software product in combination with other software development being carried out specifically for the Common Agricultural Policy Delivery Programme.
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028854,"£92,567.62","Nobel House, roofing and scaffold - September 2013"
DEFRA,Defra,01/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028141,"£91,624.56",Estates maintenance projects over multiple sites - August 2013
DEFRA,Defra,23/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028545,"£89,688.43",Consumables provided to various sites as part of the Facilities Management contract  - September 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028860,"£87,927.50",Works to the new roof terrace of Nobel House - September 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028859,"£87,155.30","Nobel House, London Refurbishment Programme - September 2013"
DEFRA,Defra,01/10/2013,,,Food & Environment Research Agency,F0031720,"£86,920.00",2013-14 Depreciation - April-September 2013
DEFRA,Defra,29/10/2013,,,Office For National Statistics,1027215,"£85,044.31",2013-14 Family Food Survey - Quarter 3
DEFRA,Defra,15/10/2013,,,Food & Environment Research Agency,F0032081,"£85,000.00",Opal Tree Health Survey
DEFRA,Defra,29/10/2013,,,Centre For Ecology & Hydrology,ERS-526478-45997,"£82,075.00",2013-14 The United Nations Economic Commission for Europe (UNECE) International Co-Operative Programme on Vegetation - October 2013
DEFRA,Defra,11/10/2013,,,North Devon Coast AONB,310513,"£81,823.53",2012-13 Area of Outstanding Natural Beauty grant
DEFRA,Defra,17/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028173,"£81,744.02",Northgate House Restack and Building - August 2013
DEFRA,Defra,31/10/2013,,,The Pirbright Institute,ERS-527000-46122,"£81,658.91",Further development of Reverse Transcription - Polymerase Chain Reaction technology in support of foot and mouth disease diagnosis - October 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028172,"£80,905.52",Nobel House - London Refurbishment Programme: supply and install new lighting in meeting rooms - August 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028174,"£79,732.22",Nobel House - London Refurbishment Programme: main works - August 2013
DEFRA,Defra,21/10/2013,,,E D F Energy,146011013,"£77,157.22",Supply of electricity to Central Veterinary Laboratory Weybridge - September 2013
DEFRA,Defra,15/10/2013,,,Ricardo-A E A Ltd,6153526,"£76,904.00",2013-14 Quality Assurance and Quality Control services for AURN (Auto urban/rural air quality monitoring network) - September 2013
DEFRA,Defra,29/10/2013,,,Centre For Ecology & Hydrology,7060005168,"£72,229.00",2012-13 Capturing cropland and grassland management impacts on soil carbon in the UK
DEFRA,Defra,17/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028863,"£71,169.48",Dilapidations at the end of lease - Clyst House - September 2013
DEFRA,Defra,01/10/2013,,,Animal Health and Veterinary Laboratories Agency,5000032856,"£68,495.77",2012-13 - Slaughterhouse survey carried out by the Food Standards Agency - Quarter 3
DEFRA,Defra,15/10/2013,,,IBM United Kingdom Ltd,5809131667,"£68,389.31",Websphere Process Choreographer Replacement -September 2013
DEFRA,Defra,09/10/2013,,,IBM United Kingdom Ltd,5809131392,"£67,593.30","Automatic Licence Verification System (ALVS) Extension Project - development, build, testing and deployment - September 2013"
DEFRA,Defra,03/10/2013,,,Deloitte LLP,2410069460,"£67,018.32",Work to understand the different groups of customers that will use the Information Technology system the Common Agricultural Policy Delivery Programme is building
DEFRA,Defra,23/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028839,"£66,882.65",Estates maintenance projects over multiple sites - September 2013
DEFRA,Defra,23/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028925,"£65,832.00",Supply and fit new 'Time of Day' (TOD) controls to 322 kitchen teapoints across the Weybridge site - September 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028143,"£65,312.30",Estates maintenance projects over multiple sites - August 2013
DEFRA,Defra,15/10/2013,,,Ernst & Young LLP,GB10700018896,"£64,368.00",Commercial financial advice for the Thames Tideway Tunnel Project - 27 July-30 August 2013
DEFRA,Defra,01/10/2013,,,Centre For Ecology & Hydrology,7060005118,"£63,823.00",2012-13 Further Development of the UK Application European Monitoring and Evaluation Programme (EMEP) model
DEFRA,Defra,07/10/2013,,,National Farmers Union,OP0028367,"£63,611.00",2013-14 The Campaign  for the Farmed Environment - April-June 2013
DEFRA,Defra,31/10/2013,,,Cabi Bioscience (Egham),SI5692,"£63,500.00","Biocontrol of floating pennywort, crassula and Himalayan balsam - October 2013"
DEFRA,Defra,21/10/2013,,,Institute of Zoology,32843,"£62,578.00",Cetacean standings investigation - July-September 2013
DEFRA,Defra,21/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00027791,"£61,865.10",Installation of improved extraction services in Animal Health and Veterinary Laboratories Agency stores to bring them in line with current regulations - May 2013
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,ERS-527041-46102,"£61,277.75","Antigen mining, DIVA (Differention of Infected and Vaccinated Animals) assays and other diagnostic approaches - October 2013"
DEFRA,Defra,21/10/2013,,,A D A S UK Ltd,1.61E+12,"£59,857.60",2013-14 Environmental Change Network monitoring and analysis at Drayton - April-October 2014
DEFRA,Defra,03/10/2013,,,Deloitte LLP,2410070826,"£59,548.80",Work to improve the planning of software development in the Common Agricultural Policy Delivery Programme.
DEFRA,Defra,31/10/2013,,,A D A S UK Ltd,RIRP072850,"£58,730.53",Sustainable Crop and Environment Protection – Targeted Research for Edibles (SCEPTRE) - July-September 2013
DEFRA,Defra,29/10/2013,,,Animal Health and Veterinary Laboratories Agency,ERS-526994-46087,"£58,215.15","Assessing the risks of antimicrobial usage in cattle with respect to antibiotic resistance bacteria: risk assessment, epidemiological analysis and laboratory investigation - 2013-14"
DEFRA,Defra,09/10/2013,,,IBM United Kingdom Ltd,5809130954,"£56,559.27",Web content filter implementation complete - September 2013
DEFRA,Defra,03/10/2013,,,Ricardo-A E A Ltd,6153269,"£55,628.00",2013-14 UK Ambient Air Quality Assessments - August 2013
DEFRA,Defra,15/10/2013,,,Ricardo-A E A Ltd,6153504,"£55,628.00",2013-14 UK Ambient Air Quality Assessments - September 2013
DEFRA,Defra,23/10/2013,,,Detica Ltd,1056770,"£55,590.00",Costs of consultant providing specialist Information: Assurance and IT security advice - 20 February-22 July 2013
DEFRA,Defra,11/10/2013,,,Interserve (Facilities Mngmnt) Ltd,FI00028166,"£55,449.38",Dilapidations to Ergon House reception at the end of the lease - August 2013
DEFRA,Defra,09/10/2013,,,A H D B,180016542,"£55,000.00",Provision of electronic reporting for pigs by BPEX (British Pig Executive) - July-September 2013
DEFRA,Defra,01/10/2013,,,Environment Agency,1157165,"£55,000.00",Research into applying the revised Bathing Water Directive's provisions for short term pollution at designated bathing waters.
DEFRA,Defra,11/10/2013,,,South Georgia Heritage Trust,120913,"£54,889.50","Darwin Initiative grant: South Georgia Heritage Trust, South Georgia Habitat Restoration Project, Mouse Eradication Sub-Project - October-December 2013"
DEFRA,Defra,31/10/2013,,,Sea Mammal Research Unit,RG043230,"£54,061.75",2013-14 Cetacean Bycatch Observer Monitoring Scheme - Quarter 2
DEFRA,Defra,29/10/2013,,,Rural Payments Agency,335526,"£53,733.00","Sheep and goat movement data inputting for Devon, North Yorkshire and Leeds - October 2013"
DEFRA,Defra,14/10/2013,,,Bio Intelligence Service,1308030,"£53,315.00","Review all aspects of Regulation 1107/2009, concerning the placing of pesticides on the market, in order to identify options for its simplification in line with the United Kingdom Government’s best regulation strategy"
