Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Defence Science and Technology Laboratory,02/08/2013,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000153907 - 00167568,,"163,010.00"
Ministry of Defence,Ministry of Defence,27/08/2013,Estate management,Defence Infrastructure Organisation ,BABCOCK AEROSPACE LIMITED,BH23 6BS,242752,Estate + facilities management services - accommodation inventory + service,"162,342.40"
Ministry of Defence,Ministry of Defence,27/08/2013,Payment of utilities,Defence Infrastructure Organisation ,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,242829,Utilities consumed - gas,"161,562.36"
Ministry of Defence,Defence Science and Technology Laboratory,02/08/2013,Sub Contracted Work,Operations,SELEX ES LIMITED,,V - 9000153910 - 00167535,,"161,071.00"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,238661,Cost of other material consumed,"161,015.34"
Ministry of Defence,Ministry of Defence,05/08/2013,Estate management,Air Command,SERCO LIMITED,RG27 9UY,235787,Estate + facilities management services - accommodation inventory + service,"160,642.33"
Ministry of Defence,Ministry of Defence,23/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,GU14 0LX,242544,Post design services which are not capitalised,"160,430.00"
Ministry of Defence,Ministry of Defence,01/08/2013,General services and support,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,234785,Defence equipment CLS/IOS service charge,"159,428.00"
Ministry of Defence,Ministry of Defence,12/08/2013,Purchase of inventory and services ,Joint Forces Command,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,238293,Cost of other material consumed,"159,332.12"
Ministry of Defence,Ministry of Defence,19/08/2013,Fuel for military use,Land Forces,GB OILS LIMITED,WA3 6XG,178303,Cost of ground diesel fuel consumed,"158,853.46"
Ministry of Defence,Ministry of Defence,21/08/2013,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000101271,Works services - excluding United States forces/NATO + married quarters,"158,111.35"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000154122 - 00167756,,"156,712.00"
Ministry of Defence,Defence Science and Technology Laboratory,28/08/2013,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000154291 - 00168673,,"156,641.00"
Ministry of Defence,Ministry of Defence,27/08/2013,Externally delivered education and training,Land Forces,WILTSHIRE AND SOMERSET  COLLEGES PARTNERSHIP LIMITED,DT11 8PL,243203,External military training ,"155,937.94"
Ministry of Defence,Ministry of Defence,23/08/2013,Payment of utilities,Defence Infrastructure Organisation ,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,242236,Utilities consumed - electricity,"155,573.89"
Ministry of Defence,Ministry of Defence,15/08/2013,Estates-Equipment/Works,Defence Infrastructure Organisation - Security Services Group,NORBAIN SD LTD (CO REG 06248590),RG41 5TP,AP051314001,Works - estate management,"154,243.92"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Communications,Infrastructure,BT - DFTS,,V - 9000154000 - 00168389,,"153,224.64"
Ministry of Defence,Ministry of Defence,07/08/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,236403,Works services - excluding United States forces/NATO + married quarters,"152,676.25"
Ministry of Defence,Ministry of Defence,07/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,236403,Fiscal asset under construction - capital in year addition,"152,599.99"
Ministry of Defence,Ministry of Defence,05/08/2013,"Purchase of munitions, other inventory or fuel",Air Command,CYMA PETROLEUM (UK) LIMITED,EN5 5TD,235443,Raw materials and consumable aviation fuel inventory purchased,"151,056.88"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000153988 - 00156023,,"150,906.00"
Ministry of Defence,Ministry of Defence,08/08/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,237194,Estate + facilities management services - accommodation inventory + service,"150,256.26"
Ministry of Defence,Ministry of Defence,30/08/2013,"Adminstration, claims, compensation and awards",Head Office & Corporate Services,DAME AGNES WESTON'S ROYAL SAILORS REST,PO2 8RN,244502,Cost of claims/compensation and related expenses against MOD,"150,136.00"
Ministry of Defence,Ministry of Defence,08/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BMT ISIS LIMITED,BA2 3BH,236786,Fiscal asset under construction - capital in year addition,"150,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Research,Programme Office,SELEX ES LIMITED,,V - 9000154173 - 00166700,,"150,000.00"
Ministry of Defence,Ministry of Defence,07/08/2013,Fees for professional services,Head Office & Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AE,236496,Fees for professional services excluding legal fees,"149,929.00"
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Defence Equipment & Support,BEEL TECHNOLOGIES INC,J4Y 0E4,3000009509,Spend on Inventory - General,"149,760.00"
Ministry of Defence,Ministry of Defence,13/08/2013,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000100875,Utilities consumed - heating oil,"149,361.90"
Ministry of Defence,Ministry of Defence,21/08/2013,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,241058,Cost of food services,"149,261.62"
Ministry of Defence,Defence Science and Technology Laboratory,02/08/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000153907 - 00168210,,"149,000.00"
Ministry of Defence,Ministry of Defence,15/08/2013,Externally delivered education and training,Air Command,AGUSTAWESTLAND LIMITED,BA20 2YB,239109,External military training ,"148,238.00"
Ministry of Defence,Ministry of Defence,22/08/2013,Externally delivered education and training,Land Forces,ROYAL ARTILLERY CENTRE FOR PERSONAL DEVELOPMENT,SP4 8QT,241901,External military training ,"146,986.07"
Ministry of Defence,Ministry of Defence,23/08/2013,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,242082,Estate + facilities management services - accommodation inventory + service,"146,858.57"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,235402,Fiscal asset under construction - capital in year addition,"146,718.00"
Ministry of Defence,Ministry of Defence,22/08/2013,Research and development,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,241623,Feasibility studies covering concept/assessment phase costs,"146,714.00"
Ministry of Defence,Ministry of Defence,15/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,239257,Cost of food services,"145,827.15"
Ministry of Defence,Ministry of Defence,22/08/2013,Spend on Inventory - General,Defence Equipment & Support,SOMERS FORGE LTD,B62 8DZ,241929,Spend on Inventory - General,"145,560.00"
Ministry of Defence,Ministry of Defence,28/08/2013,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000101436,Utilities consumed - electricity,"145,018.42"
Ministry of Defence,Ministry of Defence,08/08/2013,Spend on Inventory - General,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,236769,Spend on Inventory - General,"144,850.23"
Ministry of Defence,Ministry of Defence,01/08/2013,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,234902,Utilities consumed - gas,"144,376.31"
Ministry of Defence,Ministry of Defence,22/08/2013,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,241549,Cost of food services,"143,814.61"
Ministry of Defence,Ministry of Defence,07/08/2013,Spend on Inventory - General,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,236319,Spend on Inventory - General,"143,683.52"
Ministry of Defence,Ministry of Defence,12/08/2013,General services and support,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,238192,Defence equipment CLS/IOS service charge,"142,346.00"
Ministry of Defence,Ministry of Defence,02/08/2013,Payment of utilities,Defence Infrastructure Organisation ,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,41209,5000100465,Utilities consumed - electricity,"142,306.62"
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,241595,Utilities consumed - electricity,"141,648.52"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Joint Forces Command,BRIGGS MARINE CONTRACTORS LIMITED,KY3 9AU,238675,Equipment support non-project costs,"140,998.44"
Ministry of Defence,Ministry of Defence,30/08/2013,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,244849,Fiscal asset under construction - capital in year addition,"140,748.17"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,238738,Equipment support project costs,"140,714.33"
Ministry of Defence,Ministry of Defence,19/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,240456,Fiscal asset under construction - capital in year addition,"140,567.32"
Ministry of Defence,Ministry of Defence,27/08/2013,Spend on Inventory - General,Defence Equipment & Support,POLICE RESOURCES INTERNATIONAL LIMITED,EX5 2BB,243078,Spend on Inventory - General,"140,400.00"
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,236116,Fiscal asset under construction - capital in year addition,"140,389.87"
Ministry of Defence,Ministry of Defence,09/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,SLINGSBY ADVANCED COMPOSITES  LIMITED,YO62 6EZ,178207,Equipment support non-project costs,"140,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000154036 - 00166169,,"140,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,02/08/2013,Capital Asset expenditure,Infrastructure,STERIA LIMITED,,V - 9000153894 - 00168127,,"137,705.80"
Ministry of Defence,Defence Science and Technology Laboratory,30/08/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000154367 - 00169486,,"137,085.00"
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,241061,Fiscal private finance initiative asset under construction - capital in year addition,"136,914.27"
Ministry of Defence,Ministry of Defence,29/08/2013,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,243821,Property dwellings private finance initiative - service concession arrangement service charge,"135,533.94"
Ministry of Defence,Ministry of Defence,09/08/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009471,Spend on Inventory - General,"135,220.56"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,POWERFIELD LIMITED,CW7 2JZ,238966,Equipment support non-project costs,"134,624.39"
Ministry of Defence,Ministry of Defence,08/08/2013,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,237127,Freight movement costs,"134,243.19"
Ministry of Defence,Ministry of Defence,29/08/2013,Externally delivered education and training,Land Forces,TQ EDUCATION AND TRAINING  LIMITED,NN17 1NN,244342,External military training ,"134,049.35"
Ministry of Defence,Defence Support Group,15/08/2013,Works - Fees,Business Stream 1,BABCOCK SUPPORT SERVICES LTD,,10210333,,"133,966.67"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Materials & Equipment,Operations,SERCO LIMITED (LABORATORY ASSETS ONLY),,V - 9000154048 - 00168591,,"133,609.18"
Ministry of Defence,Ministry of Defence,19/08/2013,IT and communication services,Defence Equipment & Support,ACTIVE RISK LIMITED,SL6 1HN,178294,Information technology services,"133,521.00"
Ministry of Defence,Defence Science and Technology Laboratory,02/08/2013,Sub Contracted Research,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000153867 - 00165578,,"133,449.21"
Ministry of Defence,Ministry of Defence,09/08/2013,Grants in aid,Navy Command,THE NATIONAL MUSEUM OF THE ROYAL NAVY,PO1 3NH,237741,Pay costs grant in aid to the National Museum Royal Navy,"133,331.93"
Ministry of Defence,Ministry of Defence,02/08/2013,Spend on Inventory - General,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000009444,Spend on Inventory - General,"133,133.22"
Ministry of Defence,Ministry of Defence,29/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,243947,Cost of food services,"131,746.89"
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2013,Sub Contracted Research,Operations,QINETIQ LIMITED,,V - 9000154170 - 00168189,,"131,424.62"
Ministry of Defence,Ministry of Defence,28/08/2013,Design services and minor equipment purchases,Navy Command,NATO,,5000101430,Equipment support non-project costs,"130,856.90"
Ministry of Defence,Ministry of Defence,13/08/2013,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,238556,Estate + facilities management services - accommodation inventory + service,"130,664.19"
Ministry of Defence,Ministry of Defence,12/08/2013,Food and clothing,Defence Equipment & Support,COMPASS GROUP PLC,B45 9PZ,237910,Cost of food purchases,"130,005.22"
Ministry of Defence,Ministry of Defence,21/08/2013,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,241129,Works - estate management,"129,342.86"
Ministry of Defence,Ministry of Defence,09/08/2013,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,237398,Intangible single use military equipment asset  - in year capital addition,"128,555.08"
Ministry of Defence,UK Hydrographic Office,08/08/2013,Singapore Management Charges,"Sales, Channel & Customer Services",Admiralty Hydrographic Asia Pacific,,1500015146,,"127,800.14"
Ministry of Defence,Ministry of Defence,21/08/2013,Food and clothing,Air Command,ARAMARK LTD,LS16 6QY,241058,Cost of food services,"127,652.66"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,FR AVIATION LIMITED,BH23 6NE,238776,Equipment support project costs,"127,182.05"
