Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,EA,22-Oct-13,Gabriel Information Solutions Ltd,1223048,"£34,481.88",Support for licensing public sector information (LiPSI) and undertaking intellectual property reviews,,,30351044,HOEV101110,Project,
DEFRA,EA,03-Oct-13,Qinetiq Ltd,1217796,"£34,444.92",Provision of Services for Reservoirs Act Compliance Enforcement (RACE),,,,FCPIM00042L01,Project,
DEFRA,EA,28-Oct-13,Airwave Solutions Ltd,1224854,"£34,431.87",Radio equipment and airtime service for Enforcement Officers.,,,30337797,HOOP000051,Project,
DEFRA,EA,17-Oct-13,Pentalver Transport Ltd,1222647,"£34,383.00",Repatriation of Waste Shipments,,,30323527,HOOP000221,Project,
DEFRA,EA,03-Oct-13,Peak District National Park Authority,1217459,"£34,000.00",Contribution to Moors for the Future and MoorLIFE from Midlands and North West regions,,,,REMI000556,Project,
DEFRA,EA,15-Oct-13,PG Wright,1221352,"£33,914.00",Minor maintenance works - refurbishment on access bridges,,,30258390,IMAN001295,Project,
DEFRA,EA,01-Oct-13,Black and Veatch Ltd,1217052,"£33,856.57",Lower Thames Ecological Survey ,,,30072271,IMTH001689,Project,
DEFRA,EA,24-Oct-13,Cleartrack EVL Ltd,1223399,"£33,833.93",Maintenance in the Kennet and Loddon and Wey catchments,,,,FRA16S240 | FRA16S220 | FRA16S252 | FRA16S259 | FRA15S139 | FRA15S163 | FRA16S247 | FRA16S242 | FRA16S222 | FRA16S223 | FRA16S233 | FRA16S234 | FRA16S255 | FRA15S148 | FRA15S153 | FRA16S232 | FRA16S253 | FRA16S261 | FRA16S264 | FRA15S133 | FRA15S140 | FRA15S145 | FRA15S160 | FRA15S167 | FRA16S225 | FRA16S230 | FRA16S260 | FRA15S125 | FRA15S143 | FRA16S263 | FRA15S149 | FRA15S156 | FRA15S162 | FRA16S221 | FRA16S265 | FRA15S128 | FRA16S216 | FRA15S151 | FRA16S219 | FRA16S236 | FRA16S217 | FRA15S144 | FRA15S207 | FRA16S245 | FRA16S238 | FRA16S241 | FRA16S226 | FRA16S228 | FRA16S213 | FRA15S129 | FRA15S131 | FRA15S161 | FRA15S164 | FRA16S244,Project,
DEFRA,EA,03-Oct-13,Birse Civils Ltd,1217631,"£33,790.91","Emergency flood risk management works, Roscarrs and Long Drax",,,30142670,IMNE790404,Project,
DEFRA,EA,28-Oct-13,Boulting Technology,1224720,"£33,727.81",Regional Mechanical and Electrical Maintenance - North West Region,,,30270233,RENW000939,Project,
DEFRA,EA,28-Oct-13,Jacobs LES Ltd,1224406,"£33,600.00","Chapel pumping station works: construction of channels across Concrete Pad, New Cabling and Supervisor Costs",,,30312230,IMAN002135,Project,
DEFRA,EA,10-Oct-13,Halcrow Group Ltd,1221826,"£33,443.93",River Hull Flood risk scheme,,,30071913,IMNE000114,Project,
DEFRA,EA,28-Oct-13,Esh Construction Ltd,1225037,"£32,870.21","Refurbishment works to Spurrier House, Leyland, Lancashire.",,,30378826,HORES00045,Project,
DEFRA,EA,17-Oct-13,Promech UK Ltd,1222083,"£32,527.60","Anglian region - minor watercourse maintenance, Welland and Nene",,,30258393,FRA01S214,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218172,"£31,934.00",2012-13 Duston Flood Channel Bridge Assessments,,,30071913,REAN001207,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218150,"£31,834.19",Ipswich Flood defence scheme,,,30071913,IMAN001827,Project,
DEFRA,EA,15-Oct-13,Amco Engineering,1214646,"£31,330.73",Undertake jointing to culverts to Bury and Edgwarebury Flood Storage Areas,,,30343157,FRA17S023,Project,
DEFRA,EA,28-Oct-13,British Gas Business,1223845,"£31,305.72",Renewable electricity to sites in the South East,,,30331286,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218246,"£31,113.26",Exe estuary works,,,30071913,IMSW001349,Project,
DEFRA,EA,24-Oct-13,P and R Plant Lincolnshire Ltd,1224040,"£31,104.00",River Vegetation Maintenance Weed Control (Anglian region),,,30246240,,Administration,
DEFRA,EA,10-Oct-13,VWR International Ltd,1219738,"£30,792.25",Laboratory chemical and consumables,,,30369245,,Administration,
DEFRA,EA,03-Oct-13,Boulting Technology,1217491,"£30,457.02",Mechanical and Electrical maintenance in North West Region,,,30270233,RENW000939,Project,
DEFRA,EA,15-Oct-13,City Sprint,1220922,"£30,271.64",Courier services - September 2013,,,30293049,,Administration,
DEFRA,EA,15-Oct-13,HaskoningDHV UK Ltd,1221591,"£30,198.83",Modelling support for Middle Level Commissioners and wider consultation on Whittlesey Washes,,,30071934,IMAN001790,Project,
DEFRA,EA,15-Oct-13,Adas UK Ltd,1221172,"£30,000.00",2013-14 River Frome Sediment Flux Monitoring and Sediment Fingerprinting,,,,HOEV111201,Project,
DEFRA,EA,17-Oct-13,Construction Industry Research and Information Association,1222284,"£30,000.00",International Levee Handbook Project. ,,,,HOEV101103,Project,
DEFRA,EA,01-Oct-13,Eden Rivers Trust,1216242,"£30,000.00",2013-14 River Restoration project,,,,RENW001935,Project,
DEFRA,EA,17-Oct-13,P and R Plant Lincolnshire Ltd,1222357,"£30,000.00",Washdyke Lane Enhancement Project,,,30254546,REAN001715,Project,
DEFRA,EA,24-Oct-13,Wyre Forest DC,1225320,"£30,000.00","Snuff Brook, Bewdley Flood Alleviation Scheme",,,,,Administration,
DEFRA,EA,28-Oct-13,Jacobs LES Ltd,1224415,"£29,919.20",Colne Holland sluice refurbishment,,,30312230,FRA04S019,Project,
DEFRA,EA,17-Oct-13,AMEC Environment and Infrastructure UK Ltd,1223228,"£29,899.27",Abstraction Reform Options development.,,,30274977,EBPLW12044,Project,
DEFRA,EA,10-Oct-13,Mayson Brothers Ltd,1220005,"£29,596.27",Mint Bridge Flow and Level Measurement Station works,,,30239797,RENW001813,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218165,"£29,561.62",Boston Barrier works,,,30071913,IMAN001472,Project,
DEFRA,EA,03-Oct-13,EC Harris Llp,1219168,"£29,399.40",Thames Estuary Phase One Programme - September 2013,,,30314195,IMSE500060,Project,
DEFRA,EA,22-Oct-13,Gallagher Bassett,1223252,"£29,230.89",Motor Vehicle Claims-Handling Services,,,30182566,,Administration,
DEFRA,EA,28-Oct-13,Stonefield Systems Europe Ltd,1224857,"£29,088.00",Thames Barrier LED Navigation Light Trial Phase Two,,,,IMSE500072,Project,
DEFRA,EA,15-Oct-13,Knowlton and Newman Portsmouth Ltd,1166827,"£28,616.89",South East Region Mechanical Electrical Framework - electrical installations ,,,30348247,RESEA10012,Project,
DEFRA,EA,28-Oct-13,Scisys UK Ltd,1224096,"£27,899.70",Carbon Reduction Commitment Application Support - Year 5,,,30331349,,Administration,
DEFRA,EA,08-Oct-13,Agilent Technologies UK Ltd,1217710,"£27,884.50",Online Enrichment System (Laboratory Equipment) - National Laboratory Service,,,,NL00000072,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218240,"£27,547.02",Steart managed realignment,,,30071913,IMSW001389,Project,
DEFRA,EA,17-Oct-13,RVL Survey Ltd,1222041,"£27,405.01",Supply of aircraft and pilots for Remote Sensing projects,,,30000394,SCLI0001,Project,
DEFRA,EA,08-Oct-13,Ricardo AEA Ltd,1218814,"£27,208.62",Air quality incident response teams,,,30219226,HOOP000059,Project,
DEFRA,EA,08-Oct-13,Atkins Ltd,1220605,"£27,090.77",Ramsbottom - additional topographic survey to inform design,,,30072266,IMNW000891,Project,
DEFRA,EA,01-Oct-13,PG Wright,1217278,"£27,000.00",Weed cutting - Spalding catchment area,,,30246241,FRA01S122 | FRA01S216 | FRA01S119,Project,
DEFRA,EA,08-Oct-13,Atkins Ltd,1218225,"£26,869.42",Thames Construction Design Management Co-ordinator,,,30072266,NCPMSCDM,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218192,"£26,849.58",Great Yarmouth flood defence framework,,,30071913,IMAN002228,Project,
DEFRA,EA,10-Oct-13,EDF Energy Plc,1220202,"£26,789.77",Renewable electricity to Short Ferry pumping station,,,30367261,,Administration,
DEFRA,EA,22-Oct-13,Experis Ltd,1222547,"£26,785.21",Temporary IT contractors -12 August to 6 October 2013,,,30257112,,Administration,
DEFRA,EA,01-Oct-13,Whitehouse Construction Co Ltd,1216666,"£26,694.35",Flood Resistance Measures on individual properties,,,30296937,IMNE640117,Project,
DEFRA,EA,10-Oct-13,ECS Engineering Services Ltd,1220403,"£26,516.40",South East Reactive Electrical Maintenance of Assets,,,30312221,REMI001911,Project,
DEFRA,EA,10-Oct-13,Adas UK Ltd,1219925,"£26,352.00",Agriculture Field Trials,,,,EBPRI11016,Project,
DEFRA,EA,28-Oct-13,Ground Control Ltd,1217961,"£26,340.00",Arboreal and Vegetation Management Services,,,30263398,,Project,
DEFRA,EA,01-Oct-13,Jackson Civil Engineering Ltd,1217159,"£26,221.75",Lower Derwent works,,,30142731,IMMI000937,Project,
DEFRA,EA,17-Oct-13,Ove Arup and Partners Ltd,1222632,"£26,133.97",River Arrow works,,,30072279,IMMI001187,Project,
DEFRA,EA,28-Oct-13,Jacobs LES Ltd,1224408,"£26,048.40",Chapel Pumping Station works,,,30312230,IMAN002135,Project,
DEFRA,EA,08-Oct-13,ArcelorMittal Commercial RPS UK Ltd,1218404,"£25,983.04",Steel piles for the Arksey Slips Site,,,30331415,IMNE000251,Project,
DEFRA,EA,01-Oct-13,Maltby Land Surveys Ltd,1215744,"£25,926.00",Watercourse cross-section surveys,,,30285290,IMSW002049,Project,
DEFRA,EA,10-Oct-13,Jeremy Benn Associates Ltd,1220136,"£25,866.00",Flood Map Updating work,,,30219909,FCPMM00255B01,Project,
DEFRA,EA,03-Oct-13,Country Grounds Maintenance Ltd,1217942,"£25,713.60",Grounds maintenance to Ipswich Weir sites,,,30246232,,Administration,
DEFRA,EA,01-Oct-13,Esh Construction Ltd,1217239,"£25,670.29",Sprotbrough Weir work,,,30204740,IMNE000254,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218310,"£25,223.58",Newbury Flood Alleviation Scheme,,,30071913,IMTH000963,Project,
DEFRA,EA,24-Oct-13,Ove Arup and Partners Ltd,1223608,"£25,221.26",Humber Strategy with technical assistance,,,30072279,IMNE000830,Project,
DEFRA,EA,28-Oct-13,Capital Law Llp,1224927,"£25,140.00",Employment Law Diploma for eleven staff,,,,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218592,"£25,126.67",Environmental surveys at Rushey Weir,,,30071913,IMSE100073,Project,
DEFRA,EA,10-Oct-13,EDF Energy Plc,1220355,"£25,057.22",Renewable electricity to sites in the Anglian region,,,30367261,,Administration,
DEFRA,EA,17-Oct-13,Blackpool Borough Council,1221737,"£25,000.00",Water Management Partnership,,,,RENW002071,Project,
DEFRA,EA,03-Oct-13,Chilterns Conservation Board,1217690,"£25,000.00",Chiltern Farm Advice Project,,,,RESE000256,Project,
DEFRA,EA,01-Oct-13,South Cumbria Rivers Trust,1216574,"£25,000.00",2013-14 River Restoration project,,,,RENW001935,Project,
Defra,Fera,15/10/2013,National Institute of Agricultural Botany (NIAB),102850,"£151,944.98",Official Crop Inspections Work for UK Government,,,N/A,A2AN1000,,
Defra,Fera,03/10/2013,*Agilent Technologies Uk Ltd,102617,"£61,214.22",Scientific Equipment maintenance for the Food Quality and Safety Programme,,,N/A,!,,
Defra,Fera,01/10/2013,*Defence Science  and Technology Laboratory,102188,"£60,000.00",Bio Supplier Simulant Training,,,N/A,Y2BJ2170,,
Defra,Fera,15/10/2013,National Institute of Agricultural Botany (NIAB),102852,"£54,882.05",Official Crop Inspections work for UK Government,,,N/A,A2AO1000,,
Defra,Fera,15/10/2013,National Institute of Agricultural Botany (NIAB),102851,"£40,952.37",Eradication and Containment work for Plant Health,,,N/A,A2AJ1000,,
Defra,Fera,10/10/2013,Dhl International Uk Ltd,103086,"£35,028.46",Contract management for administration of the Proficiency Testing Group system and reporting,,,N/A,V2BA6001,,
Defra,Fera,22/10/2013,Forest Research,103183,"£32,025.00",Project Partner payment with regards to Phytophthora ramorum,,,N/A,T5JA9000,,
Defra,Fera,10/10/2013,Animal Health And Veterinary Laboratories,103080,"£30,500.00","European Union project to review, improve and extend the models currently used in the risk assessment of plant protection products",,,N/A,Y2DV1000,,
Defra,Fera,30/10/2013,Royal Veterinary College,103882,"£28,226.34",European Union project partner payment with regards to field studies in 2013,,,N/A,W8CK2000,,
Defra,Fera,01/10/2013,Shepherd Engineering Services,101982,"£26,296.75",Capital expenditure on the Sand Hutton estate in respect of drainage,,,N/A,BD000176,,
Defra,JNCC,11/10/2013,REDFERN TRAVEL LTD                                          ,66508,"£27,508.12",Total travel and accommodation charges - September 2013,,SME,,130,Administration,
DEFRA,MMO,30/10/2013,Vistgate Ltd T/A Ocean Fish,FEF1017,"£176,459.57",European Fisheries Fund grant payment,PL26 8LX,SME,,0,Expense,
DEFRA,MMO,01/10/2013,DEFRA,1000026633,"£134,330.40",Recharges for Shared Services Directorate - July-September 2013,YO1 7PX,,,0,Expense,
DEFRA,MMO,01/10/2013,The Scottish Government,86006533,"£101,517.48",2013-14 Marine Management aerial surveillance hours incurred in relation to coastal enforcement -  Quarter 1,EH6 6QQ,,,0,Expense,
DEFRA,MMO,30/10/2013,Waveney District Council,FEF0465231013,"£87,750.17",European Fisheries Fund grant payment,NR32 1HS,SME,,0,Expense,
DEFRA,MMO,17/10/2013,Jonas Seafood Ltd,FEF0889111013,"£67,237.20",European Fisheries Fund grant payment,NR27 9PH,,,0,Expense,
DEFRA,MMO,09/10/2013,Redfern Travel Ltd,66517,"£49,026.37",Travel bill - September 2013,BD1 3AZ,SME,,0,Asset,
DEFRA,MMO,25/10/2013,Land Use Consultants,42074,"£46,035.59",Work on the character assessment for the South Inshore and South Offshore marine plan areas,NW1 1JD,SME,,0,Expense,
DEFRA,MMO,30/10/2013,A B P Marine Environmental Research Ltd,INV0000889,"£43,917.60",Work on spatial trends in shipping activity with a focus on the Marine Management Organisation’s South marine plan areas,SO14 2AQ,SME,,0,Expense,
DEFRA,MMO,07/10/2013,Directflight Ltd,10318,"£39,845.60",Marine Management aerial surveillance hours incurred in relation to coastal enforcement -  September 2013,MK43 0AN,SME,,0,Expense,
DEFRA,MMO,15/10/2013,South West Handline Fisheries Assoc,FEF0970,"£36,147.83",European Fisheries Fund grant payment,TR18 5HW,SME,,0,Expense,
DEFRA,MMO,01/10/2013,University Of Newcastle Upon Tyne,9100051540,"£35,500.59",Fisheries Challenge Fund grant payment,NE1 7RU,SME,,0,Expense,
DEFRA,MMO,25/10/2013,Osborne & Sons (Shellfish) Ltd,FEF0983,"£32,948.40",European Fisheries Fund grant payment,SS9 2JS,SME,,0,Expense,
DEFRA,MMO,17/10/2013,Venture Seafoods Ltd,FEF0841,"£31,492.40",European Fisheries Fund grant payment,YO15 3QY,SME,,0,Expense,
DEFRA,MMO,17/10/2013,Grimsby Fish Dock Enterprises Ltd.,FEF0898111013,"£29,000.00",European Fisheries Fund grant payment,DN31 3QJ,SME,,0,Expense,
DEFRA,Natural England,30-Oct-13,Atos IT Services UK Ltd,5584142841,"£888,540.00","Charge for hosting, support and development of the Genesis IT System - September 2013",,,24525,,,
DEFRA,Natural England,08-Oct-13,DEFRA,1000026630,"£736,942.80",Defra Shared Services charges – July-September 2013,,,,,,
DEFRA,Natural England,28-Oct-13,DEFRA,1000025697,"£736,942.80",Defra Shared Services charges – April-June 2013,,,,,,
DEFRA,Natural England,08-Oct-13,Royal Bank Of Scotland,NESEPT2013BILL,"£391,733.81",Monthly payment for Government Procurement Card expenditure - October 2013,,,,,,
DEFRA,Natural England,30-Oct-13,Redfern Travel Ltd,67439,"£245,117.93",Monthly charge for rail travel costs - October 2013,,SME,,,,
DEFRA,Natural England,23-Oct-13,Redfern Travel Ltd,65987,"£217,377.98",Monthly charge for rail travel costs - September 2013,,SME,,,,
DEFRA,Natural England,28-Oct-13,Yorkshire Water,1.51E+11,"£140,000.00",2013-14 Wessenden Moor restoration grant,,,25286,,,
DEFRA,Natural England,30-Oct-13,Calderdale M B C,ERS-983805-46167,"£105,000.00",2012-13 National Trails grant - Flagging sections of the Pennine Way National Trail - October 2013,,,25058,,,
DEFRA,Natural England,23-Oct-13,T N S Uk Ltd,260126525,"£97,356.00",Monitor of Engagement with the Natural Environment (MENE) 2 survey - October-December 2013,,,240971,,,
DEFRA,Natural England,02-Oct-13,The Woodland Trust,ERS-983621-45867,"£89,715.88",2013-14 Access to Nature Grant - Visit Woods - September 2013,,,,,,
DEFRA,Natural England,10-Oct-13,Atos IT Services UK Ltd,5584140957,"£88,776.00",Application development costs for the Genesis IT System - Casework Management - Natural England Test Resource - January 2013,,,,,,
DEFRA,Natural England,16-Oct-13,London Borough Of Enfield,ERS-983660-45907,"£75,924.80",2013-14 Access to Nature grant - Tunnel Vision project October 2013,,,,,,
DEFRA,Natural England,10-Oct-13,Bat Conservation Trust,57,"£74,121.60",2013-14 Bat information and advisory service - Quarter 2,,SME,25001,,,
DEFRA,Natural England,14-Oct-13,C E F A S,8003248,"£63,542.40","The Wash Special Area of Conservation (SAC) extent of boulder and cobbles, large shallow inlets and bays assessment",,SME,24035,,,
DEFRA,Natural England,04-Oct-13,Computacenter (UK) Ltd,3805059308,"£60,000.00",Document scanning services - September 2013,,,,,,
DEFRA,Natural England,21-Oct-13,DEFRA,1000026843,"£50,000.00",Contribution to The Collaboration Centre of Excellence in Understanding and Managing Natural and Environmental Risks and Futures - Cranfield University - 2013-14,,,23990,,,
DEFRA,Natural England,16-Oct-13,Browne Jacobson,249108,"£47,498.06",Legal services - lands tribunals - 19 July-23 September 2013,,,,,,
DEFRA,Natural England,16-Oct-13,The Freshwater Biological Association,6941,"£46,000.00",Freshwater Pearl Mussel Ark Project,,SME,24860,,,
DEFRA,Natural England,28-Oct-13,Animal Health and Veterinary Laboratories Agency,5000033061,"£45,679.36",Staff secondment recharge - one person - November 2012-March 2013,,SME,25199,,,
DEFRA,Natural England,08-Oct-13,DEFRA,1000026623,"£43,292.20",Defra Shared Services charges - April-September 2013,,,,,,
DEFRA,Natural England,30-Oct-13,Surrey Hills AONB,ERS-983803-46182,"£40,000.00",North Downs Way cycle study grant - October 2013,,,25301,,,
DEFRA,Natural England,10-Oct-13,Leeds City Council,ERS-983643-45889,"£38,534.25",Access to Nature Grant - Wyke Beck Valley,,,,,,
DEFRA,Natural England,08-Oct-13,Hyder Consulting Ltd,IUG00016415,"£37,877.68",Great Crested Newt Evidence Enhancement Project - preparatory fieldwork and pond surveys,,SME,25055,,,
DEFRA,Natural England,14-Oct-13,C E F A S,8003247,"£35,817.60","2012-13 Continuation of the Lynn Knock assessment of biogenic reef, with ground truthing and write-up",,SME,24035,,,
DEFRA,Natural England,30-Oct-13,RSPCA,ERS-983812-46180,"£33,200.69",2013-14 Access to Nature Grant - Hastings Wild Things - October 2013,,,,,,
DEFRA,Natural England,23-Oct-13,Browne Jacobson,250126,"£32,088.73",Legal services - Lands tribunals - 30 July-25 September 2013,,,,,,
DEFRA,Natural England,02-Oct-13,Lord Falmouth,S1140,"£31,881.60",Annual lease payment for the Lizard Amalgamation 29 September 2013 - 28 September 2014,,SME,,,,
DEFRA,Natural England,30-Oct-13,Hampshire & Isle Of Wight Wildlife Trust,ERS-983824-46178,"£31,730.24",2013-14 Access to Nature Grant - Pushing Down the Barriers,,,,,,
DEFRA,Natural England,23-Oct-13,D T Z,45525,"£27,897.17",Rates for the York office - April-June 2013,,,,,,
DEFRA,Natural England,28-Oct-13,Land Use Consultants,42063,"£27,176.81",Developing and producing new evidence standards based on templates developed during 2012-13,,SME,24983,,,
DEFRA,Natural England,24-Oct-13,Apem Ltd,5477,"£26,784.00",Infauna analysis for the Bideford to Foreland Point recommended Marine Conservation Zone intertidal sediment survey,,SME,23758,,,
DEFRA,Natural England,28-Oct-13,Ahern Ecology Ltd,1571,"£26,750.40",The Wash saltmarsh surveys: transitional and low to upper marsh communities,,SME,25588,,,
DEFRA,Natural England,16-Oct-13,Browne Jacobson,249109,"£25,662.88",Legal services - Project Milton - 6 August-23 September 2013,,,,,,
DEFRA,Natural England,02-Oct-13,Butterfly Conservation,SIN007770,"£25,000.00",Monitoring and enablement of habitat management for some of our most threatened moths,,SME,25623,,,
DEFRA,Natural England,28-Oct-13,Natural Environ Research Council,NERC11373,"£25,000.00",Living With Environmental Change (LWEC) Partnership grant,,,25687,,,
DEFRA,Natural England,18-Oct-13,Shropshire Council,SJH000242,"£25,000.00",Contribution towards the Shropshire Hills Area of Outstanding Natural Beauty (AONB) project entitled 'Improving the conservation status of the freshwater pearl mussel (MagaritiFera magaritiFera) at the River Clun Special Area of Conservation',,,24055B,,,
DEFRA,Natural England,10-Oct-13,D T Z,45701,"-£28,859.25",Depreciation and establishment costs (management fees) for the York office - April-October 2013 - credit,,,,,,
DEFRA,Natural England,10-Oct-13,D T Z,45521,"-£33,709.08",Rates for the York office - April-June 2013 - credit,,,,,,
DEFRA,RPA,15-Oct-13,Steria Limited,100051934,"£554,034.00",Core Services - Steria quarterly charges - October-December 2013,M14 0WN,,65037,CORS0150,ADMIN,
DEFRA,RPA,29-Oct-13,Accenture (UK) LTD,3003226862,"£492,873.36",2013-14 Accenture IT Charges for the implementation of Financial Discipline Mechanism for the 2013 Farm Single Payment Scheme - September 2013,EC3M 3BD,,65087/64296/65335/65302/65219/65214,SPSS0110/SIPRLR07/PPS03700/DCBAU001,ADMIN,
DEFRA,RPA,24-Oct-13,Price Waterhouse Coopers,1354077002,"£262,893.60",Fee for support to Common Agricultural Policy Delivery Programme - Agile Development Phase - April 2013,E14 9SQ,,64987,FOP01000,ADMIN,
DEFRA,RPA,24-Oct-13,Software AG,1109004214,"£256,296.00",Information Communications Technology Core Support and Maintenance charges for Single Payment Scheme E-channel Professional Services - quarterly payment,DE24 8HS,,65222,CORS0210,ADMIN,
DEFRA,RPA,09-Oct-13,Steria Limited,100051936,"£192,608.40",Enhancements - Steria Quarterly charges - October-December 2013,M14 0WN,,65037,CORS0140,ADMIN,
DEFRA,RPA,18-Oct-13,Price Waterhouse Coopers,1354061351,"£150,000.00",Fee for support to Common Agricultural Policy Delivery Programme - May Transition phase - May 2013,E14 9SQ,,65205,FOP01000,ADMIN,
DEFRA,RPA,30-Oct-13,Redfern Travel Ltd,66521,"£137,525.65",Travel costs incurred during September 2013 as per the Government Procurement Service contract,BD1 3AE,,N/A,N/A,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000782,"£104,551.75",Digitisation of land parcels in Rural Land Register - August 2013,WC1V 6RL,,64916,N/A,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000838,"£89,636.33",Proactive Land Change Detection (Flagged parcels amended) - September 2013.,WC1V 6RL,,65271,SIPRLR02,ADMIN,
DEFRA,RPA,21-Oct-13,Remote Sensing Applications,657,"£84,074.35",Remote sensing checks in respect of Single Payment Scheme applications,SO24 0AA,,65071,N/A,ADMIN,
DEFRA,RPA,16-Oct-13,DSGi Business,12104614,"£75,834.00",Monthly service charge - September 2013,BL9 7BJ,,65036,OFFS0125,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000781,"£74,531.57",Proactive Land Change Detection (Flagged parcels amended) - August 2013,WC1V 6RL,,65271,SIPRLR02,ADMIN,
DEFRA,RPA,15-Oct-13,Orc International,30000185,"£64,327.16",Rural Payments Agency customer survey 2012,EC1V 2NT,,64477 and 65549,N/A,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000813,"£63,112.75",Registered Common Land Polygons and Amended Parcels - September 2013,WC1V 6RL,,65537,SIPRLR01,ADMIN,
DEFRA,RPA,01-Oct-13,IBM,5807131133,"£60,811.19",Support for SharePoint 2010 Online Guidance Project - July 2013,PO6 3AE,,65212,SIP06000,ADMIN,
DEFRA,RPA,15-Oct-13,VODAFONE LTD (CORPORATE),5000001141/439953,"£58,320.00",Eckoh Disaster Recovery services - April-September 2013,MK3 5JP,,65457,ECKSSL00,ADMIN,
DEFRA,RPA,16-Oct-13,ARVAL,RI0000900771,"£49,564.36",Vehicle hire charges - September-October 2013 ,SN5 6PE,,65190,N/A,ADMIN,
DEFRA,RPA,17-Oct-13,Food Standards Agency,1702234,"£48,371.64",Cattle Passports work - July 2013,YO1 7PX,,65464,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45394,"£47,558.59",Workington - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,17-Oct-13,Food Standards Agency,1702294,"£47,261.66",Cattle Passports work - August 2013,YO1 7PX,,65464,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45145,"£46,773.56",Reading establishment costs and depreciation charges for period - October 2013,B4 6AJ,,63574,N/A,ADMIN,
DEFRA,RPA,24-Oct-13,Insight Direct (UK) Ltd,1547576,"£44,850.38",Annual support and maintenance renewal of IBM Passport Advantage software - November 2013 - October 2014,UB8 1PH,,65556,OFFS0250,ADMIN,
DEFRA,RPA,29-Oct-13,IBM,5809130237,"£43,935.36",Support for the Rural Land Register iSmart Stabilise and Refresh project - September 2013,PO6 3AE,,65116,SIPRLR08,ADMIN,
DEFRA,RPA,09-Oct-13,InfoTech Enterprises Europe Ltd,960000780,"£43,046.71",Digitisation of land parcels in Rural Land Register - July 2013,WC1V 6RL,,65271,SIPRLR02,ADMIN,
DEFRA,RPA,01-Oct-13,Deloitte and Touche,1110885428,"£39,152.40",Support to Finance and Compliance function - December 2012,MK9 1FD,,64819,N/A,ADMIN,
DEFRA,RPA,09-Oct-13,Steria Limited,100051935,"£34,622.40",Accommodation - Steria quarterly charges - October-December 2013,M14 0WN,,65037,CORS0120,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45343,"£31,255.97",Northallerton - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45341,"£30,251.82",Carlisle - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45408,"£29,594.91",Reading - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,RPA,25-Oct-13,Assima,13/050M,"£28,026.00",2012-13 Annual maintenance and support for Assima training suite and licences ,EC2Y 9HT,,65588,N/A,ADMIN,
DEFRA,RPA,15-Oct-13,DTZ,45410,"£25,300.97",Newcastle - Facilities Management services - August 2013,B4 6AJ,,65392,N/A,ADMIN,
DEFRA,VMD,10/10/2013,FOOD & ENV. RESEARCH AGENCY,64956,"£196,015.23",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,
DEFRA,VMD,28/10/2013,AHVLA,65100,"£113,719.19",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme,0,0,,,ADMINISTRATION,
DEFRA,VMD,17/10/2013,TSOL TREASURY SOLICITORS,65026,"£46,120.50",2013-14 Legal services - Quarter 1 and Quarter 2,0,0,,,ADMINISTRATION,
DEFRA,VMD,30/09/2013,FOOD & ENV. RESEARCH AGENCY,64812,"£27,131.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme,YO4 1LZ,GOVN,,,ADMINISTRATION,
DEFRA,VMD,10/10/2013,FOOD & ENV. RESEARCH AGENCY,64955,"£27,128.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme,0,GOVN,,,ADMINISTRATION,
