Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,Current Grants to Arms Length Bodies,Post 16 Young People Learning Agency Resources Group,YOUNG PEOPLES LEARNING AGENCY,2000437,1261761000,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants to Arms Length Bodies,Young People Workforce Group,CHILDRENS WORKFORCE DEVELOPMENT COUNCIL,2000439,12585157,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants to Arms Length Bodies,Qualifications Strategy and Reform Group,QUALIFICATION & CURRICULUM AUTHORITY,2000440,4223022,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,Current Grants to Arms Length Bodies,Supporting Children and Young People Group 2,OFFICE OF THE CHILDRENS COMMISSIONER,2000441,161278.33,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants to Arms Length Bodies,School Resources Group,PARTNERSHIPS FOR SCHOOLS,2000444,881061512,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,Current Grants to Arms Length Bodies,Curriculum and Behaviour Group,THE SCHOOL FOOD TRUST,2000446,462081,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,IOP INSTITUTE OF PHYSICS,1000427,312837,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Young People Workforce Group,GOVERNMENT ACTUARYS DEPARTMENT GAD,4000061078,44594.87,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Post 16 Young People Learning Agency Resources Group,HEWITT ASSOCIATES LTD,4000061080,29335.48,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Post 16 Young People Learning Agency Resources Group,HEWITT ASSOCIATES LTD,4000061080,9308.06,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,DfE Programme Costs,Families Group,BRITISH ASSOCIATION FOR ADOPTION & FOSTERING,4000061400,75276.3,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Young People Workforce Group,GOVERNMENT ACTUARYS DEPARTMENT GAD,4000062566,25175.1,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,DfE Programme Costs,School Standards Group,UNIVERSITY OF NORTHAMPTON,4000061245,264947,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract
Specifically this is for the Mathematics Specialist Teacher (MaST) programme",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,DfE Programme Costs,School Standards Group,UNIVERSITY OF WINCHESTER,4000061764,154902,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract
Specifically this is the quarterly payment for the Mathematics Specialist Teacher (MaST) programme",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Young People Workforce Group,BABCOCK 4S LTD,4000060848,171805.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. 
Specifically to quality assure the award of the Advanced Skills Teacher designation ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Young People Workforce Group,BABCOCK 4S LTD,4000061791,42078.7,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. 
Specifically to quality assure the award of the Advanced Skills Teacher designation ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,NATIONAL SCIENCE LEARNING CENTRE,1000430,317108.51,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for improving teaching and learning in Science",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,NATIONAL SCIENCE LEARNING CENTRE,2000452,290063.74,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for improving teaching and learning in Science",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Education Strategy and Improvement Group,RESEARCH MACHINES PLC,4000061087,87580.13,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for services for delivery of NPDAAT families contract.",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Education Funding Group,CAPITA BUSINESS SERVICES LTD,4000061075,162832.73,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Education Funding Group,CAPITA BUSINESS SERVICES LTD,4000061075,2916.67,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Education Funding Group,CAPITA LIFE & PENSIONS SERVICES LTD,4000061076,65700,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/09/2011,DfE Programme Costs,Education Funding Group,CAPITA BUSINESS SERVICES LTD,4000061476,685611.46,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Education Funding Group,CAPITA BUSINESS SERVICES LTD,4000062557,162832.73,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Education Funding Group,CAPITA BUSINESS SERVICES LTD,4000062557,2916.67,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically payment relates to pension payments for Teachers paid by the DfE but distributed through Capita",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Children Young People and Families Safeguarding Group,BEAT BULLYING LTD,4000061792,34189,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically this was for the Cybermentors Programme, a peer mentoring project and contributes to the aim of improving the safety of children online. ",VCS
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,LEARNING & SKILLS COUNCIL,4000060718,96964.8,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to administer the continued professional development programme to support the delivery of Triple Science in schools.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,LEARNING & SKILLS COUNCIL,4000060982,81075.6,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to administer the continued professional development programme to support the delivery of Triple Science in schools.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Curriculum and Behaviour Group,MATHEMATICS IN EDUCATION & INDUSTRY,4000061081,78907,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to administer the continued professional development programme to support the delivery of Triple Science in schools.",VCS
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Free School Group,PKF UK LTD,4000061805,1776.32,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. 
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,DfE Programme Costs,School Standards Group,MCI UK LTD,4000061424,59943.48,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. 
Specifically to provide services for the delivery of Inside Knowledge school to school learning visits programme - FY 11-12",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Young People Workforce Group,TEACHERS SUPERANN,2000442,318802.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Pension related payments to retired teachers where liability has transferred to the Secretary of State.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Young People Workforce Group,TEACHERS SUPERANN,2000442,8644.67,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Pension related payments to retired teachers where liability has transferred to the Secretary of State.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,12/09/2011,DfE Programme Costs,Young People Workforce Group,TEACHERS SUPERANN,2000442,677556.03,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Pension related payments to retired teachers where liability has transferred to the Secretary of State.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,DfE Programme Costs,Academies Delivery Group,EAST SUSSEX COUNTY COUNCIL,4000061413,60263.43,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Severance costs to a Local Authority",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,School Standards Group,RM DATA SOLUTIONS,4000060724,36160.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for delivery of RAISE online service. Monthly payment ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,07/09/2011,DfE Programme Costs,Families Group,YORK CONSULTING LLP,4000060943,44659.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for Family Pathfinders Evaluation",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,School Standards Group,RESEARCH MACHINES PLC,4000061808,541181.24,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the delivery of National Pupil database Achievement and Attainment tables (NPDAAT) contract. ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,DfE Programme Costs,Young People Workforce Group,UNIVERSITY OF CENTRAL LANCASHIRE,4000060771,59352.45,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the evaluation of the Social Work Practices pilot initiatives",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,PRICE WATERHOUSE COOPERS LLP,4000062575,378078,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the provision of services to deliver the Achievement for All (AFA) Programme",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Families Group,FAMILY RIGHTS GROUP LTD,4000060857,36014.52,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,09/09/2011,DfE Programme Costs,Families Group,FAMILY MATTERS INSTITUTE,4000061035,28163,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,DfE Programme Costs,Families Group,NETMUMS LTD,4000061305,73963.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,DfE Programme Costs,Families Group,NETMUMS LTD,4000061864,73963.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,DfE Programme Costs,Families Group,YOUNG MINDS,4000061370,65572,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to deliver the supply of Family Support Services",VCS
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,DfE Programme Costs,Chief Information Officer Group,PA CONSULTING,4000060760,144000,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide consultancy / services support for the Employee Authentication Service",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,DfE Programme Costs,Families Group,RELATE,705119,67877.35,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide online therapeutic live web chat, delivered through Relates national website providing intensive support services through digital services to parents and other family members",VCS
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,DfE Programme Costs,Families Group,RELATE,705122,40484.33,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide online therapeutic live web chat, delivered through Relates national website providing intensive support services through digital services to parents and other family members",VCS
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,DfE Programme Costs,Academies Delivery Group,CAMBRIDGE EDUCATION HEAD OFFICE,4000061279,72647.52,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services for Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,28/09/2011,DfE Programme Costs,Academies Delivery Group,CAMBRIDGE EDUCATION HEAD OFFICE,4000062122,26766.68,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services for Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Academies Delivery Group,EC HARRIS LLP,4000060854,27452.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Academies Delivery Group,MOUCHELPARKMAN SERVICES LTD,4000060869,36354.72,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LLP,4000060871,42577.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,09/09/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LLP,4000061047,52807.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LLP,4000061431,29560.8,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/09/2011,DfE Programme Costs,Academies Delivery Group,MOUCHELPARKMAN SERVICES LTD,4000061484,43268.57,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,DfE Programme Costs,Academies Delivery Group,EC HARRIS LLP,4000061681,63925.52,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,DfE Programme Costs,Academies Delivery Group,MOUCHELPARKMAN SERVICES LTD,4000061749,62558.57,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Academies Delivery Group,MOUCHELPARKMAN SERVICES LTD,4000061804,60378.52,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LTD,4000061805,54279.1,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,28/09/2011,DfE Programme Costs,Academies Delivery Group,CAPITA SYMONDS LTD,4000062124,28691.15,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,28/09/2011,DfE Programme Costs,Academies Delivery Group,EC HARRIS LLP,4000062127,25233,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Academies Delivery Group,PLACE GROUP LTD,4000062574,27870.3,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,DfE Programme Costs,Free School Group,PKF UK LLP,4000060761,43931.4,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Free Schools",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,DfE Programme Costs,Free School Group,EC HARRIS LLP,4000061222,25749,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to Free Schools",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,Academies Delivery Group,APPLEYARDS LTD,4000060702,109090.8,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000060702,4800,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000060702,35568,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,01/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000060702,19320,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,DfE Programme Costs,Academies Delivery Group,APPLEYARDS LTD,4000061272,36222,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000061272,5862,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000061272,10267.2,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,DfE Programme Costs,Academies Delivery Group,APPLEYARDS LTD,4000061351,26574,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,DfE Programme Costs,Free School Group,APPLEYARDS LTD,4000061351,27090,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Academies Delivery Group,PKF UK LTD,4000062573,62716.04,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide project management services to support Academies",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,DfE Programme Costs,School Standards Group,INSTITUTE OF EDUCATION,4000060980,182297.38,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide support for the national roll-out of the Every Child a Reader (ECaR) programme",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,DfE Programme Costs,Families Group,SINGLE PARENT ACTION NETWORK,4000061810,41042,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provide the OneSpace Service providing information, advice, guidance and intensive support services through digital services to single parents.",VCS
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Families Group,CHILDRENS LEGAL CENTRE,4000060852,28076.33,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,DfE Programme Costs,Families Group,CONTACT A FAMILY,4000061215,36308.74,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,DfE Programme Costs,Families Group,CONTACT A FAMILY,4000061355,36308.74,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,DfE Programme Costs,Families Group,CHILDRENS LEGAL CENTRE,4000062559,30056.33,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to provided the Child Law Advice Line service to provide information, advice and guidance and intensive support services through digital and telephony services to all parents and other family members in England",VCS
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,DfE Programme Costs,Families Group,THE FOSTERING NETWORK,4000061009,28768.99,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to run the Fosterline Helpline",VCS
Department for Education,DEPARTMENT FOR EDUCATION,13/09/2011,DfE Programme Costs,Families Group,THE FOSTERING NETWORK,4000061167,28768.99,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to run the Fosterline Helpline",VCS
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,DfE Programme Costs,Supporting Children and Young People Group 2,BIG LOTTERY FUND,4000061731,577468,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
The monthly payment to BIG for the MyPlace programme",VCS
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,DfE Programme Costs,Children Young People and Families Supporting Delivery Group,SPRINGBOARD,4000060877,168239.77,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
This was the final payment for the Commissioning Support Programme related to achievement against Key Performance Indicators for 2010-11.",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,22/09/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,SERCO LTD,4000061755,433698.82,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Together for Disabled Children support for short breaks",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,06/09/2011,Current Grants to Other Government Departments,Academies Policy and Schools Organisation Group,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,2000438,19024500,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,23/09/2011,Current Grants to Other Government Departments,Qualifications Strategy and Reform Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,2000455,56954,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector
Department for Education,TEACHERS PENSION SCHEME,02/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000752,296719.59,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,02/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000753,644879778,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,06/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000754,28901.87,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,06/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000755,69130353.5,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,07/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000757,23659480.97,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,08/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000758,363301.47,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,08/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000759,26481059.23,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,09/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000760,289800.78,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,09/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000761,19168758.11,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,12/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000762,40897.93,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,12/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000763,47466235.81,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,13/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000764,261597.33,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,13/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000765,23433125.3,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,15/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000766,277264.76,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,15/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000767,38482257.61,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000768,353991.15,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000769,64693987.73,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,20/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000770,60189.37,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,20/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000771,22702666.2,Funding to pay Teachers Pensions,Commercial
