Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,492.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,138.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.80 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,26.40 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,"2,898.00 ",IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,66.86 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,98.47 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,113.16 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,113.16 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,164.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,51.56 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,111.45 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,111.45 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,111.45 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,82.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.23 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.23 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,78.26 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,"40,178.05 ",Monthly Fujitsu costs for Application Maintenance & Support charges for the YJB,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,"8,035.61 ",Monthly Fujitsu costs for Application Maintenance & Support charges for the YJB,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,-0.01 ,Cancelling entries,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,"4,412.71 ",Cancelling entries,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,"-4,412.71 ",Cancelling entries,
Ministry of Justice,MoJ HQ,18-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,FUJITSU SERVICES LTD,1140163,"22,063.54 ",Monthly Fujitsu costs for Network Service charges for the YJB,
Ministry of Justice,MoJ HQ,21-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"31,249.00 ",One-off CGI costs for IT License renewal for the UKSC,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,37.45 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,46.00 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.78 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,25.23 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,29-Aug-14 ,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1140952,11.62 ,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,SOPRA GROUP LTD,1139693,"219,070.25 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,SOPRA GROUP LTD,1139693,"43,814.05 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,SOPRA GROUP LTD,1139693,"120,758.60 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,SOPRA GROUP LTD,1139693,"24,151.72 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"100,464.00 ",Agile development of products for Court Scheduling Project,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"20,092.80 ",Agile development of products for Court Scheduling Project,
Ministry of Justice,MoJ HQ,14-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1140094,"93,181.14 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,14-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1140094,"18,636.23 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1140088,"54,100.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1140088,"10,820.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,18-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140205,"50,441.05 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,18-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140205,"10,088.21 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1140088,"50,300.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,14-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1140088,"10,060.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140969,"49,024.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140969,"9,804.80 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140969,"49,024.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140969,"9,804.80 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"49,024.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"9,804.80 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"44,702.72 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"8,940.54 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"36,850.60 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"7,370.12 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1139415,"36,308.14 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1139415,"7,261.63 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MISCO,1141044,"35,255.20 ",Transforming ways to work,
Ministry of Justice,MoJ HQ,29-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1141085,"34,573.77 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,29-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,TATE SECURITY TECHNOLOGY LIMITED,1141085,"6,914.75 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1139722,"31,600.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,07-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,TRIAD GROUP PLC,1139722,"6,320.00 ",Agile development of products across the Common Platform Programme,
Ministry of Justice,MoJ HQ,18-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140205,"30,899.78 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,18-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140205,"6,179.96 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"30,473.27 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"6,094.65 ",Prison Courts Video Link,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"29,026.00 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"5,805.20 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,21-Aug-14 ,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CGI IT UK LTD,1140371,"28,813.00 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,26-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140682,"27,336.50 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,26-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1140682,"5,467.30 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"26,699.55 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,MITIE JUSTICE LTD,1139347,"5,339.91 ",CJS Efficiency Programme,
Ministry of Justice,MoJ HQ,04-Aug-14 ,532000-Tangible GBV - Additions,NZ900-Finance & Corporate Services,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,1139432,"26,181.27 ",Prison Courts Video Link,
