Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number,,
Department of Health,Department of Health,24/11/2011,Facilities management: contract,NHS FINANCE PERFORMANCE & OPERATIONS,EUROPA FACILITY SERVICES LTD,LARGE,AL8 6HG,13214,7300.67,,,Programme,,,
Department of Health,Department of Health,24/11/2011,Facilities management: contract,NHS FINANCE PERFORMANCE & OPERATIONS,EUROPA FACILITY SERVICES LTD,LARGE,AL8 6HG,13214,36503.38,,"SO1000 - CQC Properties, General - Facilities Management Services - work to be undertaken for CQC properties between 1.1.11 - 31.12.12 following tender.",Programme,,,
Department of Health,Department of Health,01/11/2011,Secondees in invoiced costs,NHS Improvement and Efficiency,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,19732605,42006.25,,JiM Easton secondment from South Central SHA - extension from Sept-Dec 2011,Admin,,,
Department of Health,Department of Health,01/11/2011,Secondees in invoiced costs,NHS Improvement and Efficiency,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,19732605,-49007.29,,Jim Easton secondment from South Central SHA,Admin,,,
Department of Health,Department of Health,01/11/2011,Secondees in invoiced costs,NHS Improvement and Efficiency,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,19732605,7001.04,,,Admin,,,
Department of Health,Department of Health,02/11/2011,Secondees in invoiced costs,NHS Improvement and Efficiency,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,1000125552,27717.23,,Maxine Power secondment to DH - QIPP Care Workstream Lead,Admin,,,
Department of Health,Department of Health,15/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353692275,24195.73,,Support for QIPP PMO,Admin,,,
Department of Health,Department of Health,25/11/2011,Publicity & advertising,NHS Improvement and Efficiency,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737491,67893,,Marketing campaign evaluation research to be conducted in the live NHS 111 areas.,Programme,,,
Department of Health,Department of Health,09/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,166521,200000,,NHS Innovation Technology Adoption Procurement Programme funding.,Programme,,,
Department of Health,Department of Health,10/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,THE YOUNG FOUNDATION,VCS,E2 9PF,2216,68700,,Regional Innovation Funds Advisory Service - extension for additional work,Programme,,,
Department of Health,Department of Health,15/11/2011,Contactor/ Staff Subsitution,NHS Improvement and Efficiency,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353692275,41748.76,,QIPP PMO,Programme,,,
Department of Health,Department of Health,01/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,POHWER,VCS,SG1 5DZ,SINV705,354709,,The extension of the current ICAS contract for the provision of independent advocacy by POhWER,Programme,,,
Department of Health,Department of Health,02/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,CARERS FEDERATION LTD,VCS,NG7 7LJ,1640,330416.67,,The extension of the current ICAS contract for the provision of independent advocacy by The Carers Federation,Programme,,,
Department of Health,Department of Health,02/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,South of England Advocacy Projects,VCS,TN34 1HL,SIN002172,291111.5,,The extension of the current ICAS contract for the provision of independent advocacy by SEAP,Programme,,,
Department of Health,Department of Health,29/11/2011,Outsourcing Contract,NHS Improvement and Efficiency,POHWER,VCS,SG1 5DZ,SINV739,354709,,The extension of the current ICAS contract for the provision of independent advocacy by POhWER,Programme,,,
Department of Health,Department of Health,09/11/2011,Professional fees,NHS Improvement and Efficiency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92254135,91027.2,,Requistion for the OJEU procurement exercise for the Information Accreditation Scheme Owner. Advert to be published on 17/10/08. The contract will be awarded for 23rd March 2009. OJEU procurement coordinated by PCoE,Programme,,,
Department of Health,Department of Health,29/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,S0841,65053,,50% C.O.R.P Running Costs Sept  2011 - Mar 2012,Admin,,,
Department of Health,Department of Health,16/11/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,OXFORD UNIVERSITY,PUBLIC,OX3 7LF,14007814,37965.34,,Salary costs for Keith Willett's secondment to the Department of Health May - March 2012,Admin,,,
Department of Health,Department of Health,11/11/2011,Consultancy Other: not VAT recoverable,NHS MEDICAL DIRECTOR,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,14013754,30490,,The provision of a systematic review into the use of outcome measures in major trauma; and the alteration of the existing national trauma database.,Programme,,,
Department of Health,Department of Health,17/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12592563,96000,,Provision of tracing & flaffing services for the annual processing of national statistics for Cancer Registration 2011 - 2012,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I118297,577500,,For the provision of the West Midlands Cancer Registry Services 2011 - 12 hosted by the West Midlands Cancer Intelligence Centre,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I118297,562500,,For the provision of the West Midlands Cancer Screening Programmes Quality Assurance Reference Centre for 2011 - 12 hosted by the West Midlands Cancer Intelligence Centre,Programme,,,
Department of Health,Department of Health,24/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,BARTS AND THE LONDON NHS TRUST,PUBLIC,E1 8PR,118899,742500,,For the provision of the London Cancer Screening Programmes Quality Assurance Reference Centre,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,475,,Project Management,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,665,,BRAILLE: 50 x 273372/BR Bowel the Facts: 30 x 277233/BR Colpolscopy Exam: 30 x 278490/BR Colonscopy Investigation; 50 x 403722/BR Breast the Facts,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,435.5,,500 x 403722LP Breast the Facts,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,227.5,,200 copies 272855LP Cervical the Facts,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,33330,,1m 273372 Bowel Cancer the Facts,Programme,,,
Department of Health,Department of Health,25/11/2011,Library services,NHS MEDICAL DIRECTOR,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,737858,2695,,100k 277233 Colposcopy Examination,Programme,,,
Department of Health,Department of Health,10/11/2011,Policy Payments,NHS MEDICAL DIRECTOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,4000284672,32009.14,,Death Certification Programme.  Sheffield Pathfinder pilot charges.  Quarter 1.  Invoice 4000284672.,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,4094,,Secretarial Services to NCAAG Qtr 2  2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,100000,,Reinvigoration of Clinical Audit  Qtr 3  2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,63896.38,,Paediatric Intensive Care Audit Qtr 2 2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,6445.63,,NCAAG Members Fees & Expenses Qtr 2 2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,28974.25,,Increased Capacity NCAPOP Team Qtr 3  2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,205442.75,,HQIP management support fees Qtr 3 2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,20000,,Events Qtr 3  2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,475684.38,,Audits Qtr 2 2011 -12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,430944.25,,Audits Qtr 2 2011 - 2012,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,229125.88,,Audits Qtr 2 2011 - 12,Programme,,,
Department of Health,Department of Health,23/11/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),SME,EC3V 5AW,CHAPS,780291.55,,Audits Qtr 2 2011 - 12,Programme,,,
Department of Health,Department of Health,22/11/2011,Secondees in invoiced costs,"PSF POLICY, STRATEGY & FINANCE",SOUTH EAST COAST SHA,PUBLIC,ME20 7NJ,15112470,26629.24,,"(DV) James Blythe secondment to Provider Dev transition team from SEC SHA. 6/1/11-31/3/12. Salary £95,686. Extra for payrise & expenses",Admin,,,
Department of Health,Department of Health,23/11/2011,Admin Revenue Grant-in-Aid ENDPBs,"PSF POLICY, STRATEGY & FINANCE",MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,PUBLIC,SW1Y 4RB,IR OF NHS FOUNDATION TRUSTS NOV 11,1300000,,Monitor - grant-in-aid payment.  Sept 2011 - March 2012.,Admin,,,
Department of Health,Department of Health,23/11/2011,Admin Revenue Grant-in-Aid ENDPBs,"PSF POLICY, STRATEGY & FINANCE",MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,PUBLIC,SW1Y 4RB,IR OF NHS FOUNDATION TRUSTS NOV 2011,1580938,,Monitor - transition funding.  Aug 2011.,Programme,,,
Department of Health,Department of Health,02/11/2011,Admin Revenue Grant-in-Aid ENDPBs,"PSF POLICY, STRATEGY & FINANCE",CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,Nov-11,2000000,,CQC funding cash draw down revenue 2011/12,Admin,,,
Department of Health,Department of Health,17/11/2011,Secondees in invoiced costs,"PSF POLICY, STRATEGY & FINANCE",PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,831704,38420,,"Ref RPicco - HR Transition programme for Director, Christine Lloyd-Jennings appointment to start 4/7/11 for NHS IMAS Assignment at DH. Approval from Richard Douglas and Karen Wheeler. Plymouth Hospital Trust to invoice DH.",Admin,,,
Department of Health,Department of Health,29/11/2011,Consultancy/Professional Advice,"PSF POLICY, STRATEGY & FINANCE",MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,13219,24620,,Consultancy Services in support of the NHS Transition Programme,Admin,,,
Department of Health,Department of Health,14/11/2011,Consultancy/Professional Advice,"PSF POLICY, STRATEGY & FINANCE",HEMPSONS SOLICITORS,LARGE,HG1 1DY,50060607,75776.75,,Legal advice relating to the Mid-Staffs Public Inquiry.,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",OXFORD UNIVERSITY,PUBLIC,OX1 2JD,RTHP0/20080271,33000,,Ref NSpeers Funding for 11/12 for the Centre for Health Economics,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",RAMSAY HEALTH CARE UK OPERATIONS LTD T/AS EUXTON HALL HOSPITAL,LARGE,PR7 6DY,59,2824800.95,,Clinical services under E05 Cumbria and Lancs contract - Ramsay,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH LTD,LARGE,HP11 1JL,101,312500,,Clinical services under D01 London contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH LTD,LARGE,HP11 1JL,102,2266403.15,,Clinical services under D01 London contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060018670,1033442.65,,Clinical services under E16 Renal contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",PARTNERSHIP HEALTH GROUP LTD,LARGE,CO4 9QB,25819164,2072261.64,,PHG - Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,25819208,2125867.05,,Clinical services under E08 MCATS contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,LARGE,EC1N 2TD,CM090264,701823.3,,Spire - Clinical services under E15 NTW contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0110,876403.12,,Alliance Medical - Clinical services under D8N PET/CT North contract,Programme,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",UKSH SOUTH WEST LTD,SME,BS32 4TD,UKSHSW/149,2831281.58,,Clinical services under E01 AGW contract,Programme,,,
Department of Health,Department of Health,11/11/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",SPIRE HEALTHCARE LTD,LARGE,EC1N 2TD,CM090263A,579365.19,,Spire - Clinical services under E15 NTW contract,Programme,,,
Department of Health,Department of Health,09/11/2011,Consultancy/Professional Advice,"PSF POLICY, STRATEGY & FINANCE",MARSH LTD,LARGE,NR1 3QQ,5821242,96950,,NHS LA Business Case for Industry Reviewers,Programme,,,
Department of Health,Department of Health,25/11/2011,Consultancy/Professional Advice,"PSF POLICY, STRATEGY & FINANCE",DLA PIPER UK LLP,LARGE,LS1 4BY,57199268,8088.65,,Legal Services for the MCCS Procurement,Programme,,,
Department of Health,Department of Health,25/11/2011,Professional fees,"PSF POLICY, STRATEGY & FINANCE",DLA PIPER UK LLP,LARGE,LS1 4BY,57199268,15279.42,,Provision of legal advice to support the procurement of Managed Customer Contact Services for PIPP,Programme,,,
Department of Health,Department of Health,04/11/2011,Other programme expenditure,"PSF POLICY, STRATEGY & FINANCE",INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM000065,998080.56,,"DO8 - Inhealth Molecular - This is an ISTC contract signed by the SoS. As agreed with Neil Widdop, this req. has been raised through the Contract Purchase Agreement",Programme,,,
Department of Health,Department of Health,09/11/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",SANOFI AVENTIS,LARGE,,4700000233,94523.73,,,,,,
Department of Health,Department of Health,09/11/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",SANOFI AVENTIS,LARGE,,4700000233,3540.47,,,,,,
Department of Health,Department of Health,09/11/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",SIGMA PHARMACEUTICALS PLC,LARGE,,I489008,527290.18,,,,,,
Department of Health,Department of Health,09/11/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",SIGMA PHARMACEUTICALS PLC,LARGE,,I489008,0.01,,,,,,
Department of Health,Department of Health,15/11/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",WINTHROP PHARMACEUTICALS UK LTD,LARGE,,4700000105,50440.66,,,,,,
Department of Health,Department of Health,02/11/2011,Addition Clearing - IT,"PSF POLICY, STRATEGY & FINANCE",TERRAFIX LTD,SME,ST6 5PD,110596,3000,,FAT Testing,Programme,,,
Department of Health,Department of Health,02/11/2011,Radio communications,"PSF POLICY, STRATEGY & FINANCE",TERRAFIX LTD,SME,ST6 5PD,110596,2850,,Controlled Installation onto vehicle mounted units (370 Vehicles),Programme,,,
Department of Health,Department of Health,02/11/2011,Radio communications,"PSF POLICY, STRATEGY & FINANCE",TERRAFIX LTD,SME,ST6 5PD,110596,2200,,In normal working hours SAT testing on YAS premises,Programme,,,
Department of Health,Department of Health,02/11/2011,Radio communications,"PSF POLICY, STRATEGY & FINANCE",TERRAFIX LTD,SME,ST6 5PD,110596,17000,,Supply of all encryption software including multi-bearer monitoring software,Programme,,,
Department of Health,Department of Health,16/11/2011,Radio communications,"PSF POLICY, STRATEGY & FINANCE",EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,PUBLIC,MK41 ORG,721190,33400,,DH Funding to East of England Ambulance Service for the setting up of replacement systems and disposing of old equipment,Programme,,,
Department of Health,Department of Health,30/11/2011,Research & development,Research and development,RENISHAW ADVANCED MATERIALS LTD,SME,UB8 3PH,11-3B-0109-10036,32901,,STEER Project - II-3B-0109-10036 - Steerable Catheter (STEER),Admin,,,
Department of Health,Department of Health,23/11/2011,Policy Payments,Research and development,APPOINTING AUTHORITY FOR PHASE 1 ETHICS COMMITTEES (AAPEC),VCS,BT28 1TW,AAPEC/DH002,150000,,"For the attention of Dr Siobhan McGrath,  Business & Operations Manager,  Appointing Authority Office Suite 2 Lisburn Square House 9 Haslems Lane Lisburn BT28 1TW for Phase 1 Ethics Comittees,Services&functions April 2011 to March 2012",Admin,,,
Department of Health,Department of Health,28/11/2011,Policy Payments,Research and development,LONDON SHA,PUBLIC,WF3 1WE,19522805,290025.1,,"For the attention of Valentine Andrew, Assistant Financial Controller,  London SHA (valentine.andrew@london.nhs.uk)   Services & functions provided for appointing research ethics committees as required by GAfREC  April 2011 to March 2012",Admin,,,
Department of Health,Department of Health,04/11/2011,Outsourcing Contract,Research and development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90160987,2687377.57,,Capped fee elements of NIHR IS Function contract and Payment for incurred retrospective costs.,Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-444571-53302,33780,,Applied Research Awards,Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-444576-53310,75000,,GZFL (PRIMENT Clinical Trials Unit - University College London),Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-444577-53304,63038,,Musculoskeletal Disease BRU,Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-444579-53307,34920,,RCUC127  -  ( Our ref 08/53/34 - HTA Pragmatic Trial ),Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-444582-53306,100000,,Support for BRUs - Supplementary funding,Programme,,,
Department of Health,Department of Health,04/11/2011,Research & development,Research and development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-444585-53301,28553,,A46865 -( PB-PG-0906-11179 - RfPB - Dr Kavita Vedhara ),Programme,,,
Department of Health,Department of Health,08/11/2011,Research & development,Research and development,DURHAM UNIVERSITY OF,PUBLIC,DH1 3HN,ERS-444805-53361,81863,,B(09)02 Evaluating the implementation of a new psychiatric inpatient facility: a mixed methods approach,Programme,,,
Department of Health,Department of Health,10/11/2011,Research & development,Research and development,INFRARED INTEGRATED SYSTEMS LTD,SME,NN4 9BG,ERS-445052-53441,45528.37,,SBRI-1008-003,Programme,,,
Department of Health,Department of Health,10/11/2011,Research & development,Research and development,LEEDS PCT,PUBLIC,WF3 1WE,ERS-445111-53461,26760,,PB-PG-0609-19169 - Professor Robert Lewin,Programme,,,
Department of Health,Department of Health,10/11/2011,Research & development,Research and development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-445113-53464,99470,,MGX34 - 7099,Programme,,,
Department of Health,Department of Health,10/11/2011,Research & development,Research and development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-445114-53462,25498,,PB-PG-0909-20026,Programme,,,
Department of Health,Department of Health,10/11/2011,Research & development,Research and development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-445115-53467,33323,,R113379   -  HTA Project 09/81/01,Programme,,,
Department of Health,Department of Health,11/11/2011,Research & development,Research and development,VANTIX LTD,SME,CB10 1SX,228,83364,,"SBRI-1008-011 ( eLISA - a new, low cost and universal five minute assay platform for the surface detection of C.difficile, MRSA, and hospital acquired infectious agents.)",Programme,,,
Department of Health,Department of Health,11/11/2011,Research & development,Research and development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-445177-53482,26425.87,,RCA - 2887 (HTA - 08/57/02 ),Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-445227-53525,96121,,RP-PG-0109-10047,Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-445228-53522,157500,,RP-PG-0109-10116,Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-445229-53524,52343,,Applied Research Awards,Programme,,,
Department of Health,Department of Health,14/11/2011,Research & development,Research and development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-445230-53523,81334,,RP-PG-1209-10099  - Applied Research Award - Prof Aziz Sheikh,Programme,,,
Department of Health,Department of Health,15/11/2011,Research & development,Research and development,QUANTA FLUID SOLUTIONS LTD,LARGE,B49 6EU,10,96285,,11-3B-0809-10009,Programme,,,
Department of Health,Department of Health,15/11/2011,Research & development,Research and development,BATH UNIVERSITY OF,PUBLIC,BA2 7AY,ERS-445382-53578,29494,,Inv 33898 - FRIENDS Trial,Programme,,,
Department of Health,Department of Health,15/11/2011,Research & development,Research and development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-445387-53574,61361.5,,Invoice 165252 ( Impact Trial ),Programme,,,
Department of Health,Department of Health,15/11/2011,Research & development,Research and development,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,PUBLIC,CT1 3NG,ERS-445402-53573,31105,,2011/PAEDS/08 - PB-PG-0110-21045,Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,THE QUEENS HOTEL LEEDS,SME,LS1 1PL,529334,42943.75,,NIHR TCC - Meeting,Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-445542-53650,127708.7,,Inv 103251 - A ( UKCTOCS Trial ),Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-445544-53651,99643.03,,Inv 103252 ( UK FOCSS Trial ),Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-445548-53643,34144,,Invoice 5664607 - ESTEEM TRIAL,Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-445550-53649,39226,,09/144/09 - Lead Author  Professor Anthony Guy Marson,Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-445553-53653,140488,,06/07/01 - RC0898,Programme,,,
Department of Health,Department of Health,17/11/2011,Research & development,Research and development,DE MONTFORT UNIVERSITY,PUBLIC,LE1 9BH,ERS-445556-53648,42741,,NEAT K024,Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,TIGENIX LTD,SME,CB4 0WZ,201-20110015,34525.6,,II-3B-0109-10038 - Development of a Smart implant for Miniscus Repair Using Platelet Rich Plasma ( PRP ) Mediated Biological Repair.,Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,TIGENIX LTD,SME,CB4 0WZ,201-20110016,30351.05,,II-3B-0109-10038 - Development of a Smart implant for Miniscus Repair Using Platelet Rich Plasma ( PRP ) Mediated Biological Repair.,Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-445774-53685,31136.63,,85000421 (NCRI Secretariat ),Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,NATIONAL CANCER RESEARCH INSTITUTE (NCRI),PUBLIC,SE1 7TP,ERS-445775-53684,4330,,Invoice 000089,Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,NATIONAL CANCER RESEARCH INSTITUTE (NCRI),PUBLIC,SE1 7TP,ERS-445775-53684,23366.71,,Invoice 000094,Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-445776-53686,50000,,National Awareness & Early Diagnosis Initiative ( NAEDI),Programme,,,
Department of Health,Department of Health,21/11/2011,Research & development,Research and development,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,PUBLIC,S10 3TH,ERS-445780-53687,26365,,R&D ZH25 ( PB-PG-0906-11248 - Professor Nigel Mathers ),Programme,,,
